Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Azúcar Ledesma Clásica 1kg,https://articulo.mercadolibre.com.ar/MLA-1317424046-azucar-ledesma-clasica-1kg-_JM#position=33&search_layout=stack&type=item&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,1.492,GRUPO ELNENE,Nuevo  |  +10mil vendidos,(4 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1317424046,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azúcar Ledesma Rubia Mascabo Paquete 800 Grs,https://www.mercadolibre.com.ar/azucar-ledesma-rubia-mascabo-paquete-800-grs/p/MLA19936260?pdp_filters=category:MLA1423#searchVariation=MLA19936260&position=8&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,1.566,Mayorista Masivos,Nuevo  |  +10mil vendidos,(51 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1281963999,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azúcar rubia Chango en sobres 100 unidades por 5g,https://www.mercadolibre.com.ar/azucar-rubia-chango-en-sobres-100-unidades-por-5g/p/MLA21888697?pdp_filters=category:MLA1423#searchVariation=MLA21888697&position=4&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,2.999,CAPSULANDIA,Nuevo  |  +1000 vendidos,(122 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1480984926,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azucar Impalpable Talco 1 Kg,https://www.mercadolibre.com.ar/azucar-impalpable-talco-1-kg/p/MLA20723150?pdp_filters=category:MLA1423#searchVariation=MLA20723150&position=5&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,3.199,DULCECOCOSTORE,Nuevo  |  +10mil vendidos,(6 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1414760022,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Cafe Martinez molido tostado Brasil 500g sin azúcar agregada,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-brasil-500g-sin-azucar-agregada/p/MLA20721602?pdp_filters=category:MLA1423#searchVariation=MLA20721602&position=2&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,14.500,Cafe Martinez,Nuevo  |  +1000 vendidos,(686 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1308505910,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Azucar Individual Chango De 1000 Sobres,https://www.mercadolibre.com.ar/azucar-individual-chango-de-1000-sobres/p/MLA21049595?pdp_filters=category:MLA1423#searchVariation=MLA21049595&position=16&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,15.990,POSTA LOCALES,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1306027200,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azucar De Caña Organica Ying Yang 1kg  Sin Tacc Vegano,https://www.mercadolibre.com.ar/azucar-de-cana-organica-ying-yang-1kg-sin-tacc-vegano/p/MLA20011156?pdp_filters=category:MLA1423#searchVariation=MLA20011156&position=7&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,4.202,VÍVET MARKET,Nuevo  |  +5mil vendidos,(79 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1288628150,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Avena Arrollada Instantanea X 500gr | Yin Yang | Premium,https://www.mercadolibre.com.ar/avena-arrollada-instantanea-x-500gr-yin-yang-premium/p/MLA22846086?pdp_filters=category:MLA1423#searchVariation=MLA22846086&position=3&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,1.548,VÍVET MARKET,Nuevo  |  +5mil vendidos,(108 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1368945997,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Cereales y Barras,Avena,nan
Azucar Ledesma Clásica Paquete De 1 Kilo,https://www.mercadolibre.com.ar/azucar-ledesma-clasica-paquete-de-1-kilo/p/MLA19992609?pdp_filters=category:MLA1423#searchVariation=MLA19992609&position=1&search_layout=stack&type=product&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,1.819,CAPSULANDIA,Nuevo  |  +50mil vendidos,(141 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1495494430,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
Azúcar Fugaz Tipo A 1kg,https://articulo.mercadolibre.com.ar/MLA-1373744849-azucar-fugaz-tipo-a-1kg-_JM#position=34&search_layout=stack&type=item&tracking_id=a45de027-3675-41a4-80a1-79c6c8d6efce,1.272,GRUPO ELNENE,Nuevo  |  +1000 vendidos,(225 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1373744849,2024-02-26 10:51:54,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan
