Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Galletita Don Satur Bizcochos  dulce 200 g,https://www.mercadolibre.com.ar/galletita-don-satur-bizcochos-dulce-200g/p/MLA16176019?pdp_filters=category:MLA1423#searchVariation=MLA16176019&position=2&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,728,MEJORPRECIO.COM.AR,Nuevo  |  +50mil vendidos,(+50 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1141296773,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galletitas Frutigran Avena Y Pasas Galletas Granix,https://www.mercadolibre.com.ar/galletitas-frutigran-avena-y-pasas-galletas-granix/p/MLA19531303?pdp_filters=category:MLA1423#searchVariation=MLA19531303&position=3&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,1.345,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1156529409,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galletas Schär Crackers sin TACC 210 g,https://www.mercadolibre.com.ar/galletas-schr-crackers-sin-tacc-210g/p/MLA16175966?pdp_filters=category:MLA1423#searchVariation=MLA16175966&position=4&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,9.000,POSITANO DISTRIBUIDORA,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#902111919,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Oreo Clásicas De Vainilla Sin Sal 118 g,https://www.mercadolibre.com.ar/oreo-clasicas-de-vainilla-sin-sal-118g/p/MLA19542080?pdp_filters=category:MLA1423#searchVariation=MLA19542080&position=5&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,1.023,TAP GROCERY,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1157943643,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galletitas Pitusas Chocolate Mini Galletas Dulces Rellenas,https://www.mercadolibre.com.ar/galletitas-pitusas-chocolate-mini-galletas-dulces-rellenas/p/MLA25871962?pdp_filters=category:MLA1423#searchVariation=MLA25871962&position=6&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,723,MEJORPRECIO.COM.AR,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1469931860,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galletita Club Social Display x 6 Uni,https://www.mercadolibre.com.ar/galletita-club-social-display-x-6-uni/p/MLA16176152?pdp_filters=category:MLA1423#searchVariation=MLA16176152&position=7&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,1.869,TAP GROCERY,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1141227285,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galleta Trakinas Frutilla,https://www.mercadolibre.com.ar/galleta-trakinas-frutilla/p/MLA24826046?pdp_filters=category:MLA1423#searchVariation=MLA24826046&position=8&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,3.599,CAPSULANDIA,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#1690138034,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galletitas Celosas Tradicionales Semibañadas Galletas Dulces,https://www.mercadolibre.com.ar/galletitas-celosas-tradicionales-semibanadas-galletas-dulces/p/MLA21237455?pdp_filters=category:MLA1423#searchVariation=MLA21237455&position=11&search_layout=stack&type=product&tracking_id=5d1ebc02-508c-4f34-b53a-461e4638234d,1.587,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1328791861,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galletas De Arroz Yamani Integral X12 Sin Sal Sin Tacc,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=RSvw4C6SY9WX7p51L2R18w3eMGY6q%2FvK25rP66NpUePkQP1a0tCetbREERGidpQatuKHSvM5WJBr8ZcA8PwZZnPsC8%2F5uhrW3MnKryMrWh%2BY41QJqyxlYq6SjkIxtVXThE%2F2UXgSb8asP528M1e8%2BoFXlOBzUMIuMuRA6ksv%2BHMVIOKr%2BlQ0blEVzx%2Blfaoyg2Cujtv3OmeKaIaW%2F7wy8ZPmaeMvxeLaE4XoDc3gD0d1H1Tkw8SMRCq3f8DuYP2w%2F4p%2FG3uvtTDFnQu%2BUQV0FM3yRM4MSlQb5tTYANg4jKAXrIPSafO35HQ8tde0%2FzrWrJLvv4W6VyuvVUrJGlNEkIhIXFj2uHwZMd156W%2BbLCTQXAuNB8OUms6Rh%2B6vTO4axbjHAy7D%2FjAbaN3qbZc0cM4nBMpEh23BaP3%2B%2BeZaTrCXL7lwBvksKR8QxjXqYBSEgqRYYTGXGrn4y6ZY58y7ye5cy26Vy7jRtjy39RsnH%2FkKmGMeXyBKlLyp8S2ki346xqRUVUK%2FYyTS0C2v7LLAlByqzhK4tB%2FreDZcR3H1oh4LNgDdBKPKQO5O7lQXiFE0c8U%2Fkq%2Fni3WWmE8AXxqh3sZXf%2Ff%2Fblw69Lx%2FLQ6QXjg6oy3AgvbLCVrYC48fmeV2RKJ0GmObbWYJRV7t6yziqxSSbcXXLLVftGAXxg6fTiZoD74hRXumj0HZLw2SK%2BaqW%2BMY0bf9rvAWufyuJ4uuels%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,10.608,EDIETETICS,Nuevo  |  +5 vendidos,(+5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1377616242,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
Galletas De Arroz Yamani X12 Con Mix De Legumbres S/tacc,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=sMTLl08uzBBT6QiK23x0ecbHLuT5vpRGlyqQaL08V0Ay3zX2EVdDNV7g4z0H9hu9n0S45o%2BPBV13nyypFWJOcHvxVspG3%2FADhYBWk4%2FIsepj1%2BfpZV378f4IN8YINtqwxsGQWf4pjIhmXP%2Bz5q5MJ3wg6UbsdxZX69auiNdWdhaBHJTo49hEyJVqRwylAOwXrHawmTfpfAGX7f5sVdH25NHQzgmJp5XoTezc1Lk0BqWn%2FjcU07ArKZSMR9zuMT36PqtsLPH%2BPfx7hxrQjEPCFdhbf6mFJwjozHs1SSPr%2B%2BH4h5DksoCF3fMtN3Eym0ho0aGcRqOsWdGSi4LRNGZGM%2BJT%2BQpJInsTSXbNIXT4RWu9N4TZF%2F3pDVIXrqjyWSfqzYVx4ZC4dTDfquPm8z8xrFGjgLn06HBxZkllJgl6d7ePWZwfniHlAuBnzE0rwc6%2BA8w0%2FMzYGObw9GRb5Qlxm9%2BK8uEbDuFcMTNXsSMSY80H24Br%2FLwC2dyPQzwSmpF%2BYQ82KFAkP45ezJnLiwT80XmUD%2BZo4%2Buu86ZXnTOKCWVtmTcAwsHhcHoUXn5G%2FiL7ALUTAmd6cZSEiIyvOfOnJpKqDWqLIXBHlCgUzZSio967OPmO8E6k0HrB8Tq9p31RjhslBP7hRhzHlhxSFR79vjY3XUXIR8sMmKYYoRWP8QQYCmlnQxjNj57NpaKxasyawoMKiMTNndcKMBtNnFEE9gHgMc7x&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,10.608,EDIETETICS,Nuevo  |  +5 vendidos,(5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1148480398,2024-04-30 19:40:47,Alimentos y Bebidas,Almacén,Galletitas,nan,
