Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Arroz Oro Parboil Gallo X1 Kg,https://www.mercadolibre.com.ar/arroz-oro-parboil-gallo-x1-kg/p/MLA20018406?pdp_filters=category:MLA1423#searchVariation=MLA20018406&position=3&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,3.968,TAP GROCERY,Nuevo  |  +10mil vendidos,(317 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1283572282,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Largo Fino Dos Chinos 1 Kilo,https://www.mercadolibre.com.ar/arroz-largo-fino-dos-chinos-1-kilo/p/MLA29521924?pdp_filters=category:MLA1423#searchVariation=MLA29521924&position=4&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,2.660,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(182 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1401475957,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Parboil Dos Hermanos 1kg No Se Pega Libre de Gluten - Sin Tacc,https://www.mercadolibre.com.ar/arroz-parboil-dos-hermanos-1kg-no-se-pega-libre-de-gluten-sin-tacc/p/MLA19936763?pdp_filters=category:MLA1423#searchVariation=MLA19936763&position=5&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,3.999,CAPSULANDIA,Nuevo  |  +5mil vendidos,(1343 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1411360722,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Basmati X 1 Kg.,https://www.mercadolibre.com.ar/arroz-basmati-x-1-kg/p/MLA21851144?pdp_filters=category:MLA1423#searchVariation=MLA21851144&position=7&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,13.568,NEWGARDEN.COM.AR,Nuevo  |  +1000 vendidos,(33 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1381674064,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Fideos Sin Tacc De Arroz Tradicional Soyarroz X 300 Gr.,https://www.mercadolibre.com.ar/fideos-sin-tacc-de-arroz-tradicional-soyarroz-x-300-gr/p/MLA21807572?pdp_filters=category:MLA1423#searchVariation=MLA21807572&position=9&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,2.075,PURAVIDA STORE,Nuevo  |  +5mil vendidos,(127 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1372544783,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,Pastas,nan
Arroz Carnaroli Gallo Bolsa X 5 Kg,https://www.mercadolibre.com.ar/arroz-carnaroli-gallo-bolsa-x-5-kg/p/MLA21851147?pdp_filters=category:MLA1423#searchVariation=MLA21851147&position=11&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,15.656,ELECTRO.CHARLY,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1408988549,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Galletita Molinos Del Bosque  de arroz  original sin TACC sin sal 150 g,https://www.mercadolibre.com.ar/galletita-molinos-del-bosque-de-arroz-original-sin-tacc-sin-sal-150g/p/MLA16176351?pdp_filters=category:MLA1423#searchVariation=MLA16176351&position=1&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,1.479,CAPSULANDIA,Nuevo  |  +10mil vendidos,(45 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1151534762,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,Galletitas,nan
Arroz El Dique Largo Fino 1 Kilo,https://articulo.mercadolibre.com.ar/MLA-1616596794-arroz-el-dique-largo-fino-1-kilo-_JM#position=37&search_layout=stack&type=item&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,2.550,ARTICULOS MOHE,Nuevo  |  +100 vendidos,(98 disponibles),Nuevo  |  +100 vendidos,No disponible,#1616596794,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Fortuna Bolsa 5 Kg - Ideal Sushi Mayorista 30 Kg,https://www.mercadolibre.com.ar/arroz-fortuna-bolsa-5-kg-ideal-sushi-mayorista-30-kg/p/MLA21861322?pdp_filters=category:MLA1423#searchVariation=MLA21861322&position=6&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,16.139,IMPORTADORANACCATO,Nuevo  |  +500 vendidos,(1494 disponibles),Nuevo  |  +500 vendidos,No disponible,#1452338010,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Oblea De Arroz Gallo X24 Unidades,https://www.mercadolibre.com.ar/oblea-de-arroz-gallo-x24-unidades/p/MLA21169477?pdp_filters=category:MLA1423#searchVariation=MLA21169477&position=8&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,7.950,OPEN25HS!,Nuevo  |  +5mil vendidos,(20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1584449092,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas
Arroz Largo Fino Dos Chinos 500 Gr,https://articulo.mercadolibre.com.ar/MLA-1630669046-arroz-largo-fino-dos-chinos-500-gr-_JM#position=38&search_layout=stack&type=item&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,1.413,ARTICULOS MOHE,Nuevo  |  +100 vendidos,(100 disponibles),Nuevo  |  +100 vendidos,No disponible,#1630669046,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Gallo Preparado Mix De Vegetales por 240g,https://www.mercadolibre.com.ar/arroz-gallo-preparado-mix-de-vegetales-por-240g/p/MLA19975777?pdp_filters=category:MLA1423#searchVariation=MLA19975777&position=10&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,2.507,TAP GROCERY,Nuevo  |  +5mil vendidos,(59 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1280814689,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Largo Fino Grano Selecto Molinos Ala Paquete 1 Kilo,https://articulo.mercadolibre.com.ar/MLA-1376425507-arroz-largo-fino-grano-selecto-molinos-ala-paquete-1-kilo-_JM#position=39&search_layout=stack&type=item&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,2.720,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(108 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376425507,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Preparado Sabor Queso Gallo X 240 Gr,https://www.mercadolibre.com.ar/arroz-preparado-sabor-queso-gallo-x-240-gr/p/MLA20018413?pdp_filters=category:MLA1423#searchVariation=MLA20018413&position=2&search_layout=stack&type=product&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,2.507,TAP GROCERY,Nuevo  |  +5mil vendidos,(85 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1280808483,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Oferta! Arroz Gallo Doble Carolina Premium 500g Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1572276444-oferta-arroz-gallo-doble-carolina-premium-500g-sin-tacc-_JM#position=40&search_layout=stack&type=item&tracking_id=51f029dd-c628-4535-9e6e-c2f81a87cd0c,2.999,CAPSULANDIA,Nuevo  |  +1000 vendidos,(325 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1572276444,2024-02-22 15:50:38,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
