Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Leche Descremada Larga Vida X 1 L Tregar ,https://www.mercadolibre.com.ar/leche-descremada-larga-vida-x-1-l-tregar/p/MLA19939007?pdp_filters=category:MLA1403#searchVariation=MLA19939007&position=3&search_layout=stack&type=product&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,888,TAP GROCERY,Nuevo  |  +50mil vendidos,(16019 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1272805664,2024-01-26 11:53:22,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche En Polvo Sobres Descremada Ilolay X 30u 5g Sin Tacc,https://www.mercadolibre.com.ar/leche-en-polvo-sobres-descremada-ilolay-x-30u-5g-sin-tacc/p/MLA24750643?pdp_filters=category:MLA1403#searchVariation=MLA24750643&position=1&search_layout=stack&type=product&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,3.252,ECOMODICO,Nuevo  |  +5mil vendidos,(7 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1495963960,2024-01-26 11:53:22,Alimentos y Bebidas,Bebidas,Leche,nan,nan
Leche La Suipachense Descremada 1 Litro,https://www.mercadolibre.com.ar/leche-la-suipachense-descremada-1-litro/p/MLA29911624?pdp_filters=category:MLA1403#searchVariation=MLA29911624&position=2&search_layout=stack&type=product&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,1.024,Mayorista Masivos,Nuevo  |  +500 vendidos,(76 disponibles),Nuevo  |  +500 vendidos,No disponible,#1404320075,2024-01-26 11:53:22,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche En Polvo Descremada Ilolay Instantanea Sin Tacc 400 Gr,https://www.mercadolibre.com.ar/leche-en-polvo-descremada-ilolay-instantanea-sin-tacc-400-gr/p/MLA21904395?pdp_filters=category:MLA1403#searchVariation=MLA21904395&position=5&search_layout=stack&type=product&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,2.772,ECOMODICO,Nuevo  |  +1000 vendidos,(21 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1360522950,2024-01-26 11:53:22,Alimentos y Bebidas,Almacén,Infusiones,Leche en Polvo,nan
Leche Descremada Larga Vida X 1 L Tregar X 2 Unidades,https://articulo.mercadolibre.com.ar/MLA-1398749337-leche-descremada-larga-vida-x-1-l-tregar-x-2-unidades-_JM#position=18&search_layout=stack&type=item&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,2.057,TAP GROCERY,Nuevo  |  +50 vendidos,(870 disponibles),Nuevo  |  +50 vendidos,No disponible,#1398749337,2024-01-26 11:53:22,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche Parcialmente Descremada Ilolay Larga Vida 1 Lt X 12 Un,https://articulo.mercadolibre.com.ar/MLA-1380323275-leche-parcialmente-descremada-ilolay-larga-vida-1-lt-x-12-un-_JM#position=21&search_layout=stack&type=item&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,11.716,ECOMODICO,Nuevo  |  +500 vendidos,(304 disponibles),Nuevo  |  +500 vendidos,No disponible,#1380323275,2024-01-26 11:53:22,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche La Serenisima Descremada Zero Lactosa 1l X 18u Botella,https://articulo.mercadolibre.com.ar/MLA-1387358841-leche-la-serenisima-descremada-zero-lactosa-1l-x-18u-botella-_JM#position=22&search_layout=stack&type=item&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,33.000,JUMBALAY,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1387358841,2024-01-26 11:53:22,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
16 Cápsulas Dolce Gusto Cafe Au Lait Skinny Descremado Light,https://www.mercadolibre.com.ar/16-capsulas-dolce-gusto-cafe-au-lait-skinny-descremado-light/p/MLA19752327?pdp_filters=category:MLA1403#searchVariation=MLA19752327&position=4&search_layout=stack&type=product&tracking_id=5e8daef0-3c27-424d-9ab5-6d99d918116c,8.823,Dolce Gusto,Nuevo  |  +10mil vendidos,(1154 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1398765577,2024-01-26 11:53:22,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Leche En Polvo Descremada Purisima Sobres 5g X 600 Unidades,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=y8oCCVBoCDAkVtdFP0pb6g%2BnH3WdVc6hjdScHZ9%2Bf2ueIogG4%2BCV0ybVmDbqzNAx2rVZ1i4G%2Fi1NffX0TGeKs6ZArwbHDN4Eb8P5X2ITrfWG8jMVdMj5%2Fk3YRCfZBNwhDp1r%2FjyT7GAmeg2pW97DBUQaYZiIM8p2y%2F7HdwjhiTqb4j9kjIbuvs%2FI9CH8qbiwR5CwXutmoHEbzedvkAXxnQfodfWjD9rPxW0GHTlMU1UP%2FCI8DdTmXvKiFfu%2B%2Bg%2BR3eoZjpYeSuNJFgAMX8fJyJ0Hccecz2IM36XoqqUA0nY2IaNOR6ESv6kzfbHmKov6sVYqKST%2BPP1FC68XpFJh8bX2SA%2F7z2eNY3rwCgFSsj05ZBY0%2FLbuRKebBzf7McHRvg71ru4gROXsZVPixp3P3%2FcCeWGdvGSElYh2pjMZGNK%2FcZF5Va%2FRVghaclKdAQ8W%2BxQCue0QWyodSkhzgioEn8nVYJZUXqkSniZ8WCv2dFIe2gWFAG3GFzleVbSXBm7HDAF6eoGHVMnJJAvjh0nMjs1eHlx9%2BhTeFFSF3B8BqjzxPXsA%2Bu276WBLYpHEJL4YQym9dlRaf1DT6NTKCteR6H0EMq8ptBtn9gustIhB7yFdsIz57fmIryFYp4NaPqGEUxMw9060N9VNio%2FjklB%2FciU6CCzAgwv4gXy4wEIURrF662ldwHnzQ0YW9KKY0oPxOdSsAEceH26rgX1uJHhYuerJ00DmtQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,56.999,PURÍSIMA OFICIAL,Nuevo  |  +5 vendidos,(991 disponibles),Nuevo  |  +5 vendidos,No disponible,#1315064433,2024-01-26 11:53:22,Alimentos y Bebidas,Almacén,Infusiones,Otras Infusiones,nan
Leche En Polvo Descremada Purisima Sticks 5gr (600 Sobres),https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=15iDy2Y6awmmoA6vcE7mX3bI9vBlPl8DhNDWnOe0jSqh0Onz4Jv0%2BgJe3nw4beF8Tna8CcLc9y3lh%2BC3A2uHzBswziQtZmeOl0C3ATzSqRjD3qwCyJEU7GCb8%2Fgvg6FNW%2BNMfgP%2F3%2BNdKn2gFrEw3%2FR54MCpJABO%2BJiuMTD54ELT8tKO5mcz2qq4xqcz%2BK2pqHib1b6aMsLMcm%2FPR0HLDa68KG8N6f7iT015yUf%2FKAWduRvHJ9J9%2FI7ddmIlh3RsHXshcv3W05wNUPxMAG%2FgkifwJOFB1BnjiMkrku%2FtmzB0hpV3fiUdoiBjBWoiWEG2Eer%2BDSb%2FjDqw6zlYXz2VSU6ubnH2rJTXeQmRhJzjoGejn2wM1jL5PQ02pHW2JNp%2BeUXt%2FT165vJJ9D%2FiJ6y%2B41xdIh1jBIaKLqY4e7Sq3go2OBTw9CLZO4ajLElpoyWD1Vi26T7e%2FbGOMqjV%2FVmFJmrHU0s1bg2dDnTOmYG%2FmcUGwKOoSp4IhYZe0rM8Lwd%2FcFDl0y3k4GDHM2JuoeMUvr1pPrdL%2FlrbtqwrQrr%2Fg7eZtgC9o2%2BBxMbKBcKM3Jz4dcpFPKYd3vaKnAd6593rPY5MQT%2BCmu0pi7Nbr%2Fjh7lHmARUWm%2B0qU72D1umFIxRTurOkeJUUFshAdUKWUFOR%2BBmJVR4R%2F8%2FNk3m9JCyMyu3ldV1MlLoIhD5FoFslSjNY6t9BWKyp8tUcm7Fvf1h5%2F7tFMTc%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,51.799,PURÍSIMA OFICIAL,Nuevo  |  +100 vendidos,(981 disponibles),Nuevo  |  +100 vendidos,No disponible,#1106607909,2024-01-26 11:53:22,Alimentos y Bebidas,Almacén,Infusiones,Otras Infusiones,nan
