Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Fideos Tirabuzón Lucchetti 500g,https://www.mercadolibre.com.ar/fideos-tirabuzon-lucchetti-500g/p/MLA20719337?pdp_filters=category:MLA1423#searchVariation=MLA20719337&position=5&search_layout=stack&type=product&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,989,TAP GROCERY,Nuevo  |  +10mil vendidos,(1626 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1286443752,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos  Most.rayad. 500 Gr Sta.isabel,https://www.mercadolibre.com.ar/fideos-mostrayad-500-gr-staisabel/p/MLA21164899?pdp_filters=category:MLA1423#searchVariation=MLA21164899&position=12&search_layout=stack&type=product&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,880,ARTICULOS MOHE,Nuevo  |  +500 vendidos,(159 disponibles),Nuevo  |  +500 vendidos,No disponible,#1395499445,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos penne rigate Matarazzo sin tacc libre de gluten 500g,https://www.mercadolibre.com.ar/fideos-penne-rigate-matarazzo-sin-tacc-libre-de-gluten-500g/p/MLA20882391?pdp_filters=category:MLA1423#searchVariation=MLA20882391&position=2&search_layout=stack&type=product&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,2.599,TAP GROCERY,Nuevo  |  +5mil vendidos,(356 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1292498434,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Giacomo Capelettini Tridicci Pasta Semola Fortificada 500 Gr,https://www.mercadolibre.com.ar/giacomo-capelettini-tridicci-pasta-semola-fortificada-500-gr/p/MLA19957818?pdp_filters=category:MLA1423#searchVariation=MLA19957818&position=7&search_layout=stack&type=product&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,2.439,ECOMODICO,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1408584208,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Tirabuzon Verizzia 500gr,https://articulo.mercadolibre.com.ar/MLA-1284845345-fideos-tirabuzon-verizzia-500gr-_JM#position=45&search_layout=stack&type=item&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,879,GRUPO ELNENE,Nuevo  |  +10mil vendidos,(79 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1284845345,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Tirabuzon Matarazzo X500 Gr,https://www.mercadolibre.com.ar/fideos-tirabuzon-matarazzo-x500-gr/p/MLA19943667?pdp_filters=category:MLA1423#searchVariation=MLA19943667&position=13&search_layout=stack&type=product&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,1.382,TAP GROCERY,Nuevo  |  +10mil vendidos,(409 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1280821337,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Giacomo Capelettini Verdura 500 Grs,https://www.mercadolibre.com.ar/fideos-giacomo-capelettini-verdura-500-grs/p/MLA19977015?pdp_filters=category:MLA1423#searchVariation=MLA19977015&position=14&search_layout=stack&type=product&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,2.439,ECOMODICO,Nuevo  |  +5mil vendidos,(110 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1432346870,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos n°4 Spaghetti Delverde 500g,https://www.mercadolibre.com.ar/fideos-n4-spaghetti-delverde-500g/p/MLA19964514?pdp_filters=category:MLA1423#searchVariation=MLA19964514&position=3&search_layout=stack&type=product&tracking_id=9ada02b9-a75f-4751-9876-19e805c7d38c,3.749,TAP GROCERY,Nuevo  |  +1000 vendidos,(7 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280866688,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Fusilli Colavita 500 Gr.,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=bSWJkgNMSG14dcJNQg1V9YbNUSO2e8Pdqjws%2BKnnSjYdnbpN4GNshBHM4emgP2e2JTuO5qZBdc2SDXuFp9o0q%2FMMwZMq%2FfrXZXii2c%2FhhYt6kW90%2FuXwD0EgQ4%2B0Qy6xhSDhEL8JbVhyqLgRn9RIArRq5cYJBvef1CvSYmOwm6%2FG2c7P8R8Uq0UYWBXyRPVMRY1i%2FPBq6y6ZoRjfaAimP2qn%2Bcjk5c%2BvxGrNWZXoond%2Bo85Ro9ZHpUfqzBMkjITbAa7vfA5why4ktSuK7M%2FRpY5CaDHuZZ98gQthdQccs3NBIX%2Faudgj1Ygun3ca5V%2BYvRYqEUfTI6zE2YWILUL%2B3NA1tF6K8MdmG4UynhvQemMrLh%2BFh6Ye1XXARBnufYbx%2F9btXuTWuhe1I1t1nh1W8dkWwtczlJLMAd9GasCNnhKTuKIV1bBgdCyRj7xfJzc2KHKeHRjIsuDmYcerTskKuzuuSl2VYmAGFy4%2B4dE7xrADCKWZdKQ0deUprNr5XYJhls7CSJLdveLF%2F8vQresxWOheluMCeEk00rQprkoi7wTu7e85GF9mZ%2Fd29wvuY1rwJM6k%2BX%2FEE7ZtC3dMqWnplhiphbS6umQU7jo08Qe9OUc%2Ffxd7%2FN2kYpGlXN4yZoiQF4KVeTA3JiQCcBfskp4%2BQJuGYJqMGTCNImDf8o746BhxlYxT7HIoUHnU&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,6.407,MERCADOGOURMET.ONLINE,Nuevo  |  +50 vendidos,(22 disponibles),Nuevo  |  +50 vendidos,No disponible,#1211415513,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Largos Fettuccini Don Vicente X 500gr Pack 20 U ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=5DDax%2BG5Ui4nN9bsHuduE50G4rYC9%2Fwu%2Fq9gWPXMKfqgvB%2BSji2zCWeDbjCo66MZOkm4OBD0pY%2FV%2FbRWXoiOxGQDZBPfotu9yE7GzpnJNvJwLZuo2QogUl73SnLp5mPF%2BBWyorb4ROUNBiiyneplk84XRzflFzvXv4qFg%2FLOjr4f5JuHrncbMOy821Fp%2B1R5FPJe2t60Ui8azy6Fn7e2ZvX0EV4%2Flq%2BPlObuAg%2Fn1MFB2odkXVQ8Bvispz0RuoQ6BMQFHoD5KDoBhMEE03DkUUdkosClH5I3vjlmvCCNZIzewsr9rrWPbsfcJGPpzgEPQZt1I6ei5%2BQ24VQ37TdQ0Ex67xXhGJUB8uBpJb9Bbtp2ZhjrO9z2T2yv6avjzkZVMuplit0XKKM9raM%2BmanV9%2BjDRKvEDgV6vwTfO5QyEM%2Fzp14eQf%2B2drGNRpj%2FmGPX8JjTH9yrGGfb9KI9ms2xWM5jPcswO%2F8AwD7%2BQrTcLrl1ATvC%2FQFZ4FrTZJO1GT9vDqqw7VqGYh%2FkBFiiPT2inCOYGzqqumZ4E2CLBnmeDpsBfiLPeW0qYfWAZkndg0ZwdcwZZc15IYRlIIeq7PE%2F%2FHlWvgWwVNElXsiCgTNaTWCfi0Mb2jysqYmBgK4ugrwh7W0Oq6NdMrMGAiDt5XAFxv7X2Do8X9amW0FatYy6Z9mRzI2WFit9PEQTD3rK%2BVV52Jkqjh5uoZnM6Ube%2Fng4OO10RwE%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,47.000,JUMBALAY,Nuevo  |  +25 vendidos,(24 disponibles),Nuevo  |  +25 vendidos,No disponible,#1510137344,2024-01-26 12:04:05,Alimentos y Bebidas,Almacén,Pastas,nan
