Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Caramelos Billiken Yogur Paquete De 600 Grs,https://www.mercadolibre.com.ar/caramelos-billiken-yogur-paquete-de-600-grs/p/MLA19974690#searchVariation=MLA19974690&position=2&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,2.830,MEJORPRECIO.COM.AR,Nuevo  |  +5mil vendidos,(145 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1278856888,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Caramelos Masticables Dropsy Yogur X 700gr Frutilla Vainilla,https://www.mercadolibre.com.ar/caramelos-masticables-dropsy-yogur-x-700gr-frutilla-vainilla/p/MLA21563021#searchVariation=MLA21563021&position=3&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,3.500,OPEN25HS ML,Nuevo  |  +100 vendidos,(587 disponibles),Nuevo  |  +100 vendidos,No disponible,#1377034711,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Caramelo Masticable Billiken Yogur X 600g,https://articulo.mercadolibre.com.ar/MLA-1366511245-caramelo-masticable-billiken-yogur-x-600g-_JM#position=21&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,2.900,OPEN25HS ML,Nuevo  |  +5 vendidos,(816 disponibles),Nuevo  |  +5 vendidos,No disponible,#1366511245,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Yogurt Griego Natural Sin Azúcar Pack X3 - 500gr C/u,https://articulo.mercadolibre.com.ar/MLA-1402566120-yogurt-griego-natural-sin-azucar-pack-x3-500gr-cu-_JM#position=22&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,8.900,HANSHOP BA,Nuevo  |  +500 vendidos,(298 disponibles),Nuevo  |  +500 vendidos,No disponible,#1402566120,2024-01-26 12:22:55,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Yogurtera Yelmo Yg-1700 1 Litro ,https://www.mercadolibre.com.ar/yogurtera-yelmo-yg-1700-1-litro/p/MLA17840710#searchVariation=MLA17840710&position=4&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,34.500,MUNDOJW.,Nuevo  |  +10mil vendidos,(135 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1395170261,2024-01-26 12:22:55,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Gomitas conitos Arcor Mogul Yogus 500g,https://www.mercadolibre.com.ar/gomitas-conitos-arcor-mogul-yogus-500g/p/MLA20015617#searchVariation=MLA20015617&position=5&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,4.098,DULCEPAUSAOK,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1404800040,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Yogurt Griego Natural Sin Azúcar Pack X4 - 500gr C/u,https://articulo.mercadolibre.com.ar/MLA-1402362500-yogurt-griego-natural-sin-azucar-pack-x4-500gr-cu-_JM#position=23&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,11.500,HANSHOP BA,Nuevo  |  +100 vendidos,(836 disponibles),Nuevo  |  +100 vendidos,No disponible,#1402362500,2024-01-26 12:22:55,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
"Yogurtera Smart Tek Digital 7 Recip Vidrio 1,2 Litros Color Plateado",https://www.mercadolibre.com.ar/yogurtera-smart-tek-digital-7-recip-vidrio-12-litros-color-plateado/p/MLA26925122#searchVariation=MLA26925122&position=6&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,59.900,Smart-Tek,Nuevo  |  +5mil vendidos,(41 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1505288490,2024-01-26 12:22:55,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Soju Bebida Coreana Sabor Yogurt 360 Ml,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=0n2tiOVv%2BPHp581R85GdZCNRIiHLpVu3epx%2FGmnAHmRiHk2OCz39C%2B0TnBWpZp0ZG2KCvN3iqz7xnF22UUIYH2faUWAjmhpH6PHnfit2kzcxWKcL7PQAp%2Bg54kzU45L1IwsohKT3QaYusj%2Fq7enzTQRiYLA01NIZ8AdHHopRvucK6Kr5JYzWI5ZoEk9t9VUKHFVqmn6yz0wTwfMGBdoI9tWYhTiihqZ6A%2BxF3eHJNB7Lj1ACK8tQvNZLYDW3sDu%2BZplA5DHuFDa24LuVkpsd%2FPJjEo%2B7sz2AtVP6FKgGEKarWvWCnkwSsLYH0tOgGaFI0wrbNp1VsfznNploQ1WK1dVN1TJvSj9GMQjtrs9sf2a1ERNIEDdE0cVnL9fy8P75AnL4O9zPCfSG3P080JJu51xmLHqP01KR%2B0IrAyJt1HDCAm25ZYb%2BwJIx%2Bur879LEYE7XPB5%2FjzqoAivwX4SuPwiFRzyw27DLRzeRIEOYlnSwUtZ86eO2nDCzREj2MzeS0HLy1UC2eL87XP7ZUbG2eGyVTajC510gQhsHpYvOTni58Mi7zMIELKsgVnVElQRoZZgLfvw5n1GO%2B50BSzemBo10Y9jC%2Bzb%2FSzVD24%2F3Ua2ib2Wvjp%2BJCoKwpYZ3Ttri1b1LRgDVI7Y5WmFHD9DincKtwPOl1uxR5YEenefBgsdgvkWfFHLuOouS%2BdxOWXg%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,5.500,ASIA.ORIENTAL,Nuevo  |  1 vendido,(8 disponibles),Nuevo  |  1 vendido,No disponible,#866321740,2024-01-26 12:22:55,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Iniciador Fermento Probioticos Para Yogurt Yogur Now Pack X5,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=oFichnLOsuNxnCuqJD7Uwsb%2BS5lcq9GU0sIGrkuv4JhkpmotauwV4DECleQXulNvD1Gf73PwS2fU9F7KnmCEvhR0%2Fh%2FnNLc7%2FSUnKrDylDBmWu%2F1%2BzjADTtR4lvlf%2B8kkZml9L0oIHhvza1KgXGyEDxpwWZ5rSsfyp74TVhl4ynSEDMEfQmzjQTzNZkCc3q0j7w2hUnacF4BQfHnCit0Se41Fo2iJSJ03%2BlksvMXHwZCA4hpG2Y6fEqRWCP3zo43%2FRVEvXER70bdNdxUg1WIV5ckkLlY8lF02KUNIfexr0yfAwsMzSryp%2FVczXqMARJx8oQDTc5UgKWmsyq5XXReju78HLAHXNwdEHf1jqx70K4xMdCmz0j6L4bqbjathYU2F749hsoONbqDugSnWAFQdn%2FWC%2F3yW1f5QviyQkqOgr%2FyCGXz7hah7xDiPzRAcWLWGhy91mJR52tLTxqDGpLc7bYbu2l0QtD7Bj0v%2FDROKGaMLN3Mt7%2F9HFoNJbKgXHXcdsK0VvQeke6v8ArtkxFbKRJAxOeBpW0U9z5lKhzqg703GRwVOLHlPzwgU6NWMrbOOdcgsgDeCawaaUUs8nTmxy%2FwtnropdczphtmFVOrxqwqD7NY0asPQ%2BdMawXqp8UT1JLcU5%2FW9%2Fzue0r3EMhImW1GuEEvrQ5cJIWZDnkQ0mZKdo6xsbdzNXdLy5l4PUH3QYgrRtkAEApfH7SVY6B4i1hSGzMn2G8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,10.900,TUTIENDASUSTENTABLE,Nuevo  |  +25 vendidos,(16 disponibles),Nuevo  |  +25 vendidos,No disponible,#1570066352,2024-01-26 12:22:55,Salud y Equipamiento Médico,Suplementos Alimenticios,nan,nan,nan
Barrita Flow Yogurt Light Georgalos 20 X24g,https://www.mercadolibre.com.ar/barrita-flow-yogurt-light-georgalos-20-x24g/p/MLA21526623#searchVariation=MLA21526623&position=7&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,7.599,MEJORPRECIO.COM.AR,Nuevo  |  +500 vendidos,(131 disponibles),Nuevo  |  +500 vendidos,No disponible,#1368608807,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal,nan
Yogurt Griego Natural Sin Azúcar Pack X2 - 500gr C/u,https://articulo.mercadolibre.com.ar/MLA-1402502536-yogurt-griego-natural-sin-azucar-pack-x2-500gr-cu-_JM#position=24&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,6.500,HANSHOP BA,Nuevo  |  +100 vendidos,(668 disponibles),Nuevo  |  +100 vendidos,No disponible,#1402502536,2024-01-26 12:22:55,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Yogurtera Electrica Yoggy Daewoo 2lt Yogurt Griego Recetario Color Beige Frecuencia 50,https://www.mercadolibre.com.ar/yogurtera-electrica-yoggy-daewoo-2lt-yogurt-griego-recetario-color-beige-frecuencia-50/p/MLA28203695#searchVariation=MLA28203695&position=8&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,51.582,TECNOFAST_,Nuevo  |  +1000 vendidos,(192 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1397192925,2024-01-26 12:22:55,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Yogurt Griego Natural Sin Azúcar 500gr,https://articulo.mercadolibre.com.ar/MLA-1402504030-yogurt-griego-natural-sin-azucar-500gr-_JM#position=25&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,4.400,HANSHOP BA,Nuevo  |  +100 vendidos,(909 disponibles),Nuevo  |  +100 vendidos,No disponible,#1402504030,2024-01-26 12:22:55,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Smart-Tek YM800 220V Plateado 50Hz,https://www.mercadolibre.com.ar/smart-tek-ym800-220v-plateado-50hz/p/MLA27819168#searchVariation=MLA27819168&position=11&search_layout=stack&type=product&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,46.665,Smart-Tek,Nuevo  |  +10mil vendidos,(46 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1566893140,2024-01-26 12:22:55,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Fermento Para Preparar Yogur Chr Hansen,https://articulo.mercadolibre.com.ar/MLA-917949698-fermento-para-preparar-yogur-chr-hansen-_JM#position=26&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,15.300,VESI9198156,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#917949698,2024-01-26 12:22:55,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Yogurt Griego Natural Sin Azúcar Pack X6 - 500gr C/u,https://articulo.mercadolibre.com.ar/MLA-1402273312-yogurt-griego-natural-sin-azucar-pack-x6-500gr-cu-_JM#position=27&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,16.500,HANSHOP BA,Nuevo  |  +100 vendidos,(832 disponibles),Nuevo  |  +100 vendidos,No disponible,#1402273312,2024-01-26 12:22:55,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Yogur Estilo Griego Sin Sabor 280gr Cremuccino,https://articulo.mercadolibre.com.ar/MLA-901481224-yogur-estilo-griego-sin-sabor-280gr-cremuccino-_JM#position=28&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,21.392,MODO.BARISTA,Nuevo  |  +25 vendidos,(20 disponibles),Nuevo  |  +25 vendidos,No disponible,#901481224,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Saborizantes y Jarabes,Otros,nan
Caramelos Billiken Masticables Pack X 18u *gs*,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=U3yBvn%2FViNZXCmhYAH5zAp8uf%2FZdfa38VV9vaaLSml6ExskM%2Bi5IpfQR5MTfkKhz%2BYuoTnnWCynTmFer15bSVzinI9TMSB%2BILUTK0RgWAl5IbEmhZS669EXQcD1KDxh8kWM7ciJx4S2yn53ppHpGGy17pDSW5QNMVqTI7mp7l6pFd6m2jxehYzkVWuRRLoyGZ33MIhrSsO6M%2BcLlT%2FZpQGzJruymjGrEBOHy3%2FrHjw5sK4IPKF7TIhdY0GVbH8kfpi922o%2BTqs%2FcuS9PbRPb6WDc6j%2FsDIlx%2BrRlxYnJ71mqtNt%2B1hY4%2Bi%2FXSpWc5GTJD1Ljz2z1ljuUsVl%2FWpNsLuqmuxWGSuBXEfA6JfHQehHaU2oIIux9SJrxpOYRCQfY%2BfM12%2Bg5%2BjwCkta7xgI5KwI0DvqzIJGOdepYGshKguJa2zxy%2FYCOQqGCFpqd8c%2B4Ff%2FV9U1IgXYOadH13qQXM8ApGZWMvm11iHeTPP3365lR7%2BTRLbEuZdLkYxdlu5HG4soEPzpCBIK9MUbg5Zl%2BkXAbS9%2F77izQGqmYpj03f0h499uZpy6AYVve2bdd4Kqmmh3t%2FSf7RR0xw2ICLPCTGhLaBsDlfjVh4jSXAN9h77dLqK47jl82mcyFMduuFiwiVdhkWsdZqt99%2F2fUkBDTNIADDPwAXx0%2FJpjM1zPQZ8EP1PNlKQG7eIRXM66sB5nxkh7Y5X7y0SNli8rB0tgaKYVUaeJ99rUTtCEatEZ%2BA%2BxvJovE4VSFBqXrblZNA8qcszCDwlaIRLyupyrcBjld8GVTA4N%2BWQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,4.088,GOLOSINAS SUR,Nuevo  |  +25 vendidos,(19 disponibles),Nuevo  |  +25 vendidos,No disponible,#930575538,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Fort Tu Yogur X100 Grms Fel Fort *golosinas Del Sur*,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=X3tf95Ywkhe0XP6xMQZwiLwqNGiBapHUaAzgllhbx1JOhxs6ZC8Iw2OTwM8iJZyFfmkX9VgI3cDJ5rpuWlLcYY6KNKXhjyiO3P3mUeAgq%2BoCJl4vKvDx9DrlcWB0xICJzTiX4GvX6snw16GFUYPXtU8kicyZQcHCIN4y4Q6ok42M0GGId5VdOcIcuYK8nT2GKkJ7IuxLEFqzwupy7N%2F0xFZg%2BXOxCvaezWWE2OjKOOgy6TbTiG%2BL7S%2Fk7T8kKKNnljfOlAXLAPrnn0n%2BJh4WupCpuBDN%2FfVeUk86vey7cumURvNXIyQk0EM%2FYS6wG%2B3pAQptbDU3dSqgHwvwz9KnCVmyPWOv0Xs6UNLnp5DcmmC%2Fw%2BY9UCf%2BcdEuKmOHEvLNvUQynsFQmibBdRc9wIWaw9bAKxloqS6%2FpxdGDoYyXTphhnliNBelHQoky1GdTDbI2Ma3AvqfjRmv0QFVOXqtq7vChfpSbN83hZ0opvVgs53zLr%2FeDawZL1GrIv042PxilFJmxiwqH8wWZT6V2gn%2BJSUX6ZNSfpC3vASC%2B7CKZfPXjb7moZ1s0E5cWLtTnQcAo4abFfIEGkQo5zNLvOYY%2BWtGMqSm2BGGrbhn%2BQDMzXNqKR0rTRNi2Wt219%2F2Lt65bQrtkKMy8pUBQGAC3AvnaWFZ%2BKce5Ij7mpsVq8vQ0yHnX%2FQ1y5mxRivueCqLbmGFHTStGg7sU1YH2X8w2Jo%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,1.595,GOLOSINAS SUR,Nuevo  |  +50 vendidos,(51 disponibles),Nuevo  |  +50 vendidos,No disponible,#1112397765,2024-01-26 12:22:55,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Chocolates,nan
Fermento Láctico Con Probióticos Yogur Now X 12 Unidades,https://articulo.mercadolibre.com.ar/MLA-1149733857-fermento-lactico-con-probioticos-yogur-now-x-12-unidades-_JM?searchVariation=174958596352#searchVariation=174958596352&position=29&search_layout=stack&type=item&tracking_id=bc4e8a2b-9822-43f1-b5fa-5b34f2e0ae01,24.000,PROBIOTICAR,Nuevo  |  +100 vendidos,(59 disponibles),Nuevo  |  +100 vendidos,No disponible,#1149733857,2024-01-26 12:22:55,Salud y Equipamiento Médico,Suplementos Alimenticios,nan,nan,nan
