Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Caja X 10 Barritas Integra Semillas Y Chocolate 27gr C/u Dw,https://www.mercadolibre.com.ar/caja-x-10-barritas-integra-semillas-y-chocolate-27gr-cu-dw/p/MLA20731298?pdp_filters=category:MLA1423#searchVariation=MLA20731298&position=14&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,7.472,PUNTONUEZ,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1337707880,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Frutillas X 1kg - Envios A Todo El Pais,https://articulo.mercadolibre.com.ar/MLA-820991141-almohaditas-rellenas-frutillas-x-1kg-envios-a-todo-el-pais-_JM#position=42&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,6.312,TIENDA-EL PORTUGUÉS,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#820991141,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletita Con Cereal Integral Clasica Cerealitas 212g,https://www.mercadolibre.com.ar/galletita-con-cereal-integral-clasica-cerealitas-212g/p/MLA29542564?pdp_filters=category:MLA1423#searchVariation=MLA29542564&position=38&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,900,TIENDADELOCOS,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1423849339,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Galletitas,nan
Smams Cereales Anillitos De Fruta,https://articulo.mercadolibre.com.ar/MLA-1280263474-smams-cereales-anillitos-de-fruta-_JM#position=43&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,2.002,PLANTMARKET,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#1280263474,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Ki Bar Barrita Proteica Cafe Y Leche De Coco + 3 Claras 40g,https://articulo.mercadolibre.com.ar/MLA-1364091207-ki-bar-barrita-proteica-cafe-y-leche-de-coco-3-claras-40g-_JM#position=44&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.399,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1364091207,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Copos De Maiz Natural Lasfor 200 Gr,https://www.mercadolibre.com.ar/copos-de-maiz-natural-lasfor-200-gr/p/MLA36213088?pdp_filters=category:MLA1423#searchVariation=MLA36213088&position=22&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.453,BLIP,Nuevo  |  +5 vendidos,(+10 disponibles),Nuevo  |  +5 vendidos,No disponible,#1423691959,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletas Redondas C/sal De Arroz Integral Sin Tacc X1u 100g,https://www.mercadolibre.com.ar/galletas-redondas-csal-de-arroz-integral-sin-tacc-x1u-100g/p/MLA28863428?pdp_filters=category:MLA1423#searchVariation=MLA28863428&position=16&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.040,PURAVIDA STORE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1600427732,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Galletitas,nan
Almohaditas Rellenas Chocolate X 500 Gr - Env A Todo El Pais,https://www.mercadolibre.com.ar/almohaditas-rellenas-chocolate-x-500-gr-env-a-todo-el-pais/p/MLA26913450?pdp_filters=category:MLA1423#searchVariation=MLA26913450&position=18&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,3.791,TIENDA-EL PORTUGUÉS,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1505088868,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletitas Cereales Bagley Con Salvado Mediana,https://www.mercadolibre.com.ar/galletitas-cereales-bagley-con-salvado-mediana/p/MLA21780275?pdp_filters=category:MLA1423#searchVariation=MLA21780275&position=28&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,817,TAP GROCERY,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1353815287,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Galletitas,nan
Cereal Relleno Delicel Sabor Menta Sin Tacc X 240 Grs,https://www.mercadolibre.com.ar/cereal-relleno-delicel-sabor-menta-sin-tacc-x-240-grs/p/MLA29211424?pdp_filters=category:MLA1423#searchVariation=MLA29211424&position=30&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.689,POSITANO DISTRIBUIDORA,Nuevo  |  +5 vendidos,(3 disponibles),Nuevo  |  +5 vendidos,No disponible,#1399995323,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas Rellenas De Mousse De Limón Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-mousse-de-limon-lasfor-200-gr/p/MLA21827053?pdp_filters=category:MLA1423#searchVariation=MLA21827053&position=33&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.728,AEH MALL,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1398721243,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
12 Barritas Veganas Coco & Choco S/tacc S/azucar Laddubar Dw,https://www.mercadolibre.com.ar/12-barritas-veganas-coco-choco-stacc-sazucar-laddubar-dw/p/MLA20027444?pdp_filters=category:MLA1423#searchVariation=MLA20027444&position=35&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,5.000,ALMACENNATURALNUEVAVIDA,Nuevo  |  +500 vendidos,(4 disponibles),Nuevo  |  +500 vendidos,No disponible,#1750178364,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Chocolino Bolitas De Cereal Con Chispitas X 200 Gr,https://www.mercadolibre.com.ar/chocolino-bolitas-de-cereal-con-chispitas-x-200-gr/p/MLA20725619?pdp_filters=category:MLA1423#searchVariation=MLA20725619&position=36&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,2.377,Ecomodico,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1322704272,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Muecas Caja X16 Barritas De Cereal Pasas De Uva Y Almendras,https://www.mercadolibre.com.ar/muecas-caja-x16-barritas-de-cereal-pasas-de-uva-y-almendras/p/MLA21266471?pdp_filters=category:MLA1423#searchVariation=MLA21266471&position=37&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,13.007,DIETETICANUEVAVIDA,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1322712155,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Fibra Total 4 Fibras Granix Trigo Avena Arroz Maiz,https://www.mercadolibre.com.ar/cereal-fibra-total-4-fibras-granix-trigo-avena-arroz-maiz/p/MLA19943734?pdp_filters=category:MLA1423#searchVariation=MLA19943734&position=31&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.697,01MERCADO,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1271750839,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Integra barra banana y nuez 44 gr caja 10 unidades,https://www.mercadolibre.com.ar/integra-barra-banana-y-nuez-44-gr-caja-10-unidades/p/MLA21622803?pdp_filters=category:MLA1423#searchVariation=MLA21622803&position=32&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,7.573,PUNTONUEZ,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1337183704,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Micro Cereal C/ Chocolate Argenfrut X 200 Grs,https://articulo.mercadolibre.com.ar/MLA-909701213-micro-cereal-c-chocolate-argenfrut-x-200-grs-_JM#position=45&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,3.320,PAPUS SERGIO,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#909701213,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Semillas Y Chocolate Integra Sin Tacc X 10 Unidades,https://www.mercadolibre.com.ar/barra-semillas-y-chocolate-integra-sin-tacc-x-10-unidades/p/MLA28565062?pdp_filters=category:MLA1423#searchVariation=MLA28565062&position=34&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,9.197,Integra,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1584418284,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Bolitas Nutri Chok Fortificados Nutri Foods - Mejor Precio,https://articulo.mercadolibre.com.ar/MLA-1394384877-bolitas-nutri-chok-fortificados-nutri-foods-mejor-precio-_JM#position=46&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.666,MEJORPRECIO.COM.AR,Nuevo  |  +50 vendidos,(4 disponibles),Nuevo  |  +50 vendidos,No disponible,#1394384877,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barras Cereal Mix Yogurt Frutilla Light X 20u ,https://articulo.mercadolibre.com.ar/MLA-1616635136-barras-cereal-mix-yogurt-frutilla-light-x-20u-_JM#position=47&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,12.000,OPEN25HS ,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1616635136,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
cereales Copos De Maíz Azucarados 3 Arroyos X 4 Kg,https://www.mercadolibre.com.ar/cereales-copos-de-maiz-azucarados-3-arroyos-x-4-kg/p/MLA28863363?pdp_filters=category:MLA1423#searchVariation=MLA28863363&position=29&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,11.990,ALIMENTOS FUENTES,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1602851766,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Avena Banana Integra 40 Gr Caja X 10 Unidades,https://www.mercadolibre.com.ar/barra-de-avena-banana-integra-40-gr-caja-x-10-unidades/p/MLA28082296?pdp_filters=category:MLA1423#searchVariation=MLA28082296&position=15&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,8.490,Integra,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1396710175,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos Frutales Snuks Sin Tacc 200 Gr,https://www.mercadolibre.com.ar/aritos-frutales-snuks-sin-tacc-200-gr/p/MLA21852205?pdp_filters=category:MLA1423#searchVariation=MLA21852205&position=17&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,2.739,BLIP,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1362112931,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Caja De Cereales Zucaritas Tigre Azucarados 150gr,https://articulo.mercadolibre.com.ar/MLA-1594844746-caja-de-cereales-zucaritas-tigre-azucarados-150gr-_JM#position=48&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.188,AEH MALL,Nuevo  |  +50 vendidos,(5 disponibles),Nuevo  |  +50 vendidos,No disponible,#1594844746,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Ki Bar Barritas Proteicas 100% Naturales Pack X 10u Surtido,https://articulo.mercadolibre.com.ar/MLA-914374455-ki-bar-barritas-proteicas-100-naturales-pack-x-10u-surtido-_JM#position=49&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,15.199,LEPOTMARKET,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#914374455,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Trix Frutales Nestle Pack X5 Cajas - 01mercado,https://articulo.mercadolibre.com.ar/MLA-911329088-cereal-trix-frutales-nestle-pack-x5-cajas-01mercado-_JM#position=50&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,24.291,01MERCADO,Nuevo  |  +25 vendidos,(5 disponibles),Nuevo  |  +25 vendidos,No disponible,#911329088,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Almendra Y Nuez Integra 41 G X 10 Unidades,https://www.mercadolibre.com.ar/barra-almendra-y-nuez-integra-41-g-x-10-unidades/p/MLA28134679?pdp_filters=category:MLA1423#searchVariation=MLA28134679&position=19&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,8.490,Integra,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1626496624,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
"Copos De Maíz Natural Bolsa 3,5kg 3 Arroyos",https://articulo.mercadolibre.com.ar/MLA-1123803513-copos-de-maiz-natural-bolsa-35kg-3-arroyos-_JM#position=51&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,8.760,PUERTOGOURMETSRL,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1123803513,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita Proteica Natural Con Clara De Huevo Ki-bar 40gr X10,https://articulo.mercadolibre.com.ar/MLA-1387944799-barrita-proteica-natural-con-clara-de-huevo-ki-bar-40gr-x10-_JM#position=52&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,13.766,OLIVADONMATEO,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1387944799,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Chocoflakes Granix Cereal Copos de Chocolate,https://www.mercadolibre.com.ar/chocoflakes-granix-cereal-copos-de-chocolate/p/MLA25809161?pdp_filters=category:MLA1423#searchVariation=MLA25809161&position=20&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,2.283,01MERCADO,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1467337492,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Cereal Quaker Mousse De Chocolate X 156 Gr Desayuno,https://articulo.mercadolibre.com.ar/MLA-1198926654-barra-de-cereal-quaker-mousse-de-chocolate-x-156-gr-desayuno-_JM#position=53&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,3.915,PepsiCo,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1198926654,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Ositos De Avena Y Miel - 1 Kg,https://articulo.mercadolibre.com.ar/MLA-789917272-ositos-de-avena-y-miel-1-kg-_JM#position=54&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,4.692,DIETETICA CALLLAO,Nuevo  |  +50 vendidos,(+50 disponibles),Nuevo  |  +50 vendidos,No disponible,#789917272,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletitas Cereales Bagley Con Avena Tripack Mediano,https://www.mercadolibre.com.ar/galletitas-cereales-bagley-con-avena-tripack-mediano/p/MLA21780274?pdp_filters=category:MLA1423#searchVariation=MLA21780274&position=24&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,2.528,TAP GROCERY,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1353164093,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Galletitas,nan
Aritos Con Miel X 1kg - Envío A Todo El País.,https://articulo.mercadolibre.com.ar/MLA-842531814-aritos-con-miel-x-1kg-envio-a-todo-el-pais-_JM#position=55&search_layout=stack&type=item&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,4.681,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#842531814,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas Rellenas De Chocolate Suizo Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-chocolate-suizo-lasfor-200-gr/p/MLA21852202?pdp_filters=category:MLA1423#searchVariation=MLA21852202&position=26&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,1.941,AEH MALL,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1398656495,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
 Barras de cereal Georgalos Flow Cereal sabor frutos del bosque 20 unidades de 27g,https://www.mercadolibre.com.ar/barras-de-cereal-georgalos-flow-cereal-sabor-frutos-del-bosque-20-unidades-de-27g/p/MLA20951641?pdp_filters=category:MLA1423#searchVariation=MLA20951641&position=21&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,11.039,OPEN25HS ,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1370209916,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos De Cereal Sabor Miel Sin Tacc Snack 130gr Pack X3,https://www.mercadolibre.com.ar/aritos-de-cereal-sabor-miel-sin-tacc-snack-130gr-pack-x3/p/MLA28209526?pdp_filters=category:MLA1423#searchVariation=MLA28209526&position=23&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,3.840,OLIVADONMATEO,Nuevo  |  +5 vendidos,(4 disponibles),Nuevo  |  +5 vendidos,No disponible,#1570091112,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita de Cereales Muecas sabor pasas de uva y almendras de 45g,https://www.mercadolibre.com.ar/barrita-de-cereales-muecas-sabor-pasas-de-uva-y-almendras-de-45g/p/MLA19735184?pdp_filters=category:MLA1423#searchVariation=MLA19735184&position=25&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,14.202,TIENDAMUECASOFICIAL,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1552732662,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Limón X 500g - s A Todo El País,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-limon-x-500g-s-a-todo-el-pais/p/MLA26444833?pdp_filters=category:MLA1423#searchVariation=MLA26444833&position=27&search_layout=stack&type=product&tracking_id=43da78f9-7b31-497b-8b6c-68167577f595,3.557,TIENDA-EL PORTUGUÉS,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384721863,2024-04-30 19:38:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
