Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba mate Playadito suave 1000g,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-1000g/p/MLA21017193?pdp_filters=category:MLA409408#searchVariation=MLA21017193&position=5&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,4.749,CAPSULANDIA,Nuevo  |  +50mil vendidos,(+50 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1301692798,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Nobleza Gaucha Suave Sin Tacc X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-nobleza-gaucha-suave-sin-tacc-x-1-kg/p/MLA21239193?pdp_filters=category:MLA409408#searchVariation=MLA21239193&position=6&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,3.262,TAP GROCERY,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1318632308,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Playadito Suave 500grs.,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-500grs/p/MLA19991741?pdp_filters=category:MLA409408#searchVariation=MLA19991741&position=2&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,2.499,CAPSULANDIA,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1278633767,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias sabor tradicional 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-sabor-tradicional-1kg/p/MLA19839481?pdp_filters=category:MLA409408#searchVariation=MLA19839481&position=11&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,6.525,PAPUS SERGIO,Nuevo  |  +50mil vendidos,(+50 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1396821339,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Canarias Serena 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-serena-1kg/p/MLA20008630?pdp_filters=category:MLA409408#searchVariation=MLA20008630&position=4&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,8.099,TGWSTORE,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,OFERTA DEL DÍA,#1367781295,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Mañanita 4 Flex Con Palo Sin Tacc 1kg,https://www.mercadolibre.com.ar/yerba-mate-mananita-4-flex-con-palo-sin-tacc-1kg/p/MLA19973281?pdp_filters=category:MLA409408#searchVariation=MLA19973281&position=3&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,4.299,CAPSULANDIA,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1451223498,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Mañanita 4flex 500g,https://www.mercadolibre.com.ar/yerba-mate-mananita-4flex-500g/p/MLA20719063?pdp_filters=category:MLA409408#searchVariation=MLA20719063&position=1&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,2.199,TAP GROCERY,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1286462786,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Nobleza Gaucha Suave Sin Tacc X 500 Gr,https://www.mercadolibre.com.ar/yerba-mate-nobleza-gaucha-suave-sin-tacc-x-500-gr/p/MLA21774520?pdp_filters=category:MLA409408#searchVariation=MLA21774520&position=16&search_layout=stack&type=product&tracking_id=c01651f3-fffc-4cd8-bdbd-818c0a2ba07d,1.624,TAP GROCERY,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1359580817,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Barbacuá Picada Vieja 10 X 500 Gr,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=QbYevYm37RIjF7v3%2B5Tm7cmuzhm2KhptnxeHjQ53g379FEYLuwT91AWcqBJifECL%2BYJew4%2B3b4mmVuVSpl62Xcecs9Ahr8Ekptrimj2e1gd9h2fsw8jhB%2BHE7baQbt9ZuBuJ9%2FWw0ty6bWH4QmERR1EUB3EAiJL5buC6up89pxTG9%2FSLmAT2RKhR8Q6uYZX3kiXqmBeLit5EYzO9z4EHD7AGQMosQHPwrkKXUVNOjt9s48kpeygm2sd1g1v6bAgTdpxzLiXET53P7yw201GlqibiUxXmQmHK04t9YO%2BHbTAxcoOdrjUQYBf3bSicA%2B7Fs32rDBU599yTHRYSkn%2B4uopEgMZ9q4PHWc%2Bp1DzW7c0jY5%2FkXHDyakvG0m%2Fo1oNx05L%2BqLLUTY64WrHkSZqOU2G5jO%2BhBSIuAExSabtCS6Gjh%2FC9e%2BZyoCwreIAWPl0pI8LkaD4V90JGv3uSu6MVLUuaym25s9Ou%2BASKA93wdD5gAswF88tRcFCirXZV66S98MzfDLK0Oo%2FF8k6yS4vzxuYUkBbn2At1LKe7hY7thQ0l4TS8wHUCXTZb27W8hMC7N6eCl4qiGiBrPJ0INwhzkkWASoGOWoY232oUX0pRz0WQgGp44EwSKsguKt%2BOpf6gFZnLMXGfR5SnXtq0LYxRdHZ2Js0FRCp64NMt124w2ZIackp8XORH%2BOsL5S9uMTIcCX8CtDM%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,29.238,SEMILLA VIVA,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#913600387,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Barbacuá Picada Vieja 20 X 500 Gr,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=lEFCYxDHWAMTJbDF9XaGYZsWfZm2kfOL7%2FIc5LTwVjFfQkaX%2F%2F3p%2B5Wk6E7RxbVQqnx8SSnpBryifsW%2BBj21o6AL5Kat1Ucu5AMmSVw72qbe5fNu7jsheqrAjEXmlpCNg2mj%2BXs8kNpQADkPRmwhrXgezAEbTBYvTK7tnERydqrhnkElQlt5fxDjxBqOllJ60cnZOJALGVlunMEemu2%2Fr28nfs8yM6Ho5cahYyla8wsnC0aSyMnhEqnRNjHsJslFrLNqKLNgVN4Ela74bMZRPJd1dvjw0iE3iITQ%2FfRqEHiPKOKdCiZGjYHLPKgqdfhjAwoOhmb6IHEDCH6TJVBe3xTFTPjypPlqTrOTuuL8uT4KbNF7jHfavtiaoIu3EntYZoMuC%2FicpV8BWuy%2B3gCaY7BvFJlwUOlkVvsXbL8ShsJqAk2lUbbMKSTUOOKDsoZYyM077c0M2WDrcco1fHGs2DH0ho7CHSYAEzzreBGDTdoN9TRo84%2FvifPc4u93d1cYCqVEoS22tkfenm%2FnSj01APm1%2BaMqW%2B5qE831YJ9iQ%2FfCBrd%2F20ghEUnoop%2FwDL5H1Nr9gWexaFV0kL7VaL1rATE%2Fod3Mku4ZH27r11op2UojVeVIp4B%2F3LU%2BnpWKQvGhduMi6pqJcT1wbcmlLYzaomuOZx6u2d6NLPRCUcQBgOtzbyuC5BWR%2BcljZuf6rPvDS185m4RnSdae5w%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,58.476,SEMILLA VIVA,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1171681729,2024-04-10 12:41:21,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
