Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Leche Descremada Larga Vida Tregar X 12 Unidades,https://www.mercadolibre.com.ar/leche-descremada-larga-vida-tregar-x-12-unidades/p/MLA27864781?pdp_filters=category:MLA417098#searchVariation=MLA27864781&position=8&search_layout=stack&type=product&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,15.733,TAP GROCERY,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1550210076,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche En Polvo Sobres Descremada Ilolay X 30u 5g Sin Tacc,https://www.mercadolibre.com.ar/leche-en-polvo-sobres-descremada-ilolay-x-30u-5g-sin-tacc/p/MLA24750643?pdp_filters=category:MLA417098#searchVariation=MLA24750643&position=13&search_layout=stack&type=product&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,3.477,Ecomodico,Nuevo  |  +5mil vendidos,(+5 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1495963960,2024-04-10 12:27:38,Alimentos y Bebidas,Bebidas,Leche,nan,nan
Leche Parcialmente Descremada Ilolay Larga Vida 1 Lt X 12 Un,https://www.mercadolibre.com.ar/leche-parcialmente-descremada-ilolay-larga-vida-1-lt-x-12-un/p/MLA29596579?pdp_filters=category:MLA417098#searchVariation=MLA29596579&position=15&search_layout=stack&type=product&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,14.137,Ecomodico,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1700032386,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Caja leche en polvo descremada en sobrecitos por 100 unidades,https://www.mercadolibre.com.ar/caja-leche-en-polvo-descremada-en-sobrecitos-por-100-unidades/p/MLA21268135?pdp_filters=category:MLA417098#searchVariation=MLA21268135&position=16&search_layout=stack&type=product&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,13.003,LENTEI,Nuevo  |  +500 vendidos,(5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1390107977,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Botella De Leche Descremada 1 Lt Serenísima Protein Sin Tacc,https://www.mercadolibre.com.ar/botella-de-leche-descremada-1-lt-serenisima-protein-sin-tacc/p/MLA33578910?pdp_filters=category:MLA417098#searchVariation=MLA33578910&position=11&search_layout=stack&type=product&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,2.018,AEH MALL,Nuevo  |  +50 vendidos,No disponible,Nuevo  |  +50 vendidos,No disponible,#1410124501,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche Larga Vida Parcialmente Descremada La Serenisima 1l,https://www.mercadolibre.com.ar/leche-larga-vida-parcialmente-descremada-la-serenisima-1l/p/MLA29551212?pdp_filters=category:MLA417098#searchVariation=MLA29551212&position=12&search_layout=stack&type=product&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,3.563,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1626454308,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche La Serenisima Protein 1l X 18u Botella Proteina 46gr,https://articulo.mercadolibre.com.ar/MLA-1508598030-leche-la-serenisima-protein-1l-x-18u-botella-proteina-46gr-_JM#position=17&search_layout=stack&type=item&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,47.000,JUMBALAY,Nuevo  |  +50 vendidos,(+10 disponibles),Nuevo  |  +50 vendidos,No disponible,#1508598030,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche La Serenisima Larga Vida Liviana Sin Tacc 1 Litro,https://www.mercadolibre.com.ar/leche-la-serenisima-larga-vida-liviana-sin-tacc-1-litro/p/MLA21767101?pdp_filters=category:MLA417098#searchVariation=MLA21767101&position=2&search_layout=stack&type=product&tracking_id=36767cf8-8f88-43fd-9d41-7ec2352def32,2.700,JUMBALAY,Nuevo  |  +10mil vendidos,(+20 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1506998880,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche De Cabra En Polvo Semidescremada La Primera 250g X6,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=fVhMQ5%2F1KJ1Hlaw3M%2FDLC2cLfVyp4im2Pi4piW7UAshC2n5WZCIEoLbeK%2BqU75z6YE0whxkmX8I5ZuFoCJGjn%2Fv9k9g12p56frotsyUEHhTYmvx1Z7BDGAyARsFr%2FLKwLkHapOUId%2BwzX2yLEgVjQdc0FQWrG1dTCJJwStOZW4lqcPOtw8XryEkcyrHnfcfbly5qRGzwptU%2FU380lVpoTwboVGJ9UbVSSniJEfoRhU%2BpbZ6LsF91wuSpi6Uyv4k4q7vyaKUsFLbOYBAuHV6LtSTsKXBmWKOoeklfH8k%2FQLbY7Y0UKqjV%2FXYfkvRgji6ZZFuVfVTm2xRaKIScJwVCh%2FwgUTRosueXlxAr2Y%2BwSATgVlgMKzbk11YR6NNS26LJSOk4tJ1CafpOl7A2uK6vfQgJskJDTM7u5A%2FZQ9mBKDJG%2BoKPWse5xVkqB4QGuoSTmlJstSkBtiwNTmOb2AlZsDPhdlzEY1YDymggCGleizDK9mFTLPgiTBAtzzVrF9XfnQdmMSfNGQD68NTgF7HeNJCb004XAgPsm%2F%2BLnNtKFrFVMv%2FSo2fodfKvZTSPWyO4A9cdgBbaqhVT6KFFnsJ4qWOS4DrkcUPmNLJpcG19ikxRM3YG7CapHKNfSyLtqx%2B2%2FhgxFLUZZm1tmkc2iomuDIIXpXLqpB4coZdtR2UQdzVuVWQzp1enraDOO9dTGmDE40K2bCYcMVCROkLX9U4riPJeBg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,74.221,OLIVADONMATEO,Nuevo  |  +5 vendidos,(+10 disponibles),Nuevo  |  +5 vendidos,No disponible,#1363210365,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
Leche La Serenisima Sin Lactosa Barista 1 L Botella X 6u ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=WM6207ZyMNI3KovAg5Y3MY%2BqwHikJ%2F5dm6NxohFQqwqfZbAzRV8aZc6NfSw5Pgw6opJJTay%2BH%2FdMht7P4Y4eMonCKrq5G3C4Q%2B05pe5JyMCL8FmBef89Slq1N4wDHNOKH4A1nhutuSbmlOz6%2BwLFbcSqqmnFDy6q3phEIY494dh1UZDsiHcW3dLTCt5M9QvUx0zHwOaV7I4shPosG9VaNvLT%2Bmn3bOWA3YGQNBt9B1nCeW3ui6NdiCDP1cLNknBi4xi9jancg0UE%2BQoZK9R7iOptaI7jshDjc0S3C8B7oguJkPzBCXYW%2F0X18v5a%2BionwWXmFik%2FKg5uzvQ6RI%2BjKm8H0Mvh2PGknZ3C1EQ5T%2BhIz8l8McMjyrG%2BFfbWYIcyCAZXP7kGQVfsZucSgdZ5BUhgSwlLfistqfQXd0rrB9KcPVwILpjARos4djtq1ePjoJxz9ejrsckMkEZAyk9UIy8SayQp1uJT4o259Mn5MDOMzLh0Mo2x6r8f2zA4CXKzpeb7wbkP9r8oUepaCwpyEJFIQAoUA%2BjH9BeA8VJ%2Bd%2B88zlXl6uB1QxL1oeNE1KF3QGomLqKlA%2BcWAbEl0j6k8OZbGB961tl7XxFyMPM9ZTEIqg0KZg1jCL4DxSSa6R0T43P2rqSG6dhrjo83AkSsJAB%2BoJHqsCuzvwJnn7xLRqAnnl9IUxL%2Bn5cVE0fR7wM1d7dhB15EJEjNkZBMge7KNNzdd2M%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,14.000,JUMBALAY,Nuevo  |  +5 vendidos,(4 disponibles),Nuevo  |  +5 vendidos,No disponible,#1387397555,2024-04-10 12:27:38,Alimentos y Bebidas,Frescos,Lácteos,Leches y Cremas,Leche
