Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia
Yerba Mate Arapeguá Orgánica Biodinámica Estacionada 24meses,https://articulo.mercadolibre.com.ar/MLA-1177813554-yerba-mate-arapegua-organica-biodinamica-estacionada-24meses-_JM#position=43&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,4.600,TIENDA.ANDALHUE,Nuevo  |  +1000 vendidos,(59 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1177813554,2024-01-25 15:20:35,No disponible
Yerba 1 Kg La Hoja Yerbas,https://www.mercadolibre.com.ar/yerba-1-kg-la-hoja-yerbas/p/MLA29423873?pdp_filters=category:MLA409408#searchVariation=MLA29423873&position=16&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,4.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(59 disponibles),Nuevo  |  +100 vendidos,No disponible,#1623233718,2024-01-25 15:20:35,No disponible
Yerba Liebig Con Palo 500 Grs Pack X 5 Unidades,https://articulo.mercadolibre.com.ar/MLA-1131353373-yerba-liebig-con-palo-500-grs-pack-x-5-unidades-_JM#position=44&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,10.719,DISTRI ELECTRO,Nuevo  |  +100 vendidos,(6 disponibles),Nuevo  |  +100 vendidos,No disponible,#1131353373,2024-01-25 15:20:35,No disponible
Yerba Mate Verdeflor Menta Y Jengibre Paquete X 500g,https://www.mercadolibre.com.ar/yerba-mate-verdeflor-menta-y-jengibre-paquete-x-500g/p/MLA25833897?pdp_filters=category:MLA409408#searchVariation=MLA25833897&position=11&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,1.449,YERBA VERDEFLOR,Nuevo  |  +500 vendidos,(28 disponibles),Nuevo  |  +500 vendidos,No disponible,#1467212614,2024-01-25 15:20:35,No disponible
Yerba Un Mate - Pack 10u X 500 Grs,https://articulo.mercadolibre.com.ar/MLA-1530372390-yerba-un-mate-pack-10u-x-500-grs-_JM#position=45&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,35.000,Un Mate,Nuevo  |  +100 vendidos,(857 disponibles),Nuevo  |  +100 vendidos,No disponible,#1530372390,2024-01-25 15:20:35,No disponible
Yerba Mate Porongo Organica 500 Gr X 10 Unidades,https://articulo.mercadolibre.com.ar/MLA-1322190079-yerba-mate-porongo-organica-500-gr-x-10-unidades-_JM#position=46&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,40.600,ALOSBARRIOS,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1322190079,2024-01-25 15:20:35,No disponible
Yerba Mate Orgánica La Obereña Pack 3 X 1 Kilo,https://articulo.mercadolibre.com.ar/MLA-814838992-yerba-mate-organica-la-oberena-pack-3-x-1-kilo-_JM#position=47&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,20.347,SEMILLA VIVA,Nuevo  |  +100 vendidos,(14 disponibles),Nuevo  |  +100 vendidos,No disponible,#814838992,2024-01-25 15:20:35,No disponible
Yerba Mate Union Liviana Suave 500g,https://www.mercadolibre.com.ar/yerba-mate-union-liviana-suave-500g/p/MLA20084875?pdp_filters=category:MLA409408#searchVariation=MLA20084875&position=15&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.699,DISTRI_LAZARO,Nuevo  |  +500 vendidos,(89 disponibles),Nuevo  |  +500 vendidos,No disponible,#1400513717,2024-01-25 15:20:35,No disponible
Yerba Mate Premium Laska 3 X 500 Gr - Suave - Sin Acidez ,https://articulo.mercadolibre.com.ar/MLA-1376577907-yerba-mate-premium-laska-3-x-500-gr-suave-sin-acidez-_JM#position=48&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,8.477,SEMILLA VIVA,Nuevo  |  +25 vendidos,(16 disponibles),Nuevo  |  +25 vendidos,No disponible,#1376577907,2024-01-25 15:20:35,No disponible
Yerba Rosamote Seleccion Especial 1 Kilo,https://www.mercadolibre.com.ar/yerba-rosamote-seleccion-especial-1-kilo/p/MLA20729890?pdp_filters=category:MLA409408#searchVariation=MLA20729890&position=19&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,5.899,DISTRI_LAZARO,Nuevo  |  +1000 vendidos,(100 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1642493500,2024-01-25 15:20:35,No disponible
Cachamate Selección 500,https://www.mercadolibre.com.ar/cachamate-seleccion-500/p/MLA21239189?pdp_filters=category:MLA409408#searchVariation=MLA21239189&position=7&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.999,CAPSULANDIA,Nuevo  |  +500 vendidos,(40 disponibles),Nuevo  |  +500 vendidos,No disponible,#1318234248,2024-01-25 15:20:35,No disponible
Yerba Mate Grapia Milenaria Agroecologica X 1Kg,https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-agroecologica-x-1kg/p/MLA23075856?pdp_filters=category:MLA409408#searchVariation=MLA23075856&position=28&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,5.190,CAMINO SANO,Nuevo  |  +100 vendidos,(7 disponibles),Nuevo  |  +100 vendidos,No disponible,#1390090535,2024-01-25 15:20:35,No disponible
Yerba Cruz De Malta Selección Especial X 500g,https://www.mercadolibre.com.ar/yerba-cruz-de-malta-seleccion-especial-x-500g/p/MLA20887325?pdp_filters=category:MLA409408#searchVariation=MLA20887325&position=25&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.299,TAP GROCERY,Nuevo  |  +10mil vendidos,(200 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1292453170,2024-01-25 15:20:35,No disponible
Yerba Mate Sol Y Lluvia X 2 Kg. - Floresta,https://www.mercadolibre.com.ar/yerba-mate-sol-y-lluvia-x-2-kg-floresta/p/MLA20008484?pdp_filters=category:MLA409408#searchVariation=MLA20008484&position=21&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,10.350,ALMATEOK,Nuevo  |  +1000 vendidos,(88 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1401130259,2024-01-25 15:20:35,No disponible
Yerba Organica Ivu X 500gr,https://www.mercadolibre.com.ar/yerba-organica-ivu-x-500gr/p/MLA26403749?pdp_filters=category:MLA409408#searchVariation=MLA26403749&position=24&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,10.450,XPALLET.COM.AR,Nuevo  |  +500 vendidos,(5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1404376285,2024-01-25 15:20:35,No disponible
Yerba Mate Barbacúa Origen 5 X 500 Gr - Con Palo,https://articulo.mercadolibre.com.ar/MLA-1183174877-yerba-mate-barbacua-origen-5-x-500-gr-con-palo-_JM#position=49&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,17.310,SEMILLA VIVA,Nuevo  |  +25 vendidos,No disponible,Nuevo  |  +25 vendidos,No disponible,#1183174877,2024-01-25 15:20:35,No disponible
Yerba Mate La Merced Barcbacua X 500 G X 3 Unidades,https://articulo.mercadolibre.com.ar/MLA-1589631970-yerba-mate-la-merced-barcbacua-x-500-g-x-3-unidades-_JM#position=50&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,10.387,TAP GROCERY,Nuevo  |  +5 vendidos,(7 disponibles),Nuevo  |  +5 vendidos,No disponible,#1589631970,2024-01-25 15:20:35,No disponible
Yerba Mate Tucanguá Paquete De 5 Kg ,https://articulo.mercadolibre.com.ar/MLA-859979022-yerba-mate-tucangua-paquete-de-5-kg-_JM#position=51&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,15.363,MORAGREEN AGROALIMENTOS,Nuevo  |  +500 vendidos,(6 disponibles),Nuevo  |  +500 vendidos,No disponible,#859979022,2024-01-25 15:20:35,No disponible
Yerba Rei Verde Premium 1 Kg,https://www.mercadolibre.com.ar/yerba-rei-verde-premium-1-kg/p/MLA21689218?pdp_filters=category:MLA409408#searchVariation=MLA21689218&position=26&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,8.600,FERNANDO_AR2,Nuevo  |  +500 vendidos,No disponible,Nuevo  |  +500 vendidos,No disponible,#1374775835,2024-01-25 15:20:35,No disponible
Yerba Mate Don Arregui Burrito 500g - No Produce Acidez ,https://www.mercadolibre.com.ar/yerba-mate-don-arregui-burrito-500g-no-produce-acidez/p/MLA20729902?pdp_filters=category:MLA409408#searchVariation=MLA20729902&position=20&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.399,CAPSULANDIA,Nuevo  |  +1000 vendidos,(97 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1462832904,2024-01-25 15:20:35,No disponible
Yerba Mate Pampa Bajo Polvo X 1/2kg X 10 U Pampa - 500 g,https://www.mercadolibre.com.ar/yerba-mate-pampa-bajo-polvo-x-12kg-x-10-u-pampa-500-g/p/MLA21790553?pdp_filters=category:MLA409408#searchVariation=MLA21790553&position=23&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,32.900,MONTEYERBA,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#1363216975,2024-01-25 15:20:35,No disponible
Yerba Mate Union Suave Liviana 1kg con palo - sin tacc,https://www.mercadolibre.com.ar/yerba-mate-union-suave-liviana-1kg-con-palo-sin-tacc/p/MLA20606163?pdp_filters=category:MLA409408#searchVariation=MLA20606163&position=31&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,6.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(57 disponibles),Nuevo  |  +100 vendidos,No disponible,#1403585567,2024-01-25 15:20:35,No disponible
Yerba Mate Aguantadora Tradicional X 1kg,https://www.mercadolibre.com.ar/yerba-mate-aguantadora-tradicional-x-1kg/p/MLA21251899?pdp_filters=category:MLA409408#searchVariation=MLA21251899&position=27&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,3.613,MONTEYERBA,Nuevo  |  +100 vendidos,(24 disponibles),Nuevo  |  +100 vendidos,No disponible,#1363348401,2024-01-25 15:20:35,No disponible
Yerba Mate Barbacua La Merced 500g C/ Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-barbacua-la-merced-500g-c-palo-original-sin-tacc/p/MLA19956924?pdp_filters=category:MLA409408#searchVariation=MLA19956924&position=29&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,3.300,OPEN25HS ML,Nuevo  |  +10mil vendidos,(576 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1404349897,2024-01-25 15:20:35,No disponible
Cbse Yerba Mate Compuesta Hierbas Del Litoral 500 Gr,https://www.mercadolibre.com.ar/cbse-yerba-mate-compuesta-hierbas-del-litoral-500-gr/p/MLA20084879?pdp_filters=category:MLA409408#searchVariation=MLA20084879&position=36&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.665,CAPSULANDIA,Nuevo  |  +500 vendidos,(15 disponibles),Nuevo  |  +500 vendidos,No disponible,#1284272318,2024-01-25 15:20:35,No disponible
5x Yerba Mate Orgánica Pampa 1/2 Kg. Sabor Suave. Nuevo!,https://articulo.mercadolibre.com.ar/MLA-685944411-5x-yerba-mate-organica-pampa-12-kg-sabor-suave-nuevo-_JM#position=52&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,23.750,TIENDA.ANDALHUE,Nuevo  |  +500 vendidos,(2 disponibles),Nuevo  |  +500 vendidos,No disponible,#685944411,2024-01-25 15:20:35,No disponible
Yerba Mate Kalena Con Palo 500g Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-kalena-con-palo-500g-sin-tacc/p/MLA20951288?pdp_filters=category:MLA409408#searchVariation=MLA20951288&position=33&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,2.835,ALMACENDEYERBAMATE,Nuevo  |  +1000 vendidos,(231 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1391801440,2024-01-25 15:20:35,No disponible
Pack X 3 Yerba Mate Estac. Natural Grapia Milenaria,https://articulo.mercadolibre.com.ar/MLA-1550224118-pack-x-3-yerba-mate-estac-natural-grapia-milenaria-_JM#position=53&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,13.110,Alma Nativa,Nuevo  |  +50 vendidos,(51 disponibles),Nuevo  |  +50 vendidos,No disponible,#1550224118,2024-01-25 15:20:35,No disponible
Yerba Mate La Merced Campo Y Monte 500 Grs Pack De 6 Unid,https://www.mercadolibre.com.ar/yerba-mate-la-merced-campo-y-monte-500-grs-pack-de-6-unid/p/MLA24206818?pdp_filters=category:MLA409408#searchVariation=MLA24206818&position=30&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,22.699,TAP GROCERY,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1454084074,2024-01-25 15:20:35,No disponible
Pack De Yerba Mate Kalena Barbacua Despalada 6 X 500 Gr,https://articulo.mercadolibre.com.ar/MLA-1147309704-pack-de-yerba-mate-kalena-barbacua-despalada-6-x-500-gr-_JM#position=54&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,25.116,SEMILLA VIVA,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1147309704,2024-01-25 15:20:35,No disponible
Yerba Liebig Con Palo 500 Grs Pack X 10 Unidades,https://articulo.mercadolibre.com.ar/MLA-1131379285-yerba-liebig-con-palo-500-grs-pack-x-10-unidades-_JM#position=55&search_layout=stack&type=item&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,20.837,DISTRI ELECTRO,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1131379285,2024-01-25 15:20:35,No disponible
Yerba Mate Importada Rei Verde,https://www.mercadolibre.com.ar/yerba-mate-importada-rei-verde/p/MLA20008649?pdp_filters=category:MLA409408#searchVariation=MLA20008649&position=32&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,3.999,FERNANDO_AR2,Nuevo  |  +500 vendidos,No disponible,Nuevo  |  +500 vendidos,No disponible,#1281990282,2024-01-25 15:20:35,No disponible
Yerba Mate Fronteras - Latita De 110gs Poleo Y Cardamomo,https://www.mercadolibre.com.ar/yerba-mate-fronteras-latita-de-110gs-poleo-y-cardamomo/p/MLA27612074?pdp_filters=category:MLA409408#searchVariation=MLA27612074&position=35&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,5.350,AEH MALL,Nuevo  |  +5 vendidos,(3 disponibles),Nuevo  |  +5 vendidos,No disponible,#1393947181,2024-01-25 15:20:35,No disponible
Yerba Mate El Inmigrante 1 Kg. Estacionamiento Natural,https://www.mercadolibre.com.ar/yerba-mate-el-inmigrante-1-kg-estacionamiento-natural/p/MLA21017199?pdp_filters=category:MLA409408#searchVariation=MLA21017199&position=34&search_layout=stack&type=product&tracking_id=4ec86749-1776-479a-9cd3-f1cf569d3d66,5.000,Alma Nativa,Nuevo  |  +100 vendidos,(50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1301700263,2024-01-25 15:20:35,No disponible
Yerba Mate Verdeflor Hierbas Serranas Premium Pack X12 500g,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=QMLq7VYWbAu049MVh7OUNeeLwy%2FORwQ7pynfOkE0Y3TXeMnA9A%2BhRVwCavkTVkqi%2FOSrQwu1%2BCd2QPwPetpL%2Fto814xznEtY3EkvG3NLwMmnjdXlW5tn7izOT9fhLDXM2PMdP4mKcKZ6P7k17fUrHAKbFn4loEtkhmmAWDen5uhAU0hOB7%2Fi55MGQKx5YFfHKG%2FF5f2ZTyimSof20cArCuX4HUgSclz7su8SaG3%2B03QsvJSNR%2Fv56e%2BRORmCkQnC%2BTtmIPtdhXToGCIMUzP%2B%2FgVWkRuFMzshIG2NkWzdsZNTAw7mzX3IWmKFbnYtHDPiFHRlMqlKDuOES3RlS6SDTCKdPFLKDldkDXMJtmA4TFuP2Y3iRa5Ipbk3XTz%2Blje%2B3OiQZpPY%2B2vdA0kFDf%2BhVqTmIer%2Brnmfrk5a03ZxEqSdibdzI4z6youPLZD6Ouhg0tk9utALqFY8Hr5rFkDHlhEPhUjPtI1bXU4AwP4HoQcWWAUnVbxMFYCl7seQW8cCxPhronIsv9nkqXrIX1xT33nTaP%2BKDq7sClzOrbkxheBKkrBxoN7ifHKe2rajD1WLIXrdyLdi79q%2Bs44szNB62gvPBcZQ%2FtKY5grcRue2BKp%2BVS8HMnVB4QHSLKYkJvj1Qf0090nmDNCN5ujmdri0nvoiJZs%2BCxB3P6LEtCIYf9Wk33S4o93XN6FSi%2FWgHi2wEpXFqzTOdktAuSvlNDqpoeTtQWTCf22t&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,30.240,YERBA VERDEFLOR,Nuevo  |  +5 vendidos,(92 disponibles),Nuevo  |  +5 vendidos,No disponible,#1329640890,2024-01-25 15:21:21,No disponible
Yerba Mate Verdeflor Naranja Pack X 6 Unidades De 500g ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=0t4CNmCAtFgyIBRRljIAe673raq61%2Bg1MiZ2pYgtbpS0qksvevRwKASLbrEJ41jvrJ4tQE%2BjofYfhDTbdGJAwKB9xsmunKpFCdAnOKMKkzDMTw%2FXSdUquaVwsDX9n7dbnmMeL4F31q8RqgXh%2F1rS%2BHnZvDairdKRLlWIcdRrIQBkUEVTfKVQKt4UgjKLMzzwulonqFDuqLNpO7shfLlHdJ8b6wEftLH8GagcCqaMXYXw1LJ41EKG5SraCSdj7o%2Fnq%2BWoU2AWpvyphwd83HBpkGct6hXAy8rDPwZOGn3c7a13Mnj1XdB4FMSHGOq3f0LabWWDf8x%2Fqikr3I84zbZo7syAYSE%2FeOl1RXZGVVc%2BKWEuqOy27tV9%2FMZ03vAO4KvTX23ERNcQtsuoWXXJKPcyGbJ5uV2Eu6B0reYRsc8Q8efbijme5d6PhOJpb%2FAxkT6ftcgJEX5pdIRr7d3bRggn1%2BDLrmhfwHuXkvobeOY22%2BZRyb%2BYLCWSoPOfMV1lHjOJCGVLnsTZEswWFTpijmk3gxZw575FUnrziWHpblsV%2FfcFhzu8gDhY96T6UmruG7jLSH%2FOiq25188AMYgXOQKSgKpdoNNbngEoAGIZeQ2uY8ejiNNNCMaBwXy%2FEA2cJZ3y1X03TRxOwOjqaVDSzp2NnvSJcG%2Brz5EsfTcIB5RNCTW3XqqJ1jAdC3xYYYcsUjJR0s5JkGu%2B3%2B%2B6fZ8NWpzG4KNU&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,11.808,YERBA VERDEFLOR,Nuevo  |  1 vendido,(99 disponibles),Nuevo  |  1 vendido,No disponible,#1329093895,2024-01-25 15:21:21,No disponible
Yerba Matesur Despalada Molienda Fina Estilo Uruguaya X 3u,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=HdF4YrRfhKnTOw1zkqypZqERIKbEjJEB%2FwoQEgErhsz4TFsbb8ETTQnew92pv6H4F66Ly%2FcqNmOIpljcQGEY%2Bu0%2BlgjljI44pip7QCOndpf13BqEuUgyKYPJQVNpU95ChpfL9M%2BYnqGnFvFtNfCDK0lhqCSDIRSO0d9WasoVijwwYEPB8dIXkDwyqDy9%2F556VXVFVRZXtfLgHOtU3N8lpzhFxTg9mgwlMHYpjyswRAlhSnvtFIS8tV7xrnhHd5JPt7AdggplKOy6%2BVm1mVjocpH3G1zWq0q0T32XFX6%2FViimG7yqdNGR2ZfjK4TrFM341yxZSsUZMP%2ByHrBDwcm6dE9gEFYa%2BI%2FcOMsIvsPkRgg4aO5HDq5PJ3oPRIMv4Ipqyaam5ZOh2eBRhEZSOT495htb%2F1Y0SbGPlEwI07Hj5I8ZWd08b%2F9NprO1lAu4CDTHKO%2FTXKTiPB8dLfBDsiTS%2Ba%2BPBfthaWIL%2BYvYImPKe6xLLKj%2FroDBsBrPEQ2nEAaJeqzcLPV1%2Fc8FXxfPotZKatCRSHHIFsJy%2Bn0%2B4q4to8qrufsJfzDEXDSDn5%2FcwySDnWFzriD9yAP0ZbnbGB3632vz%2BxSUzO09e8uZbGNVPScOwEzsIyRLPie5956TmE2O8uxYBnJR4VhFUjQOvgCdtbzwJ9rfjczKbbSDVviPGy0IzeeTaG9fClDqqk4jlRYHnHxI28QqinSifMdBAlzTZbsuhV4r&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,7.799,MATESUR,Nuevo  |  +100 vendidos,(153 disponibles),Nuevo  |  +100 vendidos,No disponible,#1329514372,2024-01-25 15:21:21,No disponible
Yerba mate Jactancia Barbacuá en bolsa 500 g,https://www.mercadolibre.com.ar/yerba-mate-jactancia-barbacua-en-bolsa-500g/p/MLA23232442?pdp_filters=category:MLA409408#searchVariation=MLA23232442&position=5&search_layout=stack&type=product&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,5.900,MORAGREEN AGROALIMENTOS,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1601491996,2024-01-25 15:21:21,No disponible
Yerba Mate Roapipo Organica X 500gs,https://articulo.mercadolibre.com.ar/MLA-920210174-yerba-mate-roapipo-organica-x-500gs-_JM#position=29&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.650,YERBAMATEORGANICA.,Nuevo  |  +5 vendidos,No disponible,Nuevo  |  +5 vendidos,No disponible,#920210174,2024-01-25 15:21:21,No disponible
Blend Mate Adelgazante Hierbas Digestivo Higado Desinflama,https://articulo.mercadolibre.com.ar/MLA-1393560245-blend-mate-adelgazante-hierbas-digestivo-higado-desinflama-_JM#position=30&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.699,ARMONIANATURAL11,Nuevo  |  +25 vendidos,(6 disponibles),Nuevo  |  +25 vendidos,No disponible,#1393560245,2024-01-25 15:21:21,No disponible
Yerba Mate Barbacuá De Misiones 500 G ,https://articulo.mercadolibre.com.ar/MLA-1116617975-yerba-mate-barbacua-de-misiones-500-g-_JM#position=31&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,2.100,BARBACUÁ YERBAS,Nuevo  |  +100 vendidos,(18 disponibles),Nuevo  |  +100 vendidos,No disponible,#1116617975,2024-01-25 15:21:21,No disponible
Yerba Mate Caballo Negro Barbacuá 1 Kg,https://articulo.mercadolibre.com.ar/MLA-1147235614-yerba-mate-caballo-negro-barbacua-1-kg-_JM#position=32&search_layout=stack&type=item&tracking_id=7ed62b4c-1902-4335-b9b6-45a2cf9f145d,4.900,BARBACUÁ YERBAS,Nuevo  |  +100 vendidos,(24 disponibles),Nuevo  |  +100 vendidos,No disponible,#1147235614,2024-01-25 15:21:21,No disponible
Yerba Mate Verdeflor Mix De Sabores Pack X7 Unidades 500g,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=mLviXq0ojiUpQitazP24t4SEUZz3kDeYVS0vDhdAbvvKaweHGvRwEjwXy6QyI4SAxv811t0Vpr6z8nOl1ouOMr%2FZj0OaFygppROUujmNs9Ol7zskDWcBob1xIjw0PlDmwbLV8x7SteOp49Dc0t19o8I6%2BVUw%2FfZp0Siv6dfRB1LiGkmKzEj5WmCUGSk9QJgP%2Bg8KILl7lpH0GyyZLcYbY4fjoB2CRkoU%2Fx9eRCLcgvIWsGmjCwlhJZp0hhuoU1OuryMJYGt5j0w8soSDnOFFqjH2NOopPBWo%2BrAxLKnhkl71fYBS02eJ4geOqwwlDIBHFQmMpgwjR1kr%2FfcZGK6kmmoiNaxzO2GIoL1cn1828iQhZJ%2FWzobm5Z%2BHHKD%2BC7erD6ACGfgqbQr6xSjpBs2JEzgp5T8P59QZR3fWyLNuVOR4IU9MGDc4uaQdYv%2BfNdyU5h0c22a2a5FCveXfrmmY8lR9g43aDLfW5bhVmq81cilH8xgdI1kA3EQwNOb2IY%2FmJbizfg9Rih8%2BAaltInGWaCh8fiGWB6sBhqkepTaVXGqUYzEpCUYIMnh9GuTzd3XfSygutRrCkhhRtw9c1PY9pBQ5XUn9ikxWtZSYpsugrzBuc%2Fq%2F3KBUkl6%2F9hoBN6wndPrDg0NQL7r7GoGBIEyLnGZB%2FVfl5SMWYLoOiNWJYSlndueoZ1KQvOzceZ69t%2Fq6M%2BWzcEbsgJkzNri1%2BWpAIek%2Bfbw%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,9.838,YERBA VERDEFLOR,Nuevo  |  +5 vendidos,(89 disponibles),Nuevo  |  +5 vendidos,No disponible,#1329094134,2024-01-25 15:21:21,No disponible
