Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Galletita Don Satur Bizcochos  dulce 200 g,https://www.mercadolibre.com.ar/galletita-don-satur-bizcochos-dulce-200g/p/MLA16176019?pdp_filters=category:MLA1423#searchVariation=MLA16176019&position=2&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,717,MEJORPRECIO.COM.AR,Nuevo  |  +50mil vendidos,(1480 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1141296773,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Fibra Diet Nature Sin Azucar Gullon X 170 Gr,https://www.mercadolibre.com.ar/galletitas-fibra-diet-nature-sin-azucar-gullon-x-170-gr/p/MLA21697480?pdp_filters=category:MLA1423#searchVariation=MLA21697480&position=3&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,2.950,POSITANO DISTRIBUIDORA,Nuevo  |  +5mil vendidos,(56 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1394299565,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Toddy Chips Chocolate Galletas - Mejor Precio,https://www.mercadolibre.com.ar/galletitas-toddy-chips-chocolate-galletas-mejor-precio/p/MLA19860519?pdp_filters=category:MLA1423#searchVariation=MLA19860519&position=4&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,1.600,OPEN25HS!,Nuevo  |  +1000 vendidos,(482 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1405856275,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Pepas Trio Membrillo Mermelada Galletas Dulces,https://www.mercadolibre.com.ar/galletitas-pepas-trio-membrillo-mermelada-galletas-dulces/p/MLA19734071?pdp_filters=category:MLA1423#searchVariation=MLA19734071&position=5&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,1.305,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(1189 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1218949523,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Caja Milka Oreo Bombon pack x 13 unidades - 247g,https://www.mercadolibre.com.ar/caja-milka-oreo-bombon-pack-x-13-unidades-247g/p/MLA20028578?pdp_filters=category:MLA1423#searchVariation=MLA20028578&position=6&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,2.990,RISTRETTO MARKET,Nuevo  |  +5mil vendidos,(116 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1676562738,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Chocolates,nan
Galletitas Melitas Clasicas Con Miel Mediana,https://www.mercadolibre.com.ar/galletitas-melitas-clasicas-con-miel-mediana/p/MLA22835242?pdp_filters=category:MLA1423#searchVariation=MLA22835242&position=7&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,675,TAP GROCERY,Nuevo  |  +5mil vendidos,(125 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1387547973,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Traviata Pack Familiar Tripack Chico,https://www.mercadolibre.com.ar/galletitas-traviata-pack-familiar-tripack-chico/p/MLA22938396?pdp_filters=category:MLA1423#searchVariation=MLA22938396&position=8&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,1.293,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(243 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1446782052,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Macrobioticas Galletas Arroz Integral Multicereal Avena 102g,https://www.mercadolibre.com.ar/macrobioticas-galletas-arroz-integral-multicereal-avena-102g/p/MLA19918703?pdp_filters=category:MLA1423#searchVariation=MLA19918703&position=9&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,1.299,CAPSULANDIA,Nuevo  |  +1000 vendidos,(6 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1273803305,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas De Arroz Integral Sin Sal Risky Dit Sin Tacc,https://www.mercadolibre.com.ar/galletitas-de-arroz-integral-sin-sal-risky-dit-sin-tacc/p/MLA23654813?pdp_filters=category:MLA1423#searchVariation=MLA23654813&position=10&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,999,CAPSULANDIA,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1503303008,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletita Molinos Del Bosque  de arroz  original sin TACC sin sal 150 g,https://www.mercadolibre.com.ar/galletita-molinos-del-bosque-de-arroz-original-sin-tacc-sin-sal-150g/p/MLA16176351?pdp_filters=category:MLA1423#searchVariation=MLA16176351&position=11&search_layout=stack&type=product&tracking_id=a2721570-1e1d-4d4d-b367-0d0e86321cd5,1.510,TIENDA-EL PORTUGUÉS,Nuevo  |  +10mil vendidos,(13 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1141453087,2024-02-26 11:05:52,Alimentos y Bebidas,Almacén,Panadería,Tostadas y Grisines,nan
