Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Arroz Oro Parboil Gallo X1 Kg,https://www.mercadolibre.com.ar/arroz-oro-parboil-gallo-x1-kg/p/MLA20018406?pdp_filters=category:MLA1423#searchVariation=MLA20018406&position=1&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,3.862,TAP GROCERY,Nuevo  |  +10mil vendidos,(226 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1283572282,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Yamani X 1kg | Sin Tacc | Yin Yang,https://www.mercadolibre.com.ar/arroz-yamani-x-1kg-sin-tacc-yin-yang/p/MLA21233195?pdp_filters=category:MLA1423#searchVariation=MLA21233195&position=2&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,3.230,VÍVET MARKET,Nuevo  |  +1000 vendidos,(15 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1319177552,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Integral Orgánico Yin Yang 500g,https://www.mercadolibre.com.ar/arroz-integral-organico-yin-yang-500g/p/MLA19943138?pdp_filters=category:MLA1423#searchVariation=MLA19943138&position=4&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,1.485,VÍVET MARKET,Nuevo  |  +1000 vendidos,(214 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1288660597,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Fideos penne rigate Matarazzo sin tacc libre de gluten 500g,https://www.mercadolibre.com.ar/fideos-penne-rigate-matarazzo-sin-tacc-libre-de-gluten-500g/p/MLA20882391?pdp_filters=category:MLA1423#searchVariation=MLA20882391&position=6&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,2.599,TAP GROCERY,Nuevo  |  +5mil vendidos,(358 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1292498434,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,Pastas,nan
Arroz Parboil Dos Hermanos Libre Gluten Sin Tacc No Se Pega,https://www.mercadolibre.com.ar/arroz-parboil-dos-hermanos-libre-gluten-sin-tacc-no-se-pega/p/MLA19936763?pdp_filters=category:MLA1423#searchVariation=MLA19936763&position=3&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,3.499,CAPSULANDIA,Nuevo  |  +5mil vendidos,(1694 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1411360722,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Dos Hermanos Arroz Doble Carolina X 1 Kg,https://www.mercadolibre.com.ar/dos-hermanos-arroz-doble-carolina-x-1-kg/p/MLA19936767?pdp_filters=category:MLA1423#searchVariation=MLA19936767&position=7&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,5.999,CAPSULANDIA,Nuevo  |  +1000 vendidos,(1197 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1392569079,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Preparado Sabor Queso Gallo X 240 Gr,https://www.mercadolibre.com.ar/arroz-preparado-sabor-queso-gallo-x-240-gr/p/MLA20018413?pdp_filters=category:MLA1423#searchVariation=MLA20018413&position=5&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,2.749,TAP GROCERY,Nuevo  |  +5mil vendidos,(128 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1280808483,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Fideos Spaghetti libre de gluten sin tacc Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-libre-de-gluten-sin-tacc-matarazzo-500g/p/MLA20949980?pdp_filters=category:MLA1423#searchVariation=MLA20949980&position=13&search_layout=stack&type=product&tracking_id=6d53b3f0-406b-4597-8a94-ac0cbb771fc5,2.999,CAPSULANDIA,Nuevo  |  +10mil vendidos,(85 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1586695680,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,Pastas,nan
Arroz Para Sushi Koshihikari Dos Hermanos 5 Kg,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Jn9boLMqrvX3Cd6wUdKVSp8frhtudcnIofeFrpMGiCSwcoEJEAjxHykusnGpF47szXrMjoYQi2hJpmevU3j6K8LeK3QEs4NTzlVUtpVttvdHGPsrhDBDDKzU5bKDixgFs27D%2FwuQ8mr1i91IUAB%2FIYKlic1%2BzaudtykwPbfEGLqrUpromuwqpILrZedRR8uMpTf0umNf6VJ2AiY%2BEG%2FIJuynAlAwUvrV1N2iSmCOqGUsXQR40DO8EufVSinATU1WcAj3RV%2F7lT89nSdvMcIwm1AfvZqqh8XTRLPLVhcuny%2FBTfVzMsUHdsL4xjtLa34fYMGO2RxExy0n6M%2BUWp9KkBv4lL4A0wPUMMcl29EgbOmiXJDfBX3zwQJbrbRqIX3egVnpbStdcoSQpxviIRw7mEeWzg7uKWjFaTgCUeBTj7C%2BGkngnu4rUiOJD6D1bMW%2BOs721wkZiEI34U4G%2FDlgBsZdk8rY8OCAManK1kaR4w%2B%2BvMEmOBZBgDewXVzRvlvfgNXqt4%2B4g%2FqboVSCF8njuFQXvkvkjO%2BKT6xLmHhLKV6raBfPpH0%2BRxgB%2BzScVQlCkiQi2bAmrUKrbouBY4HL8bvD6F1pskQhrsmexiPkwPZkkD9uu16Wtn5hUPPigZZn0tR7d5b%2Fquz3LLTytSKdMFO6xFO6TPQsS5y5ikPHhl9NiFZk9taYjtwDGq4MqKwBhsbQbaSV&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,21.924,GOCHISOTIENDA,Nuevo  |  +500 vendidos,(192 disponibles),Nuevo  |  +500 vendidos,No disponible,#923933335,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
Arroz Yamani Blanco X 25 Kg ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=jlgY5kx2t%2FZMaEz3LMaHQe9nAv%2FpRqPZnikZJ6LXv2c3RXmkCawOmH%2BNixNWirrANTHCEADQx0DGwrCjwZvkvKhaY%2B4gVqvz50TCxTjunksLcHU%2FVd%2B7Foj5%2BOzfxZIsXFDC02OyzVjceOaCdJc6CtWyZqu84MelHECHrV30QmOzWDC3ivy%2FI9tYLVI%2FgOqQlBY06qzeIZC30XjuNoQHxh2lyY01RBfemDsYqzzbc7lN%2Bw%2F0C75tTc%2BUBhAzJMttWL46QvPcmQ7vEJdKHX4ZIDfNX0XYEpHX9%2B5NEdxGiMDEuBHq7S51ogog96mpq9Q6Cs%2B9YJsL2QDL4q%2BM9ErkxikyvL2GAUp%2F2KKkk5oNzJafXVpkhIymP9dfVsb%2BMB3Z3d9%2F3EjlbU3FaoBvPZThSxH1xAheT9Rh8IvmDNNzp5at1%2Ffng1ODQdU73jeEX%2FRqVT9tPC7mIuvBx%2FTByEbiCVO5MT0F97VthISawqf9Jre7Itd1%2BTXHR0pI9MvE%2B%2FteZLmu0%2BCaQ3vu0zG%2BNLo5TXGPzNuXs4iwCkhkuQ6FDzrfDYbDzcvNKNnFlagjta4uOnNAbCPH%2Bs4OmmWSXm1FKMsFXh5L5zBrweLOkj5KdhhhhSi3dvDxXJ7vAc%2BlhDwxUzvWzBzodONBEDJV7Z9CfDsSduTtdVJ0Ig7Xccp9%2Besjak%2BP9y0j6Q%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,43.000,JUMBALAY,Nuevo  |  +5 vendidos,(2 disponibles),Nuevo  |  +5 vendidos,No disponible,#1393843255,2024-01-26 11:49:32,Alimentos y Bebidas,Almacén,"Arroz, Legumbres y Semillas",Arroz
