Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba mate Playadito suave 1000g,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-1000g/p/MLA21017193?pdp_filters=category:MLA409408#searchVariation=MLA21017193&position=2&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,4.299,TGWSTORE,Nuevo  |  +50mil vendidos,(1711 disponibles),Nuevo  |  +50mil vendidos,OFERTA DEL DÍA,#1301673208,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Grapia Milenaria 1 Kg. Estacionamiento Natural,https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-1-kg-estacionamiento-natural/p/MLA21361701?pdp_filters=category:MLA409408#searchVariation=MLA21361701&position=3&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,4.650,Alma Nativa,Nuevo  |  +5mil vendidos,(245 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1324550609,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias 500g Sab. Tradicional Original Importada,https://www.mercadolibre.com.ar/yerba-mate-canarias-500g-sab-tradicional-original-importada/p/MLA19957013?pdp_filters=category:MLA409408#searchVariation=MLA19957013&position=4&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,3.799,PAPUS SERGIO,Nuevo  |  +10mil vendidos,(83 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1396885399,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias sabor tradicional 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-sabor-tradicional-1kg/p/MLA19839481?pdp_filters=category:MLA409408#searchVariation=MLA19839481&position=5&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,6.525,PAPUS SERGIO,Nuevo  |  +50mil vendidos,(630 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1396821339,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Canarias Serena 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-serena-1kg/p/MLA20008630?pdp_filters=category:MLA409408#searchVariation=MLA20008630&position=6&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,7.571,Ecomodico,Nuevo  |  +5mil vendidos,(5 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1636599604,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Sol y Lluvia Barbacuá - Barbacuá - 2000 g - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/sol-y-lluvia-barbacua-barbacua-2000-g-unidad-1-bolsa/p/MLA23127803?pdp_filters=category:MLA409408#searchVariation=MLA23127803&position=7&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,8.132,TB AGRO S.A.S.,Nuevo  |  +1000 vendidos,(10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1670702052,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Orgánica Pampa 1/2 Kg. Sabor Bien Suave Y Rica,https://www.mercadolibre.com.ar/yerba-mate-organica-pampa-12-kg-sabor-bien-suave-y-rica/p/MLA28515506?pdp_filters=category:MLA409408#searchVariation=MLA28515506&position=8&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,4.080,TIENDA.ANDALHUE,Nuevo  |  +1000 vendidos,(17 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1580915642,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Kurupí paraguaya menta y boldo 500g,https://www.mercadolibre.com.ar/yerba-mate-kurupi-paraguaya-menta-y-boldo-500g/p/MLA20008348?pdp_filters=category:MLA409408#searchVariation=MLA20008348&position=9&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,4.000,YERBAMATEORGANICA.,Nuevo  |  +10mil vendidos,No disponible,Nuevo  |  +10mil vendidos,No disponible,#1376025612,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Tradicional Sin Tacc Cruz De Malta X 1kg,https://www.mercadolibre.com.ar/yerba-tradicional-sin-tacc-cruz-de-malta-x-1kg/p/MLA20068481?pdp_filters=category:MLA409408#searchVariation=MLA20068481&position=10&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,3.402,ECOMODICO,Nuevo  |  +1000 vendidos,(133 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1286549848,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Arpillera La Obereña 1kg - Orgánica Certificada,https://www.mercadolibre.com.ar/yerba-mate-arpillera-la-oberena-1kg-organica-certificada/p/MLA24405124?pdp_filters=category:MLA409408#searchVariation=MLA24405124&position=11&search_layout=stack&type=product&tracking_id=0773b25c-46e5-4462-9627-1e61b1fd3fc2,7.200,TIENDA.ANDALHUE,Nuevo  |  +1000 vendidos,(12 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1447362924,2024-02-28 11:05:22,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
