Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Aceite de girasol Natura botellasin TACC 1.5 l ,https://www.mercadolibre.com.ar/aceite-de-girasol-natura-botellasin-tacc-15-l/p/MLA16010049?pdp_filters=category:MLA114008#searchVariation=MLA16010049&position=5&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,3.725,Mayorista Masivos,Nuevo  |  +50mil vendidos,(621 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1109481795,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Girasol Natura - Botella - 900 mL,https://www.mercadolibre.com.ar/girasol-natura-botella-900-ml/p/MLA16010013?pdp_filters=category:MLA114008#searchVariation=MLA16010013&position=7&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,2.261,Mayorista Masivos,Nuevo  |  +10mil vendidos,(433 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1123869889,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Aceite de girasol Lira botella900 ml ,https://www.mercadolibre.com.ar/aceite-de-girasol-lira-botella900-ml/p/MLA16010038?pdp_filters=category:MLA114008#searchVariation=MLA16010038&position=13&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,2.479,TAP GROCERY,Nuevo  |  +10mil vendidos,(287 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1147082775,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Aceite de girasol Natura botella3 l ,https://www.mercadolibre.com.ar/aceite-de-girasol-natura-botella3-l/p/MLA16010002?pdp_filters=category:MLA114008#searchVariation=MLA16010002&position=14&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,7.913,ECOMODICO,Nuevo  |  +10mil vendidos,(300 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1131990047,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Aceite Natura Girasol Bid. 5l,https://www.mercadolibre.com.ar/aceite-natura-girasol-bid-5l/p/MLA21393491?pdp_filters=category:MLA114008#searchVariation=MLA21393491&position=12&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,12.995,ROXYRO68,Nuevo  |  +1000 vendidos,(9 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1510666850,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Aceite de girasol Natura botellasin TACC 5 l ,https://www.mercadolibre.com.ar/aceite-de-girasol-natura-botellasin-tacc-5-l/p/MLA16010012?pdp_filters=category:MLA114008#searchVariation=MLA16010012&position=11&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,11.085,COMPRAR MARKET,Nuevo  |  +10mil vendidos,(32 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1389047487,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Aceite Cañuelas De Girasol 1.5 Litros,https://www.mercadolibre.com.ar/aceite-canuelas-de-girasol-15-litros/p/MLA19838682?pdp_filters=category:MLA114008#searchVariation=MLA19838682&position=1&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,3.499,CAPSULANDIA,Nuevo  |  +5mil vendidos,(113 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1394168923,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
"Aceite Girasol Plus Cocinero Vitamina E Omega 9 1,5l",https://www.mercadolibre.com.ar/aceite-girasol-plus-cocinero-vitamina-e-omega-9-15l/p/MLA19538642?pdp_filters=category:MLA114008#searchVariation=MLA19538642&position=16&search_layout=stack&type=product&tracking_id=4f77feba-28fd-40a6-a47b-8a76a4f996cb,4.209,TAP GROCERY,Nuevo  |  +10mil vendidos,(90 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1157686873,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Pack 6 Un. Aceite De Girasol Alto Oleico Granix X 750 Ml,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=zgpad4%2FGTxw6eBnTVCEZ36ROO3%2BOpeJNhN7yzq4xfuCT2Gnp25yTt07cln%2BpM6F895oNVDeqysMkvf3dXH%2BYPxZUT%2F9EYkWCqHpmHCteAieb43N6gxetMQhsockgPlmYo%2FCeoGCKcrICkZnjLE7B4ILdJLg6KjQOVdCVFP8bILwhuEW47mYWtXUNwLDOfX6nQFKjUQJGLYVw8rT1%2BiiCgOA9DPuxbbLZrQY3briSCvfF2HAXKGaWd%2BUqe0NWFPo7bZyokDndqx5KBbcakApdcr4cBzjB%2FP9ldPLPJ3suYKv%2BCOqPAU%2FS0aotFe4G8DXkhMiKWp%2B4aWp%2Bgb0CkmyDgDfDAofeUAFEErLXEZIzUnjWtBp1UPWKH98xf1Y%2F1ZVV6yp9WbTUt0NKD4VQGckea%2FJQrmw1MqKxW8k3mmYjXx2HqGgK23Kmvw5vRO8ETGMDaPr378QSGWKfXfsokEyJaGtreDmaDqqCtGC1CNKd%2FW3CmRA6Sqjigt73XAcxn5i9FqBeHxUcL1TsWu4y3GaJQySfXgmOCaVYNNIKzkOC5pvd%2B33y9W5INCWLhva1jT7ebRhO1OJgWf3HrPcBfHEfjdSJ%2BDtCfZhELPQscuR%2BXfQqgFyHIbv3hSqQYfwGTj83EAsbCfNYsBE7pFSlDhrLH8TU2%2BVoVcgGFhxQLe%2BM9mmu0LEQsWZOISaoVcJYPdKKmpm%2Bdkfnva0kpXFrpdPb%2F4l1rg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,22.914,LEONVEGANO,Nuevo  |  +50 vendidos,(19 disponibles),Nuevo  |  +50 vendidos,No disponible,#1101065749,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
Aceite Girasol Legitimo Sin Tacc 5 Litros,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=wzjnHASFkdv7q4zyXFCIP4GjIyZAKGTdhQq%2FIX7s37vzkL6Yn2b96bUth1vxdaegkDFm8srnUbKwb42o52iPwJptvyzbmrOgWCoKRLLxGQZ7mhP2LdiBswVM5W1hhi2nL2roK%2F0NroYM7IHN6OtZAupVTGtwxsVZb68YeRIxjgEVLT8f9GZ2rHY00VEgEqo3V2fyOn9idwImfWd62Zo5f1lBEA6E8zNAuQy9vbNua3AqAQq2lCd0QS%2FCOSZ4HfxpBteZpOGC%2FxyB6Mu6TgPSYGETEQJRE%2Bawm%2BhzQDIJM3%2BB4sQv6prVGndRYDSNPVY8zWCYhxySRN4G%2Fik5ZM2axk89dEQi5xVsGeoeRhP0UhdocqO2pXvfqN2q59RKXGUhYzuX31RGd6qj1lI3%2F56%2Bcl2RqDVjn4Qk1i%2FpTd1IXNU8SR83aE9a2ha4z9uJI84ZzR6xroKITRUS%2Fab%2B1lO2qdodKH2vfhFgl3oTTlM4r%2FKJl%2BOpMGHYqCF3n5n9A%2FfaA2xzIqVMkLMk%2FuEOIsE33Yd1%2FsRqmV7VTfNLgycwpsrfNiGTU0vhbr%2FOdFwuQWLSVzfRc49tHU%2FJfW3Sgc6ThUl9%2BjEx%2BwKekiWB%2BF7jO5Wz34EI4WBq2uDyHXR4VQWPYvi5rfarRn4Z9pvQt3bnvWLl7g5c7gUAvMv8xnOrR4EVvBVXiTVwVQPLVKWBKX8f3Pj0P65t&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,13.910,POSTA LOCALES,Nuevo  |  2 vendidos,(4 disponibles),Nuevo  |  2 vendidos,No disponible,#1597547214,2024-01-26 11:45:56,Alimentos y Bebidas,Almacén,Aceites y Vinagres,Aceites
