Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Caramelos Masticables Arcor Yogus X 396gr Sin Tacc Frutales,https://www.mercadolibre.com.ar/caramelos-masticables-arcor-yogus-x-396gr-sin-tacc-frutales/p/MLA21917340#searchVariation=MLA21917340&position=11&search_layout=stack&type=product&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,3.299,CAPSULANDIA,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1366956303,2024-03-30 00:13:07,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Caramelo Masticable Billiken Yogur Durazno X 360gr,https://www.mercadolibre.com.ar/caramelo-masticable-billiken-yogur-durazno-x-360gr/p/MLA20014024#searchVariation=MLA20014024&position=13&search_layout=stack&type=product&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,3.000,OPEN25HS ,Nuevo  |  +50 vendidos,(12 disponibles),Nuevo  |  +50 vendidos,No disponible,#1328866210,2024-03-30 00:13:07,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
 Caramelos Flynn Paff Yogur Masticables Sin Tacc Caja X70,https://www.mercadolibre.com.ar/caramelos-flynn-paff-yogur-masticables-sin-tacc-caja-x70/p/MLA21127487#searchVariation=MLA21127487&position=15&search_layout=stack&type=product&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,5.999,CAPSULANDIA,Nuevo  |  +50 vendidos,(8 disponibles),Nuevo  |  +50 vendidos,No disponible,#1713820878,2024-03-30 00:13:07,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Caramelos Billiken Yogur Paquete De 600 Grs,https://www.mercadolibre.com.ar/caramelos-billiken-yogur-paquete-de-600-grs/p/MLA19974690#searchVariation=MLA19974690&position=18&search_layout=stack&type=product&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,3.090,SWEET MARKET,Nuevo  |  +10mil vendidos,(786 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1517201524,2024-03-30 00:13:07,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Bebida Yogurt 500ml,https://www.mercadolibre.com.ar/bebida-yogurt-500ml/p/MLA29529040#searchVariation=MLA29529040&position=7&search_layout=stack&type=product&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,3.375,ASIA ORIENTAL,Nuevo  |  1 vendido,(4 disponibles),Nuevo  |  1 vendido,No disponible,#1401628755,2024-03-30 00:13:07,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Yogurtera Yelmo Yg-1700 1 Litro ,https://www.mercadolibre.com.ar/yogurtera-yelmo-yg-1700-1-litro/p/MLA17840710#searchVariation=MLA17840710&position=19&search_layout=stack&type=product&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,31.231,PHOTOSTORE,Nuevo  |  +10mil vendidos,(446 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1381384131,2024-03-30 00:13:07,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Gomitas conitos Arcor Mogul Yogus 500g,https://www.mercadolibre.com.ar/gomitas-conitos-arcor-mogul-yogus-500g/p/MLA20015617#searchVariation=MLA20015617&position=16&search_layout=stack&type=product&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,4.479,SOBRE-RUEDAS-JUGUETES,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1701815698,2024-03-30 00:13:07,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Yogurt Griego Natural Sin Azúcar Pack 2 Und - 910ml C/u,https://articulo.mercadolibre.com.ar/MLA-1413143391-yogurt-griego-natural-sin-azucar-pack-2-und-910ml-cu-_JM#position=21&search_layout=stack&type=item&tracking_id=1c794ac4-0f8f-4cb6-aa8a-9d89fd471f54,12.600,PANEALEJANDRA,Nuevo  |  +5 vendidos,(14 disponibles),Nuevo  |  +5 vendidos,No disponible,#1413143391,2024-03-30 00:13:07,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Iniciador Fermento Probioticos Para Yogurt Yogur Now Pack X5,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=YxCcCtRS1LRZ%2FgmaWasrQleE1JWvj7ThPFoNA4zG2Z1ookfWCvVoCQfuGFK8Idv%2FPfh1r2556CbXei1uRmyi0YUPX4dMkbUg0jHfEmeUY1jGqqB4PYVfL%2ByFRg%2Frq%2BaIdX63E9X9QBLjNVgzW30ymDBcizjd6cyMyda9vcTkwVN0mhS%2B48X2%2BhVvRP3sK7r5nZ0f96YZ3F2NuxmBUs%2F6olyluwp9Yhe9Nk1LGtI926iJxqE%2FhkP%2FmZ1%2FTti8PJs%2BkwH2BoNMr4uCL1U2BTd9NoxXCspCuYFZPbS8slTR9yYv7Z2pDzyxBAxgSYHLfvcgYDtP4K61CHchVs2wZUQxiYMMuHmF6319vfU6Xr9e4tt%2BtprCpvhuV5rzCdMtyGv0ks9MAP9y2Zzewcviplzpbc7lYEdI6w6vDqd8dAKiQbd%2B6HctIzQ9gE3iQ3VSP2Z9NuFCgsaeSfYy2BkfRaR0OhfZ%2BRrxe1Rx19t3qqHNonFmXPCWUDCmI4air%2BI4uV7oYwUQnNPDpud%2FKRqgIIkcxOLwYrjcx67uflfeNyBHM2%2BllHWU%2Fysxra7zI5A1s8uPsf6jVZklcej15dzTE%2F6OsQUS1cr5qojXnM7vH%2B%2FBiPWFCcEMMhgDfplV%2BBs8VoD7t6kJ3pNMsVpc%2FHpAmgRQpFJtamfkGAaXLkB1lVe9evf1Vus9%2Fj0kNOAl5cr%2BHtNg6khr1W%2FUnh4RlwpaX1UYHQ0mLnR6IwE%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,13.400,TUTIENDASUSTENTABLE,Nuevo  |  +50 vendidos,(50 disponibles),Nuevo  |  +50 vendidos,No disponible,#1570066352,2024-03-30 00:13:07,Salud y Equipamiento Médico,Suplementos Alimenticios,nan,nan,nan
Yogurt Griego Con Probióticos Naturales 910ml Sin Azúcares ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=y%2B66a0QjwdoixlDWxMVlQXiXKPt5463Qaxg%2FrWX9Tp3Y1AT%2FeTcoGnvSjfnELi%2BNheb78QXvyIPL0m2dOE1QSPRSfRWChFv9hSr4zfvLwFuDH9zpKEMG1CLB2f7EqLTmq7SP%2FNU%2BjwT4AQOuUmD%2BRLSsuVPddMIy5my6gOYwC6ncmrOKLSUQG%2BFqQYHU33AFL8CZ2oLsqR4e9emYUS4PTMFNsnocX%2FIDBckRwc0QLV39dubSF75zBg%2BRpRADijoSVwtRjFq7GJnAbsjiBPpToenOBsdCZZLleoWIbXu3ihi0IZBEzdCMOeALJm2TpmHDljR2D6%2F3%2Bv1eAhtZo9mcsreSSP96u2qbvIMPecrv3NjIz5l%2BDDdP1HQuZgkpxpdnB908jj7Ap0Ot%2FcOGB9%2FUacWtdqGGZYO4YrnqmHBUZk0JYyUcu9%2B3kUC9k%2FiDI39SGKNHyz5%2F3OtQewC9iOX9a4%2FDVwBY8RFX2xuzbaindATgMfXs0ANJs8BLXmYMy0JDAsWc0bySOjdqueYw38aSBhP%2B3GXVC56fVABbPxbJWS26Vw8eF2uhUbthkHoOfgczJIM4jqMBJfLi4ZljdtmXGt2z81tZmFjPt8IOcws71HZaRmW74Xbs%2Bw9ZPYXkwf6P0rtNJmvJarwTqkNUGuWhTijwLUEdB9btsM2ozofuNYoayc08SUmYD3RHRCtzw4yMmc5jooeJuCEyf3uQ17Q3jjHHvg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,7.450,PANEALEJANDRA,Nuevo  |  +5 vendidos,(2944 disponibles),Nuevo  |  +5 vendidos,No disponible,#1380642299,2024-03-30 00:13:07,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
