Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Agua Cellier 2lt,https://www.mercadolibre.com.ar/agua-cellier-2lt/p/MLA19737997?pdp_filters=category:MLA413907#searchVariation=MLA19737997&position=1&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,821,Mayorista Masivos,Nuevo  |  +5mil vendidos,(4 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1249318883,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua mineral Nestlé Pureza Vital  sin gas   bidón  6.3 L  ,https://www.mercadolibre.com.ar/agua-mineral-nestle-pureza-vital-sin-gas-bidon-63-l/p/MLA16247027?pdp_filters=category:MLA413907#searchVariation=MLA16247027&position=4&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,2.490,Cervecería y Maltería Quilmes,Nuevo  |  +1000 vendidos,(34 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1658709066,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
"Agua Sierra De Los Padres Mineral Sin Gas Botellon 6,25 L",https://www.mercadolibre.com.ar/agua-sierra-de-los-padres-mineral-sin-gas-botellon-625-l/p/MLA26525770?pdp_filters=category:MLA413907#searchVariation=MLA26525770&position=3&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,2.841,Mayorista Masivos,Nuevo  |  +100 vendidos,(19 disponibles),Nuevo  |  +100 vendidos,No disponible,#1482856460,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
 SLVDR agua mineral con gas en lata X12 unidades,https://www.mercadolibre.com.ar/slvdr-agua-mineral-con-gas-en-lata-x12-unidades/p/MLA20042438?pdp_filters=category:MLA413907#searchVariation=MLA20042438&position=2&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,9.500,SABORES LA LUCINDA,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1679470992,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Villavicencio Agua Mineral Sin Gas 2 Litros.,https://www.mercadolibre.com.ar/villavicencio-agua-mineral-sin-gas-2-litros/p/MLA19538577?pdp_filters=category:MLA413907#searchVariation=MLA19538577&position=8&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,2.379,TAP GROCERY,Nuevo  |  +10mil vendidos,(498 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1157642536,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Botella De Aluminio Reutilizable Pirenco 500 Ml,https://www.mercadolibre.com.ar/agua-mineral-botella-de-aluminio-reutilizable-pirenco-500-ml/p/MLA34062557?pdp_filters=category:MLA413907#searchVariation=MLA34062557&position=12&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,2.844,GREENANDML,Nuevo  |  +50 vendidos,(48 disponibles),Nuevo  |  +50 vendidos,No disponible,#1681572028,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Glaciar+ Defense 750ml X1,https://www.mercadolibre.com.ar/agua-mineral-glaciar-defense-750ml-x1/p/MLA29666966?pdp_filters=category:MLA413907#searchVariation=MLA29666966&position=14&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,1.175,Cervecería y Maltería Quilmes,Nuevo  |  +100 vendidos,(37 disponibles),Nuevo  |  +100 vendidos,No disponible,#1413967165,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Sierra De Los Padres Pack 12 Botellas 600 Cc,https://www.mercadolibre.com.ar/agua-sierra-de-los-padres-pack-12-botellas-600-cc/p/MLA19737994?pdp_filters=category:MLA413907#searchVariation=MLA19737994&position=6&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,5.523,FULL 7X24,Nuevo  |  +5mil vendidos,(291 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1368027825,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Eco De Los Andes - Sin Gas - 6 Botellas X 850ml,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=a1V58cThWXEfgWj1QGhEJjpTE0jk09PXtUg6qgYvcd99Pop3yX3HIIvLgXCp0G2o3QRce5zmA0sDSyYp65gWzPD%2BDr84hPilhNyf1WQxgL0Oy2iNp7hJI8Fw6LheXS3fm%2BGz7P2NZzOJLEQ80vCMlwu%2BZkgrdUKKke712vF2wXL8TrnwLUbkujUgjb9iNYa5V1Z4lziOLld7Uxemy0agZFD4sn9cHsNfibafTf5lIH75viI1lL5m9%2BRFIWTHFf1cTQj%2Btis37sVuOrd9y59hAtHwbEHS6KlbOM9zToUlQjotgy7yrELJHla0RB2Ben8vph4urEV%2FSlecdI8kgQgU%2BJ4ORgMG1voBIXldmc7fulOjib7GRXQ3LB%2FDFFt2SDAArBIqwLPodRO5FXhe3D1a1wy%2BTw83ewt6zSoTafygoGPA8xabPTb%2FIpVAm0ZSxNIMuwyaHJbxNiMIJF%2BI3ECrptuWJSmwgk%2BsoCWu648EyrJHPIJmQ1Hg9mDQGffsgqYzNpD00CADv14pr6bFvob8rqPATan6w2jTpH62XO4h776x2aVS83ydcGwK9%2FeM6l4WdboUvc0yZtvcui%2FUcPQRCnSqm%2F6hHtRczPIN5nvIeacXFERnSuQmCnbsHVQwsVob2RIakmyCOMEatSP5rNJxqeA3TvJ7QRh3O6Sl49fqAPTY7ZKt1pboVmRDksT2a%2BlxdR%2BbwetGdY9jF%2FoJPBmI27c%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,7.804,Cervecería y Maltería Quilmes,Nuevo  |  +5 vendidos,(82 disponibles),Nuevo  |  +5 vendidos,No disponible,#1398616515,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Glaciar - Sin Gas - 6 Botellas X 750ml,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=oe71mZsnAUt%2Bvnl16vMnGb4jlvNBwWzR7ABUtIEO%2Fg9JobshdZIhEBuyZUHtq3mEUb8xkWB0VxQuw2qDamPVKHxqENH2dvD%2BX0mhCWwAWzgaTd38tAVd0ZcIXntwOt0mybDTsFcXlR5wustAy1OCtQlsCU%2Bjs0qr8dW1HudbNWC2TVgS%2FszIpg%2FpbGUcgqE0lz%2B0Ts%2BNtBdLCzOfhSJACFvwVdC0DVqBiqruE9l6QUCI%2B2k448eRO%2Fh%2FVhEKaNmvvseRYr0NtN8qNNic7w%2FqfiHtf0axYs5SRYtviR7lH9eYsVM0fGmnr6F2n8Zfstxi2Cg%2BM0k6NPsCi4HSky9MQiWnjZNDa49flb0lNx631DpTttKT0l3%2Fi8HBFq4zZHVvS8%2FUs8f%2BrMX%2F%2B6izhIrrp5x8N2%2BoO5jE93FZmiN3%2FzMlONQIZW9D5mlcRS0c9HEGeS7NQcLNYCjKgUK0jgeXrdrQYgK3J3NtWf3icjFcT3eTJpVemxrM4J265WYFGTYoo5hIklfO3urxlD2Vmji5paUMxyMzK4DKJMjBe4EbdcTjK2NcGvtlHqc7FJoQKnLfWTZilrHeAvGH4o8y4p1zH9G9eLXnhtpjzruHrM6FP%2BILOlhjq%2FCjaD7UinQ9qdu1X3rO%2BZDa6PkKuNIZRXBL9LeRI7bdi0hhUFGW2eZCHudOeiguuNPwLmkCgYv6HvLNPij43MlTpj%2BJ7UCOGQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,7.232,Cervecería y Maltería Quilmes,Nuevo  |  +25 vendidos,(28 disponibles),Nuevo  |  +25 vendidos,No disponible,#1398681709,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua mineral Glaciar  sin gas   botella  1.5 L  ,https://www.mercadolibre.com.ar/agua-mineral-glaciar-sin-gas-botella-15-l/p/MLA16168877?pdp_filters=category:MLA413907#searchVariation=MLA16168877&position=7&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,1.229,ZETTA BEBIDAS,Nuevo  |  +5mil vendidos,(282 disponibles),Nuevo  |  +5mil vendidos,No disponible,#927110757,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
"Soda Sierra De Los Padres Sifón X  1,75 Litros",https://www.mercadolibre.com.ar/soda-sierra-de-los-padres-sifon-x-175-litros/p/MLA19737990?pdp_filters=category:MLA413907#searchVariation=MLA19737990&position=11&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,1.537,ZETTA BEBIDAS,Nuevo  |  +1000 vendidos,(4806 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1397225087,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Botella Plastico San Pellegrino Gasificada X750 Italia,https://www.mercadolibre.com.ar/agua-botella-plastico-san-pellegrino-gasificada-x750-italia/p/MLA20728088?pdp_filters=category:MLA413907#searchVariation=MLA20728088&position=5&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,5.200,VINOTECA BARI,Nuevo  |  +5mil vendidos,(590 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1380881845,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Smart Water Sin Gas Pack 591ml X 6 U,https://www.mercadolibre.com.ar/agua-smart-water-sin-gas-pack-591ml-x-6-u/p/MLA19737998?pdp_filters=category:MLA413907#searchVariation=MLA19737998&position=15&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,4.953,ZETTA BEBIDAS,Nuevo  |  +1000 vendidos,(295 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1237173981,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral San Pellegrino 6 Pack De 250ml,https://www.mercadolibre.com.ar/agua-mineral-san-pellegrino-6-pack-de-250ml/p/MLA19472807?pdp_filters=category:MLA413907#searchVariation=MLA19472807&position=17&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,20.868,VINOTECA BARI,Nuevo  |  +100 vendidos,(75 disponibles),Nuevo  |  +100 vendidos,No disponible,#1547896496,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Glaciar+ Vitality 750ml X1,https://www.mercadolibre.com.ar/agua-mineral-glaciar-vitality-750ml-x1/p/MLA28743491?pdp_filters=category:MLA413907#searchVariation=MLA28743491&position=18&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,1.316,Cervecería y Maltería Quilmes,Nuevo  |  +100 vendidos,(35 disponibles),Nuevo  |  +100 vendidos,No disponible,#1695027816,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Sierra de los Padres con gas 500 ml 12 unidades,https://www.mercadolibre.com.ar/agua-sierra-de-los-padres-con-gas-500-ml-12-unidades/p/MLA21724178?pdp_filters=category:MLA413907#searchVariation=MLA21724178&position=20&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,7.779,ZETTA BEBIDAS,Nuevo  |  +500 vendidos,(252 disponibles),Nuevo  |  +500 vendidos,No disponible,#1380303249,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Sin Gas Slvdr X 6 Und Lata 473 Cm³ ,https://www.mercadolibre.com.ar/agua-mineral-sin-gas-slvdr-x-6-und-lata-473-cm/p/MLA21029572?pdp_filters=category:MLA413907#searchVariation=MLA21029572&position=21&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,4.799,CAPSULANDIA,Nuevo  |  +100 vendidos,(74 disponibles),Nuevo  |  +100 vendidos,No disponible,#1408976220,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua mineral Glaciar  sin gas   botella  2 L  ,https://www.mercadolibre.com.ar/agua-mineral-glaciar-sin-gas-botella-2-l/p/MLA16168863?pdp_filters=category:MLA413907#searchVariation=MLA16168863&position=28&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,7.595,ROXYRO68,Nuevo  |  +5mil vendidos,(8 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1160884909,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Sin Gas Natural Villamanaos 2 Litros,https://www.mercadolibre.com.ar/agua-mineral-sin-gas-natural-villamanaos-2-litros/p/MLA19769485?pdp_filters=category:MLA413907#searchVariation=MLA19769485&position=36&search_layout=stack&type=product&tracking_id=61fe35ce-3d8d-4456-9370-2cba24c7882e,4.388,MEJORPRECIO.COM.AR,Nuevo  |  +500 vendidos,(44 disponibles),Nuevo  |  +500 vendidos,No disponible,#1564360280,2024-04-02 00:11:15,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
