Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Agua Botella Plastico San Pellegrino Gasificada X750 Italia,https://www.mercadolibre.com.ar/agua-botella-plastico-san-pellegrino-gasificada-x750-italia/p/MLA20728088?pdp_filters=category:MLA413907#searchVariation=MLA20728088&position=26&search_layout=stack&type=product&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,6.500,DISTRIBUIDORA BARI,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1380881845,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua De Las Misiones Natural 500 Ml S/g  X 12 Zetta Bebidas,https://articulo.mercadolibre.com.ar/MLA-1394342849-agua-de-las-misiones-natural-500-ml-sg-x-12-zetta-bebidas-_JM#position=46&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,4.806,ZETTA BEBIDAS,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394342849,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Villavicencio 500ml Agua Sin Gas Pack X 48 Zetta Bebidas,https://articulo.mercadolibre.com.ar/MLA-1372314629-villavicencio-500ml-agua-sin-gas-pack-x-48-zetta-bebidas-_JM#position=47&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,40.506,ZETTA BEBIDAS,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1372314629,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Smart Water Con Gas Pack X12 U 591ml Zetta Bebidas ,https://articulo.mercadolibre.com.ar/MLA-1174040112-agua-smart-water-con-gas-pack-x12-u-591ml-zetta-bebidas-_JM#position=48&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,9.633,ZETTA BEBIDAS,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1174040112,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua En Lata Sin Gas Killsed X 473ml - 48 Unidades (2 Cajas),https://articulo.mercadolibre.com.ar/MLA-1141900558-agua-en-lata-sin-gas-killsed-x-473ml-48-unidades-2-cajas-_JM#position=49&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,50.400,BEBIDASCONIMPACTOSRLBEBIDAS,Nuevo  |  +5 vendidos,(2 disponibles),Nuevo  |  +5 vendidos,No disponible,#1141900558,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Smart Water Sin Gas Pack 591ml X 6 U,https://www.mercadolibre.com.ar/agua-smart-water-sin-gas-pack-591ml-x-6-u/p/MLA19737998?pdp_filters=category:MLA413907#searchVariation=MLA19737998&position=27&search_layout=stack&type=product&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,4.927,ZETTA BEBIDAS,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1237173981,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Oferta! Agua Mineral Sin Gas Slvdr Lata 473 Cm³ Reciclable,https://articulo.mercadolibre.com.ar/MLA-1409002044-oferta-agua-mineral-sin-gas-slvdr-lata-473-cm-reciclable-_JM#position=50&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,1.110,CAPSULANDIA,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1409002044,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua De Las Misiones Natural 6.5 Ml Bidón X 2 Zetta Bebidas ,https://articulo.mercadolibre.com.ar/MLA-1394378891-agua-de-las-misiones-natural-65-ml-bidon-x-2-zetta-bebidas-_JM#position=51&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,4.846,ZETTA BEBIDAS,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394378891,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Ko Sin Gas Libre De Sodio Premium Pack X12 Unid,https://www.mercadolibre.com.ar/agua-mineral-ko-sin-gas-libre-de-sodio-premium-pack-x12-unid/p/MLA22241414?pdp_filters=category:MLA413907#searchVariation=MLA22241414&position=28&search_layout=stack&type=product&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,11.300,ESTOCOLMO BEER,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1426511669,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Sierra De Los Padres 2 Litros Sin Gas Pack X6,https://www.mercadolibre.com.ar/agua-mineral-sierra-de-los-padres-2-litros-sin-gas-pack-x6/p/MLA29062951?pdp_filters=category:MLA413907#searchVariation=MLA29062951&position=29&search_layout=stack&type=product&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,5.739,FULL 7X24,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1673028616,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Sin Gas Palau Hipertermal Grande 1.5l - Pack X6,https://articulo.mercadolibre.com.ar/MLA-1548519710-agua-mineral-sin-gas-palau-hipertermal-grande-15l-pack-x6-_JM#position=52&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,7.847,01ALMACEN,Nuevo  |  +50 vendidos,(+20 disponibles),Nuevo  |  +50 vendidos,No disponible,#1548519710,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Orizon Agua Mineral Natural De Manantial Bidón * 6250 Cc ,https://articulo.mercadolibre.com.ar/MLA-1161568247-orizon-agua-mineral-natural-de-manantial-bidon-6250-cc-_JM#position=53&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,4.628,MANGIACHETIFABENE M,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1161568247,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Sierra De Los Padres 600ml,https://articulo.mercadolibre.com.ar/MLA-1421262243-agua-mineral-sierra-de-los-padres-600ml-_JM#position=54&search_layout=stack&type=item&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,965,AEH MALL,Nuevo  |  +5 vendidos,(+5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1421262243,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Sin Gas Palau Hipertermal Pack X12 - 01mercado,https://www.mercadolibre.com.ar/agua-mineral-sin-gas-palau-hipertermal-pack-x12-01mercado/p/MLA29229948?pdp_filters=category:MLA413907#searchVariation=MLA29229948&position=1&search_layout=stack&type=product&tracking_id=7444e945-67f4-4e14-9be6-f986d5d1948c,7.036,01MERCADO,Nuevo  |  +25 vendidos,(+50 disponibles),Nuevo  |  +25 vendidos,No disponible,#1399969667,2024-05-18 14:01:43,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Villavicencio 500ml Agua Sin Gas Pack X 12 Zetta Bebidas,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Nnz6q9xVJY2JVsXLJgVYGVwfkvrOfU9CYmeXXYTSP5SX97IAiiLdvXL7yXMak%2FhJjmlJGaOhaSINfLzsmvYx7XoFipdtZGhVV%2FH0B7id0VR5NtFgyMSkBjJK%2BSzMW4%2BBBmiQ5Oua2YWlft1n1sRG%2FRmqJgqqeX3M6JTakI6FAcDdNCDunUZP8FVxgOyvXh8JpfJt5McowqLWFZ47glxwbmxkNHpucsIoTzHpWomBlfD9QUlf5kqqCxPknR15xVyFb%2Bx9VTH5yR7WwFhdwM%2FKH%2Bme9q7WR1qvn0XG%2FKPk6gISVy47qqUyyPZ4KYZFNCQqCjtW6WqA%2BgLyDag8it%2B5YShMAH%2BGtt9yoLzi3tk0ri9U7XBL59QH4CqRzG4FQQ5NAr51DOlibeFEsKLO21ffQ1%2FZ%2FDho1zLUV7X5yAdhNW2zFLze%2FHDpbCNVQqBMPtfrlHi2pt6%2Bse85RJyfl6aIa%2FNbYPyoSX0yqGYCdzhwJ%2Bq7DcoK%2BvnGBVgHMuFf3IBndtK9Qidk5OdsN86SQlWoOtf%2BeWVrLu7JMDRqRf1RJmMRbSs4T%2FzRK7Cl%2BrcrDnxbbqBqNDQxycMLAiKFO%2Bahqs6DAPMyP%2ByRYwQyZA%2Flz%2FMrLkfnCPJo%2FMYyoMqEfCeXHdmmsSe627zwTlxMwgBcQxEVWIC4gbGWqu5206TWiTwgHppdKy0lOiIAE901x9OrL2UzKW6Uy%2BCJRe1ebc6d%2Fb7D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,9.537,ZETTA BEBIDAS,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#898613883,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Villavicencio 500ml Sin Gas La Barra Pack X12,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=MHTr92P%2FhGvjWIMw8r%2F73AzMFngYw67oJBuJL%2BCFohDYM82u9SEpKnZQXTacgCjhSCSnDQCggN4Z9B09qKoCFmYVz3gMMFaCwe9t9Dui1jC050V3kBXMo30F%2BuqTnYIX%2Fw94D8MP54%2Bgd3RcoDEEP%2BtYlNEyp7jaSKXyskY8gOmgm8%2BDZKf8iCPizvmLlQkErg5%2BYpSydDjeWyZGexAfqgNlX30izPxAKvpLzMQ6kk9xOxaUEg65lIU3DBcZk9%2FdTt1VyGcYBgprUqdzXNBkISJIiLh%2BFMh0jXrytfCxp746TYlkiN%2Bvu3hDb%2FzWBOcOAuoMI0HbcxjP1jrWp92Pf9ynDNzNMYVMfKNhUAvAoJBwHEt6U%2Bor4vzYCrQKhKXeVgl9RHcJwPLIfwRDJb%2Bd3zAQ%2BV1d9vkxvOJ%2BmYCszWfXrcEHC0Y1U4A46x9ak5dVTe7ex6D9mUAJEGLXOSEPvlwQiYzhcgLQMdv19lDNO1hVFejMh6%2Fg%2F22WDZ2tI9u8kjMt9xS7YrMvlmNYlETjA%2Bzfo1gx410CL81k7m2y%2BePyqtUU5suL9FSgqYeEC%2Fy14Cl3wKHu6LyJuTDG46Y4jZvxQNHZkOPzj%2FwX8a2QesC%2BM8VDxEiUKUM0PUcRV1Q587RG%2BvX1OHirQ7zltRjb17h65w6LN%2BNhGORVp%2FFw%2F2wBMnIV9dzg6ZiOEC0wzKgMBprJglTZaRLMJfCWGRPKEjWpf8hkzw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,6.454,LA BARRA,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1386397529,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Automotor Pintura Poliuretano Azul Metalizado + Cat. 1 Litro,https://articulo.mercadolibre.com.ar/MLA-1347678746-automotor-pintura-poliuretano-azul-metalizado-cat-1-litro-_JM#position=15&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,26.910,MENDELLASANMIGUEL,Nuevo  |  +25 vendidos,(+50 disponibles),Nuevo  |  +25 vendidos,No disponible,#1347678746,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Con Gas Cellier 2lt,https://articulo.mercadolibre.com.ar/MLA-1599561976-agua-con-gas-cellier-2lt-_JM#position=16&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,935,GRUPO ELNENE,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1599561976,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Eco De Los Andes Con Gas 1.5lts X6 Fullescabio,https://articulo.mercadolibre.com.ar/MLA-1207495128-agua-mineral-eco-de-los-andes-con-gas-15lts-x6-fullescabio-_JM#position=17&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,4.200,TIENDA FULLESCABIO,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1207495128,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Esmalte Sintetico Doble Acción Aike 1 Lts Blanco Y Colores,https://articulo.mercadolibre.com.ar/MLA-1445839570-esmalte-sintetico-doble-accion-aike-1-lts-blanco-y-colores-_JM#position=18&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,7.650,MENDELLASANMIGUEL,Nuevo  |  1 vendido,(+50 disponibles),Nuevo  |  1 vendido,No disponible,#1445839570,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Orizon Agua Mineral Natural De Manantial Pack 6 * 1500 Cc ,https://articulo.mercadolibre.com.ar/MLA-1161817974-orizon-agua-mineral-natural-de-manantial-pack-6-1500-cc-_JM#position=21&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,7.346,MANGIACHETIFABENE M,Nuevo  |  +50 vendidos,(+10 disponibles),Nuevo  |  +50 vendidos,No disponible,#1161817974,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua mineral Glaciar  sin gas   botella  2 L  ,https://www.mercadolibre.com.ar/agua-mineral-glaciar-sin-gas-botella-2-l/p/MLA16168863?pdp_filters=category:MLA413907#searchVariation=MLA16168863&position=4&search_layout=stack&type=product&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,6.885,GALPONDEBEBIDAS,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1408997301,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Sensor Deposito Refrigerante Nivel De Agua Para Ford Cargo,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=EeYWURppQzLPoWEMG9wxwSK%2FVqdoN7NsI%2FHRlOMjPx8x0A44btSERC0UfqcNX35OLghmD4P8EJDnUgWlEIBd%2FujNKukX9idRc3foqxxxySbBFW4vbTJl4yNBpl%2Ba7HQd8%2BPOZ5kwmeqTO2MQ7LD6E489Zz4SXFUojzI84uGZow9Mj1uX07oN5pw2Xn9eODpXiTq86LSnyuBveOjIaFrQ2AvcjePv9Af6%2FCaV0Awey8PoGi9m%2Fx8I%2FL31F3%2BP5W5N4Gi0QGZai15HXxY7UFvBbsWER025I96nKSYOHEk8bWlvMopxa%2BJxNDxCXTCNQU28QFU0U90ehZpY%2BewcV3aHc%2B1SFZ3hQWcF8n4P0Al8xsLx%2B7XF%2FEqg0VdPTF56g%2FSortFOsVu5kOLCROHAAZiuPxYe4lA82h%2FuN%2BaxxrXLEEcldF%2FWyw4zaXlMDsj2pzQTEQg5SKq6J0GEvrX2F4ofAvpQ%2Bn46l1dtx3ZnxWRRe12SKgmaqKL4HUaV8A1TMYZQkQ7OE1B9Ap0UjREjNgY91N41m3ozJRPCDxdj8zApHltEFmEJ973wiO6eDV09kN3fRtd%2B2e97J0eTwqmcHYuZu4kqsW9miQ%2B4FKbRw2gP9e2gqEcoMF%2BHkLocOY6EsqeoYE79IruM5tkp%2Bc%2BgvCW0SW2xohB9lPAR%2FIaW0F7%2FgTIQUvR7PUKFm8E8Tk0qCb5DUChuozP6YeU0hOzqPy8AWCFBd9BVuHI%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,50.799,HEAVY PARTS,Nuevo  |  1 vendido,No disponible,Nuevo  |  1 vendido,No disponible,#1338768597,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Villavicencio 500ml Con Gas La Barra Pack X12,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=BNWMUVhO5wvS%2BvpV9mhCBRTAgv8sZS65NFckBaCQfWCWWwQHMENVl%2FnyCOx4IdZWwDkUomP7HEzjBg2wk8xXG9JPbyJ1K1JlrK24%2ByjIk6h4YhrbqC3LEGiUorSJuhFtdQducHxbFFaUMhBcHOrx1n5j9sdK%2BwVMbfudyYMXQfWUf3SevrrdC926OFFTDi4fGxeR9GjxdoweejictjReTe1glTl0RAcWfDKORFxGhgXlFOWVL1HAIJQQDwY6R1hr%2BCOv7cRjEXDLWQau5KrUkCub33RRY0UzFWt5Sq2ORsw115oRaF4Vt4DL4QYc%2BW3WVKJ6%2F%2FKC%2BDvC6tzSW5JEy5V2nPjThPm%2FRRnYhy0nL2%2B4mJcKEyYuiY8eUSR19J046B1IYjQLmfEYNJO1xxNRgsSLFW1nTlL%2FX4K6rA9YU5cLtE4s9go%2Bj1tkRbUV1qgkVr1w9oOMboKI6TJ%2BR%2BxZE7W5S%2FA9Qq0a1XpPpaFq7C1GfEJLGme%2BHvlsGflVhPCUGDughN2LFB0%2BlOKa%2F7Jss%2FwjiZNSjjZ8fh7vVtp9Hbn4AU%2F6aA19EboeinwkqNJulBnU6ErU2jGz5yZkmcekFCS%2Fp%2FXUEqhMYYHCuW0dFgV%2FPo6IjT54uE6cjbs6ouvordLfOn%2F3oKuD0yB2zDGWqW0%2Fl0WKwCw7%2FTKLRRWHom4Fs8buUh5UeVEHOUlveEqUdagc9SaVSMm1YSOt%2Fy9twLstJtoBaIzr&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,12.909,LA BARRA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1494921946,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Villa del Sur Pet sin gas 600cc,https://www.mercadolibre.com.ar/agua-villa-del-sur-pet-sin-gas-600cc/p/MLA27285713?pdp_filters=category:MLA413907#searchVariation=MLA27285713&position=5&search_layout=stack&type=product&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,1.274,TAP GROCERY,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1528972402,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Orizon Agua Mineral Natural De Manantial Pack 12 * 500 Cc ,https://articulo.mercadolibre.com.ar/MLA-1120352363-orizon-agua-mineral-natural-de-manantial-pack-12-500-cc-_JM#position=22&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,7.976,MANGIACHETIFABENE M,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1120352363,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua mineral Eco de los Andes Sin gas  sin gas   botella  1.5 L  ,https://www.mercadolibre.com.ar/agua-mineral-eco-de-los-andes-sin-gas-sin-gas-botella-15-l/p/MLA16168869?pdp_filters=category:MLA413907#searchVariation=MLA16168869&position=6&search_layout=stack&type=product&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,905,TIENDA FULLESCABIO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#913457286,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
"Tapón Cebador Stanley 1 L, 1,4 L, Flying Eagle Con Pico",https://articulo.mercadolibre.com.ar/MLA-902896924-tapon-cebador-stanley-1-l-14-l-flying-eagle-con-pico-_JM#position=23&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,3.549,ROCK SUN,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#902896924,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Pintura Poliuretano Azul Metalizado Automotriz + Cat 1 Litro,https://articulo.mercadolibre.com.ar/MLA-1494631328-pintura-poliuretano-azul-metalizado-automotriz-cat-1-litro-_JM#position=24&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,20.610,MENDELLASANMIGUEL,Nuevo  |  +5 vendidos,(+50 disponibles),Nuevo  |  +5 vendidos,No disponible,#1494631328,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua mineral Eco de los Andes con gas botella  1.5 L,https://www.mercadolibre.com.ar/agua-mineral-eco-de-los-andes-con-gas-botella-15-l/p/MLA16168864?pdp_filters=category:MLA413907#searchVariation=MLA16168864&position=7&search_layout=stack&type=product&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,905,TIENDA FULLESCABIO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#913454575,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua mineral Eco de los Andes Sin gas  sin gas   botella  500 mL  ,https://www.mercadolibre.com.ar/agua-mineral-eco-de-los-andes-sin-gas-sin-gas-botella-500-ml/p/MLA16168866?pdp_filters=category:MLA413907#searchVariation=MLA16168866&position=8&search_layout=stack&type=product&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,1.150,AEH MALL,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1542010326,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Soda En Sifon 500ml Sifoncito Pack X6 500cc,https://articulo.mercadolibre.com.ar/MLA-1482508090-soda-en-sifon-500ml-sifoncito-pack-x6-500cc-_JM#position=25&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,12.240,FIKAARTEBOTANICO,Nuevo  |  +25 vendidos,(+50 disponibles),Nuevo  |  +25 vendidos,No disponible,#1482508090,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Caja Segrass  Glam  Con Tapa  L ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=G8bnRtLyTYmvCB6GxExjlivVFSPUL4B1REhKoNWDoHI5zyZssPzhXLhxFPkZ4Dn3QRFQN%2FTcSirNQVlgNlPFO8FOPu1EpUNhxtSyLuzneM1sbiDtZoPmMTN4Bp2WFt6kzhN%2FF2pXXinzPf8O8dXQ4Jda2LaUzh6k%2FOipnlSvHD9e3hJYBx7SAn5I2iD4cs1RinldsvdxD7%2BpYNJWVvcjo6MYB6TAVCrBprBvWE2tu5Os6f%2BEwR5ZXvj9OoVadHJzbw4Cc9Nt%2BE2nM%2FLmJG%2BlYI3CLeBqVZn6si2GmmNMCBsFXZhSIGY%2FEuS7wd56my3dwzkLw2Sdn9cLjeNDcLlKCRFbTQNM0Tf15adSFL4kikZsqgvtdtjGrOOOkBW5ObE11%2BMzFfbDH%2FUT5pdwFA9jr51Yg8dVwEgza2X75a2WRH%2FHJaPvYhoKHIFxE8UEGtvQs5STH8ESpkNsOKrx4hxGvDj4kj4mVsAY20SAlwkeCjukyuuaL7VhUSfUhetDLrBudi87cGJC7qR2Z%2BBKFoFh3t%2Bdg111vxMUuiHF3bu%2Fc39v41qrdAorWOlw7WvaL8%2FDUnhPARqQd4uqeYmx6zXlrnd0TJ8XcLRKkzx9flQkWNKFaxyDatan1o4ndrIHpde3zPh4eHFfGsWqPkz4XYjayNP0J9Iin6CWRCS%2Fg9%2FHdz54I0jzwHPGnU0wtQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,34.346,MARIANTODOORGANIZADO,Nuevo  |  +5 vendidos,(2 disponibles),Nuevo  |  +5 vendidos,No disponible,#1356402409,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Agua Mineral Glaciar - Sin Gas - 6 Botellas X 2l,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=UuS%2B4EI4lxf4a2aD5ZXw38N2%2B5poOiYWa44vwXX8kgL41UYQm6RUa9mNqgSPhIOVnPCzVKl9b6w4m%2FBu5MsBHZgN8Z7fpLl%2F3e4q0GZ2s8hxmcMaTnv%2Fzx4lWVLrESjcIp500qxjLpn1T1xnX0u%2FPTxrnM8Efj%2FjWZne0cJhiKFQr7brfHs2xJ2T3egq8RJsQlNVcTTvVjx7vrpP3rgiEQ1d9yH1bC535hchlKAzNKjwvbb1mPZUG95T%2BaG0e%2FnVkgFMyG2fGC9q%2BGINnEBdVKNhAF9leh%2FcdwqkZQz%2F%2FT3CUAUXvhS%2FOl2s7axQ5Zq4Nsju4lkwIEZmyX3kQoZBSBpMH2%2B3FspcximQd9CUh%2BWD3HucsJt5TZ0iTwjGnKXmvvnFg7QpG%2B5Zd52SsalPZBNv9Kw88uLzG9YxMUedBPNPxeDfiJJt%2BdIu96oe1%2BLCO4urcj5rDkagdWSCscPeeeofBN2dONIzl5xO89AZDF1JkA7ElnsyU%2FPH%2FM8VK6uAPE0LKnGEJJxFDYBRZo4iKkoQyy3mkOPhikltVeYKlYmed4Tokb4l8ftq8JbuFJqQKgT3wjnMD9Jvo6DB9ViA5baj481khLcLEn98MVAev0KAfTdr2ii3YR3588r%2Bdhy7G4neEkfuq7MBmvm0BjF4a%2Bon2bN8UlgRTL1VVXWjgr%2FXLeEcKGSk8XA1mOrZkKLORRBPdjWN%2F4HU&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,6.522,Cervecería y Maltería Quilmes,Nuevo  |  +50 vendidos,(+20 disponibles),Nuevo  |  +50 vendidos,No disponible,#1398642877,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
Pintura Poliuretano Blanco Automotor + Catalizador 1 Litro,https://articulo.mercadolibre.com.ar/MLA-1347679186-pintura-poliuretano-blanco-automotor-catalizador-1-litro-_JM#position=26&search_layout=stack&type=item&tracking_id=b50a3547-c2fe-4dcd-907a-67df0dd7db7b,18.810,MENDELLASANMIGUEL,Nuevo  |  +50 vendidos,(+50 disponibles),Nuevo  |  +50 vendidos,No disponible,#1347679186,2024-05-18 14:03:08,Alimentos y Bebidas,Bebidas,Aguas,Aguas Minerales
