Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Oferta! Te Green Hills Clásico 100 Saquitos En Sobres,https://www.mercadolibre.com.ar/oferta-te-green-hills-clasico-100-saquitos-en-sobres/p/MLA19878263#searchVariation=MLA19878263&position=2&search_layout=stack&type=product&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,3.999,CAPSULANDIA,Nuevo  |  +1000 vendidos,(42 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1258819032,2024-01-29 12:27:22,Alimentos y Bebidas,Almacén,Infusiones,Té,nan
Organikal Superfoods Matcha Jengibre Y Limon X 50g,https://www.mercadolibre.com.ar/organikal-superfoods-matcha-jengibre-y-limon-x-50g/p/MLA19972700#searchVariation=MLA19972700&position=3&search_layout=stack&type=product&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,6.600,POSITANO DISTRIBUIDORA,Nuevo  |  +1000 vendidos,(58 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1391211235,2024-01-29 12:27:22,Alimentos y Bebidas,Almacén,Infusiones,Té,nan
Nespresso 4 Capsulas Recargables Cafe Caffettino Ret.,https://www.mercadolibre.com.ar/nespresso-4-capsulas-recargables-cafe-caffettino-ret/p/MLA23532308#searchVariation=MLA23532308&position=1&search_layout=stack&type=product&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,9.120,LEVYSBAZAR,Nuevo  |  +10mil vendidos,(7289 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1511727148,2024-01-29 12:27:22,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Remera Lisa Algodón Jersey Peinado Premium,https://articulo.mercadolibre.com.ar/MLA-619208970-remera-lisa-algodon-jersey-peinado-premium-_JM#position=29&search_layout=stack&type=item&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,7.690,TEES FACTORY,Nuevo  |  +100mil vendidos,(439 disponibles),Nuevo  |  +100mil vendidos,No disponible,#619208970,2024-01-29 12:27:22,Ropa y Accesorios,"Remeras, Musculosas y Chombas",nan,na,nan
Suplemento Keto Plus Diet - Dieta Avanzada !!! 60 Cápsulas Sabor Neutro,https://www.mercadolibre.com.ar/suplemento-keto-plus-diet-dieta-avanzada-60-capsulas-sabor-neutro/p/MLA25908710#searchVariation=MLA25908710&position=5&search_layout=stack&type=product&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,6.997,TIENDASUPRALIFE_SUPLEMENTSTORE,Nuevo  |  +1000 vendidos,(15 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1384152713,2024-01-29 12:27:22,Salud y Equipamiento Médico,Suplementos Alimenticios,nan,na,nan
Hibiscus Te Infusiones Flor Jamaica Premium Kaia Botanicos,https://www.mercadolibre.com.ar/hibiscus-te-infusiones-flor-jamaica-premium-kaia-botanicos/p/MLA27830865#searchVariation=MLA27830865&position=6&search_layout=stack&type=product&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,2.070,SAWER.DISTRIBUIDORA,Nuevo  |  +100 vendidos,(1385 disponibles),Nuevo  |  +100 vendidos,No disponible,#1590700068,2024-01-29 12:27:22,Alimentos y Bebidas,Almacén,Infusiones,Té,nan
Hibiscus Para Infusiones. Flor De Jamaica. 100grs ,https://articulo.mercadolibre.com.ar/MLA-871863001-hibiscus-para-infusiones-flor-de-jamaica-100grs-_JM#position=30&search_layout=stack&type=item&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,6.800,TIENDA-SANA,Nuevo  |  +1000 vendidos,(18 disponibles),Nuevo  |  +1000 vendidos,No disponible,#871863001,2024-01-29 12:27:22,Alimentos y Bebidas,Almacén,Infusiones,Té,nan
Bolso Matero Matera Un Buen Mate Porta Mate Termo Original  ,https://articulo.mercadolibre.com.ar/MLA-1198279849-bolso-matero-matera-un-buen-mate-porta-mate-termo-original-_JM#position=31&search_layout=stack&type=item&tracking_id=50aa8b67-35b3-4c21-a64f-894001908964,9.341,TIENDA MADU,Nuevo  |  +1000 vendidos,(147 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1198279849,2024-01-29 12:27:22,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Bolsos Materos
Té Inti Zen - Vegano Orgánico - Pack X6 Cajitas A Elección ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=LJtYyi1tI4nVP1nuA8309%2BfbtYAtvoclQou82dkQ59326tdjrdO4r8e8jaj0IHTnk2qctvA3rerccu%2FzDSpTs7W4WNRcgKMYqHpLm2%2B0cOEBNtrGIbj%2FAn%2FzSg%2BpdgMPOYouqN0pqogjNXQq0mpE5lnHG%2BmIZHcY0Rgzc15fKzClxQ4XkNuwTX%2FTQ32VTkLlHBhiPRwadYQkZI52mHeZU1HDA6siaxg1ZP0bg5faGQtAJAo3BfbF62m8AzsZ4LPejAXX3NrB%2B266FiZ3AXyIyy9TrfIJxF7Lgnq1jfIFHRKDncMNrtaQpRfzqiwSEceu%2F1qHIffxlAD%2FnyxXe6t%2FwzyMK54ggXk2nfgzAWHecEPK0U4rX60RIYix6DY3BGGb6fvoQyF8ruvXWfI96RUE97kPZQw1P%2FGlIf6CvOVMLgRrS%2B3OPzdSvUBOPTV%2FOSMSiQhj30GPbs0Wr4qJaB3V9tcUDSu8Sv4l4Q6TWWooelfM%2FW9vE%2FVH6JXPwu6Dlk%2BoLAQyNmfbl0KB9FvtTzfL6YSj4%2FNmBqzkhkJ%2BDNZpj6ZlPxA1lQMRSIztRelE%2FTlioTJDZtLwUFPu%2BrOb8ZwIhsOTCa8KfTgkeod8oulQrDZmTi7S33Kh%2FmculvAbeTVbeZgCrVBlLbc%2Bh4Z7gSbtvaCspTNIZuO9FXkAI8AIXFDKCNhL%2Fa1nY0HC0dXjDlIIDxKNwxn%2BtRRnZa1Yn54pSfU%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,16.100,NOTEPRIVES,Nuevo  |  +100 vendidos,(5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1403967330,2024-01-29 12:27:22,Alimentos y Bebidas,Almacén,Infusiones,Té,nan
Te Adelgazante Hierba Detox Green Dtox Plan 30 Dias,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=g0kqRq7UKrMopIePTlHfJ4V3STqzocx3WpHRijrOQ3%2F37b%2Bt00o3ZUqCQNiI8R%2F%2F1LCrjL2CxPHFbVZAGE0vL3Wn%2BZiLK8NaKZF%2Fn2%2FjJBdHqhtBwO%2FBbvImxbAOk4gK%2FzdYE%2BO3rhx7%2B1SeumC9rzttl1NpxWxkSb%2Fvp%2Be%2BZmPJoCqwrCf%2FaciK7pkYAM69%2FPIanOzcVzftKXFJTMnEooovrrn3g5DtUyq9S98px%2BARXIR%2BATO0fQiojvEWaCKgMQvgfmGcpJiex2iM905N5wxE3TmpDHFONhsJ43T4BY8FjayH7HrYvj%2BIWEdwl877sxrRoiFElPQArNojIfyMTMuf2EoSn39V7m5CubL5NCGeEVkj1q2crSolgHSuy8VWdoI6c1poSM8%2BeFIAdkLVZZezUN8hfv507qfNDdvA6OJHkIVDtrWdoXsFZCDJXPc8EXjkpLJGDci5PziUEzgPQ7JgNZzo4RuQYzCWGE90hLTmgergevtYhxLrcXpkwryFx2W9NJ%2Bt%2BiDSAKNI6TqE5vlPsYgHaN77i7mNvHvewzv1dKE31tzg1DmzR%2FCjmqATNYH79rf9YFRXM6FaccOvj9e5RRCPVQqH2IGmBIYgZMStdck6AUeAvXFIpnQYtu7WqGnnXKQ0kmonWFetj6ORFzCHVVFcOCrza8rR196Ut2ihA9oNxKtDD8k2tUg4JJfoSj0uJtkvLgiOeNenKw8F&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fsearch-list-ad-algorithm%2B16026&rb=x,3.499,ARMONIANATURAL11,Nuevo  |  +100 vendidos,(12 disponibles),Nuevo  |  +100 vendidos,No disponible,#1456485092,2024-01-29 12:27:22,Alimentos y Bebidas,Almacén,Infusiones,Té,nan
