Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3
Fideos Tallarín Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-tallarin-matarazzo-500g/p/MLA19937131?pdp_filters=category:MLA412073#searchVariation=MLA19937131&position=2&search_layout=stack&type=product&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,1.359,Ecomodico,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1410407141,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Fideos Tallarín Don Vicente 500g,https://www.mercadolibre.com.ar/fideos-tallarin-don-vicente-500g/p/MLA19964512?pdp_filters=category:MLA412073#searchVariation=MLA19964512&position=3&search_layout=stack&type=product&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,2.094,Ecomodico,Nuevo  |  +10mil vendidos,(+10 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1688078382,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Fideos Sin Tacc De Arroz Tradicional Soyarroz X 300 Gr.,https://www.mercadolibre.com.ar/fideos-sin-tacc-de-arroz-tradicional-soyarroz-x-300-gr/p/MLA21807572?pdp_filters=category:MLA412073#searchVariation=MLA21807572&position=4&search_layout=stack&type=product&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,2.308,PURAVIDA STORE,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1372544783,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Fideos Spaghetti Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-matarazzo-500g/p/MLA19943735?pdp_filters=category:MLA412073#searchVariation=MLA19943735&position=5&search_layout=stack&type=product&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,1.359,Ecomodico,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1286466941,2024-04-17 17:22:05,nan,nan,nan
Fideos tallarín Don Felipe pastas al huevo 500g,https://www.mercadolibre.com.ar/fideos-tallarin-don-felipe-pastas-al-huevo-500g/p/MLA20081097?pdp_filters=category:MLA412073#searchVariation=MLA20081097&position=6&search_layout=stack&type=product&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,1.722,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280095159,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Fideos Terrabusi Tallarín N°7 500g,https://www.mercadolibre.com.ar/fideos-terrabusi-tallarin-n7-500g/p/MLA28611379?pdp_filters=category:MLA412073#searchVariation=MLA28611379&position=7&search_layout=stack&type=product&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,1.082,ECOMODICO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1397915679,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Fideos Tallarin Verizzia 500 G,https://articulo.mercadolibre.com.ar/MLA-1284800195-fideos-tallarin-verizzia-500-g-_JM#position=20&search_layout=stack&type=item&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,879,GRUPO ELNENE,Nuevo  |  +10mil vendidos,(+20 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1284800195,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Favorita Fideos Tallarin 500g,https://www.mercadolibre.com.ar/favorita-fideos-tallarin-500g/p/MLA28766309?pdp_filters=category:MLA412073#searchVariation=MLA28766309&position=8&search_layout=stack&type=product&tracking_id=a717958a-4173-4bfe-b85a-3e8dac3b4ac9,976,ECOMODICO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1400508857,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Tallarines Pasta Orgánica Grün Fideos 500 Gr X6u,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Dc1OmgAA0linfT9ftHtaBVDz7x2pzutj%2F1t6zxJrxB2WYagu8Orqyq90XMHGi3MYnN8NrCNb0WBdDES93yg3Ui%2FVBa6%2Fl9qvRPjxoPehLuchFjjTId925ch425uyQ35WHPzNbpa%2Fz8kIArhVGwdjvQnXrFOXdei1%2ByAYCUs2f%2FTbQ78h4WOkmedZszadH4CYzXyrU52MJmQkWWNxrnSd7%2B4x%2FIOPiCygL7t1lgi9eG4i5ICKWKXH2PD2RkiI9ysQY%2Fz%2FfOodjH1lsyke9uzfxeu06YYviexCSZmQSjN0Fdz7qSFee1LPnbJbyFAtAK2ew8eqhRWYcQUrijXHxAh4HUPM0OO7%2FmeRgtleIjj6zqfBQJ307ZBWvB0NJkUu7LclDQXlmL%2FEp931O%2BDmcz9U6STCAec3CLl%2BRNZY2e7VKDIVrYDEjNnanSaLNTqJlIufWwiSxEQFZZBndgwgdSQWE1lq1SSIbzJ1sVfARhHZ1d4hJBKNZAZTeh6GNgQ73M6cbtozOx8hQAUMMH0C4qgcKiC%2BOc7mwW2QFpjvz5MllntCz7aJ7uueuWpIz3PR4e9Fxgkebl5FGTGSPizpQ%2FirAvrI%2FxXtvfdjaNP9sFKbLwOcE3goyqgr4WJsPNpRu6m%2FPMwNebnJHKfGF7vtDTUpbbwvrXoP5e97Amu0P4L%2FzK%2FvsnyKnQrNattK0wBO3%2BWePL1vQSvClEc%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,21.430,ATROCHEYMOCHE SHOP,Nuevo  |  +5 vendidos,(5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1102142494,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
Tallarines Pasta Orgánica Grün Fideos 500 Gr X2u,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=VSwdnGBYnPtaaDkN2%2FnPxw1KfbpkYaUgJ2mXXvrKxolVkcG2mNBH%2Bn7THd8iYDh09SJx8tvLAt%2FOYImsQlNVhf3bjIoGl%2FjPlqeBra78i9%2FsylhVZQuD%2FaLx3gCQ%2BWW%2BPY%2FA55MlQtI1%2BEUqsovW6C0xI6LwkzNf9e6yPBirsHl4g0pEyg87fQWwUQsKKE91gCH2313zc6UZw%2FPIMktPuKOKyth3GpM34yxc6mIdOULlDzveqCFzK1Dxrouz5dh%2BUmSk%2FSGbGIGoAu5vZFRC4U28EYxtPSxx9mX%2BKA6qBGwKg2nk0pwCg%2FGGSqkKXUQ3V6PnX3ourbbEuSP%2BeTJyjXwLYRGkVo%2F5dOvRfvCtou990upNYLDCFBp%2FvVPJG0vvNZvjHSYOYv%2F4vR1hIa2IQqxjLTDTCjRBgCi%2BUP5XEXl2F%2Fuo59wRd4TOyQXb%2FvrDodcOHDbSo6rL8VVLA9kSnIzfnwsVmdSJ%2FFjPrRVQAKOsbYNMzdPPuRyg8bqcF1Q%2BCYd4MPkcHhYDPH9X39ITctRnP2JMK1D09U7mbojgCvreZlOfdmVuZMqtU7M967Op4bZDFAIDqQN1z8YIoD91Wj8mhjTUW8GhIPAswnX8Oky2OZM4XPvB9%2BIpF4A04PbAfyprQ9O9Qxsp2GRDP9Hu5UE3X8fgh0wWWaEOGVPdK%2F4VN7p1KajJCb1S6hpinqXQM87PNjECIFQj6g%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,7.720,ATROCHEYMOCHE SHOP,Nuevo  |  +5 vendidos,(+10 disponibles),Nuevo  |  +5 vendidos,No disponible,#1102136024,2024-04-17 17:22:05,Alimentos y Bebidas,Almacén,Pastas
