Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Almohaditas Rellenas Frutillas X 1kg - s A Todo El Pais,https://www.mercadolibre.com.ar/almohaditas-rellenas-frutillas-x-1kg-s-a-todo-el-pais/p/MLA26444837?pdp_filters=category:MLA1423#searchVariation=MLA26444837&position=36&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,5.636,TIENDA-EL PORTUGUÉS,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1394247307,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Avena Banana Integra 40 Gr Caja X 10 Unidades,https://www.mercadolibre.com.ar/barra-de-avena-banana-integra-40-gr-caja-x-10-unidades/p/MLA28082296?pdp_filters=category:MLA1423#searchVariation=MLA28082296&position=24&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,8.332,GREENANDML,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,OFERTA DEL DÍA,#1395575395,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Copos de Maíz Granix Tradicionales Corn Flakes,https://www.mercadolibre.com.ar/copos-de-maiz-granix-tradicionales-corn-flakes/p/MLA25374445?pdp_filters=category:MLA1423#searchVariation=MLA25374445&position=29&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.793,01MERCADO,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1462638992,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Arcor Cereal Mix  sabor original 23 g,https://www.mercadolibre.com.ar/barra-arcor-cereal-mix-sabor-original-23g/p/MLA16081325?pdp_filters=category:MLA1423#searchVariation=MLA16081325&position=31&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,8.065,CAPSULANDIA,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1617039380,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Baston De Salvado X 1kg,https://www.mercadolibre.com.ar/baston-de-salvado-x-1kg/p/MLA26209010?pdp_filters=category:MLA1423#searchVariation=MLA26209010&position=27&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,3.622,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1383969061,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barras Arandanos De Dátiles Cajú Arándanos Laddubar 30g 12 U,https://articulo.mercadolibre.com.ar/MLA-1187433795-barras-arandanos-de-datiles-caju-arandanos-laddubar-30g-12-u-_JM#position=52&search_layout=stack&type=item&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,4.653,GREENANDML,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,OFERTA DEL DÍA,#1187433795,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Nesquik Cereales - 400gr,https://www.mercadolibre.com.ar/nesquik-cereales-400gr/p/MLA24244810?pdp_filters=category:MLA1423#searchVariation=MLA24244810&position=26&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,6.345,Nestlé,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1607102070,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Aritos Frutados Lasfor Bolsa 180 Gr,https://www.mercadolibre.com.ar/aritos-frutados-lasfor-bolsa-180-gr/p/MLA27335153?pdp_filters=category:MLA1423#searchVariation=MLA27335153&position=42&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.212,BLIP,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1524458308,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
20 Barras Wik Taste Quinoa Y Chocolate Kosher Vegan Sin Tacc,https://www.mercadolibre.com.ar/20-barras-wik-taste-quinoa-y-chocolate-kosher-vegan-sin-tacc/p/MLA21972238?pdp_filters=category:MLA1423#searchVariation=MLA21972238&position=35&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,12.544,Market Nutritivo,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1372961686,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Doble Salvado X 1kg - s A Todo El Pais,https://www.mercadolibre.com.ar/almohaditas-doble-salvado-x-1kg-s-a-todo-el-pais/p/MLA27047200?pdp_filters=category:MLA1423#searchVariation=MLA27047200&position=33&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,4.038,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1388633865,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Ki Bar Barrita Proteica Cacao Datiles + 3 Claras Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1353859098-ki-bar-barrita-proteica-cacao-datiles-3-claras-sin-tacc-_JM#position=53&search_layout=stack&type=item&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.399,CAPSULANDIA,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1353859098,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereales Nesfit Cero Azucares X 220g,https://www.mercadolibre.com.ar/cereales-nesfit-cero-azucares-x-220g/p/MLA21674216?pdp_filters=category:MLA1423#searchVariation=MLA21674216&position=30&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,3.588,ECOMODICO,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1713297026,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletitas Cereales Bagley Con Avena Tripack Mediano,https://www.mercadolibre.com.ar/galletitas-cereales-bagley-con-avena-tripack-mediano/p/MLA21780274?pdp_filters=category:MLA1423#searchVariation=MLA21780274&position=41&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.685,TAP GROCERY,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1353164093,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Galletitas,nan
Almohaditas Rellenas De Crema De Avellanas Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-crema-de-avellanas-lasfor-200-gr/p/MLA21790731?pdp_filters=category:MLA1423#searchVariation=MLA21790731&position=43&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.825,BLIP,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1376237671,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletita Con Cereal Integral Clasica Cerealitas 212g,https://www.mercadolibre.com.ar/galletita-con-cereal-integral-clasica-cerealitas-212g/p/MLA29542564?pdp_filters=category:MLA1423#searchVariation=MLA29542564&position=37&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,900,TIENDADELOCOS,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1423849339,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Galletitas,nan
Almohaditas De Limon Snuks 240 G Sin Tacc Snucks Almohaditas - Limón - Unidad - 1 - Caja,https://www.mercadolibre.com.ar/almohaditas-de-limon-snuks-240-g-sin-tacc-snucks-almohaditas-limon-unidad-1-caja/p/MLA23486433?pdp_filters=category:MLA1423#searchVariation=MLA23486433&position=39&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,2.927,BLIP,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1430271818,2024-05-18 15:13:18,nan,nan,nan,nan
Barra Coco&choco Dátiles Chocolate Y Cacao Laddubar 30g 12 U,https://articulo.mercadolibre.com.ar/MLA-1187452768-barra-cocochoco-datiles-chocolate-y-cacao-laddubar-30g-12-u-_JM#position=54&search_layout=stack&type=item&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,4.653,GREENANDML,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,OFERTA DEL DÍA,#1187452768,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Copos de maíz 3kg Granix,https://www.mercadolibre.com.ar/copos-de-maiz-3kg-granix/p/MLA20723711?pdp_filters=category:MLA1423#searchVariation=MLA20723711&position=40&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,9.235,POSITIVA,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1448007652,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Chocolate Y Avena Integra 40 Gr Caja Por 10 Unidades,https://www.mercadolibre.com.ar/barra-chocolate-y-avena-integra-40-gr-caja-por-10-unidades/p/MLA21622805?pdp_filters=category:MLA1423#searchVariation=MLA21622805&position=38&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,8.490,Integra,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1339938326,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Bolitas Chocolatadas Lasfor Bolsa 180 Gr,https://www.mercadolibre.com.ar/bolitas-chocolatadas-lasfor-bolsa-180-gr/p/MLA27462230?pdp_filters=category:MLA1423#searchVariation=MLA27462230&position=47&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.212,BLIP,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1528955362,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Germen De Trigo Yin Yang X 500 Gr,https://www.mercadolibre.com.ar/germen-de-trigo-yin-yang-x-500-gr/p/MLA21262845?pdp_filters=category:MLA1423#searchVariation=MLA21262845&position=44&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.716,NEWGARDEN,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1392308264,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bagley Galletitas De Salvado Original 3 Paquetes 507 Grs,https://www.mercadolibre.com.ar/bagley-galletitas-de-salvado-original-3-paquetes-507-grs/p/MLA20002762?pdp_filters=category:MLA1423#searchVariation=MLA20002762&position=46&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,1.769,TAP GROCERY,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1291372752,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Galletitas,nan
Trix Cereales - 230gr,https://www.mercadolibre.com.ar/trix-cereales-230gr/p/MLA22307875?pdp_filters=category:MLA1423#searchVariation=MLA22307875&position=48&search_layout=stack&type=product&tracking_id=428ededd-fe27-471e-a96b-0c1cedeb33fb,5.056,ECOMODICO,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1467701682,2024-05-18 15:13:18,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
3 Cajas X 12 Unids Barritas Zafrán A Elección S/tacc,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=e0Z60x7mqvpYlYNTA8uDN%2FME8oFW6o%2FtyN%2B7df22acsxDRjLitL7wm%2Fq1alfb6WgzyOTrDgrPbMwIJ3ZIZvdMBPW0csW9wsX4BS5mndSOtvl6oYcqzwlavRCIvzviFeGXH7vIPxsI5OON%2BthAlB78ZOEYn2CYuo%2BLU%2Bb0%2Fi8%2Bm7MFcN7TUFPBCP2jVPd5ZwvlHR%2FCCusGmuacUHbWBrAPxLyAcFPPnt2%2FpDe7upykkB6wkbv604WgK7m8BNdfr8Hwr7cKqw7MxNoeY1%2BuzaDGSFGpCflQZ3cQpVrZIcSW8lNofgaONPcnS5PBMX%2F7%2BEqNImTNepksKQlQExGWMtNkkh625uqI6d2009Y3q2JZQ3WdTM%2FM7wFuVx2wKD9GGULqj7r4MeeGwZj127rcra8%2FmND%2BhnbOCwrC0otTgx9LmfY5ugWEKlXHn9aGjrut42ityw6hem4EBN4T9fxDxwm3CMozvPNhX439uJ2ySesUH74pZyXWOsYHdaODBlp7Q4aPwXTXq2uzHLmCKflHwVtPAVru%2BvzUuzkWQ06rfU1sjkMqhDFHQ5c%2BKWkhR98LGm5K%2FvoZ9G1MK3DDtrVZ71BQpRTz14FFq2QOXv7Pvz%2F2YQvBq5v%2BxHerKx16%2FE76paD2E7eqhWO25WaXMWKOoNi6XXRAJT7MPgRRnzjdtMOkkq6xuo2q8c1IxGIIEvu031ezas2OtViRMzfYEH1YKFmDQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,33.751,LEONVEGANO,Nuevo  |  +5 vendidos,(+50 disponibles),Nuevo  |  +5 vendidos,No disponible,#1576276626,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Maiz Inflado Burbujas X 2 Kilos,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=IefkA3KBxOJ%2BVr%2BmJIqu8VK1%2FfPzoogbCDk7kgWQ66JZBTu8lISuqq8TdUsagetc6%2BiHvAzQsez0Od0nSGDwtolVgat%2FGI%2FJAwvzqyK58P%2FWFhVwMauvR0xi18gz5PxuxjfGDk0IFKVLn504XJJ%2F80YocObEXfX9fGrQFn70i34HT6ALJs7DrNIxq6fj%2FZk9RSp16O7csa40nJV%2BA47Ey9xvaQfJ1gtEdr8i0O0KyzVNBsAcn53BFSUEZCFUHHCORQ0PpQPCTd0%2B9HedKXGozL19VTRWeGqVGBVX%2BrKRY6iWFRHoMilthbZ%2BiIswkWu%2FR9mhgby7yRrnsmtjCEJ%2B6U%2F7k3HSpah9MSEFJJQlK0cIKuQilVp%2FxOlAmD%2FuCBdgeBtTo%2BmZ1jtj%2BeodslY38lMZG3qoSRGrGcT6BJ1Elnnz58%2F%2BembZOw3a8w6AiCIL4kEyfuNIx1nq1PyvbolFF4ATLgYbgq0mZDCQfWl9ewXofk6TtP7ORPN7ak0lKWBjEV1hyz4qI270W4ZtJsvxfm7DXRsVaeWpQDI%2BQ34ER7oj804kAFyWJdj9WsPJYBp1ZuV9X1xIORxSPwOY0TXD1LeHPAjMTACCrDghAE2D9sIEgNYW34f7nRcsnk8MeXEP0UkFW%2BmxZvpjz%2FjUYNug84lxBPJ3AzMSQAyzXsgR3PhWbtwOWUmmM4H6&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,13.900,LEONVEGANO,Nuevo  |  +50 vendidos,(5 disponibles),Nuevo  |  +50 vendidos,No disponible,#906449151,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barras Cereal Mix Yogurt Frutilla Light X 20u ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=fDEERue8it2Y9wj8ohCE0rHcCHce2ZsQVv2SU57Q2vq3dtWqy9FkGepUn4YsgG1IPHVs9o%2FSk6375pANQnGhndx8AyrkX5iONJYAoDJHlLqaqB1YPegnSoRs8FyeRA1ZeIhNo8dBz3Ix31OjMGRjBxy9mQO8pAIwAjUaH4OeHrYVSvQiwvoeoDVZ%2F7opFK87RFqfy3hByDadiqT8T1evTUPskvbchHSxNdtgXPP%2BD11wnl2k%2F3fk%2FnmnArCOXefJX0qPOMI6mQM6vJGyG3kcpoo6ngZNVqQKhTEkUSFg9FHjGo0B24Nw5qalHp2WeUdpuYf7OQw1ju6irav89rhoVeMj6gcuk3a6dJpb78qsfYhAyT%2FeF5742F%2BUlJr9ITr2sKTMXfw%2FlJE3kkSneNlhNg3p0d4XgfkTzrPGhrbJ2ggVcfLxZtS05pTqA%2FPPALINELThCU%2FkDM6eVCRqMOt8TjNA4TqT%2BDYKrP94BcgJiye29k8HJsLHgocnSCCHIqIFsYrXGs3JIAk7l%2BZ51iK7g6i5joi8sCgKuPqfSmDyysHIIt90zsHoMBEVzGSx9STMHTaUF8A9AVCgNorV1y005zR3wqYC8X%2BVbCmKqlm9i0eO%2FuT6bbU31OqLewjW98xCaktghXIWvm0UJ0xdWA7%2BFn8yYjDJxHlzTH2a0All1dKyDwUZJir7e6kKk8X0OONQzgZPwb4WNgnHXw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,11.972,OPEN25HS ,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1616635136,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Barra Frutosrojos De Dátiles Arándanos Cacao Laddubar 30g12u,https://articulo.mercadolibre.com.ar/MLA-1187433797-barra-frutosrojos-de-datiles-arandanos-cacao-laddubar-30g12u-_JM#position=46&search_layout=stack&type=item&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,4.752,GREENANDML,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1187433797,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos Con Miel X 1kg - A Todo El País,https://www.mercadolibre.com.ar/aritos-con-miel-x-1kg-a-todo-el-pais/p/MLA27047199?pdp_filters=category:MLA1423#searchVariation=MLA27047199&position=5&search_layout=stack&type=product&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,4.056,ALIMENTOS FUENTES,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1399276653,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Muecas Caja X16 Barritas Cereal Pasas Y Arandanos Sin Azucar,https://www.mercadolibre.com.ar/muecas-caja-x16-barritas-cereal-pasas-y-arandanos-sin-azucar/p/MLA19846786?pdp_filters=category:MLA1423#searchVariation=MLA19846786&position=15&search_layout=stack&type=product&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,13.120,PUNTONUEZ,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1403816929,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Frutillas X 1kg - Envios A Todo El Pais,https://articulo.mercadolibre.com.ar/MLA-820991141-almohaditas-rellenas-frutillas-x-1kg-envios-a-todo-el-pais-_JM#position=47&search_layout=stack&type=item&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,5.870,TIENDA-EL PORTUGUÉS,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#820991141,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Muecas Caja X16 Barritas De Cereal Banana Y Dulce De Leche,https://www.mercadolibre.com.ar/muecas-caja-x16-barritas-de-cereal-banana-y-dulce-de-leche/p/MLA19846788?pdp_filters=category:MLA1423#searchVariation=MLA19846788&position=16&search_layout=stack&type=product&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,12.609,DAMETUMANO.TIENDA,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1365170789,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
"Copos De Maíz Azucarados Granix X 3,4 Kilos",https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=3gPSCvHonYHjqOyFRU3d1DcwY%2BOc0b2Ll%2FGKtEi1YDRiYvFgVDEfWckXyvx07yy5Wc%2Fn0O%2FWKIimagXOAxb3NYQHdRRsFD%2FPfuHOr0hHwz0WNhFhPiQoxg3rMwWjAGJg3rmqoapwhZxueH68Nsvw7D88frWhMz5UJnTDTb1QOUHEhfNitYVn8jqVZhR6IuXqTOCZf%2B3rPj2JJDpEaoZEXGgWtR8ZVFxBsuZLBU3nTXkIHyiD7Mh7QEWsWTQbE53G97yQecC2g5Jpc18A%2BXMtuTHGNjL8vU5XFYAPeqStun%2B5qiPDcgE9iwIZV9Rn3MOD6q5o4QtCWuTSyrfhO2S1p0OIhuZHNARJ3AWhEKpzjmi3q2AZ3lP%2B7R4lb0ZiQoVXbN8ZCbEhDtBygPy0VQAFttIgT63%2BoTPXhpkGtksLCY1pZ1YL%2FaLeLejnaSpRmmfi9p7wLlh1MTVVfUwdckPvWSuJXNh5iTD9CF3P4NCiHjqNYgjogqGSPCyDbit0RIYmLCVrmwKZHA%2BS3AwMOtxuv%2FjpC%2BIQasHCaonPwdNy%2FIWJYQe1dBCi7N1An0AcnowXQkKJJ4ELWlp1KUk1H3RTJlQJKkESyQqnmvl0iYmgfwfQKDVSRgebboeaDBhnSF%2Fjr%2BQI%2FvNSxVyMeUb%2Bb4InZeage7blrxcTEvt5tpQw7x9wFyBkVOx%2Fau5IMPmS14737Rp2QLbH&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,14.684,POSITIVA,Nuevo  |  +50 vendidos,(+5 disponibles),Nuevo  |  +50 vendidos,No disponible,#914226780,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barras Arandanos De Dátiles Cajú Arándanos Laddubar 30g 12 U,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=8f0MmxVvJCXPehuIbG7baLSW5T3uoDU5zzUv4IajXc%2Bcmi9E1HJg8E%2FN4dFuXFJ4AWfSsLZGbUZBPwaRZDha9EguvF2cAziFgVJX9KtCBcikLsE0HAl3bsK0ypU1Ub6iJptPTp%2FD%2Fc%2FqcM5nMIlgC1Cz53Bs3KyryZ0f8EV8mcaU2mkld043DjRportBSa9PdWqFxWb%2BopR%2FbF75Ll%2F1omhJ0%2BEFK6HM6OWXz3rxZinQw%2FlhDta86SBzB5xJCRyeXQXWZB8t2v3PTibeTbeJe277d9VU6I3kvhPrwb%2FE%2FJT5DxRaTVcj2XzpnPr%2BqZpjP4nHdUO7dHuu1w6exVSC6vQTlwuxxiaITgDANybzxCB5JJcKSdv7%2B78UnF%2FcS%2FcLsYi5mCk%2FyfrEtYbKtA1S8VTCsAyDRgNXm00ZncBSeW5I%2BdWvj0Qiq00pcbpTsmrRp3CWb%2BQAGM3CgjGPVgwXiih8uZFEM92F%2FgXjoAq8R0rNPi15Ijc8%2FON0EujBCNYeTYrIRCZfp1mT1CyMvknqCvkUvPedhhbdKly87300JLQaR%2B5ycxzlSUlNYzF%2BOFg38WpgjAgIaYJA%2FCCnySZgdEb2w0KEHlT3H92yBHAMWuvDgLBbnXP4WC%2Bj7NU%2FzVM1d1%2FvmSGvYWVKwIsn%2FDj0X6RiYflCghbICRJ3Hk9IbrscvRuxTxm4Q%2FE6CEEBg%2B%2B%2FrCgYRDou%2BU2O3i6KqeThWiZjyuYZuSHvhek%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,4.653,GREENANDML,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,OFERTA DEL DÍA,#1187433795,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal De Manzana Y Pasas Kelloggs Muesli 255gr,https://www.mercadolibre.com.ar/cereal-de-manzana-y-pasas-kelloggs-muesli-255gr/p/MLA35873091?pdp_filters=category:MLA1423#searchVariation=MLA35873091&position=8&search_layout=stack&type=product&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,2.392,AEH MALL,Nuevo  |  +50 vendidos,No disponible,Nuevo  |  +50 vendidos,No disponible,#1422537883,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Display  Vegana Laddubar Coco 30 G X 12 U,https://www.mercadolibre.com.ar/barra-display-vegana-laddubar-coco-30-g-x-12-u/p/MLA19735179?pdp_filters=category:MLA1423#searchVariation=MLA19735179&position=7&search_layout=stack&type=product&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,4.758,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376540609,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
 Kellogg's zucaritas copos de maíz azucarados grande 490g,https://www.mercadolibre.com.ar/kelloggs-zucaritas-copos-de-maiz-azucarados-grande-490g/p/MLA36427748?pdp_filters=category:MLA1423#searchVariation=MLA36427748&position=12&search_layout=stack&type=product&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,3.087,TAP GROCERY,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1758781494,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bocaditos Cereal Granix Avena Y Trigo Relleno Crema De Mani,https://www.mercadolibre.com.ar/bocaditos-cereal-granix-avena-y-trigo-relleno-crema-de-mani/p/MLA26444846?pdp_filters=category:MLA1423#searchVariation=MLA26444846&position=4&search_layout=stack&type=product&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,1.890,01MERCADO,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384710607,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Ki Bar Barrita Proteica Coco Caju + 3 Claras 40g Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1354542582-ki-bar-barrita-proteica-coco-caju-3-claras-40g-sin-tacc-_JM#position=48&search_layout=stack&type=item&tracking_id=a102c488-e28f-4fbc-ae4b-07341338e295,1.399,CAPSULANDIA,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1354542582,2024-05-18 15:14:14,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
