Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Caramelos Billiken Yogur Paquete De 600 Grs,https://www.mercadolibre.com.ar/caramelos-billiken-yogur-paquete-de-600-grs/p/MLA19974690#searchVariation=MLA19974690&position=8&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,2.830,MEJORPRECIO.COM.AR,Nuevo  |  +5mil vendidos,(151 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1278856888,2024-01-25 21:20:41,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Barrita Flow Yogurt Light Georgalos 20 X24g,https://www.mercadolibre.com.ar/barrita-flow-yogurt-light-georgalos-20-x24g/p/MLA21526623#searchVariation=MLA21526623&position=12&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,7.500,OPEN25HS ML,Nuevo  |  +500 vendidos,(17 disponibles),Nuevo  |  +500 vendidos,No disponible,#1373637075,2024-01-25 21:20:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal,nan
Caramelos Masticables Dropsy Yogur X 700gr Frutilla Vainilla,https://www.mercadolibre.com.ar/caramelos-masticables-dropsy-yogur-x-700gr-frutilla-vainilla/p/MLA21563021#searchVariation=MLA21563021&position=5&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,3.500,OPEN25HS ML,Nuevo  |  +100 vendidos,(587 disponibles),Nuevo  |  +100 vendidos,No disponible,#1377034711,2024-01-25 21:20:41,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Yogurtera Yelmo Yg-1700 1 Litro ,https://www.mercadolibre.com.ar/yogurtera-yelmo-yg-1700-1-litro/p/MLA17840710#searchVariation=MLA17840710&position=6&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,35.365,MUNDOJW.,Nuevo  |  +10mil vendidos,(144 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1395170261,2024-01-25 21:20:41,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Yogurt Griego Natural Sin Azúcar Pack X4 - 500gr C/u,https://articulo.mercadolibre.com.ar/MLA-1402362500-yogurt-griego-natural-sin-azucar-pack-x4-500gr-cu-_JM#position=16&search_layout=stack&type=item&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,11.500,HANSHOP BA,Nuevo  |  +100 vendidos,(836 disponibles),Nuevo  |  +100 vendidos,No disponible,#1402362500,2024-01-25 21:20:41,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
"Yogurtera Smart Tek Digital 7 Recip Vidrio 1,2 Litros Color Plateado",https://www.mercadolibre.com.ar/yogurtera-smart-tek-digital-7-recip-vidrio-12-litros-color-plateado/p/MLA26925122#searchVariation=MLA26925122&position=13&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,59.900,Smart-Tek,Nuevo  |  +5mil vendidos,(43 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1505288490,2024-01-25 21:20:41,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Gomitas conitos Arcor Mogul Yogus 500g,https://www.mercadolibre.com.ar/gomitas-conitos-arcor-mogul-yogus-500g/p/MLA20015617#searchVariation=MLA20015617&position=11&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,4.098,DULCEPAUSAOK,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1404800040,2024-01-25 21:20:41,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Yogurtera Electrica Yoggy Daewoo 2lt Yogurt Griego Recetario Color Beige Frecuencia 50,https://www.mercadolibre.com.ar/yogurtera-electrica-yoggy-daewoo-2lt-yogurt-griego-recetario-color-beige-frecuencia-50/p/MLA28203695#searchVariation=MLA28203695&position=1&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,51.580,TECNOFAST_,Nuevo  |  +1000 vendidos,(196 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1397192925,2024-01-25 21:20:41,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
 Barras de cereal Georgalos Flow Cereal sabor frutos del bosque 20 unidades de 27g,https://www.mercadolibre.com.ar/barras-de-cereal-georgalos-flow-cereal-sabor-frutos-del-bosque-20-unidades-de-27g/p/MLA20951641#searchVariation=MLA20951641&position=9&search_layout=stack&type=product&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,7.599,MEJORPRECIO.COM.AR,Nuevo  |  +500 vendidos,(170 disponibles),Nuevo  |  +500 vendidos,No disponible,#1368583019,2024-01-25 21:20:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal,nan
Yogurt Griego Natural Sin Azúcar 500gr,https://articulo.mercadolibre.com.ar/MLA-1402504030-yogurt-griego-natural-sin-azucar-500gr-_JM#position=17&search_layout=stack&type=item&tracking_id=4599ea30-a2b8-4610-81c1-8fc4427119da,4.400,HANSHOP BA,Nuevo  |  +100 vendidos,(909 disponibles),Nuevo  |  +100 vendidos,No disponible,#1402504030,2024-01-25 21:20:41,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
