Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Caramelos Masticables Billiken Yogur X 150g,https://www.mercadolibre.com.ar/caramelos-masticables-billiken-yogur-x-150g/p/MLA32464653#searchVariation=MLA32464653&position=18&search_layout=stack&type=product&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,990,OPEN25HS ,Nuevo  |  +50 vendidos,(+10 disponibles),Nuevo  |  +50 vendidos,No disponible,#1665991612,2024-04-10 12:43:48,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Caramelos Masticables Dropsy Yogur X 700gr Frutilla Vainilla,https://www.mercadolibre.com.ar/caramelos-masticables-dropsy-yogur-x-700gr-frutilla-vainilla/p/MLA21563021#searchVariation=MLA21563021&position=7&search_layout=stack&type=product&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,4.040,OPEN25HS ,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1377034711,2024-04-10 12:43:48,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Tableta chocolate Cadbury yoghurt frutilla 162g,https://www.mercadolibre.com.ar/tableta-chocolate-cadbury-yoghurt-frutilla-162g/p/MLA20719509#searchVariation=MLA20719509&position=11&search_layout=stack&type=product&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,3.952,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1446817784,2024-04-10 12:43:48,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Chocolates,nan
Caramelos Billiken Yogur Paquete De 600 Grs,https://www.mercadolibre.com.ar/caramelos-billiken-yogur-paquete-de-600-grs/p/MLA19974690#searchVariation=MLA19974690&position=6&search_layout=stack&type=product&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,3.090,SWEET MARKET,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1517201524,2024-04-10 12:43:48,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Bebida Yogurt 500ml,https://www.mercadolibre.com.ar/bebida-yogurt-500ml/p/MLA29529040#searchVariation=MLA29529040&position=3&search_layout=stack&type=product&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,3.375,ASIA ORIENTAL,Nuevo  |  1 vendido,(4 disponibles),Nuevo  |  1 vendido,No disponible,#1401628755,2024-04-10 12:43:48,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Yogurtera Yelmo Yg-1700 1 Litro ,https://www.mercadolibre.com.ar/yogurtera-yelmo-yg-1700-1-litro/p/MLA17840710#searchVariation=MLA17840710&position=5&search_layout=stack&type=product&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,31.899,PHOTOSTORE,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1381384131,2024-04-10 12:43:48,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Yogurt Griego Natural Sin Azúcar Pack 2 Und - 910ml C/u,https://articulo.mercadolibre.com.ar/MLA-1413143391-yogurt-griego-natural-sin-azucar-pack-2-und-910ml-cu-_JM#position=28&search_layout=stack&type=item&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,13.300,PANEALEJANDRA,Nuevo  |  +5 vendidos,(+5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1413143391,2024-04-10 12:43:48,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
"Yogurtera Smart-Tek YM750 Digital 7 Recip Vidrio 1,2 Litros Color Plateado 220V",https://www.mercadolibre.com.ar/yogurtera-smart-tek-ym750-digital-7-recip-vidrio-12-litros-color-plateado-220v/p/MLA26925122#searchVariation=MLA26925122&position=12&search_layout=stack&type=product&tracking_id=f5a53908-01b0-4909-b0dc-e822345dffb2,65.410,Smart-Tek,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1505288490,2024-04-10 12:43:48,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
 Iniciador De Yogur En Polvo Con Probióticos Yogur Now X 5un,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=vBmfBgQ5Gd2fzwgMNufg7rdIG7nFIFiliph0AvcMEhfbnJ%2Baowc7JY%2BBHKT1GjDoadrZQS99v5kJF3M9Xon3Npzgx6iUwhxcxxSKq%2FbXWETBHlIPRtDwKr8fl%2FTWx2%2BVoGqAfDO9pJhciShDYg1rq%2B8Gy6MaaPVYP%2BUak6ZV8Tuf%2F0rpjyVXP3GqpvrZZWgGo0ZKnjJ3MBWUDaCbFzKLLeEYLZbw8808OSFmEbjr8%2FfucJVmJpZRkPGc0dZgocRHfx6pCX73Nu4MyljjCUT7xlg%2FwruZnm9MCo%2FECVCBVHoVg4dv1n%2BQwlKYgxcO1R%2F8lkiAJoIcUpmeqp4Gf3dZ9zGl7scpeHpQFNhAUm%2BnOBiuyiDpm1lXOaipZZxJFwjMOo1%2F80h3atnk%2BkjNUwq%2FgAvDdGCdV%2BEC37UrBLdhtLA%2BLMiA0d02lf%2FDfCXWgMLFEO8sjSKW9YIoNRpF%2F8iKrNozDPVuiUU3J1bp7%2BE4TlCQAE75RUNSxZq5tgmnEyc3WtFuerwQa4LKeOuS3F3RoBxvbH3BOBnaRhh3fo5qbg6jLqLMqKntmzTo9%2FnGQUsv%2FRYIJQJWA5j1J%2BUcq8fDCqB%2FeQT75%2BrbEuJDA6MV96jsBwVIUe9ytrtRIsGjc5%2B99%2F2zdbxZrqlu47u1QTbgU7ZYMRe7Dufj73PYcMLxbyHoOAz4et8AJQmrRpOIs88XKQAH7PpaofHqGxjYA0rJ7wtRZpkFhExRhx2lML2dth8NgPf94wZIgIr7mPtpJspx0PBIJ58HR7s8Cp31FnmFPGQk%2BRqw95gVDAnTTGxrSNrpv8TIQ1sRpiFp&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,13.400,TUDIETETICAONLINE2,Nuevo  |  +25 vendidos,(+20 disponibles),Nuevo  |  +25 vendidos,No disponible,#1388740775,2024-04-10 12:43:48,Salud y Equipamiento Médico,Suplementos Alimenticios,nan,nan,nan
Yogurt Griego Natural Sin Azúcar Pack 2 Und - 910ml C/u,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=FE30d7yfdOS3l1PsPyvsi4Pze%2BUBEbKKjeTc6EgW5NprqrbeDwx%2BknhevLghM%2Be8jDSC4mxw4A2y9txtE9FIzGARiXz5iy8UL1zVimV3bhzCpvZ2CtoVxS%2B0WDGCCsepKgjD3JBpVQa1PMFs2YMQPNawc2Dl5B7U61qfCKAP2AYQ8%2BmcNxiCBakVdsuRPCAJCNb%2FZ9EoO6R3Ouxj7sRMw94XnpM8yavi4l7GWbqghQBlltfPvrZbSVpd%2FbbVP%2BPMun7hV1K26eCXVZPBBa8H3OR9BLkxgoN2%2FXfS3y%2FazFY1cil3ip0X8Hef9nOiiY1197%2BJF2Fjd9AkD6ADqszgld6%2Bdgvh6PmAel1SS6z2ETwR2lV%2B6%2B5M5KG1PmSERCax4B58z83JHTLMrWu0xj58XqYENbBjgsOlEgS9WyQg3jr9ySxxjv4ACMHR4JZgCzt1hgb0XfHz4uq1egbEliiqP%2FgHLR%2BCI3uTdYhniAtqKvgD9IAh1hjgrSpwhcacOx4Vn4C1djlqoMTSLD0JYVIxV4d7lyG4LKANuJUdh6j91raFYpFr3amCGSzB47gR2BR7snhvjV%2FntKf5F3I89821OSWGfYJz0H%2Fa7EOLNBkLrsWlfAzh5BUzXYZRZlmM98BU25Wt7as7SNA%2B6m7dgiSpXOf3vopQQUEXw3EukzJnU2HFwqm%2Fd7wOCH%2FPnp8JGp2e5NCYTt3MQeqIlJlyz0mwBR7m&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,13.300,PANEALEJANDRA,Nuevo  |  +5 vendidos,(+5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1413143391,2024-04-10 12:43:48,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
