Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Caramelos Masticables Dropsy Yogur X 700gr Frutilla Vainilla,https://www.mercadolibre.com.ar/caramelos-masticables-dropsy-yogur-x-700gr-frutilla-vainilla/p/MLA21563021#searchVariation=MLA21563021&position=17&search_layout=stack&type=product&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,4.000,OPEN25HS ,Nuevo  |  +100 vendidos,(39 disponibles),Nuevo  |  +100 vendidos,No disponible,#1377034711,2024-03-24 19:40:59,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Caramelos Masticables Arcor Yogus X 396gr Sin Tacc Frutales,https://www.mercadolibre.com.ar/caramelos-masticables-arcor-yogus-x-396gr-sin-tacc-frutales/p/MLA21917340#searchVariation=MLA21917340&position=12&search_layout=stack&type=product&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,3.299,CAPSULANDIA,Nuevo  |  +100 vendidos,(9 disponibles),Nuevo  |  +100 vendidos,No disponible,#1366956303,2024-03-24 19:40:59,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Chocolate Georgalos Sin Azúcar 30gr Pack X 12un - Cioccolato,https://www.mercadolibre.com.ar/chocolate-georgalos-sin-azucar-30gr-pack-x-12un-cioccolato/p/MLA22234000#searchVariation=MLA22234000&position=16&search_layout=stack&type=product&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,15.285,MEJORPRECIO.COM.AR,Nuevo  |  +50 vendidos,(6 disponibles),Nuevo  |  +50 vendidos,No disponible,#1370048324,2024-03-24 19:40:59,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Chocolates,nan
"Batido proteico de yogur griego Optimum Nutrition, suplemento proteico, batido proteico de yogur griego",https://www.mercadolibre.com.ar/batido-proteico-de-yogur-griego-optimum-nutrition-suplemento-proteico-batido-proteico-de-yogur-griego/p/MLA13594072#searchVariation=MLA13594072&position=13&search_layout=stack&type=product&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,379.999,TOGNERIROSA,Nuevo  |  +50 vendidos,(9 disponibles),Nuevo  |  +50 vendidos,No disponible,#1415871897,2024-03-24 19:40:59,Salud y Equipamiento Médico,Suplementos Alimenticios,nan,nan,nan
Caramelos Billiken Yogur Paquete De 600 Grs,https://www.mercadolibre.com.ar/caramelos-billiken-yogur-paquete-de-600-grs/p/MLA19974690#searchVariation=MLA19974690&position=5&search_layout=stack&type=product&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,3.090,SWEET MARKET,Nuevo  |  +10mil vendidos,(801 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1517201524,2024-03-24 19:40:59,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan
Bebida Yogurt 500ml,https://www.mercadolibre.com.ar/bebida-yogurt-500ml/p/MLA29529040#searchVariation=MLA29529040&position=15&search_layout=stack&type=product&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,3.375,ASIA ORIENTAL,Nuevo  |  1 vendido,(4 disponibles),Nuevo  |  1 vendido,No disponible,#1401628755,2024-03-24 19:40:59,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Yogurtera Yelmo Yg-1700 1 Litro ,https://www.mercadolibre.com.ar/yogurtera-yelmo-yg-1700-1-litro/p/MLA17840710#searchVariation=MLA17840710&position=19&search_layout=stack&type=product&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,31.664,PHOTOSTORE,Nuevo  |  +10mil vendidos,(528 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1381384131,2024-03-24 19:40:59,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Yogurt Griego Con Probióticos Naturales 910ml Sin Azúcares ,https://articulo.mercadolibre.com.ar/MLA-1380642299-yogurt-griego-con-probioticos-naturales-910ml-sin-azucares-_JM#position=21&search_layout=stack&type=item&tracking_id=caf232c5-5e4f-48b1-bafa-59a7b581039d,7.450,PANEALEJANDRA,Nuevo  |  +5 vendidos,(2944 disponibles),Nuevo  |  +5 vendidos,No disponible,#1380642299,2024-03-24 19:40:59,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
Iniciador Fermento Probioticos Para Yogurt Yogur Now Pack X5,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=NRnnj5twnctSHU6AsmrItn%2B37MppDUFGCLBDCWA5AcnT8UlCEY7GUotQl21lcK1qNs%2FQixnyb%2F7B9bc0Dsd0OAkroOp%2BVh5hfC0Zcb%2BMzvpIaehPqWD7PGLIjbpEyyFFCqeFKWlVgxcEtJcSsT1%2FcN1tAXfBxvy8RBpVzSljwOimwZNo%2F%2BgVVkuf0AEWH2O7qfGKdwi%2BJKecBp3BhLnSVJXcA%2FEY73J4IJOjaNnLQ6V66lYS8F4b95JzltSFJrdaXBDQl6xyzMizYcK24WXRiH6cbd7SmemBIpb0%2BEsqh1dyDqfh4UqKttHuyVXdu0pdCmY7TTI0%2FZasFtQff7W1ahvcny2U9iXTg22RSVFdYb9%2Fho66zFbFTAQvAVv1Lua9trmo9rKJpkFwkbkk0V4KOmSEaRHrcxNiN5c3EfQJerGjkFRQJI0PAwFp9i6e%2FSwxO2YUFSzTPPdJWGLAS%2Fn2BgAIDJnWFVbi7xcaDzu9e51OlWbIPLOLKdJxWWvj54fL8iIg4SsLNSB1TNEMCzUtbE7CcSCneIjcQdHX6Dc20NXGIn4zAW5zr%2FXzybhIIN5N4hyEtIfIqIcd747wnOzz41UWyJvFebPDTaEL%2BJuxJxa511LBI%2BugvpObmdfIEr4QXx78ljoQwODfUtaenE0QLnYV5m7GDLWPvYJepXj4p14W5%2FtKICl1Y7bzTZLhw3OXr8KoROXOZsuffhurtZVVMoA01V4bJ10%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,13.400,TUTIENDASUSTENTABLE,Nuevo  |  +50 vendidos,(54 disponibles),Nuevo  |  +50 vendidos,No disponible,#1570066352,2024-03-24 19:40:59,Salud y Equipamiento Médico,Suplementos Alimenticios,nan,nan,nan
Yogurt Griego 2 Litros Natural Artesanal Probiótico Sin Azcr,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=bw7V1mmzG%2Ff4f6b9xiuHfQqvSQ6cyP1vYjH0nZG7nMrXh0b%2Ba5QaX3hjquYw1OWR4hqHU5W0Id5C0QGvQAUx2L2IqJTNobd%2FKEfV6k5JDm2ayJ%2B%2FGFEI4hX%2B5AWti325srbgks4iUWSN3OGXvMCT3EErlfGB%2B0HzVZRBiCkYahEAPJIq%2BEIYsSO4AuxCF3NmOmDm4%2BFDljcUhJUYnlDaD9Z4bV0r2AJy1VRKmLLMJHMdsz6JHHIJxxtdNL3zJmRUWSrnH%2FWNPtYklmsj3CJNXHhneXVhcU%2FK3e1bm6oiSDPguTPeTf7brM5dqOqoTNjLqUvNYJxJUUL%2FkXggUdwV2UU%2F0PoMmRd8wQXGGAep2G%2FXHYXG90eXBRc2CpUBmTfS%2F1%2BEFf1Q6QMqF3oRTevfNBccl6EPtQoiVk%2BdCwqoJ5jwWae8IK1mDLE2AgMDdtI220jxyZBDcpT5U7MRqiSUYJKU53MP5HlmJfjgiMn5rp4PebGT%2Bef8uELh66ZJZ7aNvkjqCpBK4PmISENiVg7YMwFE9QyhRs4NYQ1k0sE5Ju%2FBrB3qj4j9%2FT%2BqosdYduuCdj8FG5K4isU08hsHtKlY3K2ECHG9DSIwlw5VsWU%2FSYoaPKbfwwxYoRMUWBGs6%2B9PdzD5Q%2BaTBqR4zDJQjftLUecSOM2q7V%2FIW%2FzODn8TpBHst%2B28VEyjxA%2Fqy7qvfX6QjUPMje1ZhR9SiqUfZSAZXuGp7MMUvW%2BdPg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,14.250,SALVIAMORADA ALMACENATURAL,Nuevo  |  +25 vendidos,(216 disponibles),Nuevo  |  +25 vendidos,No disponible,#1268153819,2024-03-24 19:40:59,Alimentos y Bebidas,Frescos,Lácteos,Yogures,nan
