Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Trigo Burgol Grueso X 1 Kilo,https://articulo.mercadolibre.com.ar/MLA-924033076-trigo-burgol-grueso-x-1-kilo-_JM#position=52&search_layout=stack&type=item&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,2.892,POSITIVA,Nuevo  |  +100 vendidos,(15 disponibles),Nuevo  |  +100 vendidos,No disponible,#924033076,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Display  Vegana Laddubar Coco 30 G X 12 U,https://www.mercadolibre.com.ar/barra-display-vegana-laddubar-coco-30-g-x-12-u/p/MLA19735179?pdp_filters=category:MLA1423#searchVariation=MLA19735179&position=38&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,5.634,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(90 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376540609,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas De Limón 1 Kg,https://www.mercadolibre.com.ar/almohaditas-de-limon-1-kg/p/MLA32543229?pdp_filters=category:MLA1423#searchVariation=MLA32543229&position=39&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,6.216,NEWGARDEN,Nuevo  |  +5 vendidos,(4 disponibles),Nuevo  |  +5 vendidos,No disponible,#1665965632,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita Cereales Muecas Manzana Arandanos Nuez 45g Capsuland,https://www.mercadolibre.com.ar/barrita-cereales-muecas-manzana-arandanos-nuez-45g-capsuland/p/MLA19735183?pdp_filters=category:MLA1423#searchVariation=MLA19735183&position=40&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,1.420,GODEXDISTRIBUCION5,Nuevo  |  +5mil vendidos,(127 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1528783270,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Bocaditos Cereal Rellenos Chocolate Blanco Almohadita Granix,https://www.mercadolibre.com.ar/bocaditos-cereal-rellenos-chocolate-blanco-almohadita-granix/p/MLA19957878?pdp_filters=category:MLA1423#searchVariation=MLA19957878&position=41&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,3.039,01MERCADO,Nuevo  |  +1000 vendidos,(28 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1279872792,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita Flow Yogurt Light Georgalos 20 X24g,https://www.mercadolibre.com.ar/barrita-flow-yogurt-light-georgalos-20-x24g/p/MLA21526623?pdp_filters=category:MLA1423#searchVariation=MLA21526623&position=42&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,9.846,MEJORPRECIO.COM.AR,Nuevo  |  +500 vendidos,(203 disponibles),Nuevo  |  +500 vendidos,No disponible,#1368608807,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos Con Miel X 1kg - Envío A Todo El País.,https://articulo.mercadolibre.com.ar/MLA-842531814-aritos-con-miel-x-1kg-envio-a-todo-el-pais-_JM#position=53&search_layout=stack&type=item&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,4.446,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#842531814,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Cereal Flow mix de frutas georgalos caja X 20 unidades,https://www.mercadolibre.com.ar/cereal-flow-mix-de-frutas-georgalos-caja-x-20-unidades/p/MLA22128279?pdp_filters=category:MLA1423#searchVariation=MLA22128279&position=43&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,8.309,MEJORPRECIO.COM.AR,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#1410529652,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Relleno Delicel Sabor Frutilla Sin Tacc X 240 Grs,https://www.mercadolibre.com.ar/cereal-relleno-delicel-sabor-frutilla-sin-tacc-x-240-grs/p/MLA29182493?pdp_filters=category:MLA1423#searchVariation=MLA29182493&position=44&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,2.265,POSITANO DISTRIBUIDORA,Nuevo  |  +5 vendidos,(9 disponibles),Nuevo  |  +5 vendidos,No disponible,#1399853607,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas De Avena Y Trigo X 1 Kg New Garden Cereales Almohaditas De Avena Y Trigo - Avena - Unidad - 1,https://www.mercadolibre.com.ar/almohaditas-de-avena-y-trigo-x-1-kg-new-garden-cereales-almohaditas-de-avena-y-trigo-avena-unidad-1/p/MLA21857121?pdp_filters=category:MLA1423#searchVariation=MLA21857121&position=45&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,4.840,NEWGARDEN,Nuevo  |  +100 vendidos,(2 disponibles),Nuevo  |  +100 vendidos,No disponible,#1366429101,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletas Redondas S/sal De Arroz Integral Sin Tacc 100gr X1u,https://www.mercadolibre.com.ar/galletas-redondas-ssal-de-arroz-integral-sin-tacc-100gr-x1u/p/MLA28872606?pdp_filters=category:MLA1423#searchVariation=MLA28872606&position=46&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,975,PURAVIDA STORE,Nuevo  |  +1000 vendidos,(209 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1600388586,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Galletitas,nan
Cebada Perlada X 5 Kg Aporta Fibra ,https://articulo.mercadolibre.com.ar/MLA-1358574627-cebada-perlada-x-5-kg-aporta-fibra-_JM#position=54&search_layout=stack&type=item&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,12.117,LUNIC DISTRIBU,Nuevo  |  +50 vendidos,(11 disponibles),Nuevo  |  +50 vendidos,No disponible,#1358574627,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Cerealfort Barrita De Cereal por 24 Unidades Sabor Tradicional,https://www.mercadolibre.com.ar/cerealfort-barrita-de-cereal-por-24-unidades-sabor-tradicional/p/MLA19609620?pdp_filters=category:MLA1423#searchVariation=MLA19609620&position=47&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,9.399,UPSTORE RAMOS,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1389299953,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Trigo Burgol Grueso X 5 Kilos,https://articulo.mercadolibre.com.ar/MLA-924032271-trigo-burgol-grueso-x-5-kilos-_JM#position=55&search_layout=stack&type=item&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,10.071,POSITIVA,Nuevo  |  +50 vendidos,(3 disponibles),Nuevo  |  +50 vendidos,No disponible,#924032271,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
12 Barritas Veganas Coco & Choco S/tacc S/azucar Laddubar Dw,https://www.mercadolibre.com.ar/12-barritas-veganas-coco-choco-stacc-sazucar-laddubar-dw/p/MLA20027444?pdp_filters=category:MLA1423#searchVariation=MLA20027444&position=48&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,5.128,DIETETICANUEVAVIDA,Nuevo  |  +500 vendidos,(3 disponibles),Nuevo  |  +500 vendidos,No disponible,#1284717250,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Con Crema De Maní  X 4 K Granix,https://www.mercadolibre.com.ar/almohaditas-rellenas-con-crema-de-mani-x-4-k-granix/p/MLA23016557?pdp_filters=category:MLA1423#searchVariation=MLA23016557&position=49&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,33.445,POSITIVA,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1412044984,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Cereal Felfort De Frutilla - Mejor Precio,https://www.mercadolibre.com.ar/barra-de-cereal-felfort-de-frutilla-mejor-precio/p/MLA26359216?pdp_filters=category:MLA1423#searchVariation=MLA26359216&position=50&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,543,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(21 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1480312728,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas rellenas de avellana 1kg,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-avellana-1kg/p/MLA21234056?pdp_filters=category:MLA1423#searchVariation=MLA21234056&position=4&search_layout=stack&type=product&tracking_id=b4baadb6-a040-4900-8292-44702cb44906,9.899,BELVEDERETIENDA,Nuevo  |  +500 vendidos,(18 disponibles),Nuevo  |  +500 vendidos,No disponible,#1377607870,2024-03-27 15:42:30,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
