Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba Mate Cosmico 500g,https://www.mercadolibre.com.ar/yerba-mate-cosmico-500g/p/MLA34077331?pdp_filters=category:MLA409408#searchVariation=MLA34077331&position=2&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,3.400,ASIQUEBUENOSRL,Nuevo  |  +500 vendidos,(827 disponibles),Nuevo  |  +500 vendidos,No disponible,#1413006783,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Nobleza Gaucha Suave Sin Tacc X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-nobleza-gaucha-suave-sin-tacc-x-1-kg/p/MLA21239193?pdp_filters=category:MLA409408#searchVariation=MLA21239193&position=3&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,3.538,ECOMODICO,Nuevo  |  +10mil vendidos,(323 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1370357935,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Organica Porongo,https://www.mercadolibre.com.ar/yerba-mate-organica-porongo/p/MLA19991738?pdp_filters=category:MLA409408#searchVariation=MLA19991738&position=4&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,3.949,TAP GROCERY,Nuevo  |  +5mil vendidos,(3 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1283552817,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias sabor tradicional 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-sabor-tradicional-1kg/p/MLA19839481?pdp_filters=category:MLA409408#searchVariation=MLA19839481&position=5&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,6.525,PAPUS SERGIO,Nuevo  |  +50mil vendidos,(440 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1396821339,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Sol y Lluvia Barbacuá - Barbacuá - 2000 g - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/sol-y-lluvia-barbacua-barbacua-2000-g-unidad-1-bolsa/p/MLA23127803?pdp_filters=category:MLA409408#searchVariation=MLA23127803&position=6&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,9.165,MORAGREEN AGROALIMENTOS,Nuevo  |  +1000 vendidos,(12 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1378306629,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Playadito Suave 500grs.,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-500grs/p/MLA19991741?pdp_filters=category:MLA409408#searchVariation=MLA19991741&position=7&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,2.955,MAYORISTALA20221121100650,Nuevo  |  +10mil vendidos,(11 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1401355667,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Mañanita 4flex 500g,https://www.mercadolibre.com.ar/yerba-mate-mananita-4flex-500g/p/MLA20719063?pdp_filters=category:MLA409408#searchVariation=MLA20719063&position=8&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,2.438,OPEN25HS ,Nuevo  |  +10mil vendidos,(444 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1631079952,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Cosmico 500g,https://www.mercadolibre.com.ar/yerba-mate-cosmico-500g/p/MLA34166638?pdp_filters=category:MLA409408#searchVariation=MLA34166638&position=11&search_layout=stack&type=product&tracking_id=af9ab8b9-8b67-4402-b85a-01a9b04b4698,34.000,ASIQUEBUENOSRL,Nuevo  |  +100 vendidos,(222 disponibles),Nuevo  |  +100 vendidos,No disponible,#1696268690,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Orgánica La Obereña Pack 10 X 500grs,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=zFYhbPDtA9%2FIvQyFxgidpza0ZKssIXj6%2FIqoKPsSUFOXq%2BeiwlpfTOYCeWcrECoBZ80cFyft00bSUUELOA6nW0hwo7tlwrO8rRvZAY%2BmoWna7zGvAd%2FMuE4QvEJ55PqNq0Qzw1NXITAIb%2BCYHeQLDgfy6%2Fa7ogL2u3y2ZdwIKPo%2FRpLFXbDbJwO1CuO8V%2BylMJ9hy8dn8hbWuTWzUwCgGIGMpyzwZLuPqJCUAvRazNn7Xf8XNMwL8ywqZ4NV8fX3twyrWrwlir7Usl3PU%2FpIJhzzBrc39q8RveCcpIJc7RWpTzVsWUvAP3D%2BURzzFN4b1gBPmOKmYJElnLVx19pQd5pS4zEfvuCXe3Y8QISKhdve0rAUvy8Z6MBwMaONXPh0BhjOILF7sIbR2I55Gx2bz2AHV7GgWpzDIo4I%2F%2FnhyJV1mlRyy%2FQOQXnFAXUSyCCGrjF1Ym4gYV5sVe2MGobwznrC7YfBJe53PO%2BkeLNOQ8DIokv5vuoKpAIj7kYkrObwhfvArQMKJdNEJxxGvuUzqFmdfZClav9Ufd%2FWzmmqtyA7cN5DCjahUXRVAlTFc0fzenfPeuad65susRxtwfWRz7L8N16zEmi6vd5p6Bz6CaSBnP565LxPVCzP455AQ6x7RdUKRimTQwZbZBGl9wHx1rWSkgwyz%2BHWAl%2F9IXYEGqRYsyP%2BHumNXhaaLkbxCRg9VwbQIyYeHM8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,37.581,SEMILLA VIVA,Nuevo  |  +100 vendidos,(7 disponibles),Nuevo  |  +100 vendidos,No disponible,#790289335,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Pack X 10 Yerba Mate Modela Compuesta,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=WIAlQyPQ%2FLUVkiPQs50D9z9%2BBF0Z2HrzzGUyFQJM7Wo%2B%2BEbwDQ7cp9yANwMR2HAtPw86llrG0Le484GR8PFP%2BS9evv1fmd3SdhcnMIObKapAiwJgCPb5tOx%2Bhvr3izh6sG7tn%2FKjDqEWwN4S6llq7akBF8HEiAhlEtDKWFqDm2wflD1jv3lOIYTZJBOScPzZXjtGKOWmhTiFNwHXfwaKZvUk9CXq2I8To6GqRtMFby13IolyppkcHHhaC018bXKB98PJb%2B2v5LC%2B1JQLNRNhftrKkM8JjzT5L2UoFFQuHJU2tERQpSYCx14PZJlGScYYuMZRBDkWyRj87SUvEuQ4kLyF3V3opZANWc5U9ffH4JqS4Tf8PfZyRyc8%2BjYeF3l3QwS%2FouA9gfczyQ5GkhrSyLRGu%2FLBYFnjQ5%2BCb%2FEKiXC8iNs3QPSIpgki0w2Uhn5A1fc9LmzcI4L8dclF%2FWmbEjRZiyO%2BPDeULr5oHPw6WH%2F1LGuMj%2FOwgCeSPft%2FzOFX%2FyYvABgo3lv5%2B2qpcAcUwOge%2BIRSmcrBMVQhStRcQnl1ht1RWYmDOhuAYyIC91bw19WhuiWefgeAj2Qg13dIBtlk7KVYE4mGbuaeUEPTrI0kqXiy5PJb3wyEHiaNeN8GpJPyBowYiCD%2Faq%2Fj1cEClqmo%2BAApf%2BRv0pVrdb%2F2toTL36wc%2Be59XHOV0Wlq3trypvcgEw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,38.016,TIENDAVIDASRL,Nuevo  |  +25 vendidos,(33 disponibles),Nuevo  |  +25 vendidos,No disponible,#1109013117,2024-04-01 01:13:39,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
