Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Cereal Sabor Chocolate Zucaritas Kelloggs 240g,https://www.mercadolibre.com.ar/cereal-sabor-chocolate-zucaritas-kelloggs-240g/p/MLA28055227?pdp_filters=category:MLA1423#searchVariation=MLA28055227&position=52&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,1.243,AEH MALL,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1398695853,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Cereal Caju Y Arandanos Integra X 10 Unidades,https://www.mercadolibre.com.ar/barra-cereal-caju-y-arandanos-integra-x-10-unidades/p/MLA34021088?pdp_filters=category:MLA1423#searchVariation=MLA34021088&position=32&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,8.490,Integra,Nuevo  |  +500 vendidos,(31 disponibles),Nuevo  |  +500 vendidos,No disponible,#1332893241,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Chocolate X 500 Gr - Env A Todo El Pais,https://www.mercadolibre.com.ar/almohaditas-rellenas-chocolate-x-500-gr-env-a-todo-el-pais/p/MLA26913450?pdp_filters=category:MLA1423#searchVariation=MLA26913450&position=34&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,3.791,TIENDA-EL PORTUGUÉS,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#1505088868,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Avena Banana Integra 40 Gr Caja X 10 Unidades,https://www.mercadolibre.com.ar/barra-de-avena-banana-integra-40-gr-caja-x-10-unidades/p/MLA28082296?pdp_filters=category:MLA1423#searchVariation=MLA28082296&position=35&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,9.623,GREENANDML,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1395575395,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Skarchitos Copos De Maiz Azucarados Cereal Granix ,https://www.mercadolibre.com.ar/skarchitos-copos-de-maiz-azucarados-cereal-granix/p/MLA21234058?pdp_filters=category:MLA1423#searchVariation=MLA21234058&position=30&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,2.460,01MERCADO,Nuevo  |  +1000 vendidos,(7 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1316686036,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Granola De Avena Y 4 Nueces X 1kg,https://www.mercadolibre.com.ar/granola-de-avena-y-4-nueces-x-1kg/p/MLA26329385?pdp_filters=category:MLA1423#searchVariation=MLA26329385&position=28&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,5.235,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1480313010,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Granola
cereales Copos De Maíz Azucarados 3 Arroyos X 4 Kg,https://www.mercadolibre.com.ar/cereales-copos-de-maiz-azucarados-3-arroyos-x-4-kg/p/MLA28863363?pdp_filters=category:MLA1423#searchVariation=MLA28863363&position=42&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,11.490,ALIMENTOS FUENTES,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1602851766,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Aritos Con Miel X 1kg - A Todo El País,https://www.mercadolibre.com.ar/aritos-con-miel-x-1kg-a-todo-el-pais/p/MLA27047199?pdp_filters=category:MLA1423#searchVariation=MLA27047199&position=33&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,3.990,ALIMENTOS FUENTES,Nuevo  |  +1000 vendidos,(19 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1399276653,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Cereal Fort Chocolate Almendras Y Miel Caja De 24 Unid,https://www.mercadolibre.com.ar/barra-cereal-fort-chocolate-almendras-y-miel-caja-de-24-unid/p/MLA19566719?pdp_filters=category:MLA1423#searchVariation=MLA19566719&position=37&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,11.045,ALMACEN MINGO,Nuevo  |  +1000 vendidos,(7 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1378403748,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Limón X 500g - s A Todo El País,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-limon-x-500g-s-a-todo-el-pais/p/MLA26444833?pdp_filters=category:MLA1423#searchVariation=MLA26444833&position=49&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,3.557,TIENDA-EL PORTUGUÉS,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384721863,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Semillas Y Chocolate Integra Sin Tacc X 10 Unidades,https://www.mercadolibre.com.ar/barra-semillas-y-chocolate-integra-sin-tacc-x-10-unidades/p/MLA28565062?pdp_filters=category:MLA1423#searchVariation=MLA28565062&position=50&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,9.197,Integra,Nuevo  |  +500 vendidos,(29 disponibles),Nuevo  |  +500 vendidos,No disponible,#1584418284,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Mousse De Limón Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-mousse-de-limon-lasfor-200-gr/p/MLA21827053?pdp_filters=category:MLA1423#searchVariation=MLA21827053&position=48&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,1.706,AEH MALL,Nuevo  |  +100 vendidos,(35 disponibles),Nuevo  |  +100 vendidos,No disponible,#1398721243,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Almendra Y Nuez Integra 41 G X 10 Unidades,https://www.mercadolibre.com.ar/barra-almendra-y-nuez-integra-41-g-x-10-unidades/p/MLA28134679?pdp_filters=category:MLA1423#searchVariation=MLA28134679&position=53&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,8.490,Integra,Nuevo  |  +1000 vendidos,(61 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1626496624,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Aritos Con Miel Granix Bajo En Sodio Y En Grasas,https://www.mercadolibre.com.ar/cereal-aritos-con-miel-granix-bajo-en-sodio-y-en-grasas/p/MLA20959200?pdp_filters=category:MLA1423#searchVariation=MLA20959200&position=38&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,1.891,01MERCADO,Nuevo  |  +500 vendidos,(20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1300059047,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barritas Integra almendra y nuez caja con 10 unidades de 42g,https://www.mercadolibre.com.ar/barritas-integra-almendra-y-nuez-caja-con-10-unidades-de-42g/p/MLA21256154?pdp_filters=category:MLA1423#searchVariation=MLA21256154&position=45&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,8.610,PUNTONUEZ,Nuevo  |  +1000 vendidos,(30 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1336984090,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Frutilla Lasfor 200 Gr Lasfor Almohaditas Rellenas - Frutilla - 200 g - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-frutilla-lasfor-200-gr-lasfor-almohaditas-rellenas-frutilla-200-g-unidad-1-bolsa/p/MLA21960343?pdp_filters=category:MLA1423#searchVariation=MLA21960343&position=47&search_layout=stack&type=product&tracking_id=d894116b-a870-423e-9ca3-ad1b161109d7,1.999,BLIP,Nuevo  |  +500 vendidos,(45 disponibles),Nuevo  |  +500 vendidos,No disponible,#1391723986,2024-04-01 00:46:41,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas Rellenas De Avellanas De 1/2   - Marca Granix,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=12OatOMoHafQbiNu6l9Zt8Cn9f68AedW7PFT3FMGzmPbw5ZUxRg0DsMpvCHKMQdeDxgv0c3%2FRhzaIU2s7u10ybJESJqVt05S8P1hHSQIxbz4JU6mXcce9i%2FPxCFYi5QkvVbL3gTDGb%2B9uo0hP3llVNIqEqGeImZnxxVqtypdAdgdzXA1lMak2HYOEAdGDWFBJq%2BmqH%2Bfz5O5QOKYvgZ3wgFsn%2BG3arc%2FAHwm7LnYYqjZtwpN0bzGHpKhARQgq8WKNtYKMf8FQw1tzA%2BXrOgi66Jlb%2FJv24nY6%2F6r2hYaWV%2FD9IAGtLelOktVH1U1JtEJEuWwZAdMsILDeB5hnsuCTyO3sJTSJX%2B1nGn0WkRHHjp5G5l4%2FowLQ0R3LSGrKnQqTEUYHNga5nhR74IYkAxJqrYhQ6Asbbpv%2FH1gimNb4xuxhzQsvQ4MPkqEqv2deQC4jMKw6Kj9SnyjbFI6tdmTJZX8HRIzCzOz0zdLc65kFzeFNn4ahxcVoyyGI99HwVyaYQJf%2FDI8J4%2FhdUPx9ha%2F1UeMbAPEEqnS1fwC5WZEy8qeyOQIofmfDhlSkbXI%2FFFv4wEao9ObUy9RWG5TrCaTzJaA6SCpiiLbK2IFiZTeCF%2Fq3v2Yhdn6I53iRGT2GZppTFXK3SzgbF%2BkXZPeI%2FoTOnIuC59aOnIqBhvNXp0PQMxMzZH2PUzDEempNR7dYhwj3IAiMSugIJ2pYJGdN2rw&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,2.717,POSITIVA,Nuevo  |  +100 vendidos,(87 disponibles),Nuevo  |  +100 vendidos,No disponible,#1158549563,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas Rellenas De Chocolate Blanco 1/4kg  - Granix,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=xoIkBIkLuwqczyd4E6RNdkyR88FciTniL7qD1Nj9W%2FV7zwpbh3Y3KfRGj0klYlnm%2F4fk0rTb3HcsVW0TNC22gm4q7xuwqGOND371Yn4vg%2FFR82uy9KQGSylk%2Bd0Nt%2FUzy8cVRNCfBRo9MYKEXe3Tw4RLlMgQGZtmOc6DaL4vqtp08tLXZ8hTsJYabgSUYycEM4HhB8nr3%2B0cSBqtduYpsgQbe5BQLEC3eHj10lvE9EFOhf1%2F5KWRTZWGgE7anLVHGvORyqGnyIcTo0GnuIl0ADrxuIfLGkF1Ps6Y2%2Bm78oEiC2uYDqOUWEQhqhqgIhCn3CNQpDWgGqdkuZsqN9sUd5EAP7B4gLzMnz77AqqAG4HLbcQ1HgaWTt1mV7OQEHf5uIEsQPElgjf6hdhe%2FrlS1WuiGC8os7ErM4ntbYwve%2Bs7Nav6BAlVaAm2oidRKXGjvsnpGXdhShioGgSISI92vI%2BLiUuunImH6Zo33y4hOQ%2FeHhMdj83rqfA%2F2mutkhGiNrR%2FPZeg%2FYeJ6n8T%2F%2FM%2BoW2MqqY9NhpQw%2B5eWB7e1kllX9s%2BN5QU7b6F50vzozUQbbDGFEsQ7bVjBZcgkd7dJ5D3tyn7vgPQG%2FmUGYBDj8WCkx1Q1KkE9viC8diftJ8WQ5s8MafQVmy9%2Bjv6uds0FBI4MPYlGJBfKxX1I5LNti1NP2Pc23qDYVYJimBMToIRVfVDBR1IsVfuJWmReRbP%2Bg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,3.197,POSITIVA,Nuevo  |  +50 vendidos,(45 disponibles),Nuevo  |  +50 vendidos,No disponible,#1163127902,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Fibra Total 500gr Granix - Primera Calidad,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=vUx0kymZSr%2BagqvOapnybw%2F2RyzszUoI0EV%2FwkbjuoYoqbU6qa2f6J1pyoTnrd6ZBp5DcplcbhOUDA5hJ4%2FCP%2BPdzmupW0t3XOWHZhKBYmfwMx8LfobVZWM1aTsycEzXVRq6nc1hV5vvPgBiZBIO8gtwOsJLEFZeK4wVAhYN85cW2GcGDY1i%2BKctTbb6a982%2B%2BLCk%2BMSH3G10jqdjQE0MQsFZzk3mowYhyduCjKkd%2FuND2lyRN1lG7WzKY4W72HtrDAbvW%2B2SV18GJGJu7obeAEjXPUSZ3%2FWRdvjVdTpttDJWLoE%2BaPceKjGfqX2KlwnqJHO1uD08D2gqSv%2Fd64Vn47848jcI4VrlXW9r3ymmFlTD%2BlmqKI%2FjHaOTTBp7ZB6rX2d2cy0AgPY%2ByVaz4sE3NNRcrI6465TIDTpz2ET89I%2FqdBjXm0wcZvi8XhrArobaMTFpYUVSLRRwGhogoM4RFUvW4hxH4qXLtk%2BPzg75fojM9e2xEbEwjXcGxyJJjqkRP%2BJNMF5IYM57FHEX%2BqEnNR6sWrMl9GlkWypGhtDTVxGN%2B2s8j1IhX22pZsu1xQTLTTBRgONpUvijdt07zsAxcMNE2wRWjC3SHbysm3pZ8AIO0OMUIYKVFoL3VYzJdOS1EPIcpSNAXdTh9Ac0p9GLrXFhh7CuCC4%2FF%2FLEca%2FVQZH8sHab5oKrCGHB9MUa26X%2FA%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,3.454,POSITIVA,Nuevo  |  +50 vendidos,(16 disponibles),Nuevo  |  +50 vendidos,No disponible,#1169112146,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Muecas Caja X16 Barritas Cereal Pasas Y Arandanos Sin Azucar,https://www.mercadolibre.com.ar/muecas-caja-x16-barritas-cereal-pasas-y-arandanos-sin-azucar/p/MLA19846786?pdp_filters=category:MLA1423#searchVariation=MLA19846786&position=6&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,12.900,PUNTONUEZ,Nuevo  |  +5mil vendidos,(27 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1403816929,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas De Limon Snuks 240 G Sin Tacc Snucks Almohaditas - Limón - Unidad - 1 - Caja,https://www.mercadolibre.com.ar/almohaditas-de-limon-snuks-240-g-sin-tacc-snucks-almohaditas-limon-unidad-1-caja/p/MLA23486433?pdp_filters=category:MLA1423#searchVariation=MLA23486433&position=48&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,2.376,AEH MALL,Nuevo  |  +100 vendidos,(12 disponibles),Nuevo  |  +100 vendidos,No disponible,#1676602562,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bolitas Chocolatadas Lasfor Bolsa 180 Gr,https://www.mercadolibre.com.ar/bolitas-chocolatadas-lasfor-bolsa-180-gr/p/MLA27462230?pdp_filters=category:MLA1423#searchVariation=MLA27462230&position=13&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,1.297,BLIP,Nuevo  |  +100 vendidos,(7 disponibles),Nuevo  |  +100 vendidos,No disponible,#1528955362,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Banana Y Nuez Integra 44 Gr Caja X 10 Unidades,https://www.mercadolibre.com.ar/barra-banana-y-nuez-integra-44-gr-caja-x-10-unidades/p/MLA21622803?pdp_filters=category:MLA1423#searchVariation=MLA21622803&position=12&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,7.573,PUNTONUEZ,Nuevo  |  +1000 vendidos,(30 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1337183704,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereales Quaker Honey Nut Oats X 190 Gr Desayuno Merienda,https://www.mercadolibre.com.ar/cereales-quaker-honey-nut-oats-x-190-gr-desayuno-merienda/p/MLA19957869?pdp_filters=category:MLA1423#searchVariation=MLA19957869&position=4&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,5.535,TIENDA DINAMICA FULL,Nuevo  |  +1000 vendidos,(8 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1421602090,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Fibra Total X 4kg Granix - Primera Calidad,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=XaxvCZGFzYPAh4edHO2j9tm3BHiIWpwz4X6749wVrn%2FMNLIWF7hvqTuPC2oIgTz9OyyJmKJKcZwmQ8ZxXAnGmjWVkH7i%2F8bcXh3YkknXjKa%2FzvlJ4FptvhBLcsS%2BsiMOKP2pji5WJMxOkbGxbpuKO1nWBP%2BKIpJ7GuP6shtzGQlUsLgtbieSFPmNhCps%2BHW%2BYEjlJRyrGfNJlMoBvhtBWHQS2UPZ7CFRwnrhxvRoYLVIdmWTD%2B4l3rpCW%2FKBDOMAc7Xm7I1MFNY9AJkHKHWMkovvDtdAac%2B%2FFAx4Ssp0ZRGc0JRui57KSyPTrrTsr7InJ5jcBHjPeYLSqUKZweQocyExwsm5iXvBSvc%2Bn9xqaghdDTwouTT%2FECv1o9gLVl3FkqlYQnOpGwBK4SkeADsmUSs85ZfB8GciQjA1cDA9Q4CfDtRY9ZXILruAssJ2KqTztoE84sbMbcZQvix9NVuUPqfwjX9DY%2BNv4hlOr86nJxn2aMP5yliFjiYJKmv7uZKGgayUlmHUFXNCQeRpbowNjf3%2F7Gi%2FVNsJy7%2Fi4LF8PHeqeCjyyaAgit%2BGovb2LXtP679BZhjR7GxF4QyRIHLM1vJT0VWjN9zGaE%2B1u4XK%2BAJrxmyptyghO%2FgTFSe%2BkVz7fJlKtmlJW505NGD%2BBc4E5JVk0mxMunGh74XHeNRPQnfbRTWWnS8pu3UFH%2F4wDY4RFkY%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,17.950,POSITIVA,Nuevo  |  +25 vendidos,(2 disponibles),Nuevo  |  +25 vendidos,No disponible,#1169105799,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas De Avena Y Salvado De 1 Kilo ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=jVY%2FJ%2F3X16xr8R7jIcBQRhryyztFuVWA7X8D7gRNia777uT6B3HPauglvUHc9aU5s41cou%2BN%2BJXOQ%2BM8owj7qAqxCtadrZY1qaWxaEO8TOchxlT3uoCWurg7JNavROlbW%2BWob8sGcxi2%2FN3Iq7M2H%2Bjdm68DxhidlQVd1RHebmTwBGlvcXSwOElKuvpd1VNQLaWAyNrANXsoYga2wCSrzIWvBSeXDvKHtViFABE0AuDNcFRr32FWcIqp%2FNkw8k%2B%2FRfEcweQ08hvQ3GeFqrM2vi138vZ%2F7ta0DWwxAQrzNJ9ymVkuVNji228TwQgByR4QRVxBqkTsHLqUizThbOVsHG0mJnpTemO%2BGEfs9DAQGbix9zB3KLHVVvAF%2F7pKbybkNI5gOMQ7iNkNSNBpEhVxYflwIg%2B3NbNOSkox9VdVvnF1G%2F8sPCzlt5YLwp3N0OKOmLxrRLcGBT7y7en8XTmddN1NgBx0PxPqyLj7NWm%2Fk8bsLiGFH9cT%2FWcQO6ny%2FJd4%2B0ahnOD96vQqJWziIeTe%2Bivdhs3uYPGZ5nSq7dooaZfckBKnbRNgQU1doGBdlidbYPtU63%2FvdS31VAuo%2FU88FXCpdfsIM0VLxpdcewgprcGC1tTtb63xW61uJz962%2FMPWB3JkHjI2M%2BsNtgo8Yx7kPwVIo9HZ2FyLF14mbHA1wC%2FkXtK1ofa4d%2FPxiql4N8oKQc%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,6.553,POSITIVA,Nuevo  |  +50 vendidos,(18 disponibles),Nuevo  |  +50 vendidos,No disponible,#912583017,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Cereal Granola Con Frutas & Almendras Flow Fwp 138g,https://www.mercadolibre.com.ar/barra-cereal-granola-con-frutas-almendras-flow-fwp-138g/p/MLA29720612?pdp_filters=category:MLA1423#searchVariation=MLA29720612&position=7&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,1.610,AEH MALL,Nuevo  |  +5 vendidos,(6 disponibles),Nuevo  |  +5 vendidos,No disponible,#1402433679,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Arroz Yamani Integral X 1kg - Envios A Todo El Pais,https://articulo.mercadolibre.com.ar/MLA-820985793-arroz-yamani-integral-x-1kg-envios-a-todo-el-pais-_JM#position=49&search_layout=stack&type=item&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,3.560,TIENDA-EL PORTUGUÉS,Nuevo  |  +5mil vendidos,(16 disponibles),Nuevo  |  +5mil vendidos,No disponible,#820985793,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Display  Vegana Laddubar Coco 30 G X 12 U,https://www.mercadolibre.com.ar/barra-display-vegana-laddubar-coco-30-g-x-12-u/p/MLA19735179?pdp_filters=category:MLA1423#searchVariation=MLA19735179&position=8&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,5.930,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(139 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376540609,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos Avena Y Miel X 500 G New Garden Cereales Aritos Avena Y Miel - Miel - Unidad - 1 - Paquete,https://www.mercadolibre.com.ar/aritos-avena-y-miel-x-500-g-new-garden-cereales-aritos-avena-y-miel-miel-unidad-1-paquete/p/MLA21857123?pdp_filters=category:MLA1423#searchVariation=MLA21857123&position=11&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,3.050,NEWGARDEN,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1392257106,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita de Cereal Muecas sabor pasas y arandano sin Azucar 45g,https://www.mercadolibre.com.ar/barrita-de-cereal-muecas-sabor-pasas-y-arandano-sin-azucar-45g/p/MLA19735181?pdp_filters=category:MLA1423#searchVariation=MLA19735181&position=5&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,1.986,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(586 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1620592620,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Bocaditos Cereal Granix Avena Y Trigo Relleno Crema De Mani,https://www.mercadolibre.com.ar/bocaditos-cereal-granix-avena-y-trigo-relleno-crema-de-mani/p/MLA26444846?pdp_filters=category:MLA1423#searchVariation=MLA26444846&position=17&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,2.662,01MERCADO,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384710607,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Cereales Nesfit Cero Azucares X 220g,https://www.mercadolibre.com.ar/cereales-nesfit-cero-azucares-x-220g/p/MLA21674216?pdp_filters=category:MLA1423#searchVariation=MLA21674216&position=19&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,4.390,ECOMODICO,Nuevo  |  +1000 vendidos,(17 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1713297026,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Ki Bar Barrita Proteica Vainilla Datiles Mani + 3 Claras 40g,https://www.mercadolibre.com.ar/ki-bar-barrita-proteica-vainilla-datiles-mani-3-claras-40g/p/MLA23024429?pdp_filters=category:MLA1423#searchVariation=MLA23024429&position=21&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,42.900,CAPSULANDIA,Nuevo  |  +1000 vendidos,(813 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1369823337,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Chocolate Suizo Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-chocolate-suizo-lasfor-200-gr/p/MLA21852202?pdp_filters=category:MLA1423#searchVariation=MLA21852202&position=15&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,1.999,BLIP,Nuevo  |  +100 vendidos,(88 disponibles),Nuevo  |  +100 vendidos,No disponible,#1391573594,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Cereal Quaker Chispas De Chocolate 156 Gr Desayuno,https://www.mercadolibre.com.ar/barra-de-cereal-quaker-chispas-de-chocolate-156-gr-desayuno/p/MLA19966863?pdp_filters=category:MLA1423#searchVariation=MLA19966863&position=16&search_layout=stack&type=product&tracking_id=61105578-efc4-4320-aa78-d63e71c0fdd5,3.801,PepsiCo,Nuevo  |  +1000 vendidos,(21 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282411033,2024-04-01 00:47:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
