Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5,Familia6
Azucar Impalpable Mayana Bolsa X 1 Kg.,https://www.mercadolibre.com.ar/azucar-impalpable-mayana-bolsa-x-1-kg/p/MLA21252482?pdp_filters=category:MLA1423#searchVariation=MLA21252482&position=12&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,2.735,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1406330277,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Azucar Negra X 1 Kg.,https://articulo.mercadolibre.com.ar/MLA-849967720-azucar-negra-x-1-kg-_JM#position=31&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.108,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#849967720,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Dulce De Leche Cachafaz 450 G,https://www.mercadolibre.com.ar/dulce-de-leche-cachafaz-450-g/p/MLA24242879?pdp_filters=category:MLA1423#searchVariation=MLA24242879&position=13&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,4.480,No disponible,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1449840536,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,"Mermeladas, Dulces y Miel",Dulce de Leche,nan,nan
Azúcar Cristal 360 Grs. - Origen Taiwan,https://www.mercadolibre.com.ar/azucar-cristal-360-grs-origen-taiwan/p/MLA24819730?pdp_filters=category:MLA1423#searchVariation=MLA24819730&position=14&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,4.160,No disponible,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1381297821,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Dextrosa / Azúcar De Maíz X 1 Kg Grado Alimenticio Premium,https://articulo.mercadolibre.com.ar/MLA-1135653778-dextrosa-azucar-de-maiz-x-1-kg-grado-alimenticio-premium-_JM#position=32&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.564,No disponible,Nuevo  |  +50 vendidos,(+50 disponibles),Nuevo  |  +50 vendidos,No disponible,#1135653778,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Azúcar X 100 Sobrecitos Marca Ledesma,https://articulo.mercadolibre.com.ar/MLA-1259021580-azucar-x-100-sobrecitos-marca-ledesma-_JM#position=33&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.100,No disponible,Nuevo  |  +5 vendidos,No disponible,Nuevo  |  +5 vendidos,No disponible,#1259021580,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Paquete de Azucar Ledesma,nan
Azúcar Fugaz Tipo A 1kg,https://articulo.mercadolibre.com.ar/MLA-1373744849-azucar-fugaz-tipo-a-1kg-_JM#position=34&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,1.123,No disponible,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1373744849,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Comun X 1 Kg,nan
Avena Instantanea 1 Kg,https://www.mercadolibre.com.ar/avena-instantanea-1-kg/p/MLA21342812?pdp_filters=category:MLA1423#searchVariation=MLA21342812&position=15&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,2.382,No disponible,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1602712110,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Avena,nan,nan
Bocaditos Proteicos Snackwell 0% Azucar 0% Grasas,https://articulo.mercadolibre.com.ar/MLA-1113100163-bocaditos-proteicos-snackwell-0-azucar-0-grasas-_JM#position=35&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,5.425,No disponible,Nuevo  |  +500 vendidos,(+5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1113100163,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Terrones De Azucar Envueltos  X 5 Kg,https://articulo.mercadolibre.com.ar/MLA-688193582-terrones-de-azucar-envueltos-x-5-kg-_JM#position=36&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,31.581,No disponible,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#688193582,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Terrones de Azucar Envueltos,nan
Azucar Equal Sweet Light Extractos De Stevia - 01mercado,https://articulo.mercadolibre.com.ar/MLA-1763324320-azucar-equal-sweet-light-extractos-de-stevia-01mercado-_JM#position=37&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,4.445,No disponible,Nuevo  |  +5 vendidos,No disponible,Nuevo  |  +5 vendidos,No disponible,#1763324320,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Gomitas Mogul Rollo Frutas 35 Gr Caja X 12 Unidades,https://www.mercadolibre.com.ar/gomitas-mogul-rollo-frutas-35-gr-caja-x-12-unidades/p/MLA20719183?pdp_filters=category:MLA1423#searchVariation=MLA20719183&position=16&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.599,No disponible,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1327402654,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan,nan
Azucar Mascabo Oscura De 1 Kilo ,https://articulo.mercadolibre.com.ar/MLA-912591338-azucar-mascabo-oscura-de-1-kilo-_JM#position=38&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,4.299,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#912591338,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Mascabo,nan
Azucar Impalpable De 1 Kilo ,https://articulo.mercadolibre.com.ar/MLA-912591154-azucar-impalpable-de-1-kilo-_JM#position=39&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,2.548,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#912591154,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Impalpable,nan
Flor Mini Multicolor Azúcar Durazno X 100u,https://articulo.mercadolibre.com.ar/MLA-1126690661-flor-mini-multicolor-azucar-durazno-x-100u-_JM#position=40&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,2.455,No disponible,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1126690661,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Capullito en Flor,nan
Cafe Nescafe black roast instantaneo 110g sin azucar- sin Tacc,https://www.mercadolibre.com.ar/cafe-nescafe-black-roast-instantaneo-110g-sin-azucar-sin-tacc/p/MLA19738172?pdp_filters=category:MLA1423#searchVariation=MLA19738172&position=17&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,5.574,No disponible,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1242349100,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo,nan
Azúcar Ledesma Rubia Mascabo Paquete 800 Grs Pack 6 Unidades,https://articulo.mercadolibre.com.ar/MLA-1468889014-azucar-ledesma-rubia-mascabo-paquete-800-grs-pack-6-unidades-_JM#position=41&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,7.575,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1468889014,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Paquete de Azucar Ledesma,nan
Azúcar Negra 500 Gr. Marca Valle Imperial,https://www.mercadolibre.com.ar/azucar-negra-500-gr-marca-valle-imperial/p/MLA29516576?pdp_filters=category:MLA1423#searchVariation=MLA29516576&position=18&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.437,No disponible,Nuevo  |  +50 vendidos,(3 disponibles),Nuevo  |  +50 vendidos,No disponible,#1632890856,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Sobres Individuales De Azúcar Y Edulcorante X 200 ,https://articulo.mercadolibre.com.ar/MLA-895915092-sobres-individuales-de-azucar-y-edulcorante-x-200-_JM#position=42&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,10.999,No disponible,Nuevo  |  +100 vendidos,(4 disponibles),Nuevo  |  +100 vendidos,No disponible,#895915092,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Sobres,nan
Azucar Rubia Premium - 1 Kg,https://www.mercadolibre.com.ar/azucar-rubia-premium-1-kg/p/MLA21252483?pdp_filters=category:MLA1423#searchVariation=MLA21252483&position=19&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,2.657,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1362018093,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Azucar Ledesma Bolsa X 25kg Mataderos,https://articulo.mercadolibre.com.ar/MLA-850839035-azucar-ledesma-bolsa-x-25kg-mataderos-_JM#position=43&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,44.995,No disponible,Nuevo  |  +500 vendidos,(5 disponibles),Nuevo  |  +500 vendidos,No disponible,#850839035,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Ledesma,nan
Azucar Ledesma Clásica Pack 10 Unidades ,https://articulo.mercadolibre.com.ar/MLA-1640731586-azucar-ledesma-clasica-pack-10-unidades-_JM#position=44&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,14.715,No disponible,Nuevo  |  +50 vendidos,(5 disponibles),Nuevo  |  +50 vendidos,No disponible,#1640731586,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Ledesma,nan
Caramelos Sugus masticables blandos surtidos Grande,https://www.mercadolibre.com.ar/caramelos-sugus-masticables-blandos-surtidos-grande/p/MLA19957325?pdp_filters=category:MLA1423#searchVariation=MLA19957325&position=20&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,4.120,No disponible,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1421823799,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan,nan
Dextrosa Monohidratada Cerelose Helados Reposteria X 1 Kg,https://articulo.mercadolibre.com.ar/MLA-1420443195-dextrosa-monohidratada-cerelose-helados-reposteria-x-1-kg-_JM#position=45&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.489,No disponible,Nuevo  |  +5 vendidos,(+5 disponibles),Nuevo  |  +5 vendidos,No disponible,#1420443195,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Dextrosa Cerelose,nan
Azucar Impalpable X 1 Kg Alzol,https://www.mercadolibre.com.ar/azucar-impalpable-x-1-kg-alzol/p/MLA29420150?pdp_filters=category:MLA1423#searchVariation=MLA29420150&position=21&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.465,No disponible,Nuevo  |  +500 vendidos,(5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1676559388,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Sprinkle De Azucar Comestible En Perlas X 50 Grs,https://articulo.mercadolibre.com.ar/MLA-1293033247-sprinkle-de-azucar-comestible-en-perlas-x-50-grs-_JM#position=46&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,1.618,No disponible,Nuevo  |  +50 vendidos,(5 disponibles),Nuevo  |  +50 vendidos,No disponible,#1293033247,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Ledezma X 800 Comestibles,nan
Pastillas Punch Billiken X 60 unidades Frutales,https://www.mercadolibre.com.ar/pastillas-punch-billiken-x-60-unidades-frutales/p/MLA21808011?pdp_filters=category:MLA1423#searchVariation=MLA21808011&position=22&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.527,No disponible,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1451903652,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,nan,nan
Azucar De Coco 1 Kilo ,https://articulo.mercadolibre.com.ar/MLA-1133916384-azucar-de-coco-1-kilo-_JM#position=47&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,13.169,No disponible,Nuevo  |  +25 vendidos,(5 disponibles),Nuevo  |  +25 vendidos,No disponible,#1133916384,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
1 Azúcar Chango Sob. X 1000 Más 2 Edulco. Endulcina X 400,https://articulo.mercadolibre.com.ar/MLA-1424799623-1-azucar-chango-sob-x-1000-mas-2-edulco-endulcina-x-400-_JM#position=48&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,27.900,No disponible,Nuevo  |  +5 vendidos,(+10 disponibles),Nuevo  |  +5 vendidos,No disponible,#1424799623,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
100  Sobres Individuales De Azúcar,https://articulo.mercadolibre.com.ar/MLA-818063639-100-sobres-individuales-de-azucar-_JM#position=49&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,3.219,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#818063639,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar en Sobres Individuales,nan
Cafe Martinez tostado molido Brasil 250g sin azúcar agregada,https://www.mercadolibre.com.ar/cafe-martinez-tostado-molido-brasil-250g-sin-azucar-agregada/p/MLA20026339?pdp_filters=category:MLA1423#searchVariation=MLA20026339&position=23&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,8.910,No disponible,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282331780,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido,nan
Azúcar En Terrones Méndez Caja X 10 Kilos (20 Bolsas),https://articulo.mercadolibre.com.ar/MLA-1293638750-azucar-en-terrones-mendez-caja-x-10-kilos-20-bolsas-_JM#position=50&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,75.950,No disponible,Nuevo  |  +50 vendidos,(+5 disponibles),Nuevo  |  +50 vendidos,No disponible,#1293638750,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Azúcar De Coco Pura  1 Kilo  ,https://articulo.mercadolibre.com.ar/MLA-1381389145-azucar-de-coco-pura-1-kilo-_JM#position=51&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,20.358,No disponible,Nuevo  |  +25 vendidos,(+50 disponibles),Nuevo  |  +25 vendidos,No disponible,#1381389145,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Miel,nan
Melaza De Caña De Azúcar ,https://articulo.mercadolibre.com.ar/MLA-1652565462-melaza-de-cana-de-azucar-_JM#position=52&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,4.699,No disponible,Nuevo  |  +50 vendidos,(4 disponibles),Nuevo  |  +50 vendidos,No disponible,#1652565462,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Mascabo,nan
Azucar Chango Sobres 100 Sobres 5grs  Pack 4  Cajas.,https://articulo.mercadolibre.com.ar/MLA-1373686943-azucar-chango-sobres-100-sobres-5grs-pack-4-cajas-_JM#position=53&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,14.217,No disponible,Nuevo  |  +50 vendidos,No disponible,Nuevo  |  +50 vendidos,No disponible,#1373686943,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,Azucar Chango,nan
Granola Kos Energetica 1kg Avena Mani Pasas Almendras Nueces,https://www.mercadolibre.com.ar/granola-kos-energetica-1kg-avena-mani-pasas-almendras-nueces/p/MLA19978601?pdp_filters=category:MLA1423#searchVariation=MLA19978601&position=24&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,5.999,No disponible,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1322711563,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Cereales y Barras,Granola,nan,nan
Azucar Mascabo Agro 300 Gr,https://www.mercadolibre.com.ar/azucar-mascabo-agro-300-gr/p/MLA29577707?pdp_filters=category:MLA1423#searchVariation=MLA29577707&position=4&search_layout=stack&type=product&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,2.870,No disponible,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1402037287,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
Azúcar Individual Ledesma Caja X 1500 Sobres X 5 Gr,https://articulo.mercadolibre.com.ar/MLA-1599828728-azucar-individual-ledesma-caja-x-1500-sobres-x-5-gr-_JM#position=54&search_layout=stack&type=item&tracking_id=3761a4c0-ce8d-4a01-84d3-3c2e0fd442b4,31.000,No disponible,Nuevo  |  +50 vendidos,(2 disponibles),Nuevo  |  +50 vendidos,No disponible,#1599828728,2024-06-04 17:06:35,Alimentos y Bebidas,Almacén,Azúcar y Endulzantes,Azúcar,nan,nan
