Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Cafe Cappuccino Tradicional La Virginia Repuesto X 125 Gr,https://www.mercadolibre.com.ar/cafe-cappuccino-tradicional-la-virginia-repuesto-x-125-gr/p/MLA19640009?pdp_filters=category:MLA1423#searchVariation=MLA19640009&position=33&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,2.470,Ecomodico,Nuevo  |  +5mil vendidos,(5 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1186155476,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Starbucks Colombia café tostado y molido libre de gluten 250g,https://www.mercadolibre.com.ar/starbucks-colombia-cafe-tostado-y-molido-libre-de-gluten-250g/p/MLA20903898?pdp_filters=category:MLA1423#searchVariation=MLA20903898&position=31&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,15.672,Nestlé,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1581833482,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Capsulas Starbucks  Pike Place Oficial By Nespresso 10 Unidades,https://www.mercadolibre.com.ar/capsulas-starbucks-pike-place-oficial-by-nespresso-10-unidades/p/MLA19606446?pdp_filters=category:MLA1423#searchVariation=MLA19606446&position=39&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,8.784,Nestlé,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1581910050,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Luggiani cafe en grano tostado italiano rosso 1 Kg,https://www.mercadolibre.com.ar/luggiani-cafe-en-grano-tostado-italiano-rosso-1-kg/p/MLA24443058?pdp_filters=category:MLA1423#searchVariation=MLA24443058&position=34&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,22.999,CENTRAL DECAFE,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1422572205,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Bonaf Fundador Tostado Pack 1 Kilos,https://www.mercadolibre.com.ar/cafe-bonaf-fundador-tostado-pack-1-kilos/p/MLA27764820?pdp_filters=category:MLA1423#searchVariation=MLA27764820&position=35&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,25.795,CAFEXPEND,Nuevo  |  +500 vendidos,(3 disponibles),Nuevo  |  +500 vendidos,No disponible,#1552531646,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantáneo Liofilizado Clásico Juan Valdez Frasco 95gr,https://www.mercadolibre.com.ar/cafe-instantaneo-liofilizado-clasico-juan-valdez-frasco-95gr/p/MLA25822977?pdp_filters=category:MLA1423#searchVariation=MLA25822977&position=36&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,31.687,BLIP,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1381907757,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Nescafé Gold Tostado Molido Equilibrado 250gr,https://www.mercadolibre.com.ar/nescafe-gold-tostado-molido-equilibrado-250gr/p/MLA20026486?pdp_filters=category:MLA1423#searchVariation=MLA20026486&position=37&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,14.978,Nestlé,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1581846370,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Caja 10 Capsulas Cafe Etiopia La Morenita Para Nespresso,https://www.mercadolibre.com.ar/caja-10-capsulas-cafe-etiopia-la-morenita-para-nespresso/p/MLA16167742?pdp_filters=category:MLA1423#searchVariation=MLA16167742&position=38&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,5.772,Ecomodico,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1145570849,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Molido La Virginia Torrado Equilibrado X 1 Kg,https://www.mercadolibre.com.ar/cafe-molido-la-virginia-torrado-equilibrado-x-1-kg/p/MLA19979553?pdp_filters=category:MLA1423#searchVariation=MLA19979553&position=40&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,11.383,SUPLEMENTOSNORT,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1684464224,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cápsulas Starbucks Caramel Macchiato X 12 Dolce Gusto,https://www.mercadolibre.com.ar/capsulas-starbucks-caramel-macchiato-x-12-dolce-gusto/p/MLA19938866?pdp_filters=category:MLA1423#searchVariation=MLA19938866&position=43&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,11.499,OPENPRICE SUC2,Nuevo  |  +10mil vendidos,(+10 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1388680513,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Super Cabrales Tostado Molido 500g,https://articulo.mercadolibre.com.ar/MLA-1625147448-cafe-super-cabrales-tostado-molido-500g-_JM#position=53&search_layout=stack&type=item&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,12.275,AVFX1,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1625147448,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Nescafé Tradición Instantaneo Clasico 100% Puro Doypack 150g,https://www.mercadolibre.com.ar/nescafe-tradicion-instantaneo-clasico-100-puro-doypack-150g/p/MLA19783086?pdp_filters=category:MLA1423#searchVariation=MLA19783086&position=46&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,8.499,DRJOHNSONS,Nuevo  |  +5mil vendidos,(+5 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1409171733,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe En Grano Tostado S/azucar Expreso Montibello Brasil 1kg,https://articulo.mercadolibre.com.ar/MLA-1382768468-cafe-en-grano-tostado-sazucar-expreso-montibello-brasil-1kg-_JM#position=54&search_layout=stack&type=item&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,33.341,INSUMOSCENTERONLINE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1382768468,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Starbucks Nespresso Espresso Roast Cápsulas x 10 Unidades,https://www.mercadolibre.com.ar/starbucks-nespresso-espresso-roast-capsulas-x-10-unidades/p/MLA19625030?pdp_filters=category:MLA1423#searchVariation=MLA19625030&position=41&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,8.784,Nestlé,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1397421609,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
! Cafe Bonini Molido Gran Crema - Tostado Natural 250g,https://www.mercadolibre.com.ar/-cafe-bonini-molido-gran-crema-tostado-natural-250g/p/MLA28808312?pdp_filters=category:MLA1423#searchVariation=MLA28808312&position=45&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,7.499,CAPSULANDIA,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1698218356,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Molido Tostado Super Cabrales 250g ,https://www.mercadolibre.com.ar/cafe-molido-tostado-super-cabrales-250g/p/MLA23073681?pdp_filters=category:MLA1423#searchVariation=MLA23073681&position=48&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,7.390,AVFX1,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1411618091,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantaneo La Virginia Suave Doypack X 170 Gr,https://www.mercadolibre.com.ar/cafe-instantaneo-la-virginia-suave-doypack-x-170-gr/p/MLA20720536?pdp_filters=category:MLA1423#searchVariation=MLA20720536&position=42&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,4.595,Ecomodico,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1285412518,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Martinez Molido Tostado Tipo Italiano Fuerte 250g,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-tipo-italiano-fuerte-250g/p/MLA21766728?pdp_filters=category:MLA1423#searchVariation=MLA21766728&position=47&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,8.970,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1406139580,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cápsulas De Café Starbucks® By Dolce Gusto® Mocha Blanco,https://www.mercadolibre.com.ar/capsulas-de-cafe-starbucks-by-dolce-gusto-mocha-blanco/p/MLA34019381?pdp_filters=category:MLA1423#searchVariation=MLA34019381&position=44&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,8.101,MOTOR ARTE,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1422618093,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Bonafide Sensacion Intensa 500 Gramos.,https://www.mercadolibre.com.ar/cafe-bonafide-sensacion-intensa-500-gramos/p/MLA19944516?pdp_filters=category:MLA1423#searchVariation=MLA19944516&position=50&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,5.999,DISTRIBUIDORA-MAYA,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1745035250,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Venta Mayorista: Café Super Cabrales Molido Tostado 6 X 500g,https://www.mercadolibre.com.ar/venta-mayorista-cafe-super-cabrales-molido-tostado-6-x-500g/p/MLA21234656?pdp_filters=category:MLA1423#searchVariation=MLA21234656&position=52&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,83.114,AVFX1,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1698172198,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Soluble Tradición 100% Cafe Nescafe X 1 Kg,https://www.mercadolibre.com.ar/cafe-soluble-tradicion-100-cafe-nescafe-x-1-kg/p/MLA19791745?pdp_filters=category:MLA1423#searchVariation=MLA19791745&position=49&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,36.566,CAFE IMPERIO,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1422301172,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
La Morenita Para Nespresso caja 10 cápsulas cafe Colombia,https://www.mercadolibre.com.ar/la-morenita-para-nespresso-caja-10-capsulas-cafe-colombia/p/MLA16167761?pdp_filters=category:MLA1423#searchVariation=MLA16167761&position=51&search_layout=stack&type=product&tracking_id=16fca77c-9a9c-416e-85c1-9d45956a3878,5.638,LUIS MICHELUCCI,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1183766256,2024-04-22 10:11:15,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Tostado Italiano Luggiani Bianco + Luggiani Rosso -2kg,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=IAIeqMORVVpPmt05fHpdS9WRAaIFUjD%2BqWhEq0AvM6oaI2ssgT3cvr%2BPHkY2IgQmMQeVAKBxjzHqvq1Sz5kRwkXrRv%2FMWaa8%2FuzzWRjVu9zyhSBpziOtJAlGZmaP%2BanqxyUJWDigReyWPlOHR3YOYHKtIMj4utn11ZqZdX2Rd%2F8KXaLetvEx2kIVeRZK%2BnYt4rsgjoGWn0urWPwGf%2B2qxUaAouK%2BwncxU1z2zOg255SF9VR9o6tCyQ%2BNrK9ffLOqSTeMF7CVYjEHWWEWvpuTU1LfRYSf%2F56tSd1kAyN%2BwLodFj5Qmo6bWSNhbOYkMxOWkU%2FD86Vdr%2BkP08mkTDp79wimSz8HyBaIh75p1HAFV42DuPVEZY5%2BdigkyqQFWVCwqD3dTcWPfZaDQLQ4%2B7t8YZ8ASlSutZEAWRf2Uuxf3gUS30BXNBKZDtX4PYBLWWZebVx3fOeX7OEYSTm2jahU1g%2FcPS%2Frv2SwB6UZncaxm4hRzXpbWmeq5KzFPt3QjDP6rNOQXRdeIWvCyKM4w8Z%2BagErFMmGstOgeLkDc1dqua8vp7FerLpHCaS02wV8wrCg8ZBH8w6YE43pBTW0nBRY%2BZKK7nO3SfVDmYdd5g1vJBJmLL5ROi15fcoJEZpnjb425nimj3uoFxBr8tZMqIfHJVUg3BNHwGSmwfzC7AUMaAdTU4zDCTLbb%2B%2BjyWD7KL9IxJKRdgiQOMPJrWWeu6ICmVoOlA2g&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,62.328,CENTRAL DECAFE,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#869507349,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Tostado Italiano Luggiani Bianco - 2 Kg.,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=EiMJzeQNqxDogJmz3236rrn0jBlxi6zijFXIAwbWBVKCzbx9ZjCnIm5E3lmkwtXe5s73pYiMQF9ZfNWPcKV39Nd74%2Bb2OYTpe%2Fc3IZvFWFP0Tl0adksTw3Mjz6AZI4VnKiW4fkw9iUr200ppjgwHozhQuGxv%2BEbIxWAs52H8Rz5Yr7wcRu4IAxl6N8B8mfqWkGPHlSlGQq7R2aP1ESnV90SiUORIrlK2YTKRcckOBILs%2BqnGdVFIqEudfxMbV0xyGXN5cWsLIfRYiLz6fTkobFToqdcNExz1t7F5SL3SFe6OTN6m%2FbIiiXosRbSqqLRqk0DItnVmV5X88iJlcAv1xbryAsa35kpzt0VyMqrYe4NGJcMIizOqhseI%2F%2BvpuSgPtZ8rMaQHuCycMb3K7MXlk%2FYC00bXhLf4lHm0egPC%2Fu%2FBtEY2TpXPJYAbqm9nHZjoR3Kxlm1vvvN8pnDRBSHVMilOv9g8%2FCXuLeschUknimcxNwcbUjppHt80qhVUY1s%2B8%2FUFiRFZGoRjWu6DuMwaBZ1LhhZK9ABvEKSuLXzq6iFk8gGZg5t0x4HjNKrK7jVP0hTDsIacUDrbCzjx%2F3JTH70yKsv%2FJx8ZDDRYbWcv%2Btr4P8uFJ8eU0hcnkQyGcQ2p%2BZyAMT6EtFJnQ6wSw9Dp5%2FxwWs6oOezlXwQ%2F1iYvBiJVHqJR77PR7W63Yc%2B0IJLx%2FWuAH4nt&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,64.693,CENTRAL DECAFE,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#867614088,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Tostado Italiano Luggiani Rosso - 2 Kilos ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=dIuOdPCFA6hz2fA%2BFyXQDQw50tnb8MpbvP3aottehjixVW%2BVsEEdHZpH8cb2fL33l4u9etOH7TLGD5Gvin5%2Bepbk6UekkwU3KOP7eqt0kEU9QsywDZsJSjsBKC%2FE3wI3LB9vI0mcWrBoWPNCyKMy77EsZQD6w1Q58XvjmDBBgtqnOJC6ITTeSBNZnEmV8hJ7WH%2BPkEga1R%2B9P%2BobGPEfCF2znNV5rEpU5PMgq8QjN%2FWGrvO5LWWGP6icq6rf6BIWBL6a8gz4CZabZQp0B3bVEWgwEFfpRAkooZ433wZa8lq%2FbsetT5g9WoC3O75VFP42LdB7gVOwMR0d0QnCRuNqoHlvmwT%2FWwriGFlrOCP3NBq1dLniAwfDY1MhgTGX49Ax4CPl5gYMP6JsG68uBT3odyaK4wx4EHOpBQe2%2Bt1XaOh25TJZzt33dnpR8lR%2B3kLOOSrLKLdHJBBk%2FdsElaRbDbc3hYHftAIbTG4jy2cLmZEHs09pZVs2GUGz1rFls7Jt8VL7k7AUZaXVM9avHmRxGXjU895eD3dcFPLSMG2J1Xf5Hj08nw6bOb1tv93GhDzi491PHgSfWivOhO2XNHieI65z2ij2%2B%2FO5S2UAzCTQAT02%2FkSOtF4zYNe20kDnBJ1VCLXcMaJBcUXJOvtdBSlf3qG1JCtvy3gZgaYtC8FAXqoVD0JumH4yg3EISt3MY9oHYCkCAJNgdxEC&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,61.099,CENTRAL DECAFE,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#867612399,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Starbucks - Café Tostado Y Molido - House Blend X 250gr,https://www.mercadolibre.com.ar/starbucks-cafe-tostado-y-molido-house-blend-x-250gr/p/MLA19979564?pdp_filters=category:MLA1423#searchVariation=MLA19979564&position=6&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,15.672,Nestlé,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1581885306,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Combo Cafe Molido Italiano Y Brasil 500g S/azucar Agregada,https://www.mercadolibre.com.ar/combo-cafe-molido-italiano-y-brasil-500g-sazucar-agregada/p/MLA27998803?pdp_filters=category:MLA1423#searchVariation=MLA27998803&position=11&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,34.700,Cafe Martinez,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394850335,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Capsulas Super Cabrales Senseo ,https://www.mercadolibre.com.ar/capsulas-super-cabrales-senseo/p/MLA21356761?pdp_filters=category:MLA1423#searchVariation=MLA21356761&position=14&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,10.499,MERCADOMIXAR,Nuevo  |  +5mil vendidos,(+5 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1390302689,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Torrado Molido La Planta De Cafe Cabrales 1000g 1kg,https://www.mercadolibre.com.ar/cafe-torrado-molido-la-planta-de-cafe-cabrales-1000g-1kg/p/MLA19966384?pdp_filters=category:MLA1423#searchVariation=MLA19966384&position=12&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,14.951,AVFX1,Nuevo  |  +5mil vendidos,(2 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1415434495,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Nescafé Dolca Torrados 170gr Nestlé Oficial,https://www.mercadolibre.com.ar/nescafe-dolca-torrados-170gr-nestle-oficial/p/MLA24207287?pdp_filters=category:MLA1423#searchVariation=MLA24207287&position=13&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,5.984,Ecomodico,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376803865,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Bonafide Tostado Pack 3 Kilos,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cQr1s40PPVMKmyyeHANNFS%2B2ErczINfr8drp7fPZwQUj6i6JQkhRVV1SEr5FjuLyV3ygTQ4xynKEqQgdvw6g4IXdEBWRx3nx8dOIZTFESYqs2mXD3uAMNhUP8u5nFVSW3XjLQgZcVCqToXlaVAGkMCiZsQxQ56E%2BdBU58%2FWxm1HppryoVHY3aFoUrzWT6sLzC7MCUTBzHFVtjGmToPz3K5h2HaXRSo8ALqn3FAphu2CaFUjQP8tQvjTUjQ8H5gM%2Bf00STnpEy1heZS8bOQom5bTMhRKJSKdWR0HwLXwqga7sUMudrBYEY7fXxHJif0A28VKv3z6fnJ2hHB3xr45h9JUm9nAVwfLW6LRwMFdj86sWveqA0f08dd7vcNLoUcD4cX0ttByN3mnWGESTZMCx0gzXKewdSdw6rPszQWSs%2FEU6bGvEMKjsDy%2F92DvYxtMvZ98zEPJgYwngpuRr0xyFIvykhxDrK4z7J5Bvx7XmO8V8yx2Pq%2Boylp0UqIqfU3%2FKPSgf3AGx2BSmrq7DkY5jYOLXA0%2Bqz366djvnssm4pKYMQBPC%2FphIjsDca2%2B5%2Fn7Pc9RRuNq5wG1jvk1QKkjcDIMv1%2BsUT2f7uvepMswKi30Qd5Bttf0srxUorE7sVWxJgNWZy%2FYD2KGduL1tv%2BaBn648ob3yehaTDTMU3lLSOpSIY81LDC%2BiTQEtIHRAMg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,90.000,BONAFIDE ONLINE,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1100935922,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Fundador Elite X Kg En Grano,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=kYCxg586JCfxsqnpYcFu0iMq5L87oCAaa3bRcBSOPdhMzqenEjjzw2zEDhBcBg6w4qczD8dwMaaCe%2B8cGNQjJJ2t3mybvmTFxeY0Exw1Zx9j9QpcD8xEwUqMiK4II5MzWI2a0oCf6Fyfhgthop7Kpgy5r36pWQq6GfJvX1UpZ0wxw9rLXfiMUa%2BcRYYsGxHT%2B%2FqasvvG%2BhJCbMnsKGzvNkZQSHPPfOW%2Bw6RVimZIkPHsaQAUCnmvHqKEMsTTZJyx70NWqHHDho8XR6EBJxHl1Kn3hmdCQiUnxB9c74Y429og7p8XDI7CWoH9%2FIUqy5T8MG8SHckeGnypG2Z2GV7TJBX7052CkRdDbzoM%2FpU97Z5rcwiu7Ev%2BBfhG8RkyazeRmDB5OiDEibGej5F7uONGl2AXV0QjVmbsmC%2FqdUyAmB4RcmTLeFlc%2BO0wl86iSMsomLQGD2q1m1PKgRSaoD3L2UunOcbSzhuzwkXwCv5szhavvX0XtTbhnKRzlqVXy%2FADzBoN0yXq0g27KFGE6CgmqZ03kuE%2BNMFTfO4AZYQmFK6QlaQY6tiYWdkKswUbZOtrrwX3Gv92uLiPLskuL7kAUZlP6AIgwiBhL5quHyZfqKa4GHyzRTnEpGkfXjOACW%2F2226Cu3IR4sRnwIOOiSSNQxkZcguR%2BIfmM1hpsCUluEi0XAcWaglmrNjrk0qqzS8%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,36.690,TIENDA.FUNDADOR,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#877916585,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
03 Corações Tradicional Molido café Torrado Bolsa Unidad 500g,https://www.mercadolibre.com.ar/03-coracoes-tradicional-molido-cafe-torrado-bolsa-unidad-500g/p/MLA24753269?pdp_filters=category:MLA1423#searchVariation=MLA24753269&position=4&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,9.493,FACU7688,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1392222641,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Capsulas de cafe Nescafe Dolce Gusto cappuccino dulce de leche X 16,https://www.mercadolibre.com.ar/capsulas-de-cafe-nescafe-dolce-gusto-cappuccino-dulce-de-leche-x-16/p/MLA26853682?pdp_filters=category:MLA1423#searchVariation=MLA26853682&position=7&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,11.293,COMBOX SA,Nuevo  |  +5mil vendidos,(4 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1422083699,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Café Illy Grano Espresso Tostado Clásico Blend 100% Arábica,https://www.mercadolibre.com.ar/cafe-illy-grano-espresso-tostado-clasico-blend-100-arabica/p/MLA19937594?pdp_filters=category:MLA1423#searchVariation=MLA19937594&position=8&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,25.400,DEVOTOFERTAS,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1719333700,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Molido La Virginia Torrado Equilibrado X 500 Gr,https://www.mercadolibre.com.ar/cafe-molido-la-virginia-torrado-equilibrado-x-500-gr/p/MLA19958440?pdp_filters=category:MLA1423#searchVariation=MLA19958440&position=5&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,6.561,TUPIXIE,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1406602493,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
