Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
"Nescafé Tradición X 1 Kg, Nestlé Profesional, Expendedora",https://articulo.mercadolibre.com.ar/MLA-924299946-nescafe-tradicion-x-1-kg-nestle-profesional-expendedora-_JM#position=53&search_layout=stack&type=item&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,35.500,Nestlé Professional,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#924299946,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Torrado Molido 5 Hispanos X 500 Gr,https://www.mercadolibre.com.ar/cafe-torrado-molido-5-hispanos-x-500-gr/p/MLA20993656?pdp_filters=category:MLA1423#searchVariation=MLA20993656&position=16&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,5.957,ECOMODICO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1390392683,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Capsulas Nescafé Dolce Gusto espresso intenso 16 unidades,https://www.mercadolibre.com.ar/capsulas-nescafe-dolce-gusto-espresso-intenso-16-unidades/p/MLA19737045?pdp_filters=category:MLA1423#searchVariation=MLA19737045&position=17&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,11.293,Dolce Gusto,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1398753339,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Montibello Moka en grano tostado 1kg,https://www.mercadolibre.com.ar/montibello-moka-en-grano-tostado-1kg/p/MLA28257259?pdp_filters=category:MLA1423#searchVariation=MLA28257259&position=22&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,36.355,INSUMOSCENTERONLINE,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1577030580,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Melitta 500g. Tradicional. Extraforte. Fazenda. Brasil.,https://www.mercadolibre.com.ar/cafe-melitta-500g-tradicional-extraforte-fazenda-brasil/p/MLA20026239?pdp_filters=category:MLA1423#searchVariation=MLA20026239&position=15&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,11.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1412711381,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantaneo La Virginia Kalma Espuma Frasco X 170 Gr,https://www.mercadolibre.com.ar/cafe-instantaneo-la-virginia-kalma-espuma-frasco-x-170-gr/p/MLA24737455?pdp_filters=category:MLA1423#searchVariation=MLA24737455&position=24&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,6.711,SUPLEMENTOSNORT,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1415348479,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Capsulas Recargables Caffettino x 4Uni Compatibles Nespresso,https://www.mercadolibre.com.ar/capsulas-recargables-caffettino-x-4uni-compatibles-nespresso/p/MLA23532308?pdp_filters=category:MLA1423#searchVariation=MLA23532308&position=25&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,11.800,ROSARIOALCOSTOSRL,Nuevo  |  +10mil vendidos,(+5 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1373164047,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Combo Café Molido Tostado Suave 1933 260gr X4,https://www.mercadolibre.com.ar/combo-cafe-molido-tostado-suave-1933-260gr-x4/p/MLA28576569?pdp_filters=category:MLA1423#searchVariation=MLA28576569&position=20&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,29.040,Cafe Martinez,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1397615721,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Molido 250g Combo Brasil Colombia Moka Select Italiano,https://www.mercadolibre.com.ar/cafe-molido-250g-combo-brasil-colombia-moka-select-italiano/p/MLA26539673?pdp_filters=category:MLA1423#searchVariation=MLA26539673&position=21&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,53.490,Cafe Martinez,Nuevo  |  +500 vendidos,(+20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1482882680,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Dolce Gusto Starbucks toffee nut latte cápsulas 12 unidades	,https://www.mercadolibre.com.ar/dolce-gusto-starbucks-toffee-nut-latte-capsulas-12-unidades/p/MLA20714072?pdp_filters=category:MLA1423#searchVariation=MLA20714072&position=23&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,15.999,CAPSULANDIA,Nuevo  |  +5mil vendidos,(4 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1302998639,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Martinez molido tostado selecto 250g sin azúcar agregada	,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-selecto-250g-sin-azucar-agregada/p/MLA20026219?pdp_filters=category:MLA1423#searchVariation=MLA20026219&position=18&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,11.000,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282492756,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
La Virginia Cappuccino Instantaneo Light Dp Sin Tacc 100 Grs,https://www.mercadolibre.com.ar/la-virginia-cappuccino-instantaneo-light-dp-sin-tacc-100-grs/p/MLA20018573?pdp_filters=category:MLA1423#searchVariation=MLA20018573&position=19&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,2.611,Ecomodico,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1281953271,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Combo Cafe Molido Tostado Brasil 500g Sin Azúcar Agregada X2,https://www.mercadolibre.com.ar/combo-cafe-molido-tostado-brasil-500g-sin-azucar-agregada-x2/p/MLA28565002?pdp_filters=category:MLA1423#searchVariation=MLA28565002&position=26&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,33.600,Cafe Martinez,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1584480062,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Starbucks® Nespresso® Colombia cápsulas de café  x 10 caps,https://www.mercadolibre.com.ar/starbucks-nespresso-colombia-capsulas-de-cafe-x-10-caps/p/MLA28588568?pdp_filters=category:MLA1423#searchVariation=MLA28588568&position=27&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,8.784,Nestlé,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1584496216,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Torrado Molido Intenso La Morenita X 500g Sin Tacc,https://www.mercadolibre.com.ar/cafe-torrado-molido-intenso-la-morenita-x-500g-sin-tacc/p/MLA19937595?pdp_filters=category:MLA1423#searchVariation=MLA19937595&position=28&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,6.334,LV INTEGRAL SERVICES,Nuevo  |  +5mil vendidos,(+5 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1744985154,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café molido tostado intenso 1933 Cafe Martinez con azúcar torrado 260g,https://www.mercadolibre.com.ar/cafe-molido-tostado-intenso-1933-cafe-martinez-con-azucar-torrado-260g/p/MLA22022621?pdp_filters=category:MLA1423#searchVariation=MLA22022621&position=32&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,7.260,Cafe Martinez,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1382867810,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café instantáneo malta descafeinado El Pocillo CEBADA Instantanea Malta intensa doypack 100 g,https://www.mercadolibre.com.ar/cafe-instantaneo-malta-descafeinado-el-pocillo-cebada-instantanea-malta-intensa-doypack-100g/p/MLA34586845?pdp_filters=category:MLA1423#searchVariation=MLA34586845&position=29&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,2.399,CAPSULANDIA,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1713273386,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Santos Crema Granos 5 Hispanos Espresso X 1 Kilo,https://www.mercadolibre.com.ar/cafe-santos-crema-granos-5-hispanos-espresso-x-1-kilo/p/MLA21618937?pdp_filters=category:MLA1423#searchVariation=MLA21618937&position=30&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,35.216,BARINSU,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1378400974,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Lavazza - Crema E Aroma Italia En Grano X 1 Kg,https://www.mercadolibre.com.ar/cafe-lavazza-crema-e-aroma-italia-en-grano-x-1-kg/p/MLA20026299?pdp_filters=category:MLA1423#searchVariation=MLA20026299&position=31&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,53.500,GABY FRAD,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1361324978,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Tostado En Grano O Molido Santos Bourbon Doble Crema,https://www.mercadolibre.com.ar/cafe-tostado-en-grano-o-molido-santos-bourbon-doble-crema/p/MLA22588761?pdp_filters=category:MLA1423#searchVariation=MLA22588761&position=33&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,38.000,DELCAFE_INSUMOS_VENDING,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1446893622,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
"Café Cortado En Capsulas La Virginia (10 Caps X 6,25g)",https://www.mercadolibre.com.ar/cafe-cortado-en-capsulas-la-virginia-10-caps-x-625g/p/MLA19590059?pdp_filters=category:MLA1423#searchVariation=MLA19590059&position=34&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,6.126,LUIS MICHELUCCI,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1400723499,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Instantaneo La Virginia Seleccion Tostado Frasco 100 Gr,https://www.mercadolibre.com.ar/cafe-instantaneo-la-virginia-seleccion-tostado-frasco-100-gr/p/MLA24699607?pdp_filters=category:MLA1423#searchVariation=MLA24699607&position=35&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,5.220,Ecomodico,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1381087301,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Martinez tostado molido Brasil 250g sin azúcar agregada,https://www.mercadolibre.com.ar/cafe-martinez-tostado-molido-brasil-250g-sin-azucar-agregada/p/MLA20026339?pdp_filters=category:MLA1423#searchVariation=MLA20026339&position=36&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,8.970,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282331780,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café De Filtro La Virginia Molido Torrado Con Azúcar De 1 Kg,https://www.mercadolibre.com.ar/cafe-de-filtro-la-virginia-molido-torrado-con-azucar-de-1-kg/p/MLA21618936?pdp_filters=category:MLA1423#searchVariation=MLA21618936&position=37&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,13.899,CPT Oficina,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1384342219,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Torrado Molido Intenso Sensaciones Bonafide X 1 Kg,https://www.mercadolibre.com.ar/cafe-torrado-molido-intenso-sensaciones-bonafide-x-1-kg/p/MLA19979528?pdp_filters=category:MLA1423#searchVariation=MLA19979528&position=38&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,14.249,CGIMPORTA2,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1413770409,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
La Virginia Cafe En Capsulas Espresso Equilibrado N7 10 Cap,https://www.mercadolibre.com.ar/la-virginia-cafe-en-capsulas-espresso-equilibrado-n7-10-cap/p/MLA16167627?pdp_filters=category:MLA1423#searchVariation=MLA16167627&position=39&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,5.161,LUIS MICHELUCCI,Nuevo  |  +50mil vendidos,(+50 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1398564443,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe instantaneo sustentable Arlistán mediano,https://www.mercadolibre.com.ar/cafe-instantaneo-sustentable-arlistan-mediano/p/MLA19754817?pdp_filters=category:MLA1423#searchVariation=MLA19754817&position=40&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,6.012,TIENDA DINAMICA FULL,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1234826524,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Café Organico Tostado O Verde Colombia Excelso Molido Grano,https://www.mercadolibre.com.ar/cafe-organico-tostado-o-verde-colombia-excelso-molido-grano/p/MLA22902304?pdp_filters=category:MLA1423#searchVariation=MLA22902304&position=41&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,45.990,GHIRARDELLICAFE.COM,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1409609470,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Montibello Colombia Natural en grano tostado 1kg,https://www.mercadolibre.com.ar/montibello-colombia-natural-en-grano-tostado-1kg/p/MLA28879404?pdp_filters=category:MLA1423#searchVariation=MLA28879404&position=42&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,48.477,INSUMOSCENTERONLINE,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1399399609,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cápsulas De Café Compatibles C/ Máquinas Nespresso X100 Unid,https://articulo.mercadolibre.com.ar/MLA-783944074-capsulas-de-cafe-compatibles-c-maquinas-nespresso-x100-unid-_JM#position=54&search_layout=stack&type=item&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,39.000,ONLINEJUGUETES,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#783944074,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe En Grano Lavazza Crema E Aroma 1 Kg.,https://www.mercadolibre.com.ar/cafe-en-grano-lavazza-crema-e-aroma-1-kg/p/MLA19937596?pdp_filters=category:MLA1423#searchVariation=MLA19937596&position=43&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,51.800,GABY FRAD,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1361108747,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Marita 3.0 (adelgaza Dietético Orgánico Elimina Grasas),https://www.mercadolibre.com.ar/cafe-marita-30-adelgaza-dietetico-organico-elimina-grasas/p/MLA22255816?pdp_filters=category:MLA1423#searchVariation=MLA22255816&position=44&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,21.000,ALECHITI,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1388092021,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Cabrales Prestige Tostado Molido 250gr,https://www.mercadolibre.com.ar/cafe-cabrales-prestige-tostado-molido-250gr/p/MLA26699467?pdp_filters=category:MLA1423#searchVariation=MLA26699467&position=46&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,9.509,DVL,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1400184103,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cápsulas De Café Combo X80 Compatible Con Máquina Nespresso,https://www.mercadolibre.com.ar/capsulas-de-cafe-combo-x80-compatible-con-maquina-nespresso/p/MLA27457096?pdp_filters=category:MLA1423#searchVariation=MLA27457096&position=45&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,79.200,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1528890146,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Martinez molido tostado moka frutado 500g	,https://www.mercadolibre.com.ar/cafe-martinez-molido-tostado-moka-frutado-500g/p/MLA20025965?pdp_filters=category:MLA1423#searchVariation=MLA20025965&position=48&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,17.900,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282492794,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Molido Melitta Tradicional 500g Importado De Brasil,https://www.mercadolibre.com.ar/cafe-molido-melitta-tradicional-500g-importado-de-brasil/p/MLA20025945?pdp_filters=category:MLA1423#searchVariation=MLA20025945&position=47&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,11.031,FACU7688,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1412294550,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café Super Cabrales Tostado Molido 125g Argentina !,https://www.mercadolibre.com.ar/cafe-super-cabrales-tostado-molido-125g-argentina-/p/MLA20728552?pdp_filters=category:MLA1423#searchVariation=MLA20728552&position=49&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,4.410,BON MARCHE,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1681030754,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
La Virginia Cafe En Saquitos Cappuccino Tradicional X 10 Un,https://www.mercadolibre.com.ar/la-virginia-cafe-en-saquitos-cappuccino-tradicional-x-10-un/p/MLA28295140?pdp_filters=category:MLA1423#searchVariation=MLA28295140&position=50&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,3.582,Ecomodico,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1396952729,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Capsulas Mocha Nescafé Dolce Gusto de 16 unidades,https://www.mercadolibre.com.ar/capsulas-mocha-nescafe-dolce-gusto-de-16-unidades/p/MLA19789974?pdp_filters=category:MLA1423#searchVariation=MLA19789974&position=51&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,10.800,DVL,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1515170354,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Lavazza Crema E Aroma En Granos X 1kg-italia-env Azul,https://www.mercadolibre.com.ar/cafe-lavazza-crema-e-aroma-en-granos-x-1kg-italia-env-azul/p/MLA24343070?pdp_filters=category:MLA1423#searchVariation=MLA24343070&position=52&search_layout=stack&type=product&tracking_id=0c61ec60-3f57-436a-806a-52a1d6221c26,52.465,MERCADOGOURMET ONLINE,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1496866658,2024-04-22 10:12:12,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
