Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Fideos Tallarín Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-tallarin-matarazzo-500g/p/MLA19937131?pdp_filters=category:MLA1423#searchVariation=MLA19937131&position=4&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.057,TAP GROCERY,Nuevo  |  +10mil vendidos,(32 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1272606932,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Tirabuzón Lucchetti 500g,https://www.mercadolibre.com.ar/fideos-tirabuzon-lucchetti-500g/p/MLA20719337?pdp_filters=category:MLA1423#searchVariation=MLA20719337&position=7&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.068,TAP GROCERY,Nuevo  |  +10mil vendidos,(868 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1286443752,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Tirabuzon Verizzia 500gr,https://articulo.mercadolibre.com.ar/MLA-1284845345-fideos-tirabuzon-verizzia-500gr-_JM#position=45&search_layout=stack&type=item&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,827,GRUPO ELNENE,Nuevo  |  +10mil vendidos,(838 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1284845345,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Tirabuzon Matarazzo X500 Gr,https://www.mercadolibre.com.ar/fideos-tirabuzon-matarazzo-x500-gr/p/MLA19943667?pdp_filters=category:MLA1423#searchVariation=MLA19943667&position=13&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.038,TAP GROCERY,Nuevo  |  +10mil vendidos,(460 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1280821337,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Terrabusi 3 Vegetales Fusilli 500gr,https://www.mercadolibre.com.ar/fideos-terrabusi-3-vegetales-fusilli-500gr/p/MLA28569927?pdp_filters=category:MLA1423#searchVariation=MLA28569927&position=15&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.049,ECOMODICO,Nuevo  |  +500 vendidos,(31 disponibles),Nuevo  |  +500 vendidos,No disponible,#1584459990,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Spaghetti libre de gluten sin tacc Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-libre-de-gluten-sin-tacc-matarazzo-500g/p/MLA20949980?pdp_filters=category:MLA1423#searchVariation=MLA20949980&position=16&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,2.999,CAPSULANDIA,Nuevo  |  +10mil vendidos,(567 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1586695680,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Terrabusi Tallarín N°7 500g,https://www.mercadolibre.com.ar/fideos-terrabusi-tallarin-n7-500g/p/MLA28611379?pdp_filters=category:MLA1423#searchVariation=MLA28611379&position=1&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.021,ECOMODICO,Nuevo  |  +1000 vendidos,(327 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1397915679,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos penne rigate Matarazzo sin tacc libre de gluten 500g,https://www.mercadolibre.com.ar/fideos-penne-rigate-matarazzo-sin-tacc-libre-de-gluten-500g/p/MLA20882391?pdp_filters=category:MLA1423#searchVariation=MLA20882391&position=5&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.888,ELECTRO.CHARLY,Nuevo  |  +5mil vendidos,(3 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1681740706,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Tallarín Don Vicente 500g,https://www.mercadolibre.com.ar/fideos-tallarin-don-vicente-500g/p/MLA19964512?pdp_filters=category:MLA1423#searchVariation=MLA19964512&position=3&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,2.359,TAP GROCERY,Nuevo  |  +10mil vendidos,(180 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1280840736,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Favorita Codito Con Hierro X 500 Gr,https://www.mercadolibre.com.ar/fideos-favorita-codito-con-hierro-x-500-gr/p/MLA28571279?pdp_filters=category:MLA1423#searchVariation=MLA28571279&position=6&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,910,Ecomodico,Nuevo  |  +5mil vendidos,(19 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1584768492,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Spaghetti Rina Matarazzo X 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-rina-matarazzo-x-500g/p/MLA21621619?pdp_filters=category:MLA1423#searchVariation=MLA21621619&position=2&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.972,TAP GROCERY,Nuevo  |  +5mil vendidos,(74 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1356398731,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Terrabusi Spaghetti N°3 500g,https://www.mercadolibre.com.ar/fideos-terrabusi-spaghetti-n3-500g/p/MLA28544406?pdp_filters=category:MLA1423#searchVariation=MLA28544406&position=10&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.021,ECOMODICO,Nuevo  |  +1000 vendidos,(653 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1584459888,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos  Most.rayad. 500 Gr Sta.isabel,https://www.mercadolibre.com.ar/fideos-mostrayad-500-gr-staisabel/p/MLA21164899?pdp_filters=category:MLA1423#searchVariation=MLA21164899&position=12&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,913,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(195 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1395499445,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Matarazzo 3 Vegetales Penne Rigate N°45 500g,https://www.mercadolibre.com.ar/fideos-matarazzo-3-vegetales-penne-rigate-n45-500g/p/MLA28611321?pdp_filters=category:MLA1423#searchVariation=MLA28611321&position=8&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.385,TAP GROCERY,Nuevo  |  +1000 vendidos,(676 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1398081983,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Lucchetti Foratini 500g,https://www.mercadolibre.com.ar/fideos-lucchetti-foratini-500g/p/MLA28615789?pdp_filters=category:MLA1423#searchVariation=MLA28615789&position=9&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.296,ECOMODICO,Nuevo  |  +500 vendidos,(5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1590716406,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Spaghetti Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-matarazzo-500g/p/MLA19943735?pdp_filters=category:MLA1423#searchVariation=MLA19943735&position=18&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.262,ECOMODICO,Nuevo  |  +10mil vendidos,(592 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1286466941,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Giacomo Capelettini Verdura 500 Grs,https://www.mercadolibre.com.ar/fideos-giacomo-capelettini-verdura-500-grs/p/MLA19977015?pdp_filters=category:MLA1423#searchVariation=MLA19977015&position=11&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,2.779,Ecomodico,Nuevo  |  +5mil vendidos,(221 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1432346870,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos tallarín Don Felipe pastas al huevo 500g,https://www.mercadolibre.com.ar/fideos-tallarin-don-felipe-pastas-al-huevo-500g/p/MLA20081097?pdp_filters=category:MLA1423#searchVariation=MLA20081097&position=21&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.447,TAP GROCERY,Nuevo  |  +1000 vendidos,(142 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280814696,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Tallarín Lucchetti X 500g,https://www.mercadolibre.com.ar/tallarin-lucchetti-x-500g/p/MLA29565915?pdp_filters=category:MLA1423#searchVariation=MLA29565915&position=19&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.166,ECOMODICO,Nuevo  |  +1000 vendidos,(198 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1410435585,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Don Vicente Tallarín 500g,https://www.mercadolibre.com.ar/fideos-don-vicente-tallarin-500g/p/MLA28611364?pdp_filters=category:MLA1423#searchVariation=MLA28611364&position=27&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,2.047,Ecomodico,Nuevo  |  +500 vendidos,(202 disponibles),Nuevo  |  +500 vendidos,No disponible,#1397902779,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Tirabuzón 3 Vegetales Matarazzo X500 Gr,https://www.mercadolibre.com.ar/fideos-tirabuzon-3-vegetales-matarazzo-x500-gr/p/MLA19957824?pdp_filters=category:MLA1423#searchVariation=MLA19957824&position=14&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,1.291,TAP GROCERY,Nuevo  |  +10mil vendidos,(112 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1275705480,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Italianos Pasta Barilla - Spaghettini N°3 500g,https://www.mercadolibre.com.ar/fideos-italianos-pasta-barilla-spaghettini-n3-500g/p/MLA21394480?pdp_filters=category:MLA1423#searchVariation=MLA21394480&position=20&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,7.030,CONFECTIONERY FINE FOODS,Nuevo  |  +1000 vendidos,(42 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1325039633,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Moños Don Vicente X 500 Gr,https://www.mercadolibre.com.ar/fideos-monos-don-vicente-x-500-gr/p/MLA21621621?pdp_filters=category:MLA1423#searchVariation=MLA21621621&position=23&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,2.369,TAP GROCERY,Nuevo  |  +1000 vendidos,(28 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1360847583,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Mostachol Verizzia 500 G,https://articulo.mercadolibre.com.ar/MLA-1371175964-fideos-mostachol-verizzia-500-g-_JM#position=46&search_layout=stack&type=item&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,835,GRUPO ELNENE,Nuevo  |  +5mil vendidos,(1170 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1371175964,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Pasta Delverde Italiana Lenguini 500 Grs ,https://www.mercadolibre.com.ar/pasta-delverde-italiana-lenguini-500-grs/p/MLA20021516?pdp_filters=category:MLA1423#searchVariation=MLA20021516&position=17&search_layout=stack&type=product&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,5.676,Ecomodico,Nuevo  |  +1000 vendidos,(20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1286466967,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
Fideos Verizzia Dedalito X500gr,https://articulo.mercadolibre.com.ar/MLA-1182515003-fideos-verizzia-dedalito-x500gr-_JM#position=47&search_layout=stack&type=item&tracking_id=37897118-ee8e-4904-a5bb-24623f74da2c,835,GRUPO ELNENE,Nuevo  |  +1000 vendidos,(526 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1182515003,2024-02-28 11:10:55,Alimentos y Bebidas,Almacén,Pastas,nan
