Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3
Fideos Spaghetti Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-matarazzo-500g/p/MLA19943735?pdp_filters=category:MLA412073#searchVariation=MLA19943735&position=4&search_layout=stack&type=product&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,1.359,Ecomodico,Nuevo  |  +10mil vendidos,(170 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1580995776,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Tallarín Don Vicente 500g,https://www.mercadolibre.com.ar/fideos-tallarin-don-vicente-500g/p/MLA19964512?pdp_filters=category:MLA412073#searchVariation=MLA19964512&position=3&search_layout=stack&type=product&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,1.935,Ecomodico,Nuevo  |  +10mil vendidos,(173 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1688078382,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Tallarín Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-tallarin-matarazzo-500g/p/MLA19937131?pdp_filters=category:MLA412073#searchVariation=MLA19937131&position=6&search_layout=stack&type=product&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,1.359,Ecomodico,Nuevo  |  +10mil vendidos,(436 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1410407141,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Rigatoni Verizzia 500 G,https://articulo.mercadolibre.com.ar/MLA-1371103776-fideos-rigatoni-verizzia-500-g-_JM#position=18&search_layout=stack&type=item&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,800,GRUPO ELNENE,Nuevo  |  +5mil vendidos,(594 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1371103776,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Tallarín Lucchetti X 500g,https://www.mercadolibre.com.ar/tallarin-lucchetti-x-500g/p/MLA29565915?pdp_filters=category:MLA412073#searchVariation=MLA29565915&position=9&search_layout=stack&type=product&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,1.403,Ecomodico,Nuevo  |  +1000 vendidos,(43 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1410435585,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Mostachol Verizzia 500 G,https://articulo.mercadolibre.com.ar/MLA-1371175964-fideos-mostachol-verizzia-500-g-_JM#position=21&search_layout=stack&type=item&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,800,GRUPO ELNENE,Nuevo  |  +5mil vendidos,(1120 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1371175964,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Terrabusi Tallarín N°7 500g,https://www.mercadolibre.com.ar/fideos-terrabusi-tallarin-n7-500g/p/MLA28611379?pdp_filters=category:MLA412073#searchVariation=MLA28611379&position=16&search_layout=stack&type=product&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,1.082,ECOMODICO,Nuevo  |  +1000 vendidos,(817 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1397915679,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Tallarin Verizzia 500 G,https://articulo.mercadolibre.com.ar/MLA-1284800195-fideos-tallarin-verizzia-500-g-_JM#position=22&search_layout=stack&type=item&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,800,GRUPO ELNENE,Nuevo  |  +10mil vendidos,(505 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1284800195,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Sin Tacc De Arroz Tradicional Soyarroz X 300 Gr.,https://www.mercadolibre.com.ar/fideos-sin-tacc-de-arroz-tradicional-soyarroz-x-300-gr/p/MLA21807572?pdp_filters=category:MLA412073#searchVariation=MLA21807572&position=12&search_layout=stack&type=product&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,2.242,DIETETICA VARELA,Nuevo  |  +5mil vendidos,(9 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1446882186,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
Fideos Tallarin 500 Gr Favorita,https://www.mercadolibre.com.ar/fideos-tallarin-500-gr-favorita/p/MLA28766309?pdp_filters=category:MLA412073#searchVariation=MLA28766309&position=13&search_layout=stack&type=product&tracking_id=3ef27838-68c2-4f71-a949-43a8e76f89fa,897,ECOMODICO,Nuevo  |  +1000 vendidos,(791 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1400508857,2024-03-25 17:05:37,Alimentos y Bebidas,Almacén,Pastas
