Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3
Harina De Garbanzos Yin Yang Sin Tacc 250g,https://www.mercadolibre.com.ar/harina-de-garbanzos-yin-yang-sin-tacc-250g/p/MLA19982374?pdp_filters=category:MLA389313#searchVariation=MLA19982374&position=1&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.273,VÍVET MARKET,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1288667083,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Fecula De Mandioca Sin Tacc X450gr Dicomere,https://www.mercadolibre.com.ar/fecula-de-mandioca-sin-tacc-x450gr-dicomere/p/MLA23537004?pdp_filters=category:MLA389313#searchVariation=MLA23537004&position=4&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.713,GREENANDML,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1426692388,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Arroz  Dicomere 1kg,https://www.mercadolibre.com.ar/harina-de-arroz-dicomere-1kg/p/MLA20719722?pdp_filters=category:MLA389313#searchVariation=MLA20719722&position=7&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,2.885,GREENANDML,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1302133241,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina para Arepas Morixe 1kg,https://www.mercadolibre.com.ar/harina-para-arepas-morixe-1kg/p/MLA20030916?pdp_filters=category:MLA389313#searchVariation=MLA20030916&position=11&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,4.160,DIETETICANUEVAVIDA,Nuevo  |  +5mil vendidos,No disponible,Nuevo  |  +5mil vendidos,No disponible,#1511776316,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
"Harina De Almendras Con Piel, 1 Kg",https://www.mercadolibre.com.ar/harina-de-almendras-con-piel-1-kg/p/MLA21214302?pdp_filters=category:MLA389313#searchVariation=MLA21214302&position=16&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,5.750,ALIMENTOS FUENTES,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1602710314,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina de fuerza especial para masa madre Chacabuco 1kg,https://www.mercadolibre.com.ar/harina-de-fuerza-especial-para-masa-madre-chacabuco-1kg/p/MLA20724129?pdp_filters=category:MLA389313#searchVariation=MLA20724129&position=23&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.638,ELHERALDO ALIMENTOS,Nuevo  |  +5mil vendidos,(4 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1391630522,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina Le 5 Stagioni Pizza Napoletana Tipo 00 1 Kg. Italia,https://www.mercadolibre.com.ar/harina-le-5-stagioni-pizza-napoletana-tipo-00-1-kg-italia/p/MLA19982345?pdp_filters=category:MLA389313#searchVariation=MLA19982345&position=24&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,6.000,ITALMARKET.AR,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1362746501,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Almendras Sin Piel - Super Fina Premium X 1kg,https://articulo.mercadolibre.com.ar/MLA-1386888927-harina-de-almendras-sin-piel-super-fina-premium-x-1kg-_JM#position=53&search_layout=stack&type=item&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,7.971,ALMENDRADABUENOSAIRES,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1386888927,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Fécula De Mandioca Ranchito X 1 Kg.,https://www.mercadolibre.com.ar/fecula-de-mandioca-ranchito-x-1-kg/p/MLA21807540?pdp_filters=category:MLA389313#searchVariation=MLA21807540&position=2&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,3.399,NEWGARDEN,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1434402344,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Trigo ultra refinada 0000 Pureza 1 Kg todos los usos,https://www.mercadolibre.com.ar/harina-de-trigo-ultra-refinada-0000-pureza-1-kg-todos-los-usos/p/MLA19951647?pdp_filters=category:MLA389313#searchVariation=MLA19951647&position=6&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.209,AEH MALL,Nuevo  |  +5mil vendidos,No disponible,Nuevo  |  +5mil vendidos,No disponible,#1419637117,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina Integral Fina Chacabuco 1 Kg,https://www.mercadolibre.com.ar/harina-integral-fina-chacabuco-1-kg/p/MLA27048710?pdp_filters=category:MLA389313#searchVariation=MLA27048710&position=5&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.675,GREENANDML,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1388547591,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina Morixe Leudante X 1kg,https://www.mercadolibre.com.ar/harina-morixe-leudante-x-1kg/p/MLA19982348?pdp_filters=category:MLA389313#searchVariation=MLA19982348&position=3&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.350,TAP GROCERY,Nuevo  |  +10mil vendidos,(+10 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1280821172,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Fecula De Mandioca Femag Sin Tacc - 1 Kg,https://www.mercadolibre.com.ar/fecula-de-mandioca-femag-sin-tacc-1-kg/p/MLA23921430?pdp_filters=category:MLA389313#searchVariation=MLA23921430&position=10&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,2.974,IMPORTADORANACCATO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1446749740,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Almendra El Cosaco X 200g Sin Tacc,https://www.mercadolibre.com.ar/harina-de-almendra-el-cosaco-x-200g-sin-tacc/p/MLA19958956?pdp_filters=category:MLA389313#searchVariation=MLA19958956&position=9&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,6.920,ATROCHEYMOCHE SHOP,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1274309801,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Arroz Integral Tostada Yin Yang Sin Tacc 500g,https://www.mercadolibre.com.ar/harina-de-arroz-integral-tostada-yin-yang-sin-tacc-500g/p/MLA19937957?pdp_filters=category:MLA389313#searchVariation=MLA19937957&position=12&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,2.771,VÍVET MARKET,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1288667082,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Garbanzo Libre De Gluten Makarona X 500g,https://www.mercadolibre.com.ar/harina-de-garbanzo-libre-de-gluten-makarona-x-500g/p/MLA27919952?pdp_filters=category:MLA389313#searchVariation=MLA27919952&position=8&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,738,TAP GROCERY,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394081957,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina Con Levadura Pureza Especial Pizza,https://www.mercadolibre.com.ar/harina-con-levadura-pureza-especial-pizza/p/MLA19951648?pdp_filters=category:MLA389313#searchVariation=MLA19951648&position=22&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.633,AEH MALL,Nuevo  |  +10mil vendidos,(4 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1416846407,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Quinoa Dicomere X 200 Gr Sin Tacc,https://www.mercadolibre.com.ar/harina-de-quinoa-dicomere-x-200-gr-sin-tacc/p/MLA26482437?pdp_filters=category:MLA389313#searchVariation=MLA26482437&position=27&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,2.213,GREENANDML,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384710601,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Fecula De Mandioca X 25 Kilo | Sin Tacc | Primera Calidad,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=vjycjxOVA%2FOhejEQIYp0W63bKn2cMB4KRVGHCFFY1yjiKSbYuffMOYfB3WTcD0z8RtH4U2D02UTSz%2F%2FNNWUKjjUHbb%2B1cD%2BjP3hdFpsagEPusE5N2bzmm%2BTiVEABFqSkito%2FF4i%2BvTk8l3c3LfveCdaqFfbPjevg%2FrTbqPkEcsolCHy5zfCtl%2FdiEFr%2BAImqAyPvUBERPDLmwkJgPVpEnXwig2SG9nMgFhFOL9qCmQcB8a22Jfm4jl2G5HcsQfYEg39rXUiJ1P37Q3oJaSIpHJxyOEO1XUDCpBh7kw5xVFfsMpKTQiMO1Tw2YkAPF5cVL3ng%2FaJcrU1NZyZJbBbQEj0brfFE85XxGS5n3RPdUuAqGqyXbAFceEzE51IcB9CtSzYNQ7Uy4DbJV%2BuxSR9%2F9jYgGddpS%2Fhg6837lSZ88bfm2RcCImMtsfIXadZuU%2BBWsOCzb58%2B8q1pHDSAeqlwS5lMuMDo%2FRnhxaaGGmd8au59XP3HPf6XgsGeDZ%2FwjJlm0pxLWj1ISDNDjk84YvsUUTsg8si0spAPchBdlIZyzaBf%2Bg1xvXreoaKzql5pKeR2PJPJytbPsC5kAzgk6nAk%2Bbpg5JhmT8HbfHmPLRjEUBwP7QL1SYXH3p6B0upLlIEm1NgUmqsF9ZSme5icLPZrUiZtU%2FD%2FjesSzUFk6MPDfZpqsDfMnQ7JmsUm1VAs46kbUWIjgo4vUdK%2FQgJti%2FaCqkyNVg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,51.750,FERNANDO BASS,Nuevo  |  +50 vendidos,(5 disponibles),Nuevo  |  +50 vendidos,No disponible,#1393486851,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Coco X 1 Kg | Premium |,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=8%2F5XCXehngiVN6SicpxRE77xKnfsk03G1eGISFPSMZ8nGtzhe4Ot1QviuYVKs7HzTJFBSiMP7hDQ3txgO7PxuIL%2F8g4vJUAA3Tu883ukikp4NOKp6t7qYICWev%2B5ehqHYTe3MPDYP9G7b6Mhy%2F06NTUbUfZ1acCqaJLHnMMlL6ekCio3d152fot%2BXd%2Fbb3UOlp6kusXVqDZcfnbkOHoQ4O1CAKL8ertlDXHW90ZC2tiMWIwVLqZUYDMQ%2BXFe5qShn8iktXHc1lyG9MjLRLF7c6eaOiERQ8zeLtJGgC8jKb6DplKNL%2F2GztF%2BLiUvz17kb0BQ1rFROgaIVSvJw147FLZdSfS2pXOrl6%2FS2pZBxRA5t9bYnJPmWknTxTjplk8sSY%2BD4A4suZWH%2BG190GEnV432h5Ln503iPxdqLAVfMgEu%2F7G4qD%2FHgPXrkboDlLbQvlhFxpXkQ6%2BRjFM1bWrutnJtuhcg07crwhucjjDtQwpi%2FGVQVbpoRcPB1HwHMN6z5GgBTnS05bln8wIof%2Bs2Y3gNVoWto7APjHn47fUK9cPY0IFcBzko%2B0SrluP7sgKGGDlR1ntXb6Ac8YZGzBjWefdjYmlsIJxaA74nzA6lDfnT7jEJkMTxtnJfoiQjDnbkGLFQkcuhdqa8GQUrAqFmqAbdfCoGYDCBbRglV0Dl0XZtQS5438VRAfbgWA%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,6.000,ALIMENTOS FUENTES,Nuevo  |  +500 vendidos,(5 disponibles),Nuevo  |  +500 vendidos,No disponible,#1520722848,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Coco El Cosaco Sin Tacc 200g,https://www.mercadolibre.com.ar/harina-de-coco-el-cosaco-sin-tacc-200g/p/MLA27712232?pdp_filters=category:MLA389313#searchVariation=MLA27712232&position=15&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,5.624,OLIVADONMATEO,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1540458322,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina integral de trigo y legumbres Chacabuco 750gr,https://www.mercadolibre.com.ar/harina-integral-de-trigo-y-legumbres-chacabuco-750gr/p/MLA23504462?pdp_filters=category:MLA389313#searchVariation=MLA23504462&position=18&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,2.010,GREENANDML,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1492049006,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Arroz Glutinoso 1 Kg. Origen Vietnam,https://www.mercadolibre.com.ar/harina-de-arroz-glutinoso-1-kg-origen-vietnam/p/MLA21859954?pdp_filters=category:MLA389313#searchVariation=MLA21859954&position=13&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,3.595,UMAMI BA,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1391443715,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Fecula De Mandioca X 500gr | Sin Tacc | Yin Yang,https://www.mercadolibre.com.ar/fecula-de-mandioca-x-500gr-sin-tacc-yin-yang/p/MLA20030964?pdp_filters=category:MLA389313#searchVariation=MLA20030964&position=21&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,3.509,VÍVET MARKET,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1288647650,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina de trigo pureza Cañuelas 000 1kg ultra refinada todos los usos,https://www.mercadolibre.com.ar/harina-de-trigo-pureza-canuelas-000-1kg-ultra-refinada-todos-los-usos/p/MLA21771964?pdp_filters=category:MLA389313#searchVariation=MLA21771964&position=14&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.630,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1446795096,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Semolín de trigo pan especial para pastas Chacabuco 1kg,https://www.mercadolibre.com.ar/semolin-de-trigo-pan-especial-para-pastas-chacabuco-1kg/p/MLA23504463?pdp_filters=category:MLA389313#searchVariation=MLA23504463&position=17&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,1.876,GREENANDML,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1386002947,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Fecula Mandioca Sin T.a.c.c Dimax,https://www.mercadolibre.com.ar/fecula-mandioca-sin-tacc-dimax/p/MLA20030944?pdp_filters=category:MLA389313#searchVariation=MLA20030944&position=28&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,3.915,POSITANO DISTRIBUIDORA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1574776618,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Coco  Dicomere 200g,https://www.mercadolibre.com.ar/harina-de-coco-dicomere-200g/p/MLA20719720?pdp_filters=category:MLA389313#searchVariation=MLA20719720&position=25&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,3.295,MULTIORGANICA,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1287215728,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Almendras Natural Seed | Free Gluten | 200g,https://www.mercadolibre.com.ar/harina-de-almendras-natural-seed-free-gluten-200g/p/MLA20030911?pdp_filters=category:MLA389313#searchVariation=MLA20030911&position=26&search_layout=stack&type=product&tracking_id=d5895d0b-62a0-4282-a859-e87830e13a88,5.000,TIENDA CANELA,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1504958374,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
Harina De Castañas De Cajú X 1 Kg,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=gBzzxqk3cBEsp2htNpJPAy2j8CvrIhzORifc2aUSS9dUFIcG%2FikHxqhi710OLtdC7W%2Bc6F%2FxcsrmFIWt73SuNo76R1zuPUiHDyE2OC6vmLLTZv%2FpCljpXno3HK%2BZcnmITSuwOis8co%2BVfQ%2BqTEprIJ8hWYPzrMUy6PIsDmQxn%2FuHcx8ydNIA1h5dRYtmCFbr%2BeUhEzhrdZBNGpzNEwstspUZKtvSvJ1%2BFofjjeSaZu6ath8ZJFPFx0qW99VH1AdkwQqKYi0u086qSn%2BmQA%2BNGhjSTt7K3y%2FV1vzCp4VE7qhm2Pet%2BP2Vj3KkRV77F9fecTck4zhhSzhey4Uri%2FGQMwWfOuzBDi6ribjubFdAYmsEem5MlscLm5%2FSrosr2ZnWZdtfSDUUfBhvpX60lNN5DIJbtSFrmCwEK4mjjNY5dpHekJfgONJDVsAQR31KSTx9ewQhoxKXEzokiUFg9nI1YvjAqW5FKgaYhNjcuoTivSkcbDshBGjANSniBBBpzr2%2Fh4S%2BJl4XyUCzUmcfd9aBXR8kWfxe16d4SUAQ4rQXcqfZS1vFB9wZvxbPSXprBdtLLW%2FgZ01IbyjhWLefl99HmLcUcf91N6fxKN1g6zVvC97f6HxMiZ10GhkoUM2oQh0ux2JAoSWFrmdk0qNaaB6HrAA%2FYmB%2F%2FbD%2B5ixMWJhFm7pMTAMKh7pm5ztfw%2F9OWw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,24.923,KETOGO MARKET,Nuevo  |  +5 vendidos,No disponible,Nuevo  |  +5 vendidos,No disponible,#932599919,2024-04-08 15:03:07,Alimentos y Bebidas,Almacén,Harina
