Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba mate Playadito suave 1000g,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-1000g/p/MLA21017193?pdp_filters=category:MLA409408#searchVariation=MLA21017193&position=2&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,4.299,TGWSTORE,Nuevo  |  +50mil vendidos,(849 disponibles),Nuevo  |  +50mil vendidos,OFERTA DEL DÍA,#1301673208,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Nobleza Gaucha Suave Sin Tacc X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-nobleza-gaucha-suave-sin-tacc-x-1-kg/p/MLA21239193?pdp_filters=category:MLA409408#searchVariation=MLA21239193&position=3&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,3.290,ECOMODICO,Nuevo  |  +10mil vendidos,(364 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1370357935,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Playadito Suave 500grs.,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-500grs/p/MLA19991741?pdp_filters=category:MLA409408#searchVariation=MLA19991741&position=4&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,2.360,OPEN25HS!,Nuevo  |  +10mil vendidos,(417 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1394136429,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias sabor tradicional 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-sabor-tradicional-1kg/p/MLA19839481?pdp_filters=category:MLA409408#searchVariation=MLA19839481&position=5&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,6.525,VENTAS MERCADONLINE,Nuevo  |  +50mil vendidos,(518 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1455090456,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Kurupí paraguaya menta y boldo 500g,https://www.mercadolibre.com.ar/yerba-mate-kurupi-paraguaya-menta-y-boldo-500g/p/MLA20008348?pdp_filters=category:MLA409408#searchVariation=MLA20008348&position=6&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,4.399,TGWSTORE,Nuevo  |  +10mil vendidos,(137 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1283532174,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Canarias Serena 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-serena-1kg/p/MLA20008630?pdp_filters=category:MLA409408#searchVariation=MLA20008630&position=7&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,7.700,OPEN25HS!,Nuevo  |  +5mil vendidos,(145 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1355571413,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias 500g Sab. Tradicional Original Importada,https://www.mercadolibre.com.ar/yerba-mate-canarias-500g-sab-tradicional-original-importada/p/MLA19957013?pdp_filters=category:MLA409408#searchVariation=MLA19957013&position=8&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,3.800,OPEN25HS!,Nuevo  |  +10mil vendidos,(709 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1362363578,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Tradicional Sin Tacc Cruz De Malta X 1kg,https://www.mercadolibre.com.ar/yerba-tradicional-sin-tacc-cruz-de-malta-x-1kg/p/MLA20068481?pdp_filters=category:MLA409408#searchVariation=MLA20068481&position=9&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,3.866,ECOMODICO,Nuevo  |  +1000 vendidos,(19 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1286549848,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Sol y Lluvia Barbacuá - Barbacuá - 2000 g - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/sol-y-lluvia-barbacua-barbacua-2000-g-unidad-1-bolsa/p/MLA23127803?pdp_filters=category:MLA409408#searchVariation=MLA23127803&position=10&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,8.132,TB AGRO S.A.S.,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1670702052,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate De Campo La Merced 500g C/ Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-de-campo-la-merced-500g-c-palo-original-sin-tacc/p/MLA19956928?pdp_filters=category:MLA409408#searchVariation=MLA19956928&position=11&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,3.400,OPEN25HS!,Nuevo  |  +50mil vendidos,(411 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1395567061,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Cosmico Suave 500g Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1397202569-yerba-mate-cosmico-suave-500g-sin-tacc-_JM#position=47&search_layout=stack&type=item&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,2.950,ASIQUEBUENOSRL,Nuevo  |  +100 vendidos,(982 disponibles),Nuevo  |  +100 vendidos,No disponible,#1397202569,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Grapia Milenaria 1 Kg. Estacionamiento Natural,https://www.mercadolibre.com.ar/yerba-mate-grapia-milenaria-1-kg-estacionamiento-natural/p/MLA21361701?pdp_filters=category:MLA409408#searchVariation=MLA21361701&position=12&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,5.700,Alma Nativa,Nuevo  |  +5mil vendidos,(428 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1594813528,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Barbacua La Merced 500g C/ Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-barbacua-la-merced-500g-c-palo-original-sin-tacc/p/MLA19956924?pdp_filters=category:MLA409408#searchVariation=MLA19956924&position=13&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,3.400,OPEN25HS!,Nuevo  |  +10mil vendidos,(279 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1404349897,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cachamate Sabor Coco X 500 Gr Nueva Producto! Sin Tacc,https://www.mercadolibre.com.ar/yerba-cachamate-sabor-coco-x-500-gr-nueva-producto-sin-tacc/p/MLA21882465?pdp_filters=category:MLA409408#searchVariation=MLA21882465&position=14&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,2.374,CAPSULANDIA,Nuevo  |  +1000 vendidos,(197 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1360784256,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Selección Nobleza Gaucha X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-seleccion-nobleza-gaucha-x-1-kg/p/MLA19973293?pdp_filters=category:MLA409408#searchVariation=MLA19973293&position=15&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,3.291,Ecomodico,Nuevo  |  +10mil vendidos,(58 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1286511123,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Canarias Para Mate Sabor Tradicional 1 Kg Original,https://articulo.mercadolibre.com.ar/MLA-1194000912-yerba-canarias-para-mate-sabor-tradicional-1-kg-original-_JM#position=48&search_layout=stack&type=item&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,6.800,OPEN25HS!,Nuevo  |  +1000 vendidos,(2201 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1194000912,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Cosmico Suave 500g Sin Tacc Pack X 10 Uds,https://articulo.mercadolibre.com.ar/MLA-1599513662-yerba-mate-cosmico-suave-500g-sin-tacc-pack-x-10-uds-_JM#position=49&search_layout=stack&type=item&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,29.500,ASIQUEBUENOSRL,Nuevo  |  +100 vendidos,(288 disponibles),Nuevo  |  +100 vendidos,No disponible,#1599513662,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Pajaro Azul Selección Especial 500gr,https://www.mercadolibre.com.ar/yerba-mate-pajaro-azul-seleccion-especial-500gr/p/MLA21239274?pdp_filters=category:MLA409408#searchVariation=MLA21239274&position=16&search_layout=stack&type=product&tracking_id=4567d6df-e385-4bd7-b3e8-5207164ebc2c,1.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(88 disponibles),Nuevo  |  +100 vendidos,No disponible,#1371262885,2024-03-04 10:46:07,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
