Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Cafe Bonafide Sensacion Intensa 500 Gramos.,https://www.mercadolibre.com.ar/cafe-bonafide-sensacion-intensa-500-gramos/p/MLA19944516#searchVariation=MLA19944516&position=39&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,6.967,SALVATORE ALIMENTOS,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1303682115,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cápsulas Nescafé Dolce Gusto Espresso por 16 Unidades,https://www.mercadolibre.com.ar/capsulas-nescafe-dolce-gusto-espresso-por-16-unidades/p/MLA24215212#searchVariation=MLA24215212&position=40&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,12.815,CAPSULANDIA,Nuevo  |  +50mil vendidos,(+50 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1392265708,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Torrado Molido La Planta De Cafe Cabrales 1000g 1kg,https://www.mercadolibre.com.ar/cafe-torrado-molido-la-planta-de-cafe-cabrales-1000g-1kg/p/MLA19966384#searchVariation=MLA19966384&position=41&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,14.474,DVL,Nuevo  |  +5mil vendidos,(3 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1400240157,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Starbucks Colombia café tostado y molido libre de gluten 250g,https://www.mercadolibre.com.ar/starbucks-colombia-cafe-tostado-y-molido-libre-de-gluten-250g/p/MLA20903898#searchVariation=MLA20903898&position=42&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,16.652,Nestlé,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1581833482,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantaneo La Virginia Seleccion Tostado Frasco 100 Gr,https://www.mercadolibre.com.ar/cafe-instantaneo-la-virginia-seleccion-tostado-frasco-100-gr/p/MLA24699607#searchVariation=MLA24699607&position=43&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,5.220,Ecomodico,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1381087301,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
 Starbucks Roast & Ground molido tostado 250 g,https://www.mercadolibre.com.ar/starbucks-roast-ground-molido-tostado-250-g/p/MLA20025907#searchVariation=MLA20025907&position=44&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,16.652,Nestlé,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1581922774,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Capsulas Nescafé Dolce Gusto espresso intenso 16 unidades,https://www.mercadolibre.com.ar/capsulas-nescafe-dolce-gusto-espresso-intenso-16-unidades/p/MLA19737045#searchVariation=MLA19737045&position=45&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,11.999,CPT Oficina,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1381287536,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Molido La Virginia Torrado Equilibrado X 1 Kg,https://www.mercadolibre.com.ar/cafe-molido-la-virginia-torrado-equilibrado-x-1-kg/p/MLA19979553#searchVariation=MLA19979553&position=46&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,13.062,SUPLEMENTOSNORT,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1684464224,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Nescafé Gold Espresso 100gr,https://www.mercadolibre.com.ar/nescafe-gold-espresso-100gr/p/MLA16112984#searchVariation=MLA16112984&position=47&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,14.699,CORIFOODML,Nuevo  |  +10mil vendidos,(+5 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1718299066,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe En Grano Tostado S/azucar Expreso Montibello Brasil 1kg,https://articulo.mercadolibre.com.ar/MLA-1382768468-cafe-en-grano-tostado-sazucar-expreso-montibello-brasil-1kg-_JM#position=53&search_layout=stack&type=item&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,31.609,INSUMOSCENTERONLINE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1382768468,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cápsulas De Café Nescafé® Dolce Gusto® Americano - X 16 Cáps,https://www.mercadolibre.com.ar/capsulas-de-cafe-nescafe-dolce-gusto-americano-x-16-caps/p/MLA24542403#searchVariation=MLA24542403&position=48&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,12.900,CAPSULANDIA,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1377591797,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Cafe Molido Intermezzo X 250 G Segafredo Zanetti,https://www.mercadolibre.com.ar/cafe-molido-intermezzo-x-250-g-segafredo-zanetti/p/MLA20025887#searchVariation=MLA20025887&position=49&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,7.420,VINOTECAVICENTE,Nuevo  |  +10mil vendidos,No disponible,Nuevo  |  +10mil vendidos,No disponible,#1294733299,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Bonaf Fundador Tostado Pack 1 Kilos,https://www.mercadolibre.com.ar/cafe-bonaf-fundador-tostado-pack-1-kilos/p/MLA27764820#searchVariation=MLA27764820&position=1&search_layout=stack&type=product&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,27.500,CAFEXPEND,Nuevo  |  +500 vendidos,(2 disponibles),Nuevo  |  +500 vendidos,No disponible,#1552531646,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
"Nescafé Tradición X 1 Kg, Nestlé Profesional, Expendedora",https://articulo.mercadolibre.com.ar/MLA-924299946-nescafe-tradicion-x-1-kg-nestle-profesional-expendedora-_JM#position=54&search_layout=stack&type=item&tracking_id=45e28220-ed9f-4120-aa60-e59d0903a1b8,35.500,Nestlé Professional,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#924299946,2024-04-08 14:53:46,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Cafe Molido Espresso Casa Segafredo Zanetti 250 G. Pack X4,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=7XPWu%2BA%2BzHLS%2FFKVNDrOP63cgLoJFNnVp%2FNW66C5wSMa87w7j0WjC6LUKFiv0vXRQGwtFh2b28%2FNIdWu0cxpEZOlkJhY9N6oSo46gWOXQ4uJwG2eyTjJr1JF9PAk9NDzB%2BycswZfqK8Y8lAmiFtP%2BwZ4ttqagbg6lzXXgeNE7PAZi5PJ7dAmeAgrhhdL6fEMH5481q13f7cWvNHDeDpcjVQE5waVsOAHWcqAf6%2F4N6G1MVPwKx2Ltai1oc9a0sKoydWn2Fa1nwXN8mPMK9X17pyOrA7jK67BHMxbBpDvX1S9BDmk4w0rbf8BMZpiDCexcBzHn%2FVnkMTDT6zodvvB6mbn%2FYNM9N8iOaHlYPI8tYY5vAZnd4oXyZcwiEmPpPraHCAX0%2BjKl%2FseLOKugmig8K8yhVsI%2FnCqu%2FgQzVB7UGZRTgFhfcinYIFkYR5f5BtAk2b5qbM58gdRnRPbQoslG%2BV66c%2B4AZZPPqZPt5rGgSaKwScYInWUQDC00w10Gi572DtV%2FStLtb9i6O7nNNveymokpn1EJsQ7UeHLVuMO8fiLypRHSGREfMIrKolVYiy8vygs%2FXRpdVzIt0K%2B3pSDaQ%2F%2FgfXYW4ZQB6jcEe4YW3yMLHm4GUggB%2BXR3QjcGppbHxbKHQioZTHbvOBqCmWIhIm%2BW4jXR16sORBeCjoJy%2FhRL6M54AmlfIHEbb9yDrKUoUmrK0c3ULdJKAeZLxruN2h7TUFnAQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,31.460,MERCADOGOURMET ONLINE,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1291687379,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Pack De Café 4 Unidades  X 250gr- Brasil - Colombia B2,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=rB1AL3viONarDKwSHjcTqa6vjSpZAUlJMApSELTMLwVRoNY2Gakzgg%2BTyOEemcSHuTOEY0DuDGQXtxoGzpkMPfdoX9%2Fb9pxuvoo4xJX%2B0QseWYtnFVZBFSzicAg9TpYwh%2FP3CCc7mCiNX9rVRG6qKewGaPtBcGXUUWuFpIpXD%2FG%2BKE2gzWHkTTg0PlBu143HIuoTOeoOZzwyOItepv3vjh1DXi2HLH4%2Fsj83cEr871CMBHHvM4Ca83Pa1qF8gQbo%2FVg2P5smF8IXCzktsDDMvCZfIW9Kt9Pi4fY0tlYgHj0z3dUe8CEra6K0qrEy3RHmhmBNVco2dJ07k%2BzM0JooZ76WcrER17AGlDu5eWoDEkchNfIYr5pFLZcVCDGZzuSjEjhdYa0tR%2BrenX7RLoZ%2F0KDZ2wDnSX%2BkZ0MA6d4LoIZnLJkBMYQeH1Nsgq3GHmCMb%2FjgljfLUQh%2BlhJ%2FomaWb73r%2FAKPMOsFSjCCvmkcUv8H8gVnoUP5YcblOwJ9uPFxir%2BFltvE5RIUgiGi%2Ff0G4SAWpEbK7rmZk%2F7QCGiQF%2F9b3ceLYgDAV5spn1dBKXvuW7ufmZhL6ssuoho2MxWMS6oFuWFfoKfl9TpYKWdE6H%2FqVijdpqR5p2IQu8WoP1NYcZljEtdXFLaEKT7q7ZqG%2BxZicaX8JbVJXRs7H2vWMvkQt3dO4ExErXD9GAEuzNji4d39sFzYhbamuwdx4U%2BrRi3I5THzXZ4UeXB9aNXEYDneZLihhsGBW4kSfGhyggfL1XgRNsQTxPWk6qPEJyvtkONTp1NfrMO3gitCSceOjfTY&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,39.700,CAFE GROUPP,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1470366492,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
3x Café Illy Blend - 125gr - 100% Arábica - Molido,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=sWZCxhgTtB52vioCAD%2F%2Fclx55BS9Hxlzdoscq%2BhNgGZoa7B6J9EQcKF0oIk6zosVGNB9EIXul8jCouaUg3BDKmrCaOQwFRKOFw01DkRqzb2mjtlaXp2mChCncD3Yt4sjJakw8ovg7sd0zN3l1F7s8mExMefrzAkS5SdwiopHQUCp9OGRMpFE696UML3dpaU7JVeuTbY%2BMfHuDs6LdIdMhtcKTZ3nCnpl8olcTkS8CSuN%2FBKt8SlAp49FNs1GfqLqqFTJYa5yRkXJ3KjCcfxHqxbnUbafPO48un66Djmuy08fdtRC07IWDtLaq%2BdKP30TMpof4kMQ8ZhceN7l0S%2FZNfBCDeyEsf%2BaBXpS9pJsws%2BLiE68RA03QmjhrJc%2BkmKW8F%2Fuj2Fghlx4q6Rnq446gKyu2iz73GvNBNY5%2FO%2FeMufjGCtnBemy9POvgwWC9IpqiIDpOqmA7%2BXtwp4TPazxzj9Te5VuWInqcLlJCsoUHCkVtsh%2FnhrtshBGTOmWuZVv2TTlXYZCajKBHRPKKStEwixGxOCYFvYUE5RLF4J7eR63WgWl4yXC%2FZNG97UWDcbby5hbpsAyxd4kwLR4P0szXrXqXFkk037WhoJ9pNrkPdipWu66lz7iFErkVw3jjNsHAkAM1XD9XSjb%2FONFZyD6JqP8vgSDYMIuzBljKNMzNovFtUXKj2t7oc5sYtOofjH2ErcJpU4TYzA%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,34.290,IMPORT COFFEECO,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1369931353,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Moledora Granos Maiz Maquina Para Arepas Tacos Cafe Molino Color Plateado,https://www.mercadolibre.com.ar/moledora-granos-maiz-maquina-para-arepas-tacos-cafe-molino-color-plateado/p/MLA29328225#searchVariation=MLA29328225&position=6&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,56.999,SMART-CLICK,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1617043358,2024-04-08 14:54:59,"Hogar, Muebles y Jardín",Bazar y Cocina,Utensilios de Preparación,Máquinas Manuales,Molinillos de Granos Manuales
Combo Cafe Molido Tostado Brasil 500g Sin Azúcar Agregada X2,https://www.mercadolibre.com.ar/combo-cafe-molido-tostado-brasil-500g-sin-azucar-agregada-x2/p/MLA28565002#searchVariation=MLA28565002&position=14&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,31.920,Cafe Martinez,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1584480062,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Venta Mayorista: Café Super Cabrales Molido Tostado 6 X 500g,https://www.mercadolibre.com.ar/venta-mayorista-cafe-super-cabrales-molido-tostado-6-x-500g/p/MLA21234656#searchVariation=MLA21234656&position=11&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,47.875,Tienda Rodelu,Nuevo  |  +500 vendidos,No disponible,Nuevo  |  +500 vendidos,No disponible,#1378211107,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Instantaneo La Virginia Clasico Doypack X 170 Gr La Virginia - Unidad - 1,https://www.mercadolibre.com.ar/cafe-instantaneo-la-virginia-clasico-doypack-x-170-gr-la-virginia-unidad-1/p/MLA22931621#searchVariation=MLA22931621&position=8&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,4.595,Ecomodico,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1370584983,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Starbucks toffee nut latte cápsulas Dolce Gusto 12 unidades	,https://www.mercadolibre.com.ar/starbucks-toffee-nut-latte-capsulas-dolce-gusto-12-unidades/p/MLA20714072#searchVariation=MLA20714072&position=13&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,9.487,Dolce Gusto,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1581844796,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
"Café En Grano, Tostado Natural 1kg - Colombia Premium -b-ep",https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=eiOCcjmPt3nm10JL3l4LL9SVDAcaHxpsNK2i7yp%2BkN7r4l8C7zCY5CMTb2XmwbWt%2F3Av31JlsWdtcPYfdYk4JMRouTv9xwyJHBCNbT1dhn06TSslBumix9OrDh2xszneBNSlJujucev%2FERdkVgDMrotezDcERPcmrhWEWnYcszbGMFSuQ0m1isNN30pyIbDGHuRp%2FJC1ZK3tRnANEJBPvXoXD78ooWEpJ0VF1TND8uJ9KCNT4RkD5dL%2BzUeAuRbYfDUGikwNQ%2FVJb2ZjAunIm1%2B5O1pXuMYOzvTWnDSSu%2F%2FI6A4Wkgzl%2BwC2ntLV4O6Br3ap6qT39IIDOxoNoMkbEWyO4HQuM4UlPahMV1EqaTas4PWE2J%2Fxf6xqm6Cep9f59X0sN052%2B5xlscgCB6Lj30Qw0WcTpz%2BhpMjh1vfZd6t8pegd2GSZm3Vsw1hKnGUUKoqBAAdXKJ%2BJcI45Df%2BywmTcv1qaxKd3NgQ9gn0PjqUqNcq%2FAv3Qq4tIHJ7udHmhEnabEdHqASMSJiZdKIEEAgc9wGmZP3Qa%2BAHz%2BexIg%2BCS1CxERyjtoIvn%2BpAIELF8DueVPF1XcltGRLDmq9qszkKXV%2BWMGdFt3TVyWYk9c%2F7QuUUQxAHv8JJoKixeHPsIGdSJecYQQk11GRMqK09OkmhpZ1gHlajx05Fv9mohg8ArHwnXnsjjADK465JinkIb%2FIOmylpKPz4zd0AW3SKJxE8o6qcM6HgNHUrlZee%2F907MapmJP3iFpINXhoGw%2FT3%2BGkREtxjJIUUuosyy5dZc%2FNcQmPasfwAxA3DVUJRFQPkQHQ83gw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,39.794,CAFE GROUPP,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1451886974,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Café En Grano Tostado 100% Santos Bourbon Brasil X 1 Kg.,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=nWbHTaPdJCkZg5hony%2FIW88vF5uQodhd7RgtU%2BTjWHSml1AMwGNsOwd4zCf5oFXyupxOmpCa%2BTFYDKaWSuWMj7VYiP4hz9f604vRN2diLEZ%2BRpBmROU5epwgs%2BgyOGPZwjrpBhtjAQ7KBeTLoU3NO5FVDMRGXmDNLpQkgCWh4eNVYQD7eNqv7wQG%2BO5%2F0kZG3EHI3zqUeVsEXXWcQ02TKjFseQEiXhNtn3f%2F5F9n2sbVsi7D8f82QlPOzTYcNQjQuLBJjq5XwcOCpxX5lHWfHnz4GVgCElg6vS8qkDe8l2BqMLLbTEVwHO%2FV7%2BAM%2B9a%2FJdwnBCnBJrnyPoFKUmP0JGCxYmpq3mJnzNxNAOPTLymnzsS0%2B5XZ7fgd7i8Q7cPlMYxK3Tt0icrjGPwKPuUpzxjLPcQINtFTaWGVH3vjSJrw5kjVxrwW7hCmwvFWrEtypkvY%2Fd7TJNM6oWr1MWewjooL2x64jiBtjo8ubrWqIDGIXJN7DG2uVqWoJtl8H0tGTRmuWaECWrerxDCWdWhakPmiyT7DTQppYwzVn59zd1Dkzr6%2Bg1TzgtPHReAxCIqco0ymbtEIqS%2BFpwdClI257IQtHQZvqeC%2FKW%2BKLsVsUbrbYCpfog%2FM67HKAJ0owvX3QtRT9JbqN9DoM4lGDbB8iW7%2FJTxgTeiIeb1PMIcKoLm8Th%2BU%2FSs5aiYrDt0wlFT7XV5ept5hfKrfRDCqevz9Jj07CNz%2Fv9iYI%2BHb8dkwB%2FJ7Iix9aO00Yp1LvIPjolG5AZxgFmak6vUZ%2FqpWs1%2FCBYgxTu34tXHyl22mSCSQGbhYoMA%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,32.770,CAFIER.ARG,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#713270171,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Combo Cafe Molido Italiano Y Brasil 500g S/azucar Agregada,https://www.mercadolibre.com.ar/combo-cafe-molido-italiano-y-brasil-500g-sazucar-agregada/p/MLA27998803#searchVariation=MLA27998803&position=4&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,32.965,Cafe Martinez,Nuevo  |  +100 vendidos,(+20 disponibles),Nuevo  |  +100 vendidos,No disponible,#1394850335,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Cafe Grano Cabrales Prestige 1kg Expresso Tostado,https://www.mercadolibre.com.ar/cafe-grano-cabrales-prestige-1kg-expresso-tostado/p/MLA20025842#searchVariation=MLA20025842&position=7&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,38.500,ATOMICA INSUMOS,Nuevo  |  +1000 vendidos,(+5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1417150059,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Capsulas Recargables Caffettino x 4Uni Compatibles Nespresso,https://www.mercadolibre.com.ar/capsulas-recargables-caffettino-x-4uni-compatibles-nespresso/p/MLA23532308#searchVariation=MLA23532308&position=12&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,11.800,BLIP,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1372355893,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Cápsulas,nan
Café Instataneo Morenita Intenso Frasco Sin Tacc X 170 Gr,https://www.mercadolibre.com.ar/cafe-instataneo-morenita-intenso-frasco-sin-tacc-x-170-gr/p/MLA25822976#searchVariation=MLA25822976&position=16&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,4.634,Ecomodico,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1381829339,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Café Lavazza - Crema E Aroma Italia En Grano X 1 Kg,https://www.mercadolibre.com.ar/cafe-lavazza-crema-e-aroma-italia-en-grano-x-1-kg/p/MLA20026299#searchVariation=MLA20026299&position=5&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,53.465,GABY FRAD,Nuevo  |  +5mil vendidos,(+20 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1361324978,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Combo Café Molido Tostado Suave 1933 260gr X4,https://www.mercadolibre.com.ar/combo-cafe-molido-tostado-suave-1933-260gr-x4/p/MLA28576569#searchVariation=MLA28576569&position=17&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,27.588,Cafe Martinez,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1397615721,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Molinillo De Cafe Manual Triturador Acero Inox Gadnic Color Gris,https://www.mercadolibre.com.ar/molinillo-de-cafe-manual-triturador-acero-inox-gadnic-color-gris/p/MLA26329374#searchVariation=MLA26329374&position=15&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,17.261,Gadnic,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1480251890,2024-04-08 14:54:59,"Hogar, Muebles y Jardín",Bazar y Cocina,Utensilios de Preparación,Máquinas Manuales,Molinillos de Granos Manuales
Cafe Martinez tostado molido Brasil 250g sin azúcar agregada,https://www.mercadolibre.com.ar/cafe-martinez-tostado-molido-brasil-250g-sin-azucar-agregada/p/MLA20026339#searchVariation=MLA20026339&position=29&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,8.521,Cafe Martinez,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1282331780,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Nuevo! Cafe Nescafe Gold Instantaneo 100g Sin Azucar S/ Tacc,https://articulo.mercadolibre.com.ar/MLA-1663776054-nuevo-cafe-nescafe-gold-instantaneo-100g-sin-azucar-s-tacc-_JM#position=53&search_layout=stack&type=item&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,11.999,CAPSULANDIA,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1663776054,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café Instantáneo
Café Cabrales La Planta Torrado Paquete De 500 Grs ,https://www.mercadolibre.com.ar/cafe-cabrales-la-planta-torrado-paquete-de-500-grs/p/MLA19944513#searchVariation=MLA19944513&position=48&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,7.886,DVL,Nuevo  |  +5mil vendidos,(4 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1400253065,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
Buena Cepa Despolvillador Unidad 1 Negro,https://www.mercadolibre.com.ar/buena-cepa-despolvillador-unidad-1-negro/p/MLA27803604#searchVariation=MLA27803604&position=22&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,6.264,BAZARYONLINE,Nuevo  |  +10mil vendidos,(5 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1583111954,2024-04-08 14:54:59,"Hogar, Muebles y Jardín",Bazar y Cocina,"Café, Té y Mate",Mates y Accesorios,Despolvillador de Yerba
Montibello Moka en grano tostado 1kg,https://www.mercadolibre.com.ar/montibello-moka-en-grano-tostado-1kg/p/MLA28257259#searchVariation=MLA28257259&position=25&search_layout=stack&type=product&tracking_id=7f998c1b-852b-4b92-83d0-2893342ef04c,31.309,INSUMOSCENTERONLINE,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1577030580,2024-04-08 14:54:59,Alimentos y Bebidas,Almacén,Infusiones,Café,Café en Granos y Molido
