Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Galletitas Arrocitas Con Sal Sesamo Lino 101g S/ Tacc Kosher,https://www.mercadolibre.com.ar/galletitas-arrocitas-con-sal-sesamo-lino-101g-s-tacc-kosher/p/MLA19849730?pdp_filters=category:MLA1423#searchVariation=MLA19849730&position=18&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(41 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1261564752,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Galletitas,nan
Copos Azucarados X 1kg - Envíos Todo El País,https://www.mercadolibre.com.ar/copos-azucarados-x-1kg-envios-todo-el-pais/p/MLA25809158?pdp_filters=category:MLA1423#searchVariation=MLA25809158&position=17&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,4.555,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1467357562,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Cereal Fort Chocolate Almendras Y Miel Caja De 24 Unid,https://www.mercadolibre.com.ar/barra-cereal-fort-chocolate-almendras-y-miel-caja-de-24-unid/p/MLA19566719?pdp_filters=category:MLA1423#searchVariation=MLA19566719&position=38&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,11.045,ALMACEN MINGO,Nuevo  |  +1000 vendidos,(7 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1378403748,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Chocolate Snuks Sin Tacc 240 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-chocolate-snuks-sin-tacc-240-gr/p/MLA25594461?pdp_filters=category:MLA1423#searchVariation=MLA25594461&position=19&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.833,NEWGARDEN,Nuevo  |  +1000 vendidos,(7 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1484043756,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Cereal Integra Base Chocolate Y Arándanos Por 10 U.,https://www.mercadolibre.com.ar/barra-de-cereal-integra-base-chocolate-y-arandanos-por-10-u/p/MLA22128280?pdp_filters=category:MLA1423#searchVariation=MLA22128280&position=22&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,9.252,PUNTONUEZ,Nuevo  |  +1000 vendidos,(19 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1373076072,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos Avena Y Miel X 500 G New Garden Cereales Aritos Avena Y Miel - Miel - Unidad - 1 - Paquete,https://www.mercadolibre.com.ar/aritos-avena-y-miel-x-500-g-new-garden-cereales-aritos-avena-y-miel-miel-unidad-1-paquete/p/MLA21857123?pdp_filters=category:MLA1423#searchVariation=MLA21857123&position=20&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,3.050,NEWGARDEN,Nuevo  |  +100 vendidos,(3 disponibles),Nuevo  |  +100 vendidos,No disponible,#1392257106,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Ki Bar Barrita Proteica Cacao Datiles + 3 Claras Sin Tacc,https://articulo.mercadolibre.com.ar/MLA-1353859098-ki-bar-barrita-proteica-cacao-datiles-3-claras-sin-tacc-_JM#position=52&search_layout=stack&type=item&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.399,CAPSULANDIA,Nuevo  |  +1000 vendidos,(135 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1353859098,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Aritos Frutales Snuks Sin Tacc 200 Gr,https://www.mercadolibre.com.ar/aritos-frutales-snuks-sin-tacc-200-gr/p/MLA21852205?pdp_filters=category:MLA1423#searchVariation=MLA21852205&position=21&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.490,BLIP,Nuevo  |  +100 vendidos,(26 disponibles),Nuevo  |  +100 vendidos,No disponible,#1362112931,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletas Redondas S/sal De Arroz Integral Sin Tacc 100gr X1u,https://www.mercadolibre.com.ar/galletas-redondas-ssal-de-arroz-integral-sin-tacc-100gr-x1u/p/MLA28872606?pdp_filters=category:MLA1423#searchVariation=MLA28872606&position=39&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,975,PURAVIDA STORE,Nuevo  |  +1000 vendidos,(203 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1600388586,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Galletitas,nan
Bolitas De Chocolate Snuks Sin Tacc 200 Gr,https://www.mercadolibre.com.ar/bolitas-de-chocolate-snuks-sin-tacc-200-gr/p/MLA21827056?pdp_filters=category:MLA1423#searchVariation=MLA21827056&position=25&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.490,BLIP,Nuevo  |  +100 vendidos,(21 disponibles),Nuevo  |  +100 vendidos,No disponible,#1391625958,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bocaditos Cereal Granix Avena Y Trigo Relleno Crema Avellana,https://www.mercadolibre.com.ar/bocaditos-cereal-granix-avena-y-trigo-relleno-crema-avellana/p/MLA19977257?pdp_filters=category:MLA1423#searchVariation=MLA19977257&position=23&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.899,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1280111027,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Couscous R&c X 500 Gr.,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=iRQw7bdwAOBSfV9Lf5%2F7AIXhrv2jl%2B9ViBBRLajOuoLP2yLXqzff%2FomEmy2efT1BwVi9SRgS4QQTe8fDHHrU59ncsQ0XKrjV5YD95cWcyPO3bZEyj4Iyd9foOqU3t%2BvODlJzXwbuFB5EF0lrJk9WNqY2CLFTst4FSQebHWz40d2Ca9oFB5%2BqgPOr9I17v5isvS9osUF9Ccaqt4j32s%2F%2Bfn8BYQcl3VDL9TEh5ZYeqOrnJYRyBxTqgMOlXXw%2BZGSKHqQYHympwvDeGC%2FwvDWE%2FLy1EuSCxVeBwozF6lkRxSX7Byhoa2Ymmpdmbxfri4XYlf%2By3l7Hdi2oEcr%2FRFvwb%2FecSU9eA3sJ2%2FxWFbiIsKRsVJIX0yZEaQWdrx9dokzMKMxQ3PEWoxm1FJU5eQXWIHluMluj7cfkkuHaLwtolqty4Re7WZah1aGeYbD%2F3mOcy0gy8JCxHyIgM0y7kEaItXiE%2BPHHiefuemBHpNzFpIznCUOeexrUJ9Emzl1SbBSfVP4%2B1XB8w%2FMB0sih65Y8jHFKpBqxhSKiKv3e1NocGxt2yE%2BE8k%2BEaiMXHmbuLqezAyHibnSiVOEt4IdW8O1UEPi7Ru2OyU8HpsV81Jobg5ZSDgBLsShCBR4OPo8SJiKjY6M%2BEichajnbLYI4XIJiDYrpL59n86IUw5vMfhg%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,6.514,NEWGARDEN,Nuevo  |  +500 vendidos,(26 disponibles),Nuevo  |  +500 vendidos,No disponible,#813719001,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Copos De Maíz Azucarados Granix De 1 Kilo ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=wqnmt7Osevlvbyt8ToyYqGNyNHlB25SpNMP7wGKHYGhpnkGil0eS%2F7Hnl9mgBPppVtRAn4V5e2mxsdbOjfYZtzq4oRjG3MUKY9FUGWW3hNvBIfx048DXrOk%2Fl56SoKIQNrUBGbwx%2BIpsKqiK68F7STvEJ1f1HfD6LAc3FmqjDv0%2F0HMaaaxmKvgMxxAqINJ3E8rK%2Fd4Z66Vi1FEHTR%2FTt8mjNHrCW9G180kPvOlLwRJTzVzT84gKY%2FPHDzmTmVkIehdodeYN9GvO%2FdTFQa8J368eY2ypV6pu9N8SmR2nl3UK%2FLOCTk8AsVYrFfnaUQxGNfVAqHjWq5X%2B7AqhS2RJ7hj%2FQVwpIxoYD0RWnvbUXEu%2BvqR8ePvuieGknGkzZjdJrKsFge1wofd1K2uT9DOXvOk9rI2AnXbioeogRglUvxTi5iof8VNOREvTPo%2B%2BFB3glGT%2FACkciguVWjzeZ7OfCEshOwUeCEd%2B57gsFo3Lzrg247cFD%2FHuJjwuMtMQ9Zx8QzFHsaaN4lOI1dQuzgJ1rQR2A%2B5eYXbCnFQK14t7tKhcLp5rd1GifysIRRZ52DdEEcWyLTuH4843j2HT%2FKzSzF1KNpkDmd5HMp8k8E3bjtjwZB9u1D7w2kJG6yvHy13aexNuE6jc%2Bh3FrC1h4sVNmj2ir2kXxmCsdrygdpxwDaiGnvQIwEDxKgOKoOZWNzmYw8A%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,4.694,POSITIVA,Nuevo  |  +50 vendidos,(38 disponibles),Nuevo  |  +50 vendidos,No disponible,#912584716,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletitas Cereales Bagley Con Avena Tripack Mediano,https://www.mercadolibre.com.ar/galletitas-cereales-bagley-con-avena-tripack-mediano/p/MLA21780274?pdp_filters=category:MLA1423#searchVariation=MLA21780274&position=27&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.808,TAP GROCERY,Nuevo  |  +500 vendidos,(11 disponibles),Nuevo  |  +500 vendidos,No disponible,#1353164093,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Galletitas,nan
Almohaditas De Avena Y Trigo X 2 Kgs.,https://www.mercadolibre.com.ar/almohaditas-de-avena-y-trigo-x-2-kgs/p/MLA21857126?pdp_filters=category:MLA1423#searchVariation=MLA21857126&position=26&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,10.182,NEWGARDEN,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#1381650700,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Cereal Girasol Y Arandanos Integra X 10 Unidades,https://www.mercadolibre.com.ar/barra-cereal-girasol-y-arandanos-integra-x-10-unidades/p/MLA21645852?pdp_filters=category:MLA1423#searchVariation=MLA21645852&position=34&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,7.039,PUNTONUEZ,Nuevo  |  +1000 vendidos,(20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1338599186,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Copos De Maiz Con Azucar 3.4 Kilos !,https://www.mercadolibre.com.ar/copos-de-maiz-con-azucar-34-kilos-/p/MLA22255870?pdp_filters=category:MLA1423#searchVariation=MLA22255870&position=28&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,14.900,DISTR.TUS.AMIGOS,Nuevo  |  +100 vendidos,No disponible,Nuevo  |  +100 vendidos,No disponible,#1383140138,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Semillas Y Arandanos Integra Sin Tacc X 10 Unidades,https://www.mercadolibre.com.ar/barra-semillas-y-arandanos-integra-sin-tacc-x-10-unidades/p/MLA20027381?pdp_filters=category:MLA1423#searchVariation=MLA20027381&position=29&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,9.197,Integra,Nuevo  |  +1000 vendidos,(29 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1346178096,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Frutillas X 1kg - Envios A Todo El Pais,https://articulo.mercadolibre.com.ar/MLA-820991141-almohaditas-rellenas-frutillas-x-1kg-envios-a-todo-el-pais-_JM#position=53&search_layout=stack&type=item&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,6.312,TIENDA-EL PORTUGUÉS,Nuevo  |  +5mil vendidos,(25 disponibles),Nuevo  |  +5mil vendidos,No disponible,#820991141,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Cereal Flow mix de frutas georgalos caja X 20 unidades,https://www.mercadolibre.com.ar/cereal-flow-mix-de-frutas-georgalos-caja-x-20-unidades/p/MLA22128279?pdp_filters=category:MLA1423#searchVariation=MLA22128279&position=32&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,8.746,MEJORPRECIO.COM.AR,Nuevo  |  +100 vendidos,(12 disponibles),Nuevo  |  +100 vendidos,No disponible,#1410529652,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Copos De Maiz Granix Tradicionales Corn Flakes ,https://articulo.mercadolibre.com.ar/MLA-1104333587-cereal-copos-de-maiz-granix-tradicionales-corn-flakes-_JM#position=54&search_layout=stack&type=item&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.674,01MERCADO,Nuevo  |  +500 vendidos,(23 disponibles),Nuevo  |  +500 vendidos,No disponible,#1104333587,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Display Barrita Cereal Coco Y Choco Laddubar Vegano Sin Tacc,https://www.mercadolibre.com.ar/display-barrita-cereal-coco-y-choco-laddubar-vegano-sin-tacc/p/MLA25558601?pdp_filters=category:MLA1423#searchVariation=MLA25558601&position=33&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,5.930,MEJORPRECIO.COM.AR,Nuevo  |  +1000 vendidos,(682 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1465363592,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Chocoflakes Granix Cereal Copos de Chocolate,https://www.mercadolibre.com.ar/chocoflakes-granix-cereal-copos-de-chocolate/p/MLA25809161?pdp_filters=category:MLA1423#searchVariation=MLA25809161&position=35&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.283,01MERCADO,Nuevo  |  +500 vendidos,(7 disponibles),Nuevo  |  +500 vendidos,No disponible,#1467337492,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Aritos De Cereal Sabor Miel Sin Tacc Snack 130gr Pack X3,https://www.mercadolibre.com.ar/aritos-de-cereal-sabor-miel-sin-tacc-snack-130gr-pack-x3/p/MLA28209526?pdp_filters=category:MLA1423#searchVariation=MLA28209526&position=36&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,3.894,OLIVADONMATEO,Nuevo  |  +5 vendidos,(12 disponibles),Nuevo  |  +5 vendidos,No disponible,#1570091112,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Cerealfort Barrita De Cereal por 24 Unidades Sabor Tradicional,https://www.mercadolibre.com.ar/cerealfort-barrita-de-cereal-por-24-unidades-sabor-tradicional/p/MLA19609620?pdp_filters=category:MLA1423#searchVariation=MLA19609620&position=37&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,9.399,UPSTORE RAMOS,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1389299953,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas De Avena Y Trigo X 1 Kg New Garden Cereales Almohaditas De Avena Y Trigo - Avena - Unidad - 1,https://www.mercadolibre.com.ar/almohaditas-de-avena-y-trigo-x-1-kg-new-garden-cereales-almohaditas-de-avena-y-trigo-avena-unidad-1/p/MLA21857121?pdp_filters=category:MLA1423#searchVariation=MLA21857121&position=44&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,4.840,NEWGARDEN,Nuevo  |  +100 vendidos,(16 disponibles),Nuevo  |  +100 vendidos,No disponible,#1366429101,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletitas Arrocitas Sin Sal Sesamo Lino 101g S/ Tacc Kosher,https://www.mercadolibre.com.ar/galletitas-arrocitas-sin-sal-sesamo-lino-101g-s-tacc-kosher/p/MLA19733961?pdp_filters=category:MLA1423#searchVariation=MLA19733961&position=50&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.889,NEWGARDEN,Nuevo  |  +1000 vendidos,(11 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1217030689,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Galletitas,nan
Trigo Burgol Grueso X 1 Kilo,https://articulo.mercadolibre.com.ar/MLA-924033076-trigo-burgol-grueso-x-1-kilo-_JM#position=55&search_layout=stack&type=item&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.892,POSITIVA,Nuevo  |  +100 vendidos,(13 disponibles),Nuevo  |  +100 vendidos,No disponible,#924033076,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Zafran Barrita De Almendra Y Coco Sin Tacc Pack X 12 Unid,https://www.mercadolibre.com.ar/zafran-barrita-de-almendra-y-coco-sin-tacc-pack-x-12-unid/p/MLA22128281?pdp_filters=category:MLA1423#searchVariation=MLA22128281&position=47&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,9.793,SOMOS BUHA,Nuevo  |  +1000 vendidos,(36 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1377943014,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cebada Perlada X 5 Kg Aporta Fibra ,https://articulo.mercadolibre.com.ar/MLA-1358574627-cebada-perlada-x-5-kg-aporta-fibra-_JM#position=56&search_layout=stack&type=item&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,12.117,LUNIC DISTRIBU,Nuevo  |  +50 vendidos,(9 disponibles),Nuevo  |  +50 vendidos,No disponible,#1358574627,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Zafran Barrita De Arandanos Y Almend Sin Tacc Pack X 12 Unid,https://www.mercadolibre.com.ar/zafran-barrita-de-arandanos-y-almend-sin-tacc-pack-x-12-unid/p/MLA21256153?pdp_filters=category:MLA1423#searchVariation=MLA21256153&position=48&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,7.956,PUNTONUEZ,Nuevo  |  +1000 vendidos,(25 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1404879723,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Frutilla Snuks Sin Tacc 240 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-frutilla-snuks-sin-tacc-240-gr/p/MLA25374442?pdp_filters=category:MLA1423#searchVariation=MLA25374442&position=41&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.833,NEWGARDEN,Nuevo  |  +500 vendidos,No disponible,Nuevo  |  +500 vendidos,No disponible,#1467046284,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita Flow Yogurt Light Georgalos 20 X24g,https://www.mercadolibre.com.ar/barrita-flow-yogurt-light-georgalos-20-x24g/p/MLA21526623?pdp_filters=category:MLA1423#searchVariation=MLA21526623&position=42&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,9.846,MEJORPRECIO.COM.AR,Nuevo  |  +500 vendidos,(193 disponibles),Nuevo  |  +500 vendidos,No disponible,#1368608807,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Granix Aritos Frutales Bajo En Sodio,https://www.mercadolibre.com.ar/cereal-granix-aritos-frutales-bajo-en-sodio/p/MLA19943745?pdp_filters=category:MLA1423#searchVariation=MLA19943745&position=43&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,3.663,01MERCADO,Nuevo  |  +50 vendidos,(3 disponibles),Nuevo  |  +50 vendidos,No disponible,#1327308624,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas Rellenas Con Crema De Maní  X 4 K Granix,https://www.mercadolibre.com.ar/almohaditas-rellenas-con-crema-de-mani-x-4-k-granix/p/MLA23016557?pdp_filters=category:MLA1423#searchVariation=MLA23016557&position=45&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,33.445,POSITIVA,Nuevo  |  +1000 vendidos,(3 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1412044984,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita de Cereal Muecas Cacao Avellanas Y Coco de 45 g,https://www.mercadolibre.com.ar/barrita-de-cereal-muecas-cacao-avellanas-y-coco-de-45-g/p/MLA19762245?pdp_filters=category:MLA1423#searchVariation=MLA19762245&position=46&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.986,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(558 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1228323486,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereales Rellenos Frutilla Bocadito Granix Bolsa X 180 Gr,https://www.mercadolibre.com.ar/cereales-rellenos-frutilla-bocadito-granix-bolsa-x-180-gr/p/MLA19943725?pdp_filters=category:MLA1423#searchVariation=MLA19943725&position=49&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.432,BELGROUP,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1410598685,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barrita Cereales Muecas Manzana Arandanos Nuez 45g Capsuland,https://www.mercadolibre.com.ar/barrita-cereales-muecas-manzana-arandanos-nuez-45g-capsuland/p/MLA19735183?pdp_filters=category:MLA1423#searchVariation=MLA19735183&position=40&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.420,GODEXDISTRIBUCION5,Nuevo  |  +5mil vendidos,(95 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1528783270,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
