Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Almohaditas Rellenas De Crema De Avellanas Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-crema-de-avellanas-lasfor-200-gr/p/MLA21790731?pdp_filters=category:MLA1423#searchVariation=MLA21790731&position=33&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,1.552,AEH MALL,Nuevo  |  +100 vendidos,(14 disponibles),Nuevo  |  +100 vendidos,No disponible,#1398695297,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Galletas Redondas C/sal De Arroz Integral Sin Tacc X1u 100g,https://www.mercadolibre.com.ar/galletas-redondas-csal-de-arroz-integral-sin-tacc-x1u-100g/p/MLA28863428?pdp_filters=category:MLA1423#searchVariation=MLA28863428&position=35&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,975,PURAVIDA STORE,Nuevo  |  +1000 vendidos,(93 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1600427732,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Galletitas,nan
Aritos Con Miel X 1kg - A Todo El País,https://www.mercadolibre.com.ar/aritos-con-miel-x-1kg-a-todo-el-pais/p/MLA27047199?pdp_filters=category:MLA1423#searchVariation=MLA27047199&position=39&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,3.990,ALIMENTOS FUENTES,Nuevo  |  +1000 vendidos,(19 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1399276653,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Baston De Salvado X 1kg,https://www.mercadolibre.com.ar/baston-de-salvado-x-1kg/p/MLA26209010?pdp_filters=category:MLA1423#searchVariation=MLA26209010&position=53&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,4.025,TIENDA-EL PORTUGUÉS,Nuevo  |  +1000 vendidos,(17 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1383969061,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
20 Barras Wik Taste Quinoa Y Chocolate Kosher Vegan Sin Tacc,https://www.mercadolibre.com.ar/20-barras-wik-taste-quinoa-y-chocolate-kosher-vegan-sin-tacc/p/MLA21972238?pdp_filters=category:MLA1423#searchVariation=MLA21972238&position=50&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,11.466,DIETETICANUEVAVIDA,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1361993239,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Sabor Chocolate Zucaritas Kelloggs 240g,https://www.mercadolibre.com.ar/cereal-sabor-chocolate-zucaritas-kelloggs-240g/p/MLA28055227?pdp_filters=category:MLA1423#searchVariation=MLA28055227&position=49&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,1.243,AEH MALL,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1398695853,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Avena Banana Integra 40 Gr Caja X 10 Unidades,https://www.mercadolibre.com.ar/barra-de-avena-banana-integra-40-gr-caja-x-10-unidades/p/MLA28082296?pdp_filters=category:MLA1423#searchVariation=MLA28082296&position=51&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,9.623,GREENANDML,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1395575395,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Quinoa Pop Inflado Yin Yang,https://articulo.mercadolibre.com.ar/MLA-1141531811-quinoa-pop-inflado-yin-yang-_JM#position=54&search_layout=stack&type=item&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,599,VÍVET MARKET,Nuevo  |  +10mil vendidos,(30 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1141531811,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Cereal Caju Y Arandanos Integra X 10 Unidades,https://www.mercadolibre.com.ar/barra-cereal-caju-y-arandanos-integra-x-10-unidades/p/MLA34021088?pdp_filters=category:MLA1423#searchVariation=MLA34021088&position=52&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,8.490,Integra,Nuevo  |  +500 vendidos,(32 disponibles),Nuevo  |  +500 vendidos,No disponible,#1332893241,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas Chocolate X 500 Gr - Env A Todo El Pais,https://www.mercadolibre.com.ar/almohaditas-rellenas-chocolate-x-500-gr-env-a-todo-el-pais/p/MLA26913450?pdp_filters=category:MLA1423#searchVariation=MLA26913450&position=25&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,3.791,TIENDA-EL PORTUGUÉS,Nuevo  |  +100 vendidos,(6 disponibles),Nuevo  |  +100 vendidos,No disponible,#1505088868,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra De Cereales Cereal Mix Yoghurt Y Frutilla X20 Unidades,https://www.mercadolibre.com.ar/barra-de-cereales-cereal-mix-yoghurt-y-frutilla-x20-unidades/p/MLA29546064?pdp_filters=category:MLA1423#searchVariation=MLA29546064&position=24&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,10.170,GOLOSINAR,Nuevo  |  +1000 vendidos,(4 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1402628473,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
cereales Copos De Maíz Azucarados 3 Arroyos X 4 Kg,https://www.mercadolibre.com.ar/cereales-copos-de-maiz-azucarados-3-arroyos-x-4-kg/p/MLA28863363?pdp_filters=category:MLA1423#searchVariation=MLA28863363&position=26&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,11.490,ALIMENTOS FUENTES,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1602851766,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bagley Galletitas De Salvado Original 3 Paquetes 507 Grs,https://www.mercadolibre.com.ar/bagley-galletitas-de-salvado-original-3-paquetes-507-grs/p/MLA20002762?pdp_filters=category:MLA1423#searchVariation=MLA20002762&position=28&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,2.808,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(24 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1384214111,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Galletitas,nan
Skarchitos Copos De Maiz Azucarados Cereal Granix ,https://www.mercadolibre.com.ar/skarchitos-copos-de-maiz-azucarados-cereal-granix/p/MLA21234058?pdp_filters=category:MLA1423#searchVariation=MLA21234058&position=30&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,2.542,01MERCADO,Nuevo  |  +1000 vendidos,(9 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1316686036,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Almohaditas Rellenas De Limón X 500g - s A Todo El País,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-limon-x-500g-s-a-todo-el-pais/p/MLA26444833?pdp_filters=category:MLA1423#searchVariation=MLA26444833&position=36&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,3.557,TIENDA-EL PORTUGUÉS,Nuevo  |  +100 vendidos,(10 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384721863,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Semillas Y Chocolate Integra Sin Tacc X 10 Unidades,https://www.mercadolibre.com.ar/barra-semillas-y-chocolate-integra-sin-tacc-x-10-unidades/p/MLA28565062?pdp_filters=category:MLA1423#searchVariation=MLA28565062&position=38&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,9.197,Integra,Nuevo  |  +500 vendidos,(29 disponibles),Nuevo  |  +500 vendidos,No disponible,#1584418284,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Mousse De Limón Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-mousse-de-limon-lasfor-200-gr/p/MLA21827053?pdp_filters=category:MLA1423#searchVariation=MLA21827053&position=40&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,1.706,AEH MALL,Nuevo  |  +100 vendidos,(35 disponibles),Nuevo  |  +100 vendidos,No disponible,#1398721243,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Almendra Y Nuez Integra 41 G X 10 Unidades,https://www.mercadolibre.com.ar/barra-almendra-y-nuez-integra-41-g-x-10-unidades/p/MLA28134679?pdp_filters=category:MLA1423#searchVariation=MLA28134679&position=42&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,8.490,Integra,Nuevo  |  +1000 vendidos,(61 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1626496624,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereal Aritos Con Miel Granix Bajo En Sodio Y En Grasas,https://www.mercadolibre.com.ar/cereal-aritos-con-miel-granix-bajo-en-sodio-y-en-grasas/p/MLA20959200?pdp_filters=category:MLA1423#searchVariation=MLA20959200&position=43&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,1.891,01MERCADO,Nuevo  |  +500 vendidos,(20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1300059047,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
 Muecas Caja X16 Barritas De Cereal Manzana Arandanos Y Nuez,https://www.mercadolibre.com.ar/muecas-caja-x16-barritas-de-cereal-manzana-arandanos-y-nuez/p/MLA19856558?pdp_filters=category:MLA1423#searchVariation=MLA19856558&position=47&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,10.393,PUNTONUEZ,Nuevo  |  +5mil vendidos,(48 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1403777979,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Frutilla Lasfor 200 Gr Lasfor Almohaditas Rellenas - Frutilla - 200 g - Unidad - 1 - Bolsa,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-frutilla-lasfor-200-gr-lasfor-almohaditas-rellenas-frutilla-200-g-unidad-1-bolsa/p/MLA21960343?pdp_filters=category:MLA1423#searchVariation=MLA21960343&position=1&search_layout=stack&type=product&tracking_id=86e5dada-75c8-4bf4-b6f4-aeb344652ba0,1.999,BLIP,Nuevo  |  +500 vendidos,(45 disponibles),Nuevo  |  +500 vendidos,No disponible,#1391723986,2024-03-31 00:53:38,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Ositos De Avena Maiz Y Trigo X 500 G,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=NQ2NVOjfXYgghlvAbyt05OblwDwRl2VSwgS4MswUKiBMHS8RU3XBMbi1vYKk1sj1JjInSdST%2FOcSniHDL1PqiJrQzgEbd1Cfe1T5mOD%2BLi2%2BMV7qTAnEj%2BEaAmqQCVwH%2Fu%2BqmMKoGEpi%2BkkFVAEXGKgKOK9M2kvVYLTjNFdiW53%2FQJSXVcBEFNDyA7BXmGivcvieCIacPTkP15k09pcowjnR7wi6wy%2F7jIipUZY%2F2ePfgG3jk%2FLwo9ZcuJI8WZafTiPV18AhJvZsZM%2FVGZG1jeU6wbP8wzE0Nk%2BZzWGSmZunB%2F4FPm0CvTFT9l4Umft0GWp9kFGWVfngRLvhOYCFdhq%2BnlZK9HvaG0Y6FH1vRmN6sMU1cgDkeHQxnFC3WJA39L1B1Fx4ELy2fBMQF0tHOyAjV%2BWICZ4iG9uBQCPQ9d9FKbE%2BIteHbCxxHoW%2BFcA0FaaI2oOt0pQCqPzl5YkEJXMMb5%2BNTP6eje250gqil%2F5sEVsNbOzTEe5DZfNW7l88NGiWczHWod8OsmX%2FH2sowZG0mFuHLRq1vzXzCOu%2Ftlo8ZDdKiSicj0KX0Q%2Bz0hRp70o0pdrGU0VRUr870o14BIHYKjjEtwU4S%2FfZTYScfTNZGJS2Wi%2Bw6QHcQYS9%2Fp%2B8zYimaD23%2FhQjZY9xfU6cgys%2BYr0k%2FUPZ%2BAqCg24EJpgn46RtMnGK3MGPLSs%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,3.526,NEWGARDEN,Nuevo  |  +100 vendidos,(17 disponibles),Nuevo  |  +100 vendidos,No disponible,#883011703,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Trigo Burgol Grueso X 5 Kilos,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=K0RSHGO6p3H1XXjKhSXe1JvkoWaLPjot89xeCVQgiez7qtCok6rVHzSTtMhtiYv2W9OVrK63dJIXtupUWAOeVLDH1d0ELgzvJiNqQTk7NrlOjdpvTbmKrK7EfBwSVzQ2iJmEhV3MAa6agDFIt2Vd9bf93f%2BEsjWi06%2BLHCRBzRHYMlrAOl7RGSt5Q6datFC7X2c%2FAentPeldg92OElcyLjK%2Fns67LhInDzEcIUL%2FBDsGaeWWGmDV7Yp1bDUq6wW36tV%2FbLlRk0gfAoaoGRnwgmtKX6cEpwtv%2BJQzWhwR7Q%2FGe0zMDAq7zAc2GblAnskI0Mi30C2Fv%2BLYF9onoiq9PIu9tywfub5PErhvm%2Fedmfui0n3gq4eKz404ilhdG%2BIYFefr4amD%2Bzbd48MYeFLcd2K%2FQ%2FnbArl8SrSinLDML2XDrj5rpfhWs%2B2tLd2S8qOdp0aOPYtytBoobYphfUnk2bgzQNvxPkyM8IwYYpNbK1Uk0McJE8mSys0gsYD4hbKGFF6RKpdpw8O%2B9CurpQwLZYxy%2BU4ThxlS0dhGQs%2BzFQVJ%2Fz3J5KpDcWD375PRekP%2FpxaY%2FvU7x4XU6m%2B1QFAwxyWoP1fBqf11d53TqYY17bXL83EIoOMaVcm5dfLS7FboB3MLN65iPWheL%2BAP%2BdqYHsZWJlkF8WjWWd9W0eC6kBkFnz0Z&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,10.071,POSITIVA,Nuevo  |  +50 vendidos,(2 disponibles),Nuevo  |  +50 vendidos,No disponible,#924032271,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bagley Galletitas De Salvado Original 3 Paquetes 507 Grs,https://www.mercadolibre.com.ar/bagley-galletitas-de-salvado-original-3-paquetes-507-grs/p/MLA20002762?pdp_filters=category:MLA1423#searchVariation=MLA20002762&position=5&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.808,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(24 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1384214111,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Galletitas,nan
Cereal Aritos Con Miel Granix Bajo En Sodio Y En Grasas,https://www.mercadolibre.com.ar/cereal-aritos-con-miel-granix-bajo-en-sodio-y-en-grasas/p/MLA20959200?pdp_filters=category:MLA1423#searchVariation=MLA20959200&position=16&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.891,01MERCADO,Nuevo  |  +500 vendidos,(20 disponibles),Nuevo  |  +500 vendidos,No disponible,#1300059047,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barritas Integra almendra y nuez caja con 10 unidades de 42g,https://www.mercadolibre.com.ar/barritas-integra-almendra-y-nuez-caja-con-10-unidades-de-42g/p/MLA21256154?pdp_filters=category:MLA1423#searchVariation=MLA21256154&position=12&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,8.610,PUNTONUEZ,Nuevo  |  +1000 vendidos,(30 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1336984090,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Cereales Nesfit Cero Azucares X 220g,https://www.mercadolibre.com.ar/cereales-nesfit-cero-azucares-x-220g/p/MLA21674216?pdp_filters=category:MLA1423#searchVariation=MLA21674216&position=8&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,4.437,ECOMODICO,Nuevo  |  +1000 vendidos,(17 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1713297026,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bocaditos Cereal Granix Avena Y Trigo Relleno Crema De Mani,https://www.mercadolibre.com.ar/bocaditos-cereal-granix-avena-y-trigo-relleno-crema-de-mani/p/MLA26444846?pdp_filters=category:MLA1423#searchVariation=MLA26444846&position=14&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.662,01MERCADO,Nuevo  |  +100 vendidos,(8 disponibles),Nuevo  |  +100 vendidos,No disponible,#1384710607,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Almendra Y Nuez Integra 41 G X 10 Unidades,https://www.mercadolibre.com.ar/barra-almendra-y-nuez-integra-41-g-x-10-unidades/p/MLA28134679?pdp_filters=category:MLA1423#searchVariation=MLA28134679&position=3&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,8.490,Integra,Nuevo  |  +1000 vendidos,(61 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1626496624,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Frutilla X 1kg - Marca Lasfor,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=NOU%2BmEgIz6FgILC2EOwzY8ZiVgYvJgeryYDzg8twZtpn6DxcR8Fqqulwcan2bnI11ARzB59XRgEkpox%2BDFPwY3Uy7DG2uGiXNf%2B%2BoiTBxVyfTWk7IokG7EJ0yR%2F3XxlZHIwa2wT3UtM4KSTWBmyzqPaiuri9xp7VTMsS9MeSNAWf%2BHFhEJheDMNX8c3EM32aOazEmM%2FILJVmiHPZ2x8IW7h0U4xidcAdZI79k3Z2PqIzMF5bX8JnIAm3COnxMvO7pLhgag1UzPq%2FZLjvUXbVc3NdIZYXZL2ptjahIJGNKVpEl0japPAZhoPGuPtKSPCwNbTqmqW7q1FLB4ovyHx1F1LZkDmRlbUEWpBO7ZNO3FwzL8l1csArUyEwgsBh%2BYG0PScKBPrmx3ygAjsxYbCL2XKfy99yw8f6cB549BynVNPMNNbxv6gI9MxpkA%2B0yDzo7omEEd8S4VugRmsLYDW00sO0XTcMfqcwYngUSYDRp5aWGSND9BwXL%2BM4uNqW%2B45NBxDrLTHdqd4PqubkO%2F%2FhvPH9TWVGCKaUnifXzIjJDK8DbZmdwYAk8h8LFgRDRckVocK1ogRKoAImbX7n1dLsgR%2BfEFN%2Fks5FXG9idFWXZKWX0kmDIVXQEl6QSrX99PKzWUQ7tHRf0poUBw5sP52kWCmb68jDjFxtIV1wK0KwGyJoWZUgE7O4GaZ%2FOhvRAGWmtYPKBR0kVA5T5SI%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,7.106,POSITIVA,Nuevo  |  +50 vendidos,(15 disponibles),Nuevo  |  +50 vendidos,No disponible,#1169112498,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Copos De Maiz Azucarado Sin Tacc X 3 Kg ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=IoHAuFtFS0MKwLAExjg7VgLmS4emd8m7uf%2FhJeI8wXU7Q3W8vaLFftruS9fTej3e4V4HI5ssV4SIdBf7B9K0uIoUuBP0QQMMJ6YfsA5y8BMa9wO7VW0pw8%2BoNIc%2BAaIOSBJSlGkRcLkM4Q5nDb5fKrDaXVrp2evBE72zm8r06uq%2Fx6DxZrUP%2FASB0CjK%2FtEfdpnva0jsofG%2FCCDQqKKhlMmD3DIsI6ZpMf6KVvjq05nqF9cikvvVrQUuy7b8KoqfhY3YqJjnl22kfnEXHpPwG40MSgnEna73o6Ne1Wgaw%2BU9evG3bWJGmybSDACYfBO4WPv88ICLGThifZ9%2BUS0WCVNOaBLNvt0UDEX2xttU5lJjmUZtzlcu9Pa7mpknoNnVP5xGoS4oJWea5jRgMgpFu5sPO1y88HtHBVUh2Vn5aJQp1GVc3D2WJ5ScaTmeRIjvqExhyfM6qEMvc7pIv44LGt7vhXj96R0b8MAMGwBp1%2Bs5%2FBxsx0w7Felh1EYA2lUvfl50GzKu7CGu9z7adMB8BJTxNej7lJImPJaW2z5Tabv5veVra9YN9etkdoM4jQeb0ES%2BKMgT4lCwDgDTUIK5jwTY5LTBY0r48IaKXkSfXf4nrYC%2BpagWvZggkOWCjpbddrkG2%2BZ6LWfK10WK04fkZw736ADPn%2BU%2FdawvoedN0CnYwT0spim%2FMXjPc%2BhTSLNbvk4B&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,6.938,IMPORTADORANACCATO,Nuevo  |  +5 vendidos,No disponible,Nuevo  |  +5 vendidos,No disponible,#1412809324,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Bolitas Chocolatadas Lasfor Bolsa 180 Gr,https://www.mercadolibre.com.ar/bolitas-chocolatadas-lasfor-bolsa-180-gr/p/MLA27462230?pdp_filters=category:MLA1423#searchVariation=MLA27462230&position=7&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.297,BLIP,Nuevo  |  +100 vendidos,(7 disponibles),Nuevo  |  +100 vendidos,No disponible,#1528955362,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Muecas Caja X16 Barritas Cereal Pasas Y Arandanos Sin Azucar,https://www.mercadolibre.com.ar/muecas-caja-x16-barritas-cereal-pasas-y-arandanos-sin-azucar/p/MLA19846786?pdp_filters=category:MLA1423#searchVariation=MLA19846786&position=13&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,12.900,PUNTONUEZ,Nuevo  |  +5mil vendidos,(28 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1403816929,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Arroz Yamani Integral X 1kg - Envios A Todo El Pais,https://articulo.mercadolibre.com.ar/MLA-820985793-arroz-yamani-integral-x-1kg-envios-a-todo-el-pais-_JM#position=51&search_layout=stack&type=item&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,3.560,TIENDA-EL PORTUGUÉS,Nuevo  |  +5mil vendidos,(17 disponibles),Nuevo  |  +5mil vendidos,No disponible,#820985793,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Banana Y Nuez Integra 44 Gr Caja X 10 Unidades,https://www.mercadolibre.com.ar/barra-banana-y-nuez-integra-44-gr-caja-x-10-unidades/p/MLA21622803?pdp_filters=category:MLA1423#searchVariation=MLA21622803&position=24&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,7.573,PUNTONUEZ,Nuevo  |  +1000 vendidos,(30 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1337183704,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas De Limon Snuks 240 G Sin Tacc Snucks Almohaditas - Limón - Unidad - 1 - Caja,https://www.mercadolibre.com.ar/almohaditas-de-limon-snuks-240-g-sin-tacc-snucks-almohaditas-limon-unidad-1-caja/p/MLA23486433?pdp_filters=category:MLA1423#searchVariation=MLA23486433&position=4&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.376,AEH MALL,Nuevo  |  +100 vendidos,(12 disponibles),Nuevo  |  +100 vendidos,No disponible,#1676602562,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Barra Semillas Y Chocolate Integra Sin Tacc X 10 Unidades,https://www.mercadolibre.com.ar/barra-semillas-y-chocolate-integra-sin-tacc-x-10-unidades/p/MLA28565062?pdp_filters=category:MLA1423#searchVariation=MLA28565062&position=15&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,9.197,Integra,Nuevo  |  +500 vendidos,(29 disponibles),Nuevo  |  +500 vendidos,No disponible,#1584418284,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Barras de Cereal
Almohaditas Rellenas De Chocolate Suizo Lasfor 200 Gr,https://www.mercadolibre.com.ar/almohaditas-rellenas-de-chocolate-suizo-lasfor-200-gr/p/MLA21852202?pdp_filters=category:MLA1423#searchVariation=MLA21852202&position=11&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,1.999,BLIP,Nuevo  |  +100 vendidos,(88 disponibles),Nuevo  |  +100 vendidos,No disponible,#1391573594,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
Chocolino Bolitas De Cereal Con Chispitas X 200 Gr,https://www.mercadolibre.com.ar/chocolino-bolitas-de-cereal-con-chispitas-x-200-gr/p/MLA20725619?pdp_filters=category:MLA1423#searchVariation=MLA20725619&position=6&search_layout=stack&type=product&tracking_id=c25bfffa-2049-46d1-b870-4d37c076e9dd,2.402,Ecomodico,Nuevo  |  +500 vendidos,(43 disponibles),Nuevo  |  +500 vendidos,No disponible,#1322704272,2024-03-31 00:54:39,Alimentos y Bebidas,Almacén,Cereales y Barras,Cereales
