Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba Mate Selección Nobleza Gaucha X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-seleccion-nobleza-gaucha-x-1-kg/p/MLA19973293?pdp_filters=category:MLA409408#searchVariation=MLA19973293&position=29&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,3.618,Ecomodico,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1286511123,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Las Tunas yerba mate estacionamiento natural 1kg,https://www.mercadolibre.com.ar/las-tunas-yerba-mate-estacionamiento-natural-1kg/p/MLA20641267?pdp_filters=category:MLA409408#searchVariation=MLA20641267&position=32&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,4.690,TIENDA ANDALHUE,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1287641259,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Pajaro Azul Selección Especial 500gr,https://www.mercadolibre.com.ar/yerba-mate-pajaro-azul-seleccion-especial-500gr/p/MLA21239274?pdp_filters=category:MLA409408#searchVariation=MLA21239274&position=39&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,1.999,CAPSULANDIA,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1371262885,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Origen 500g Barbacua Premium Artesanal Misiones,https://www.mercadolibre.com.ar/yerba-mate-origen-500g-barbacua-premium-artesanal-misiones/p/MLA19973289?pdp_filters=category:MLA409408#searchVariation=MLA19973289&position=26&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,3.620,ARBOIMPORT,Nuevo  |  +1000 vendidos,No disponible,Nuevo  |  +1000 vendidos,No disponible,#1374988600,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate La Tranquera Selección Especial X 1 Kg ,https://www.mercadolibre.com.ar/yerba-mate-la-tranquera-seleccion-especial-x-1-kg/p/MLA20008346?pdp_filters=category:MLA409408#searchVariation=MLA20008346&position=41&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,3.999,CAPSULANDIA,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1428464932,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate orgánica Tucanguá 1kg sin TACC,https://www.mercadolibre.com.ar/yerba-mate-organica-tucangua-1kg-sin-tacc/p/MLA20040355?pdp_filters=category:MLA409408#searchVariation=MLA20040355&position=42&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,9.500,TIENDA ANDALHUE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1278905101,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Orgánica Pampa 1/2 Kg. Sabor Bien Suave Y Rica,https://www.mercadolibre.com.ar/yerba-mate-organica-pampa-12-kg-sabor-bien-suave-y-rica/p/MLA28515506?pdp_filters=category:MLA409408#searchVariation=MLA28515506&position=38&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,4.567,TIENDA ANDALHUE,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1580915642,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Convencional Tucanguá 2kg suave y natural,https://www.mercadolibre.com.ar/yerba-mate-convencional-tucangua-2kg-suave-y-natural/p/MLA22766461?pdp_filters=category:MLA409408#searchVariation=MLA22766461&position=34&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,10.374,TIENDA ANDALHUE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1376609595,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Grapia Milenaria Pack 10 X 1 Kg,https://www.mercadolibre.com.ar/yerba-grapia-milenaria-pack-10-x-1-kg/p/MLA22667959?pdp_filters=category:MLA409408#searchVariation=MLA22667959&position=40&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,57.300,Alma Nativa,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1403945934,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Kurupí paraguaya menta y boldo 500g,https://www.mercadolibre.com.ar/yerba-mate-kurupi-paraguaya-menta-y-boldo-500g/p/MLA20008348?pdp_filters=category:MLA409408#searchVariation=MLA20008348&position=28&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,4.785,XPALLET.COM.AR,Nuevo  |  +10mil vendidos,(3 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1390126671,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Kalena Barbacuá Bolsón 10kg ,https://www.mercadolibre.com.ar/yerba-mate-kalena-barbacua-bolson-10kg/p/MLA20008467?pdp_filters=category:MLA409408#searchVariation=MLA20008467&position=30&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,59.650,NATURAL MIA,Nuevo  |  +1000 vendidos,(2 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1390331604,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Aguantadora tradicional yerba mate misionera 1 Kg sin tacc,https://www.mercadolibre.com.ar/aguantadora-tradicional-yerba-mate-misionera-1-kg-sin-tacc/p/MLA20040361?pdp_filters=category:MLA409408#searchVariation=MLA20040361&position=33&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,4.384,TIENDA ANDALHUE,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1292461340,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Selección Especial Cruz De Malta X 1kg,https://www.mercadolibre.com.ar/yerba-mate-seleccion-especial-cruz-de-malta-x-1kg/p/MLA19956984?pdp_filters=category:MLA409408#searchVariation=MLA19956984&position=36&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,3.692,Ecomodico,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1283549385,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Amanda Tradicional 250 Gramos,https://www.mercadolibre.com.ar/yerba-amanda-tradicional-250-gramos/p/MLA20008380?pdp_filters=category:MLA409408#searchVariation=MLA20008380&position=35&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,1.037,Mayorista Masivos,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,No disponible,#1479413708,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Taragüi 4 Flex 500 Grs.,https://www.mercadolibre.com.ar/yerba-mate-taragui-4-flex-500-grs/p/MLA20719062?pdp_filters=category:MLA409408#searchVariation=MLA20719062&position=37&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,2.650,OPEN25HS ,Nuevo  |  +10mil vendidos,(+20 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1407212459,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cbse Guarana 500 Gramos,https://www.mercadolibre.com.ar/yerba-cbse-guarana-500-gramos/p/MLA19973276?pdp_filters=category:MLA409408#searchVariation=MLA19973276&position=43&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280697611,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cruz De Malta Selección Especial X 500g,https://www.mercadolibre.com.ar/yerba-cruz-de-malta-seleccion-especial-x-500g/p/MLA20887325?pdp_filters=category:MLA409408#searchVariation=MLA20887325&position=44&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,1.997,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(+20 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1356371654,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Romance Con Palo X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-romance-con-palo-x-1-kg/p/MLA19957007?pdp_filters=category:MLA409408#searchVariation=MLA19957007&position=47&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,4.290,Mayorista Masivos,Nuevo  |  +1000 vendidos,(+20 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1286077216,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Oferta! Yerba Mate Cbse Hierbas Serranas 1kg Sin Tacc,https://www.mercadolibre.com.ar/oferta-yerba-mate-cbse-hierbas-serranas-1kg-sin-tacc/p/MLA20109309?pdp_filters=category:MLA409408#searchVariation=MLA20109309&position=50&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,3.742,TUPIXIE,Nuevo  |  +5mil vendidos,No disponible,Nuevo  |  +5mil vendidos,No disponible,#1402052493,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Playadito clasica pon palo 250g sin tacc,https://www.mercadolibre.com.ar/yerba-mate-playadito-clasica-pon-palo-250g-sin-tacc/p/MLA26540594?pdp_filters=category:MLA409408#searchVariation=MLA26540594&position=53&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,1.499,CAPSULANDIA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1401707163,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Buenas y Santas Mediana 1/2 Kg,https://www.mercadolibre.com.ar/yerba-mate-buenas-y-santas-mediana-12-kg/p/MLA24405125?pdp_filters=category:MLA409408#searchVariation=MLA24405125&position=54&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,2.999,TAP GROCERY,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1538589888,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias 500g Sab. Tradicional Original Importada,https://www.mercadolibre.com.ar/yerba-mate-canarias-500g-sab-tradicional-original-importada/p/MLA19957013?pdp_filters=category:MLA409408#searchVariation=MLA19957013&position=51&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,3.645,PAPUS SERGIO,Nuevo  |  +10mil vendidos,(+50 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1396885399,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Canarias Te Verde Y Jengibre 1kg,https://www.mercadolibre.com.ar/yerba-canarias-te-verde-y-jengibre-1kg/p/MLA20729900?pdp_filters=category:MLA409408#searchVariation=MLA20729900&position=52&search_layout=stack&type=product&tracking_id=8579ca93-f628-4050-8f74-8877f9b0a328,8.173,TIENDANEXT,Nuevo  |  +500 vendidos,(+50 disponibles),Nuevo  |  +500 vendidos,OFERTA DEL DÍA,#1420193983,2024-04-16 13:41:28,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Orgánica Certificada Pampa 6 X 500 Gr - Sin Tacc,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=Ab5JlmkSy3XhDmJPReaOE1AgdhkyUarsu%2FMN1L7zzG96bB2NXdP9Zp%2FkmAW7yDTwrgmfXf1Z8dD0uOimZYTNTG8fUyX9vSPeCkehR44pnObzStiDzncRT1hAV4SZOrcZAWg3n091B6piszcBiF4aniul%2BRKuYsITkzC0xhh9MX%2FQs9S53Cs77TL4XQNsn9QIMMgw%2FXMH%2B3LS7hSYUVrL0jpkHIWWrTOEhMRMj9fJqwAZCCBUHg37P19G2grvUZ5Kzl%2FwEzrXNML4UB0HFu%2Fmfa%2BZRPPNjzAszncl9Y6NGrflGjyBtUAY1z6VZ5bWfVDH8cy1%2Fy5sj%2FXppeHSMDuij%2FPBiiGb%2BFzFrd%2BXjY%2FkRxVCQBma%2FBU3TX%2Fxrs16yXrNMsHRFDEupNhPPoYb29Lv86NIUyb8kuhDL1M8AWEGl7X22iTEWsS%2FbofiBUAEcLusF%2BRbatuSlBOb12AmXRjI8yEdwut3O9dlHUfZplDRT2tXSQR3%2BAnIA9JPU1NHtEjLrPnAjVsqDGFUCmoumuThmcBQ2AzDgi2tFZZamMywXduHjPkpzTt0KXSCmi%2FDgeTIV0LKy9DKwRigMefjQHNy3ZjOP%2Bd5%2FxxTtsBRNXhCGVAYyGv%2FJP3iJPdx8HTeAspuo3twndV1b8%2BDulR3kHQRR3EPh0TrE%2FaHy8cKGI%2BxyiwubcvZbsdtnacaqpSVfety6GnOLQdOZlFdXtwmqeDEBkH8x02gqw%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,46.180,SEMILLA VIVA,Nuevo  |  +50 vendidos,No disponible,Nuevo  |  +50 vendidos,No disponible,#1156512180,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Pack X 6 Yerba Mate Sol De Acuario Orgánica X 500 Grs ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=pTh5w4WRlGWXkcR15YJNC8ZwW4XcGjEFEvtZPniO2jm4p5KaCBUpSspttui8A0pcCROlAJ9XfUKt0hUUjV9SrKlOkICBt3Ij7JlvHuxaaeYs2RJ6U7S3pZk3r8%2BY1OWwIB79JZvVfYKcNLnZPfxIMpXcwWhbbmJBgGtyih%2F8pVR%2BuwhJoh%2FWumR72%2BdCfI367wJU3Y0SoLqo1gBeu4s5Wg0qxh5JNQdf%2B97WjN9XmdgLcDzlaBl4RlC3Op%2FvWyoVmvH89HjWPX5Kl8Qf4dcGiYWFcBx4qf9C9n1sLKvnoNAeRTn%2FunQ1lOPu2LjNH9fqpoBQKnc1HqVBKopQB7YYWB9jU9AVnBZlrAQgs039fwWcVI643JF%2FUV%2BGPEB0jP7B5quFp6vaFYl%2Bt21YI3HR8QHKK24r7%2FiD3ZzJMJ8YxA158sjVYaMLRatadJnj7sWF6TN%2Bd056Uwn9FPHnn3uBVze8J0XIMZMPTQWYKUXPvry6vrTsDDyPGYc1UpWY4EcLcRo0%2Fl2XWoUnY6WJmJRbKYsmHP3%2Bwad1%2FGdoF98xApPOdsp33jTlThqu3UuPLaJ1%2BQOXdPTZJ0qC4dQY2qZJ95ccpq%2BMsAW1CFfFgc%2FWzEE1RkgyLTxgvB2erghWL472VdveOvzkPIYgQQo0wdkW075IsGvvzoGeaQVCdcr38Q5h8sfrBqI6NCPFf5HmCFthTbIBUgnnRiPHyyc59QTgCEGy&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,22.999,LEONVEGANO,Nuevo  |  +50 vendidos,(+20 disponibles),Nuevo  |  +50 vendidos,No disponible,#1110951462,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Barbacuá Picada Vieja 20 X 500 Gr,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=OZ7jxTKZ1v0F3YwGWqDrj9F4O8OrUSsus%2FYJFa%2Fq1nXBGebbOfCxg%2BDXG4YmaLYXet6IbWRtMk4zpDTWor5GB4ArRRGwYX7G91cLi1dV2ycSp2wOo0L%2B%2BPKotueiVloFVvGEs9ZgKu9hQ7Nppcu8VzyUnv9zWarr6m%2BL1CMttxTfgNJXl81fn%2BQPS2U4I%2FmysvQqwNgBeU%2BiilybUueC7GSFP7od%2BZvU9Jzc2PiaZx0s9u2pr1XMRZ%2FyMjt7LHA%2F1TZhKrcEi1SB7NgLkTCNoPh8uJR4Pr5MGbGR%2FXUaLHR66AqurGmDFWX%2F3yRVqyx%2BzUaMJF17Hvx2Us0ZUd96tvg7U64s7sK4nwC4mwkXz504H9l98JsKQBbLGGhHwOnQDxpO7lJea5XzjCwzkLe%2FvSrdgfROmKk%2F2BKjTgGkvQP9eE%2FpEziBXKPg29VBKVCRiEn2pw4hD%2Fyvn0IR3Im%2FR4c0wM%2BtFMDFKLzm6Cjj6AFc9xBCrcPHS4B7VIeeuikvSf49S704Tx6dzGCcNJRkqv8%2BzqGqFiicuF1T0zg9a2qmCy7BeFnTNgvcHaGzZoZWL%2FRq1tMRhrN1OSwc2HcjAYtu4hGcMRpq6GnxiU7oeP2t58Q4yiP2iDT3FkYqQxqLJuqoLq8yU65kaVYGO3r6gkBm%2FUBeeyPhs7Uho%2BHFiocM6HR%2BInNp2iQ6CLU0UWPcjVos0gEy1ls%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,55.691,SEMILLA VIVA,Nuevo  |  +100 vendidos,(+5 disponibles),Nuevo  |  +100 vendidos,No disponible,#1171681729,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate La Tranquera Suave Seleccion Especial 1kg S/ Tacc,https://www.mercadolibre.com.ar/yerba-mate-la-tranquera-suave-seleccion-especial-1kg-s-tacc/p/MLA26540592?pdp_filters=category:MLA409408#searchVariation=MLA26540592&position=5&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.999,CAPSULANDIA,Nuevo  |  +100 vendidos,(+50 disponibles),Nuevo  |  +100 vendidos,No disponible,#1482856536,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate La Cumbrecita 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-la-cumbrecita-1-kg/p/MLA20084877?pdp_filters=category:MLA409408#searchVariation=MLA20084877&position=6&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,3.399,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1371809965,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Cachamate Mezcla De Hierbas Con Palo Paquete 500g,https://www.mercadolibre.com.ar/yerba-mate-cachamate-mezcla-de-hierbas-con-palo-paquete-500g/p/MLA21288662?pdp_filters=category:MLA409408#searchVariation=MLA21288662&position=7&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1321600422,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Cachamate Amarilla Con Hierbas 500g Rinde Mas Mates!,https://www.mercadolibre.com.ar/yerba-cachamate-amarilla-con-hierbas-500g-rinde-mas-mates/p/MLA19973299?pdp_filters=category:MLA409408#searchVariation=MLA19973299&position=8&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1280659930,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Boldo Verdeflor Pack X 500g,https://www.mercadolibre.com.ar/yerba-mate-boldo-verdeflor-pack-x-500g/p/MLA20008631?pdp_filters=category:MLA409408#searchVariation=MLA20008631&position=11&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,1.749,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1278860714,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Sol Y Lluvia 10 Kg (en Paquetes De 2 Kg) Floresta,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=XsrI4D1vuvWrNDCa%2BGtC1CtkxaAmtKpPdMQMyYsDjQ6%2FLXBKVDfia8Y8Y8QBFO%2Ficxzbhj3g2pGs3dDSccx9rAkbXVye71J1qELwMHlYsNHzBHnJtY42c6EJvQPN4j7SonrdkUKHFgWyDGXAtKlZd3MOprV2t0AMbeUVkhUYXbUVGRl88tBOSrvtlFKJzak%2Bn1MUwR6EAzr0UwfBMqTODhZmMVJqp62zSs3Z9T5kYgi9HSFhhJM5Xwm7aWQTn5MBHbjA1SW6Qu6luKPd8nwlViPg55rxvM9E%2F4t2uip85Su4yiZ1RucLqCpPUeg%2FnPDf5j5pGHx2YlizQtAZdxjwpBQodnb8YG78FEdUiKxROiZfJcfKKWyZ5n495mIibm10LofZjDCVRTt3NoeTSq4ELdBeckN8Ym5pkJCwQ42l1fxoa%2BVJevGrP4c8p1%2F5ul6WU9E8hUbDplXqCouAGV50Aep9Sl7hf43UZ7OLUw%2FEoJc%2B2wTM%2BxBzaPTUMEkcTGI6oZVvoHhw9oRTZiA2UU3p1iRjjoRGTTWT%2BspQcR%2BMFnmdhu0NFPPnu6D20XMNy7lWv1HsX2vwZPwuIR4mD7%2FywSsmaF7MiCcv5itf0Qv4FluAhMOQ3f2vUrTf1ilSv7vsSrZXAZgB7NVTuo0bS%2FKd4cJFovacTSYG8iurzss4ubV53E2g7jrDSODLNzQA%2B4O5jIM3QJMdnbOq%2BhdzAcjzUK75KY6AZg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,57.684,HERRAJESONLINEDISTRIBUIDORA,Nuevo  |  +100 vendidos,(+10 disponibles),Nuevo  |  +100 vendidos,No disponible,#926504559,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Pack 3 X 1 K Yerba Roapipo Orgánica Suave ,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=BJfFAU%2F0Wi828rCrBbguq69u%2FMyZkaMBzLK7jiPrrMKQduIo9AzJrPfMAMXTrIsrYTE%2FVSK3ciygcruNv5dQ%2FtQ7RlOeUtO%2BeCW1BUnGigU%2FGStI1H3xx6wYDYjxusevEnQLME6agSoTVKDo5DNOnmpdEYOS3XOXail%2BFxct4R%2Bvip0XEUfBCIpWWiLNd3zZFnyhRbLiqgJA%2BV2zN6SuxPmVoaNxKFxiN1HG%2BbG10%2Fhzugor%2BZkLIAqJS4JSnbfEswUaqGu%2BwqYlzu3GkYk%2Fb1cyZj3vkUsDcgU5QdP8Mbm5qQeBXtqCOm5l9zy08SLwyNS6H0A3uMeqLfMTfZEj5q1r2kqeCLg0hYHtrss7CDwu9K1lGj9I91R%2BNWQPrkiYvI9WBXypK5dipSgMUwk%2BUUYtJxyBNeo0f6woQufyblulbTAMdhg5BMdQFtlGF16IxD3DfmYmSk5OMdxbkzn54jqZwfgCnpWc4zVNK3KiwLWLyZtKonTb%2F%2Bc6sCPFbx4cOWNg7SOEPdKF7Zj4xufpR%2FC1%2B3jbbnnH4u4FT4W0ygD4TzalwMKaSOQGcXTBE64DcdMftfBHxFlCKuxeDdrPDyw93R4zLb%2BldFjcz8f8Vhd954na4Fn8WgG7JWm3PsZNWAbK1uwohCcgYGdfT9jwVw5163wsUnM9NBepxOurmZBPr9eZWr89joQMfaXucTwAY4iwhggGeQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,20.160,LEONVEGANO,Nuevo  |  +25 vendidos,(+50 disponibles),Nuevo  |  +25 vendidos,No disponible,#933329304,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Con Peperina Verdeflor Paquete 500gr Chau Acidez,https://www.mercadolibre.com.ar/yerba-mate-con-peperina-verdeflor-paquete-500gr-chau-acidez/p/MLA23004305?pdp_filters=category:MLA409408#searchVariation=MLA23004305&position=12&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,1.749,CAPSULANDIA,Nuevo  |  +1000 vendidos,(+10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1410577562,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Sol Y Lluvia X 2 Kg. - Floresta,https://www.mercadolibre.com.ar/yerba-mate-sol-y-lluvia-x-2-kg-floresta/p/MLA20008484?pdp_filters=category:MLA409408#searchVariation=MLA20008484&position=13&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,9.900,ALMATEOK,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1401130259,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Adelga Mate C/hierbas Nat. Tradicional De 500 Grs,https://www.mercadolibre.com.ar/yerba-mate-adelga-mate-chierbas-nat-tradicional-de-500-grs/p/MLA19973282?pdp_filters=category:MLA409408#searchVariation=MLA19973282&position=14&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,2.199,CAPSULANDIA,Nuevo  |  +500 vendidos,(4 disponibles),Nuevo  |  +500 vendidos,No disponible,#1548437440,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Laska yerba mate premium 6 x 500 gr suave sin acidez,https://www.mercadolibre.com.ar/laska-yerba-mate-premium-6-x-500-gr-suave-sin-acidez/p/MLA24076108?pdp_filters=category:MLA409408#searchVariation=MLA24076108&position=15&search_layout=stack&type=product&tracking_id=cdab31f8-57f6-4318-b364-bd8028efa46c,15.862,LASKA,Nuevo  |  +50 vendidos,(+50 disponibles),Nuevo  |  +50 vendidos,No disponible,#1570984016,2024-04-16 13:42:20,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
