Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Galletita Don Satur Bizcochos  dulce 200 g,https://www.mercadolibre.com.ar/galletita-don-satur-bizcochos-dulce-200g/p/MLA16176019?pdp_filters=category:MLA1423#searchVariation=MLA16176019&position=4&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,667,MEJORPRECIO.COM.AR,Nuevo  |  +50mil vendidos,(256 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1141296773,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Tripack Galletitas Pepitos Con Chips De Chocolate Cadbury 357g,https://www.mercadolibre.com.ar/tripack-galletitas-pepitos-con-chips-de-chocolate-cadbury-357g/p/MLA24311043?pdp_filters=category:MLA1423#searchVariation=MLA24311043&position=7&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,3.360,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(188 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1446327764,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Galletitas Pepas Trio Membrillo Mermelada Galletas Dulces,https://www.mercadolibre.com.ar/galletitas-pepas-trio-membrillo-mermelada-galletas-dulces/p/MLA19734071?pdp_filters=category:MLA1423#searchVariation=MLA19734071&position=10&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,1.194,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(834 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1218949523,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Galletitas Traviata Pack Familiar Tripack Chico,https://www.mercadolibre.com.ar/galletitas-traviata-pack-familiar-tripack-chico/p/MLA22938396?pdp_filters=category:MLA1423#searchVariation=MLA22938396&position=1&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,1.325,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(288 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1446782052,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Caja Milka Oreo Bombon pack x 13 unidades - 247g,https://www.mercadolibre.com.ar/caja-milka-oreo-bombon-pack-x-13-unidades-247g/p/MLA20028578?pdp_filters=category:MLA1423#searchVariation=MLA20028578&position=5&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,3.400,OPEN25HS ML,Nuevo  |  +1000 vendidos,(1145 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1368703767,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Chocolates
Galletitas Frutigran Avena Y Pasas Galletas Granix,https://www.mercadolibre.com.ar/galletitas-frutigran-avena-y-pasas-galletas-granix/p/MLA19531303?pdp_filters=category:MLA1423#searchVariation=MLA19531303&position=2&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,1.258,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(113 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1156529409,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Galletas De Arroz Integral Grano Entero Arrocitas 3 Cereales,https://www.mercadolibre.com.ar/galletas-de-arroz-integral-grano-entero-arrocitas-3-cereales/p/MLA21237442?pdp_filters=category:MLA1423#searchVariation=MLA21237442&position=3&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,1.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(274 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1318175903,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Galletas De La Fortuna A Granel X 250 U,https://www.mercadolibre.com.ar/galletas-de-la-fortuna-a-granel-x-250-u/p/MLA22939864?pdp_filters=category:MLA1423#searchVariation=MLA22939864&position=9&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,17.999,LEPOTMARKET,Nuevo  |  +1000 vendidos,(6 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1378254855,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Bagley Chocolinas - 250 g - Unidad - 1,https://www.mercadolibre.com.ar/bagley-chocolinas-250-g-unidad-1/p/MLA16176041?pdp_filters=category:MLA1423#searchVariation=MLA16176041&position=6&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,2.677,TIENDA_DINAMICA_FULL,Nuevo  |  +50mil vendidos,(500 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1144380692,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
Madalena Don Satur de vainilla 200 g,https://www.mercadolibre.com.ar/madalena-don-satur-de-vainilla-200g/p/MLA16176119?pdp_filters=category:MLA1423#searchVariation=MLA16176119&position=8&search_layout=stack&type=product&tracking_id=3d750814-1aa3-4283-bda0-6edbf3dd8e9e,1.151,MEJORPRECIO.COM.AR,Nuevo  |  +5mil vendidos,(29 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1131389165,2024-01-25 21:23:42,Alimentos y Bebidas,Almacén,Galletitas,nan
