Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Caramelos Billiken Yogur Paquete De 600 Grs,https://www.mercadolibre.com.ar/caramelos-billiken-yogur-paquete-de-600-grs/p/MLA19974690#searchVariation=MLA19974690&position=1&search_layout=stack&type=product&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,3.000,OPEN25HS!,Nuevo  |  +10mil vendidos,(154 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1400029774,2024-03-17 22:05:10,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,
Gomitas conitos Arcor Mogul Yogus 500g,https://www.mercadolibre.com.ar/gomitas-conitos-arcor-mogul-yogus-500g/p/MLA20015617#searchVariation=MLA20015617&position=4&search_layout=stack&type=product&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,3.850,OPEN25HS!,Nuevo  |  +1000 vendidos,(32 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1359026890,2024-03-17 22:05:10,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,
Caramelos Masticables Arcor Yogus X 396gr Sin Tacc Frutales,https://www.mercadolibre.com.ar/caramelos-masticables-arcor-yogus-x-396gr-sin-tacc-frutales/p/MLA21917340#searchVariation=MLA21917340&position=3&search_layout=stack&type=product&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,2.999,OPEN25HS!,Nuevo  |  +100 vendidos,(9 disponibles),Nuevo  |  +100 vendidos,No disponible,#1643592614,2024-03-17 22:05:10,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Golosinas,
Yogurt Griego Natural Sin Azúcar Pack X3 - 500gr C/u,https://articulo.mercadolibre.com.ar/MLA-1402566120-yogurt-griego-natural-sin-azucar-pack-x3-500gr-cu-_JM#position=21&search_layout=stack&type=item&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,11.500,HANSHOP BA,Nuevo  |  +1000 vendidos,(103 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1402566120,2024-03-17 22:05:10,Alimentos y Bebidas,Frescos,Lácteos,Yogures,
Yogurtera Yelmo Yg-1700 1 Litro ,https://www.mercadolibre.com.ar/yogurtera-yelmo-yg-1700-1-litro/p/MLA17840710#searchVariation=MLA17840710&position=2&search_layout=stack&type=product&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,31.500,DGO DISTRIBUIDORA,Nuevo  |  +10mil vendidos,(31 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1635408742,2024-03-17 22:05:10,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Bebida Yogurt 500ml,https://www.mercadolibre.com.ar/bebida-yogurt-500ml/p/MLA29529040#searchVariation=MLA29529040&position=8&search_layout=stack&type=product&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,3.375,ASIA ORIENTAL,Nuevo  |  1 vendido,(4 disponibles),Nuevo  |  1 vendido,No disponible,#1401628755,2024-03-17 22:05:10,Alimentos y Bebidas,Frescos,Lácteos,Yogures,
"Yogurtera Smart Tek Digital 7 Recip Vidrio 1,2 Litros Color Plateado",https://www.mercadolibre.com.ar/yogurtera-smart-tek-digital-7-recip-vidrio-12-litros-color-plateado/p/MLA26925122#searchVariation=MLA26925122&position=6&search_layout=stack&type=product&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,65.410,Smart-Tek,Nuevo  |  +5mil vendidos,(45 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1505288490,2024-03-17 22:05:10,Electrodomésticos y Aires Ac.,Pequeños Electrodomésticos,Para Cocina,Preparación de Alimentos,Yogurteras
Yogurt Griego Natural Sin Azúcar Pack X2 - 500gr C/u,https://articulo.mercadolibre.com.ar/MLA-1402502536-yogurt-griego-natural-sin-azucar-pack-x2-500gr-cu-_JM#position=22&search_layout=stack&type=item&tracking_id=ffdc6b34-8924-4c2a-a5a8-2a7b5c13271a,8.500,HANSHOP BA,Nuevo  |  +500 vendidos,(540 disponibles),Nuevo  |  +500 vendidos,No disponible,#1402502536,2024-03-17 22:05:10,Alimentos y Bebidas,Frescos,Lácteos,Yogures,
Mayorista Frascos De Vidrio Yogur Dahi C/ Tapa Nuevo X 10 Un,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=kVLKbzCXsN7cxio2lEPSBo6PwHyRng3NsvgEVLhoBy19gOu9CDimvq8XfklAb9V%2F48qNyy3FNvyUSQRBnl98GV5BqpWawi96QUgB0fbqFBHxVgkj9P76rFpCClSUcyd%2Fk%2BJIYcso2xQ9P5MJcJryYE6i7NWCALZGie5aACapkmTLXcr93Ca4qgtTXncfreosJw801cEU3%2BSLLUHDgtj5xKo32DHWowHzCzVbIPPUkOn4oWqV4F644JInZwX%2BPL0RT%2BaJGX%2FqklDJQM4IKhse9uWs4xSQ9%2BbLR21NPAkxoVcFyL7UXuLh5HLx6RfbJrm6MyNzMsCA1SE5hXNt3Z41%2FSwMcnYf9GfVX5IQhT2nIj0x1uCHRMYnItAI9CoRLGYn%2Fbxm0lmBQHUI3%2FVA6gfqOYSVLqf3iaxyWGhZh%2FrxGBo%2FmLNKN9EKs5Oc%2F5PvWfaC3%2BPjsBmB5xZtsBcJlzE0fhSutWRtE7rU5Bj0nDXgo9%2BobyUhndXq%2FOGOMtY1Sf6pwuqgbnNqcuI2%2Bu%2FcT1kXpZGWN%2B0%2BKf%2BJqq2QAdE77NhnqBF1GDKNC5zTJTFJ1hOKZA2Q1xg960FM%2FIOM%2B2bGESiohrqLlRvDPZteMFBmTHTkT39ldG6s7MF1oYr2ckR%2FAqYITPsUF2shmKw0Sl2tA3zQU27TvYgv0LgHFED1lbtQ2fSnU82SXXqWVRRoPQ0YK7%2BOXgMxNx0xSlN8qsRfX92HWg%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,5.276,ALUAROMA,Nuevo  |  +100 vendidos,(43 disponibles),Nuevo  |  +100 vendidos,No disponible,#1162649603,2024-03-17 22:05:10,"Hogar, Muebles y Jardín",Bazar y Cocina,Almacenamiento y Organización,Tápers,
Yogurt Griego 1 Litro Natural Artesanal Probiótico Sin Azucr,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=sabqJq4KzHAWwfZHWRatYD%2BN39QlFSKiwQ%2BhS%2B899I2CWZVUL3cpHAbR3d8gYLH7UTUOvrTN3%2F3PrFjDdbINQfBcSIJq9Roi7UI9CWgAn7IOYlYjJAcuTaqigV0qCzecajaeQnK%2FLj739rmBsI6%2BtQP2TvI6bzSzxkYKLy7DUe5Irn1CE0DPVwGUUycTWxtRycDOLU4d9Az7916p8qxHHXp7rHJe%2F5wxkk9QwZsBJpfyspnPB%2BtUZAIJWyMu4P0Gz%2FF0IPfGUt28q9tHYJapZzEg6e8Z3AAnzFBvhXtQhIVbsqF4%2FCF%2FKoDye%2BHiPpIDnJvKxR0ghT2isL71ZHlymdXNN9ejEqq%2FbpodrG5FG2%2Bh6cDEMQ8vArIZ7YKxQ%2BsAWnZ%2F0YNfTf%2BYVytcM1mO5JFgznKfbay1B2h0wXakCsv3fRoYnBPO46A4modrOXYFOAvbxa%2F%2BceHGpAMxDGCWj1uoPC1quQ1D8w3B2qnme1tOoPs1u4PcUyJrEylW6JylRwxlCAKTusjf%2BdXy5hArhrS8yW%2Bo4mh7ut2VzcG9Jg%2BUxwYr332iGiZZlUea1iE1zZlYN52Rf5r1D1oDoXuMHCPtts%2FBWWGk8JGZc9KkhODV8qmUSTtSpFuurmfyaor6Bih9MduHNzDYxK01TWjVyHtp0KBa2mg4YFVXepHiN3ktnaX5%2B55UfFHhpymoOUoZ8WSC093lJ%2BgkgMZbz8RNScg52dtzgb1E&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36383&rb=x,7.505,PANEALEJANDRA,Nuevo  |  +50 vendidos,(2954 disponibles),Nuevo  |  +50 vendidos,No disponible,#1144369413,2024-03-17 22:05:10,Alimentos y Bebidas,Frescos,Lácteos,Yogures,
