Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3
Fecula De Mandioca Sin Tacc X450gr Dicomere,https://www.mercadolibre.com.ar/fecula-de-mandioca-sin-tacc-x450gr-dicomere/p/MLA23537004?pdp_filters=category:MLA389313#searchVariation=MLA23537004&position=4&search_layout=stack&type=product&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,1.713,GREENANDML,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1426692388,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Harina para Arepas Morixe 1kg,https://www.mercadolibre.com.ar/harina-para-arepas-morixe-1kg/p/MLA20030916?pdp_filters=category:MLA389313#searchVariation=MLA20030916&position=6&search_layout=stack&type=product&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,3.872,POSITANO DISTRIBUIDORA,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1365245288,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Harina De Garbanzos Yin Yang Sin Tacc 250g,https://www.mercadolibre.com.ar/harina-de-garbanzos-yin-yang-sin-tacc-250g/p/MLA19982374?pdp_filters=category:MLA389313#searchVariation=MLA19982374&position=3&search_layout=stack&type=product&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,1.491,PLANTMARKET,Nuevo  |  +5mil vendidos,(+50 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1288667083,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
"Harina De Almendras Con Piel, 1 Kg",https://www.mercadolibre.com.ar/harina-de-almendras-con-piel-1-kg/p/MLA21214302?pdp_filters=category:MLA389313#searchVariation=MLA21214302&position=12&search_layout=stack&type=product&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,5.890,ALIMENTOS FUENTES,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1602710314,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Fecula De Mandioca Femag Sin Tacc - 1 Kg,https://www.mercadolibre.com.ar/fecula-de-mandioca-femag-sin-tacc-1-kg/p/MLA23921430?pdp_filters=category:MLA389313#searchVariation=MLA23921430&position=14&search_layout=stack&type=product&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,2.726,POSITANO DISTRIBUIDORA,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1401967239,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Harina de fuerza especial para masa madre Chacabuco 1kg,https://www.mercadolibre.com.ar/harina-de-fuerza-especial-para-masa-madre-chacabuco-1kg/p/MLA20724129?pdp_filters=category:MLA389313#searchVariation=MLA20724129&position=17&search_layout=stack&type=product&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,1.638,ELHERALDO ALIMENTOS,Nuevo  |  +5mil vendidos,(+5 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1391630522,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Harina Le 5 Stagioni Pizza Napoletana Tipo 00 1 Kg. Italia,https://www.mercadolibre.com.ar/harina-le-5-stagioni-pizza-napoletana-tipo-00-1-kg-italia/p/MLA19982345?pdp_filters=category:MLA389313#searchVariation=MLA19982345&position=1&search_layout=stack&type=product&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,6.000,ITALMARKET.AR,Nuevo  |  +5mil vendidos,(+10 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1362746501,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Harina De Almendras Sin Piel - Super Fina Premium X 1kg,https://articulo.mercadolibre.com.ar/MLA-1386888927-harina-de-almendras-sin-piel-super-fina-premium-x-1kg-_JM#position=53&search_layout=stack&type=item&tracking_id=546b1c29-62b7-4c32-84f2-cec40cab7e37,7.971,ALMENDRADABUENOSAIRES,Nuevo  |  +1000 vendidos,(+50 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1386888927,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Harina De Coco X 1 Kg | Premium |,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=3Pkj8dZxbgOVBjMHyDyoBHRuYBYDyCAd8dPaBjDGRnH7yIqoCzQxXPbVOrpjRleSBH6Gph1x8W2bRHyfIEubpATOnoM8mAQcBVItYX7%2FwyXtK6qSFrpQGUtAZ1CZW8aiX2n7F%2B4Fn8i6l3B7i%2B6mxuxVFCkGB8xq71TlIPVueyxr4E15yJ7fvHPcD23Wcj%2Fm625GLmqQ6QskP41tN4xKXKRAvxtnIP9jX4QKQpv9dSaNGb3hp8NIUQmx4TDMljKDMqjoncDt66Ds75DlN5az1HRykXwMVGuWzv5RU3XoFaPBXI56zMlk068ItSwMyiJDGrxxne6ARHoZ4wfbgmDqoIoKSISLpNGfesaNtuCcxm7enj9p5LB1GfMjM8I5GBmxQ2SIv2BYn6p%2Fqy0ogNRLB3zkGw1nezJ%2BghJrT%2Bkr%2BalacDJconfbV0CfaJwn3xD5dEtwhz%2FVjpek45BlhmNC9n7V34U7jh7wDEWT0hmIVU763fcEQp1ziHXcI7vRcwC0GFG1N%2FZhwuUc%2FB%2FtNMQK7HfLma%2Fx82iJITXZDTcRY66ehq7gcegoh%2FxBZU3I9ZzNJOnfRSMej%2F8KZllNGPDkVcsMPAclZvgRsQj3ygeJ4LLJDWv2aFFaRnFCUgL0daBIml%2BzXIwQMu551Vwepgegtk83BEuzKNRP57ErPY0S3ADh%2FyafXkRwLoia&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,6.000,ALIMENTOS FUENTES,Nuevo  |  +500 vendidos,(+10 disponibles),Nuevo  |  +500 vendidos,No disponible,#1520722848,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
Harina Integral De Trigo 25kg | Primera Calidad | Natural,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=xFeBWjwIkG1gO4v1ECkTB%2B0HYXZxgptvlceUkKl0QbHDGMQBcdy7irxOJaMxiyFNl6iEur5EpEw%2FV5dk%2BAqFyvFAguQxdt3xtbF5cK8eWNcD9AcvNsovOvz31VaXVFbrHnO4mVJtB7ZhPY2QIvbExHPu%2B20EIcveiVAp3eShOH1EatVEDFE4yOzYMGlz9yFpIqdY2DnC4c7xqiWXx4OIiBYYm65uDW2AmXpVEXnHcc%2FBPTazMqIzu84CQ9d9qIlUeI71W1uhxoeXbLSjukApfBsq7cY1hIgnHN4YBGjT%2Bgg8epzH6d74fSJwjjmFwwB92%2FAZi5p%2Fg0wAnDPb4aKvURmwA8X3x7f9KW69FwjbXkeG6CDnICUupjnAhYTxkBAfcIBHutsWvC6YNmPqT3NX%2BocukrZxdJTU23JGEwffY5YWAtUxf2PfnBSnY75HGWS7GW8ZNqAKAoHSH5ch4GCX3sddQ%2BJZkWTpcn3Iob0YpW5TC2yDnIrOLWHnoA3PMs3dlE4U1gbBBD1uDF3TpheusfPGzzi1WR0Q5yXzb7WmTkUtPoTTEiGw9p3D%2FiAT7B3Bzv7xbuZFfA3l06w57Po6vFv8Y0eQxKBtx8pUk64VpeZTBP0JKtq%2BvFBVPV0XdRzQUTBRi6ctQscBF5ZOuw5XWp4JVmXMXdrwhnr3lQ0Vn8vHfJcj3kqx%2FcAo8HmfAut5ZHisJFEM5bLW%2FhHxQMwGNNLDHQ%3D%3D&e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&rb=x,20.967,POSITIVA,Nuevo  |  +50 vendidos,(+10 disponibles),Nuevo  |  +50 vendidos,No disponible,#1214610553,2024-04-17 14:27:25,Alimentos y Bebidas,Almacén,Harina
