Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4,Familia5
Galletita Don Satur Bizcochos  dulce 200 g,https://www.mercadolibre.com.ar/galletita-don-satur-bizcochos-dulce-200g/p/MLA16176019?pdp_filters=category:MLA1423#searchVariation=MLA16176019&position=1&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,754,MEJORPRECIO.COM.AR,Nuevo  |  +50mil vendidos,(698 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1141296773,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Pepas Trio Membrillo Mermelada Galletas Dulces,https://www.mercadolibre.com.ar/galletitas-pepas-trio-membrillo-mermelada-galletas-dulces/p/MLA19734071?pdp_filters=category:MLA1423#searchVariation=MLA19734071&position=3&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,1.374,MEJORPRECIO.COM.AR,Nuevo  |  +10mil vendidos,(1011 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1218949523,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Fibra Diet Nature Sin Azucar Gullon X 170 Gr,https://www.mercadolibre.com.ar/galletitas-fibra-diet-nature-sin-azucar-gullon-x-170-gr/p/MLA21697480?pdp_filters=category:MLA1423#searchVariation=MLA21697480&position=2&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,2.903,POSITANO DISTRIBUIDORA,Nuevo  |  +5mil vendidos,(30 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1394299565,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Toddy Chips Chocolate Galletas - Mejor Precio,https://www.mercadolibre.com.ar/galletitas-toddy-chips-chocolate-galletas-mejor-precio/p/MLA19860519?pdp_filters=category:MLA1423#searchVariation=MLA19860519&position=6&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,1.600,OPEN25HS!,Nuevo  |  +1000 vendidos,(346 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1405856275,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Caja Milka Oreo Bombon pack x 13 unidades - 247g,https://www.mercadolibre.com.ar/caja-milka-oreo-bombon-pack-x-13-unidades-247g/p/MLA20028578?pdp_filters=category:MLA1423#searchVariation=MLA20028578&position=8&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,3.840,OPEN25HS!,Nuevo  |  +5mil vendidos,(393 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1368703767,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Dulces y Chocolates,Chocolates,nan
Macrobioticas Galletas De Arroz Integral Con Sal Sesamo 102g,https://www.mercadolibre.com.ar/macrobioticas-galletas-de-arroz-integral-con-sal-sesamo-102g/p/MLA20941264?pdp_filters=category:MLA1423#searchVariation=MLA20941264&position=4&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,1.190,CAPSULANDIA,Nuevo  |  +1000 vendidos,(194 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1297548558,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletas de arroz Molinos Del Bosque Clasica sin sal - sin TACC x 150g,https://www.mercadolibre.com.ar/galletas-de-arroz-molinos-del-bosque-clasica-sin-sal-sin-tacc-x-150g/p/MLA16176105?pdp_filters=category:MLA1423#searchVariation=MLA16176105&position=7&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,1.479,CAPSULANDIA,Nuevo  |  +1000 vendidos,(45 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1144101435,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletas De La Fortuna A Granel X 250 U,https://www.mercadolibre.com.ar/galletas-de-la-fortuna-a-granel-x-250-u/p/MLA22939864?pdp_filters=category:MLA1423#searchVariation=MLA22939864&position=5&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,21.998,SAROVA MARKET,Nuevo  |  +1000 vendidos,(5 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1492698422,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas De Chocolate Rellenas Dulces Smams Sin Tacc 105 G,https://www.mercadolibre.com.ar/galletitas-de-chocolate-rellenas-dulces-smams-sin-tacc-105-g/p/MLA22146499?pdp_filters=category:MLA1423#searchVariation=MLA22146499&position=11&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,1.358,PURAVIDA STORE,Nuevo  |  +1000 vendidos,(60 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1447331818,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
3 Cajas Galletas De La Fortuna X 12 Unidades C/u,https://www.mercadolibre.com.ar/3-cajas-galletas-de-la-fortuna-x-12-unidades-cu/p/MLA21830687?pdp_filters=category:MLA1423#searchVariation=MLA21830687&position=10&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,3.640,HACHI_ARG,Nuevo  |  +5mil vendidos,No disponible,Nuevo  |  +5mil vendidos,No disponible,#1363214810,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletita Milka Mousse Chocolate,https://www.mercadolibre.com.ar/galletita-milka-mousse-chocolate/p/MLA16176047?pdp_filters=category:MLA1423#searchVariation=MLA16176047&position=9&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,1.799,CAPSULANDIA,Nuevo  |  +1000 vendidos,(33 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1484441456,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletas De Arroz Integral Grano Entero Arrocitas 3 Cereales,https://www.mercadolibre.com.ar/galletas-de-arroz-integral-grano-entero-arrocitas-3-cereales/p/MLA21237442?pdp_filters=category:MLA1423#searchVariation=MLA21237442&position=15&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,1.199,CAPSULANDIA,Nuevo  |  +1000 vendidos,(346 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1318175903,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Coco Rallado Fino Premium Reposteria Torta Galletas Mate 1kg,https://articulo.mercadolibre.com.ar/MLA-1339771298-coco-rallado-fino-premium-reposteria-torta-galletas-mate-1kg-_JM#position=40&search_layout=stack&type=item&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,6.706,ELNUEVOEMPORIOSA,Nuevo  |  +500 vendidos,(74 disponibles),Nuevo  |  +500 vendidos,No disponible,#1339771298,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Repostería y Pastelería,Repostería,Coco Rallado
Pimienta Limon Badia X 184.3 Gr,https://www.mercadolibre.com.ar/pimienta-limon-badia-x-1843-gr/p/MLA21362422?pdp_filters=category:MLA1423#searchVariation=MLA21362422&position=13&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,10.780,Uriburu Frutos Secos,Nuevo  |  +1000 vendidos,(10 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1350449995,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Salsas y Condimentos,Especias,nan
Galletas Redondas S/sal De Arroz Integral Sin Tacc 100gr X1u,https://www.mercadolibre.com.ar/galletas-redondas-ssal-de-arroz-integral-sin-tacc-100gr-x1u/p/MLA28872606?pdp_filters=category:MLA1423#searchVariation=MLA28872606&position=14&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,935,PURAVIDA STORE,Nuevo  |  +1000 vendidos,(370 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1600388586,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
Galletitas Oreo Milka bañadas chocolate con leche 119g,https://www.mercadolibre.com.ar/galletitas-oreo-milka-banadas-chocolate-con-leche-119g/p/MLA19868485?pdp_filters=category:MLA1423#searchVariation=MLA19868485&position=12&search_layout=stack&type=product&tracking_id=f6ac5ec4-d551-4e84-82ce-bb2bdf8b73e1,2.438,TUPIXIE,Nuevo  |  +5mil vendidos,(2 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1363189000,2024-03-04 11:03:15,Alimentos y Bebidas,Almacén,Galletitas,nan,nan
