Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3,Familia4
Yerba Mate Playadito Suave 500grs.,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-500grs/p/MLA19991741?pdp_filters=category:MLA409408#searchVariation=MLA19991741&position=2&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,2.319,CAPSULANDIA,Nuevo  |  +10mil vendidos,(664 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1278633767,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Playadito suave 1000g,https://www.mercadolibre.com.ar/yerba-mate-playadito-suave-1000g/p/MLA21017193?pdp_filters=category:MLA409408#searchVariation=MLA21017193&position=3&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,4.999,CAPSULANDIA,Nuevo  |  +50mil vendidos,(388 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1301692798,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias 500g Sab. Tradicional Original Importada,https://www.mercadolibre.com.ar/yerba-mate-canarias-500g-sab-tradicional-original-importada/p/MLA19957013?pdp_filters=category:MLA409408#searchVariation=MLA19957013&position=4&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,3.750,OPEN25HS!,Nuevo  |  +10mil vendidos,(433 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1362363578,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Canarias sabor tradicional 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-sabor-tradicional-1kg/p/MLA19839481?pdp_filters=category:MLA409408#searchVariation=MLA19839481&position=5&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,6.525,PAPUS SERGIO,Nuevo  |  +50mil vendidos,(948 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1396821339,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Kurupí paraguaya menta y boldo 500g,https://www.mercadolibre.com.ar/yerba-mate-kurupi-paraguaya-menta-y-boldo-500g/p/MLA20008348?pdp_filters=category:MLA409408#searchVariation=MLA20008348&position=6&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,3.899,TGWSTORE,Nuevo  |  +10mil vendidos,(79 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1283532174,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Mañanita 4 Flex Con Palo Sin Tacc 1kg,https://www.mercadolibre.com.ar/yerba-mate-mananita-4-flex-con-palo-sin-tacc-1kg/p/MLA19973281?pdp_filters=category:MLA409408#searchVariation=MLA19973281&position=7&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,4.219,OPEN25HS!,Nuevo  |  +10mil vendidos,(784 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1685274048,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Canarias Serena 1kg,https://www.mercadolibre.com.ar/yerba-mate-canarias-serena-1kg/p/MLA20008630?pdp_filters=category:MLA409408#searchVariation=MLA20008630&position=8&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,7.850,OPEN25HS!,Nuevo  |  +5mil vendidos,(169 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1355571413,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate De Campo La Merced 500g C/ Palo Original Sin Tacc,https://www.mercadolibre.com.ar/yerba-mate-de-campo-la-merced-500g-c-palo-original-sin-tacc/p/MLA19956928?pdp_filters=category:MLA409408#searchVariation=MLA19956928&position=9&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,3.400,OPEN25HS!,Nuevo  |  +50mil vendidos,(185 disponibles),Nuevo  |  +50mil vendidos,OFERTA DEL DÍA,#1395567061,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba mate Mañanita 4flex 500g,https://www.mercadolibre.com.ar/yerba-mate-mananita-4flex-500g/p/MLA20719063?pdp_filters=category:MLA409408#searchVariation=MLA20719063&position=10&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,2.320,OPEN25HS!,Nuevo  |  +10mil vendidos,(556 disponibles),Nuevo  |  +10mil vendidos,OFERTA DEL DÍA,#1631079952,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
Yerba Mate Nobleza Gaucha Suave Sin Tacc X 1 Kg,https://www.mercadolibre.com.ar/yerba-mate-nobleza-gaucha-suave-sin-tacc-x-1-kg/p/MLA21239193?pdp_filters=category:MLA409408#searchVariation=MLA21239193&position=11&search_layout=stack&type=product&tracking_id=361001b4-b85d-495f-bc33-fac33673ab55,3.616,ECOMODICO,Nuevo  |  +10mil vendidos,(118 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1370357935,2024-03-13 18:09:17,Alimentos y Bebidas,Almacén,Infusiones,Yerba Mate
