Titulo,Enlace,Precios,Vendedor,Detalles,Cantidad,Estado,Oferta,Publicacion,Fecha_Ejecucion,Familia1,Familia2,Familia3
Fideos Tallarín Don Vicente 500g,https://www.mercadolibre.com.ar/fideos-tallarin-don-vicente-500g/p/MLA19964512?pdp_filters=category:MLA1423#searchVariation=MLA19964512&position=2&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,2.137,TAP GROCERY,Nuevo  |  +10mil vendidos,(1276 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1280840736,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Tirabuzon Matarazzo X500 Gr,https://www.mercadolibre.com.ar/fideos-tirabuzon-matarazzo-x500-gr/p/MLA19943667?pdp_filters=category:MLA1423#searchVariation=MLA19943667&position=3&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,1.314,TAP GROCERY,Nuevo  |  +10mil vendidos,(2467 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1280821337,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos  Most.rayad. 500 Gr Sta.isabel,https://www.mercadolibre.com.ar/fideos-mostrayad-500-gr-staisabel/p/MLA21164899?pdp_filters=category:MLA1423#searchVariation=MLA21164899&position=4&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,963,ARTICULOS MOHE,Nuevo  |  +1000 vendidos,(94 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1395499445,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Tirabuzón Lucchetti 500g,https://www.mercadolibre.com.ar/fideos-tirabuzon-lucchetti-500g/p/MLA20719337?pdp_filters=category:MLA1423#searchVariation=MLA20719337&position=5&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,1.473,TAP GROCERY,Nuevo  |  +50mil vendidos,(2172 disponibles),Nuevo  |  +50mil vendidos,No disponible,#1286443752,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Giacomo Capelettini Verdura 500 Grs,https://www.mercadolibre.com.ar/fideos-giacomo-capelettini-verdura-500-grs/p/MLA19977015?pdp_filters=category:MLA1423#searchVariation=MLA19977015&position=6&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,2.501,Ecomodico,Nuevo  |  +5mil vendidos,(97 disponibles),Nuevo  |  +5mil vendidos,No disponible,#1432346870,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Tallarín Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-tallarin-matarazzo-500g/p/MLA19937131?pdp_filters=category:MLA1423#searchVariation=MLA19937131&position=7&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,1.359,Ecomodico,Nuevo  |  +10mil vendidos,(442 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1410407141,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Spaghetti Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-matarazzo-500g/p/MLA19943735?pdp_filters=category:MLA1423#searchVariation=MLA19943735&position=8&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,1.359,Ecomodico,Nuevo  |  +10mil vendidos,(393 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1286466941,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Terrabusi Spaghetti N°3 500g,https://www.mercadolibre.com.ar/fideos-terrabusi-spaghetti-n3-500g/p/MLA28544406?pdp_filters=category:MLA1423#searchVariation=MLA28544406&position=9&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,1.027,Ecomodico,Nuevo  |  +1000 vendidos,(847 disponibles),Nuevo  |  +1000 vendidos,No disponible,#1584459888,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Spaghetti libre de gluten sin tacc Matarazzo 500g,https://www.mercadolibre.com.ar/fideos-spaghetti-libre-de-gluten-sin-tacc-matarazzo-500g/p/MLA20949980?pdp_filters=category:MLA1423#searchVariation=MLA20949980&position=10&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,2.849,KIGUSTOREARG,Nuevo  |  +10mil vendidos,(19 disponibles),Nuevo  |  +10mil vendidos,No disponible,#1604279244,2024-03-29 22:46:26,Alimentos y Bebidas,Almacén,Pastas
Fideos Giacomo Capelettini Queso Y Jamon 500 Grs,https://www.mercadolibre.com.ar/fideos-giacomo-capelettini-queso-y-jamon-500-grs/p/MLA19994611?pdp_filters=category:MLA1423#searchVariation=MLA19994611&position=11&search_layout=stack&type=product&tracking_id=daed939e-8ab8-4487-bfa6-b805831f7c0a,2.501,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,2024-03-29 22:46:26,nan,nan,nan
